entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,session_gate_mode,active_session_label,structure_started_in_first120,entry_after_first120,session_gate_pass,session_gate_reject_reason,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,top_context_tf,structure_tf,primary_entry_tf,secondary_entry_tf,use_secondary_entry_tf,htf_alignment_mode,htf_permission_mode,allowed_direction,top_context_direction_state,structure_direction_state,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,selected_candidate_pattern,primary_best_pattern,primary_best_score,secondary_best_pattern,secondary_best_score,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,transcript_context_mode,transcript_context_passed,transcript_stage,transcript_reject_reason,top_sma75_state,structure_sma75_state,primary_sma75_state,structure_break_age_bars,structure_break_level,primary_break_age_bars,primary_break_level,nested_thirdwave_enabled,nested_thirdwave_mode,h1_context_direction,h1_context_impulse_direction,context_impulse_high,context_impulse_low,h1_context_fib_retrace_ratio,h1_context_fib_room_bucket,context_fib_room_score,m15_wave1_candidate,m15_wave1_direction,m15_wave1_break_type,m15_wave1_break_level,m15_wave1_age_bars,m15_wave1_high,m15_wave1_low,m15_wave2_candidate,m15_wave2_retrace_ratio,m15_wave2_fib_zone,m15_wave2_fib_score,m15_wave_context_mode,m15_wave2_age_bars,m15_wave_context_score,m5_corrective_wave_detected,m5_corrective_direction,m5_corrective_swing_count,m5_corrective_123_detected,m5_corrective_abc_detected,m5_corrective_leg_count,m5_corrective_start_time,m5_corrective_end_time,m5_corrective_age_bars,m5_corrective_pullback_atr,m5_corrective_last_lh_level,m5_corrective_last_hl_level,m5_corrective_invalidation_level,m5_corrective_invalidation,m5_invalidation_detected,m5_invalidation_type,m5_invalidation_level,m5_invalidation_close_break,m5_invalidation_break_atr,m5_invalidation_body_atr,post_break_acceptance_pass,post_break_acceptance_bars,post_break_return_atr,first_retest_after_invalidation,bars_from_invalidation_to_entry,retest_level,retest_distance_atr,sma75_state,sma75_reclaim,sma75_granville_score,nested_score,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,exit_mode,structure_target_mode,structure_target_type,structure_target_price,structure_target_r,target_reward_multiple,target_price,base_pattern_score,target_room_score,retest_score,fib_source_tf,fib_impulse_high,fib_impulse_low,fib_retrace_ratio,fib_zone,fib_score,fib_required_pass,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,reached_0_5r,reached_0_8r,reached_1_0r,reached_1_3r,reached_1_5r,bars_to_0_5r,bars_to_1_0r,bars_to_1_3r,mfe_before_failure_exit,mfe_before_time_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,structure_target_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.02.11 17:30:00,2025.02.11 17:55:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.02.11 17:25:00,17,14,23,london_newyork_overlap,2025.02.11 13:00,85,first_120min,false,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,existing_first120_gate,london_newyork_overlap,true,false,true,passed_first_window,inverse_head_and_shoulders,neckline_break_retest,152.45600000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,false,true,false,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,true,PERIOD_H1_SHORT_dow_trend_down_ll_lh|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_SHORT_dow_trend_down_ll_lh|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,0,152.36800000,0,152.45600000,false,off,NONE,NONE,0.00000000,0.00000000,0.0000,none,0.000,true,LONG,return_high_break_or_bos_up,152.36800000,0,152.36800000,151.64100000,false,-0.2118,outside_beyond_impulse,0.000,off,0,0.200,true,SHORT,6,true,true,2,2025.02.11 15:45:00,2025.02.11 16:55:00,6,2.5756,152.45600000,0.00000000,152.45600000,true,true,m5_lh_close_break_up,152.45600000,true,0.8003,1.2970,true,1,0.0000,true,1,152.45600000,0.1472,none,false,0.000,0.000,152.53000000,152.50300000,152.53000000,previous_day_high,0.0254,opening_range_high|neckline_level,152.45600000,0.6071,false,true,true,false,m5_failure_exit,off,none,0.00000000,0.0000,1.30,152.93100000,4.500,-0.300,0.200,PERIOD_M15,152.50300000,152.21300000,-0.0655,outside,0.000,true,60-90,true,false,none,order_sent,5.150,152.52200000,152.44700000,152.20700000,152.93100000,0.31500000,-0.2381,152.20700000,152.20700000,false,false,none,0.0000,,-1,0.2127,0.2540,false,false,false,false,false,-1,-1,-1,0.0000,0.2127,time,false,false,false,true,false,-0.2381,0.0000,-5.90,0.00,0.00,-5.90,0.120,1.298,5,0.10871429,20.00,5.150,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,2,no_break_even
2025.02.21 10:35:00,2025.02.21 10:54:00,session_reversal_pullback_all_symbols_first120,EURJPY,SHORT,2025.02.21 10:30:00,10,7,16,london,2025.02.21 07:00,30,first_120min,true,true,3,EURJPY,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,existing_first120_gate,london,true,false,true,passed_first_window,head_and_shoulders,neckline_break_retest,157.84100000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,true,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,0,157.68500000,1,157.80700000,false,off,NONE,NONE,0.00000000,0.00000000,0.0000,none,0.000,true,SHORT,return_low_break_or_bos_down,157.68500000,0,158.20900000,157.68500000,true,0.2557,room_under_382,0.100,off,0,0.500,true,LONG,7,true,true,2,2025.02.21 08:50:00,2025.02.21 09:45:00,9,2.5633,0.00000000,157.80700000,157.80700000,true,true,m5_hl_close_break_down,157.80700000,true,1.6348,2.6941,true,1,0.0785,true,3,157.80700000,0.1635,none,false,0.000,0.000,157.84100000,157.80700000,157.80700000,pre_session_low,0.0563,neckline_level,157.84100000,0.1439,false,true,false,false,m5_failure_exit,off,none,0.00000000,0.0000,1.30,157.54300000,4.500,-0.300,0.200,PERIOD_M15,158.20900000,157.69300000,0.2442,outside,0.000,true,30-60,true,false,none,order_sent,5.150,157.81900000,157.54200000,158.03200000,157.54300000,0.21300000,1.3005,158.03200000,158.03200000,false,false,none,0.0000,,-1,1.3005,0.0939,true,true,true,true,false,0,0,3,0.0000,0.0000,tp,false,false,true,false,false,1.3005,0.0000,30.89,0.00,0.00,30.89,0.170,1.296,3,0.15292857,30.00,5.150,other,false,not_invalidated,DEAL_REASON_TP,4,no_break_even
2025.03.05 03:05:00,2025.03.05 03:15:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.03.05 03:00:00,3,0,9,tokyo,2025.03.05 00:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,existing_first120_gate,tokyo,true,false,true,passed_first_window,inverse_head_and_shoulders,neckline_break_retest,149.87400000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,false,true,false,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,true,PERIOD_H1_SHORT_dow_trend_down_ll_lh|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_SHORT_dow_trend_down_ll_lh|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,above_75sma_rising,0,149.87100000,0,149.84500000,false,off,NONE,NONE,0.00000000,0.00000000,0.0000,none,0.000,true,LONG,return_high_break_or_bos_up,149.87100000,0,149.87100000,149.00300000,false,-0.0369,outside_beyond_impulse,0.000,off,0,0.200,true,SHORT,7,true,true,2,2025.03.05 01:15:00,2025.03.05 02:25:00,7,2.8348,149.84500000,0.00000000,149.84500000,true,true,m5_lh_close_break_up,149.84500000,true,0.5075,0.8338,true,1,0.0000,true,1,149.84500000,0.1305,none,false,0.000,0.000,149.91600000,149.87400000,149.91600000,pre_session_high,0.0396,session_high|opening_range_high|neckline_level,149.87400000,0.2103,false,true,true,false,m5_failure_exit,off,none,0.00000000,0.0000,1.30,150.32900000,4.500,-0.300,0.200,PERIOD_M15,149.96300000,149.66600000,0.2020,outside,0.000,true,0-30,true,false,none,order_sent,5.150,149.90300000,149.77800000,149.57500000,150.32900000,0.32800000,-0.3811,149.57500000,149.57500000,false,false,none,0.0000,,-1,0.1250,0.3872,false,false,false,false,false,-1,-1,-1,0.0000,0.1250,time,false,false,false,true,false,-0.3811,0.0000,-9.18,0.00,0.00,-9.18,0.110,1.299,2,0.13792857,21.00,5.150,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,6,no_break_even
