run,scenario,prefix,elapsed_seconds
A,current_thirdwave_current_sl_1_5R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2510_A_cur15,83
B,v4_micro_or_candle_current_sl_1_5R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2510_B_mc_cur15,73.1
C,v4_micro_or_candle_lower_tf_sl_1_2R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2510_C_mc_l12,73.1
D,v4_micro_or_candle_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2510_D_mc_l13,73
E,v4_micro_or_candle_lower_tf_sl_1_5R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2510_E_mc_l15,73.1
F,v4_without_weak_lower_tf_sl_1_2R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2510_F_nw_l12,73
G,v4_without_weak_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2510_G_nw_l13,73
