time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name
2025.10.01 01:04:59,execution_block_candidate,GBPJPY,SHORT,198.849,198.932,198.725,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,198.565,199.042,198.741,199.756,LL_LH,10,-0.159,0.237,PERIOD_M15,199.042,198.565,198.894,68.97,3.15,5,false,198.894,0.64,9.43,PERIOD_M5,198.697,198.697,1,2.18,152.0,late,60.00,1.19,0.083,1.50,0.5440,,spread_guard,true,,true,,0.00,false,0.29,2,3.46,micro_break,,13,1,2.18,9.43,36.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 01:19:59,execution_block_candidate,GBPJPY,SHORT,198.856,198.932,198.742,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,198.565,199.042,198.741,199.756,LL_LH,10,-0.159,0.237,PERIOD_M15,199.042,198.565,198.894,68.97,2.98,6,false,198.894,0.68,7.97,PERIOD_M5,198.629,198.629,1,4.05,227.0,late,70.00,1.36,0.076,1.50,0.6786,,spread_guard,true,,true,,0.00,false,0.00,1,4.05,candle_reversal,,16,1,4.05,7.97,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 01:59:59,execution_block_candidate,GBPJPY,SHORT,198.835,198.932,198.690,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,198.565,199.042,198.741,199.756,LL_LH,10,-0.159,0.237,PERIOD_M15,199.042,198.565,198.894,68.97,3.19,8,false,198.894,1.28,12.37,PERIOD_M5,198.830,198.830,1,0.11,5.0,early,95.00,2.11,0.097,1.50,0.8274,,spread_guard,true,,true,,0.00,false,0.22,1,0.52,candle_reversal,,24,1,0.11,12.37,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 14:34:59,execution_block_candidate,AUDJPY,SHORT,97.283,97.391,97.121,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,97.190,97.909,97.626,97.972,LL_LH,11,-0.041,0.139,PERIOD_M15,97.909,97.190,97.363,24.06,2.70,6,false,97.363,2.17,11.13,PERIOD_M5,97.219,97.219,1,1.73,64.0,late,75.00,2.92,0.108,1.50,0.7582,,spread_guard,true,,true,,0.00,false,0.00,1,2.33,early_lower_high,,18,1,1.73,11.13,18.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 14:59:59,execution_block_candidate,GBPJPY,SHORT,198.175,198.273,198.028,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,198.004,198.907,198.553,199.207,LL_LH,7,-0.171,0.214,PERIOD_M15,198.907,198.004,198.235,25.58,2.02,8,false,198.235,0.96,6.64,PERIOD_M5,198.255,198.255,1,1.28,80.0,late,65.00,1.57,0.098,1.50,0.6087,,spread_guard,true,,true,,20.00,false,0.67,1,0.22,candle_reversal,,2,1,1.28,6.64,18.00,65.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 15:14:59,execution_block_candidate,GBPJPY,SHORT,198.186,198.308,198.003,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,198.004,198.907,198.553,199.207,LL_LH,8,-0.161,0.207,PERIOD_M15,198.907,198.004,198.235,25.58,1.98,9,false,198.235,0.73,5.43,PERIOD_M5,198.144,198.144,1,0.63,42.0,unclear,75.00,1.83,0.122,1.50,1.0942,,spread_guard,true,,true,,35.00,false,1.63,1,1.18,micro_break,,5,1,0.63,5.43,64.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 16:34:59,v4_blocked_candidate,AUDJPY,SHORT,97.090,97.267,96.825,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,97.190,97.363,97.626,97.909,LL_LH,6,-0.034,0.136,PERIOD_M15,97.363,97.190,97.239,28.32,0.60,3,false,97.239,2.35,86.13,PERIOD_M5,97.064,97.064,1,0.41,26.0,acceptable,60.00,2.80,0.177,1.50,0.4424,v4_impulse_consumed,,true,,true,,70.00,true,1.67,3,0.96,micro_break,v4_impulse_consumed,21,1,0.41,86.13,118.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 17:14:59,execution_block_candidate,GBPJPY,SHORT,198.394,198.555,198.153,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,198.004,198.907,198.553,199.207,LL_LH,10,-0.145,0.238,PERIOD_M15,198.907,198.004,198.517,56.81,3.18,5,false,198.517,1.23,13.62,PERIOD_M5,198.237,198.237,1,1.57,157.0,late,95.00,1.61,0.161,1.50,0.3789,,spread_guard,true,,true,,0.00,false,0.00,1,1.57,early_lower_high,,17,1,1.57,13.62,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 17:24:59,final_entry_candidate,USDJPY,SHORT,146.935,147.126,146.649,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,146.893,147.257,147.749,148.220,LL_LH,6,-0.164,0.247,PERIOD_M15,147.257,146.893,147.111,59.89,1.34,9,false,147.111,1.85,48.35,PERIOD_M5,146.692,146.692,1,2.55,243.0,late,70.00,2.00,0.191,1.50,0.1574,,,true,,true,,0.00,false,0.00,1,3.37,candle_reversal,,1,1,2.55,48.35,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 17:24:59,order_attempt,USDJPY,SHORT,146.935,147.126,146.649,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,146.893,147.257,147.749,148.220,LL_LH,6,-0.164,0.247,PERIOD_M15,147.257,146.893,147.111,59.89,1.34,9,false,147.111,1.85,48.35,PERIOD_M5,146.692,146.692,1,2.55,243.0,late,70.00,2.00,0.191,1.50,0.1574,,,true,,true,,0.00,false,0.00,1,3.37,candle_reversal,,1,1,2.55,48.35,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
