time,strategy_name,entry_selection_mode,context_tf,pattern_tf,execution_tf,reward_r,evaluations,long_evaluations,short_evaluations,h4_impulse_pass,pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,final_entry_pass,orders_sent,orders_failed,data_unavailable,atr_unavailable,research_excluded,no_h4_nwave,too_shallow_pullback,too_deep_pullback,no_h1_counter_trend_nwave,no_clear_neckline,no_neckline_break,sl_too_tight,sl_too_wide,invalid_structure,spread_guard,existing_position,execution_blocked,clean_nested_nwave_entry,neckline_break_initial,neckline_break_late,chasing_after_break,unknown,top_fail_reason,top_fail_reason_rows
2025.02.27 23:57:59,Nested_NWave_NecklineBreak,best_only,PERIOD_H4,PERIOD_H1,PERIOD_M15,2.00,25494,12747,12747,7541,1832,709,211,41,41,11562,13932,32,12,0,0,0,0,17154,4152,1557,1123,0,498,0,170,799,9,0,19,2,6,33,0,0,no_h4_nwave,17154
