time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2026.01.02 11:19:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,false,true,true,false,false,1.17791,1.17193,52.34,0.00180,0.00087,0.00061,0.2611,16.0,1.17407,1.17307,1.17464,1.17354,1.17480,1.17203,0.39,0.00126,1.20,8,0.00053,0.86,0.00110,1.79,126.0,2.06,151.0,2.46,62.22,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,1.63,100.0,0.29,0.46,1.57,0.18,0.53,5,false,not_evaluated,,0.00,false,false,false
2026.01.02 18:04:59,blocked_candidate,EURJPY,LONG,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,clean_nested_nwave_entry,spread_guard,spread_guard,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_nested_nwave_entry,true,true,true,true,true,true,false,true,true,false,false,184.415,183.527,57.32,0.317,0.177,0.119,0.2523,30.0,183.985,183.990,183.809,183.987,183.779,184.237,0.37,0.208,1.20,4,0.002,0.02,0.178,1.50,208.0,1.75,250.0,2.10,125.41,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.04,5.0,0.34,0.53,1.58,0.18,0.82,8,false,not_evaluated,,0.00,false,false,false
2026.01.05 16:19:59,blocked_candidate,GBPJPY,LONG,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,spread_guard,spread_guard,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,true,true,true,true,true,true,false,true,true,false,false,211.429,210.245,39.86,0.481,0.268,0.136,0.2796,38.0,210.907,210.965,210.689,210.921,210.651,211.245,0.29,0.270,1.20,4,0.014,0.10,0.232,1.71,270.0,1.99,324.0,2.38,72.68,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.43,58.0,0.07,0.06,0.85,0.48,0.52,11,false,not_evaluated,,0.00,false,false,false
2026.01.06 11:49:59,blocked_candidate,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,false,true,true,false,false,184.051,182.800,52.92,0.376,0.165,0.116,0.2577,30.0,183.228,183.204,183.422,183.228,183.452,182.959,0.34,0.224,1.20,4,0.000,0.00,0.194,1.67,224.0,1.92,269.0,2.31,78.25,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.21,24.0,0.69,0.76,1.11,0.06,0.25,2,false,not_evaluated,,0.00,false,false,false
2026.01.06 13:19:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_initial,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00104,0.00075,0.2275,17.0,1.17073,1.17066,1.17165,1.17049,1.17182,1.16889,0.37,0.00133,1.20,3,0.00024,0.32,0.00116,1.55,133.0,1.78,160.0,2.14,101.93,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.09,7.0,0.67,0.72,1.07,0.28,0.72,2,false,not_evaluated,,0.00,false,false,false
2026.01.06 14:04:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_initial,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00105,0.00063,0.2397,15.0,1.17073,1.17054,1.17165,1.17082,1.17180,1.16964,0.51,0.00098,1.20,6,0.00009,0.14,0.00083,1.33,98.0,1.57,118.0,1.89,102.06,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.30,19.0,0.58,0.42,0.72,0.24,0.76,5,false,not_evaluated,,0.00,false,false,false
2026.01.06 14:34:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_initial,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00105,0.00063,0.2528,16.0,1.17073,1.17055,1.17165,1.17050,1.17181,1.16893,0.38,0.00131,1.20,8,0.00023,0.36,0.00115,1.82,131.0,2.07,157.0,2.48,95.42,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.28,18.0,0.92,0.90,0.98,0.00,1.00,7,false,not_evaluated,,0.00,false,false,false
2026.01.08 09:04:59,blocked_candidate,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,false,true,true,false,false,183.373,182.697,48.67,0.345,0.137,0.081,0.3684,30.0,182.953,182.907,183.082,182.936,183.112,182.725,0.44,0.176,1.20,6,0.017,0.21,0.146,1.79,176.0,2.16,211.0,2.59,74.70,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.56,46.0,0.33,0.29,0.90,0.45,0.22,4,false,not_evaluated,,0.00,false,false,false
2026.01.14 20:04:59,final_entry_candidate,USDJPY,LONG,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,159.447,156.680,41.67,0.417,0.265,0.121,0.1487,18.0,158.277,158.294,158.115,158.363,158.097,158.682,0.29,0.266,1.20,4,0.086,0.71,0.248,2.05,266.0,2.20,319.0,2.63,66.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.14,17.0,0.65,0.26,0.40,0.12,0.22,12,false,not_evaluated,,0.00,false,false,false
2026.01.14 20:04:59,order_sent,USDJPY,LONG,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,159.447,156.680,41.67,0.417,0.265,0.121,0.1487,18.0,158.277,158.294,158.115,158.363,158.097,158.682,0.29,0.266,1.20,4,0.086,0.71,0.248,2.05,266.0,2.20,319.0,2.63,66.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.14,17.0,0.65,0.26,0.40,0.12,0.22,12,false,not_evaluated,,0.00,false,false,false
2026.01.16 15:04:59,blocked_candidate,GBPUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,false,true,true,false,false,1.34444,1.33620,41.63,0.00250,0.00104,0.00070,0.2136,15.0,1.34041,1.33994,1.34115,1.33996,1.34130,1.33835,0.37,0.00134,1.20,5,0.00045,0.64,0.00119,1.69,134.0,1.91,161.0,2.29,67.28,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.67,47.0,0.27,0.51,1.87,0.56,0.44,11,false,not_evaluated,,0.00,false,false,false
2026.01.16 15:34:59,final_entry_candidate,GBPUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,1.34444,1.33620,41.63,0.00250,0.00104,0.00077,0.1937,15.0,1.34041,1.34026,1.34115,1.34001,1.34130,1.33846,0.39,0.00129,1.20,7,0.00040,0.52,0.00114,1.47,129.0,1.67,155.0,2.00,64.78,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.19,15.0,0.65,1.24,1.91,0.34,0.01,13,false,not_evaluated,,0.00,false,false,false
2026.01.16 15:34:59,order_sent,GBPUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,1.34444,1.33620,41.63,0.00250,0.00104,0.00077,0.1937,15.0,1.34041,1.34026,1.34115,1.34001,1.34130,1.33846,0.39,0.00129,1.20,7,0.00040,0.52,0.00114,1.47,129.0,1.67,155.0,2.00,64.78,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.19,15.0,0.65,1.24,1.91,0.34,0.01,13,false,not_evaluated,,0.00,false,false,false
2026.01.16 15:49:59,final_entry_candidate,GBPUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,1.34444,1.33620,41.63,0.00250,0.00104,0.00078,0.1927,15.0,1.34041,1.34040,1.34115,1.34065,1.34130,1.33987,0.77,0.00065,1.20,8,0.00024,0.31,0.00050,0.64,65.0,0.83,78.0,1.00,65.28,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.01,1.0,0.21,0.18,0.87,0.71,0.09,13,false,not_evaluated,,0.00,false,false,false
