scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,max_consecutive_losses,monthly_net,monthly_trades,symbol_distribution,direction_distribution,FX_net,XAUUSD_net,LONG_net,SHORT_net,clean_or_acceptable_pct
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,82,31.71,0.924,-0.05,-215.48,633.39,6.08,1.275,1.18,60.98,41.46,31.71,7,2024-01:87.94;2024-02:-248.04;2024-03:247.08;2024-04:33.42;2024-05:-49.7;2024-06:251.08;2024-07:44.48;2024-08:-119.88;2024-09:-214.79;2024-10:-62.01;2024-11:-39.94;2024-12:-145.12,2024-01:8;2024-02:5;2024-03:10;2024-04:5;2024-05:1;2024-06:7;2024-07:11;2024-08:5;2024-09:10;2024-10:10;2024-11:7;2024-12:3,AUDJPY:1;EURJPY:3;EURUSD:4;GBPJPY:10;GBPUSD:2;USDJPY:10;XAUUSD:52,LONG:38;SHORT:44,-471.68,256.2,509.02,-724.5,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2025,89,33.71,0.985,0.019,-43.43,661.62,6.43,1.341,1.181,74.16,53.93,35.96,8,2025-01:63.35;2025-02:-7.86;2025-03:184.98;2025-04:-200.33;2025-05:81.12;2025-06:-258.86;2025-07:-170.17;2025-08:40.65;2025-09:127.88;2025-10:-26.56;2025-11:313.7;2025-12:-191.33,2025-01:6;2025-02:6;2025-03:11;2025-04:13;2025-05:10;2025-06:8;2025-07:6;2025-08:8;2025-09:6;2025-10:6;2025-11:5;2025-12:4,AUDJPY:1;EURJPY:5;EURUSD:4;GBPJPY:5;GBPUSD:1;USDJPY:14;XAUUSD:59,LONG:48;SHORT:41,343.93,-387.36,-338.7,295.27,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2026,28,28.57,0.821,-0.157,-167.89,620.44,6.04,1.265,1.183,64.29,46.43,28.57,11,2026-01:-49.29;2026-02:171.85;2026-03:61.63;2026-04:-284.73;2026-05:-243.82;2026-06:176.47,2026-01:1;2026-02:3;2026-03:5;2026-04:6;2026-05:8;2026-06:5,EURJPY:2;EURUSD:3;GBPUSD:1;XAUUSD:22,LONG:9;SHORT:19,2.98,-170.87,-415.11,247.22,100.0
