time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2025.02.10 05:59:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.021 range_atr=5.29 vol=normal,HH_HL,0.21,0.0211,normal,true,,100.00,4.89,2.78,10009,order_sent,2875.74,2871.13,2882.66,0.10,4.61,1.50,all_score_passing_candidate,,,true,,true,,20.00,false,1.10,2,0.19,0.1086,0.2000,true,false,18.0,1.66,DowFractal_ThirdWave_Regime
2025.02.10 23:04:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.667 range_atr=7.91 vol=normal,HH_HL,5.17,0.6667,normal,true,,100.00,3.45,3.37,0,,2906.67,2902.30,2913.23,0.11,4.37,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,2.81,4,0.84,0.1389,0.2000,true,false,18.0,1.30,DowFractal_ThirdWave_Regime
2025.02.10 23:04:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.667 range_atr=7.91 vol=normal,HH_HL,5.17,0.6667,normal,true,,100.00,3.45,3.37,10009,order_sent,2906.67,2902.30,2913.23,0.11,4.37,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,2.81,4,0.84,0.1389,0.2000,true,false,18.0,1.30,DowFractal_ThirdWave_Regime
2025.02.11 07:39:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=8.28 vol=normal,HH_HL,6.57,0.6038,normal,true,,100.00,3.73,3.63,0,,2920.40,2914.74,2928.89,0.08,5.66,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,1.66,3,0.34,0.1153,0.2000,true,false,18.0,1.56,DowFractal_ThirdWave_Regime
2025.02.11 07:39:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=8.28 vol=normal,HH_HL,6.57,0.6038,normal,true,,100.00,3.73,3.63,10009,order_sent,2920.40,2914.74,2928.89,0.08,5.66,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,1.66,3,0.34,0.1153,0.2000,true,false,18.0,1.56,DowFractal_ThirdWave_Regime
2025.02.11 07:49:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=8.28 vol=normal,HH_HL,6.57,0.6038,normal,true,,100.00,3.87,4.21,0,existing_position,2922.26,2914.75,2933.53,0.06,7.51,1.50,existing_position,,existing_position,true,,true,,35.00,false,2.21,1,0.41,0.1010,0.2000,true,false,18.0,1.78,DowFractal_ThirdWave_Regime
2025.02.11 07:59:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=8.28 vol=normal,HH_HL,6.57,0.6038,normal,true,,100.00,3.87,4.39,0,existing_position,2923.11,2914.75,2935.65,0.06,8.36,1.50,existing_position,,existing_position,true,,true,,35.00,false,1.69,1,0.26,0.0945,0.2000,true,false,18.0,1.90,DowFractal_ThirdWave_Regime
2025.02.11 08:09:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.600 range_atr=8.53 vol=normal,HH_HL,6.34,0.5998,normal,true,,100.00,3.98,6.72,0,,2928.46,2914.76,2949.01,0.03,13.70,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,2.43,1,0.65,0.0883,0.2000,true,false,18.0,2.04,DowFractal_ThirdWave_Regime
2025.02.11 08:09:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.600 range_atr=8.53 vol=normal,HH_HL,6.34,0.5998,normal,true,,100.00,3.98,6.72,10009,order_sent,2928.46,2914.76,2949.01,0.03,13.70,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,2.43,1,0.65,0.0883,0.2000,true,false,18.0,2.04,DowFractal_ThirdWave_Regime
2025.02.11 08:14:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.600 range_atr=8.53 vol=normal,HH_HL,6.34,0.5998,normal,true,,75.00,3.98,5.53,0,existing_position,2926.34,2914.76,2943.71,0.04,11.58,1.50,existing_position,,existing_position,true,,true,,35.00,false,2.31,2,1.49,0.0859,0.2000,true,false,18.0,2.10,DowFractal_ThirdWave_Regime
2025.02.12 16:04:59,EURJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.716 range_atr=10.88 vol=normal,HH_HL,0.224,0.7165,normal,true,,100.00,2.28,1.48,0,,159.483,159.246,159.839,0.32,0.237,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,1.21,2,0.46,0.1867,0.2000,true,false,30.0,0.161,DowFractal_ThirdWave_Regime
2025.02.12 16:04:59,EURJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.716 range_atr=10.88 vol=normal,HH_HL,0.224,0.7165,normal,true,,100.00,2.28,1.48,10009,order_sent,159.483,159.246,159.839,0.32,0.237,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,1.21,2,0.46,0.1867,0.2000,true,false,30.0,0.161,DowFractal_ThirdWave_Regime
2025.02.19 07:39:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.714 range_atr=8.64 vol=normal,HH_HL,4.71,0.7141,normal,true,,100.00,4.54,3.91,0,,2931.39,2926.32,2939.00,0.10,5.07,1.50,all_score_passing_candidate,,,true,,true,,55.00,false,1.77,2,0.02,0.1388,0.2000,true,false,18.0,1.30,DowFractal_ThirdWave_Regime
2025.02.19 07:39:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.714 range_atr=8.64 vol=normal,HH_HL,4.71,0.7141,normal,true,,100.00,4.54,3.91,10009,order_sent,2931.39,2926.32,2939.00,0.10,5.07,1.50,all_score_passing_candidate,,,true,,true,,55.00,false,1.77,2,0.02,0.1388,0.2000,true,false,18.0,1.30,DowFractal_ThirdWave_Regime
2025.02.20 07:19:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.593 range_atr=6.26 vol=normal,HH_HL,4.17,0.5927,normal,true,,75.00,2.76,3.79,0,,2944.05,2939.15,2951.40,0.10,4.90,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,2.32,3,0.57,0.1391,0.2000,true,false,18.0,1.29,DowFractal_ThirdWave_Regime
2025.02.20 07:19:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.593 range_atr=6.26 vol=normal,HH_HL,4.17,0.5927,normal,true,,75.00,2.76,3.79,10009,order_sent,2944.05,2939.15,2951.40,0.10,4.90,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,2.32,3,0.57,0.1391,0.2000,true,false,18.0,1.29,DowFractal_ThirdWave_Regime
2025.02.20 07:24:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.593 range_atr=6.26 vol=normal,HH_HL,4.17,0.5927,normal,true,,100.00,2.76,4.77,0,existing_position,2944.89,2939.15,2953.50,0.08,5.74,1.50,existing_position,,existing_position,true,,true,,70.00,true,1.21,4,0.83,0.1497,0.2000,true,false,18.0,1.20,DowFractal_ThirdWave_Regime
2025.02.20 07:29:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.593 range_atr=6.26 vol=normal,HH_HL,4.17,0.5927,normal,true,,100.00,2.76,4.69,0,existing_position,2945.05,2939.15,2953.90,0.08,5.90,1.50,existing_position,,existing_position,true,,true,,90.00,true,1.38,5,0.03,0.1431,0.2000,true,false,18.0,1.26,DowFractal_ThirdWave_Regime
2025.02.20 07:39:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.593 range_atr=6.26 vol=normal,HH_HL,4.17,0.5927,normal,true,,100.00,2.81,4.05,0,existing_position,2944.17,2939.15,2951.70,0.10,5.02,1.50,existing_position,,existing_position,true,,true,,35.00,false,0.90,6,0.80,0.1453,0.2000,true,false,18.0,1.24,DowFractal_ThirdWave_Regime
2025.02.20 09:44:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.716 range_atr=6.72 vol=normal,HH_HL,4.46,0.7163,normal,true,,75.00,1.21,3.05,0,,2948.70,2943.68,2956.23,0.10,5.02,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,1.82,4,3.32,0.1095,0.2000,true,false,18.0,1.64,DowFractal_ThirdWave_Regime
2025.02.20 09:44:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.716 range_atr=6.72 vol=normal,HH_HL,4.46,0.7163,normal,true,,75.00,1.21,3.05,10009,order_sent,2948.70,2943.68,2956.23,0.10,5.02,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,1.82,4,3.32,0.1095,0.2000,true,false,18.0,1.64,DowFractal_ThirdWave_Regime
2025.02.20 15:39:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.632 range_atr=7.37 vol=normal,HH_HL,3.86,0.6325,normal,true,,100.00,4.02,2.27,0,,2944.97,2938.65,2954.45,0.08,6.32,1.50,all_score_passing_candidate,,,true,,true,,0.00,false,0.96,2,0.99,0.0647,0.2000,true,false,18.0,2.78,DowFractal_ThirdWave_Regime
2025.02.20 15:39:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.632 range_atr=7.37 vol=normal,HH_HL,3.86,0.6325,normal,true,,100.00,4.02,2.27,10009,order_sent,2944.97,2938.65,2954.45,0.08,6.32,1.50,all_score_passing_candidate,,,true,,true,,0.00,false,0.96,2,0.99,0.0647,0.2000,true,false,18.0,2.78,DowFractal_ThirdWave_Regime
2025.02.26 06:04:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.152 range_atr=6.11 vol=normal,LL_LH,-1.69,0.1517,normal,true,,100.00,8.38,4.23,0,,2916.64,2923.35,2906.58,0.07,6.71,1.50,all_score_passing_candidate,,,true,,true,,55.00,false,1.22,2,0.16,0.1135,0.2000,true,false,18.0,1.59,DowFractal_ThirdWave_Regime
2025.02.26 06:04:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.152 range_atr=6.11 vol=normal,LL_LH,-1.69,0.1517,normal,true,,100.00,8.38,4.23,10009,order_sent,2916.64,2923.35,2906.58,0.07,6.71,1.50,all_score_passing_candidate,,,true,,true,,55.00,false,1.22,2,0.16,0.1135,0.2000,true,false,18.0,1.59,DowFractal_ThirdWave_Regime
2025.02.26 06:09:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.152 range_atr=6.11 vol=normal,LL_LH,-1.69,0.1517,normal,true,,100.00,8.38,4.02,0,existing_position,2917.64,2923.35,2909.08,0.08,5.71,1.50,existing_position,,existing_position,true,,true,,70.00,true,1.73,3,1.06,0.1266,0.2000,true,false,18.0,1.42,DowFractal_ThirdWave_Regime
2025.02.26 06:24:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.152 range_atr=6.11 vol=normal,LL_LH,-1.69,0.1517,normal,true,,100.00,8.20,5.46,0,existing_position,2914.44,2923.35,2901.08,0.05,8.91,1.50,existing_position,,existing_position,true,,true,,35.00,false,1.80,2,1.12,0.1102,0.2000,true,false,18.0,1.63,DowFractal_ThirdWave_Regime
2025.02.26 10:24:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.268 range_atr=8.48 vol=normal,LL_LH,-2.15,0.2677,normal,true,,75.00,7.82,4.05,0,,2912.19,2921.31,2898.51,0.05,9.12,1.50,all_score_passing_candidate,,,true,,true,,0.00,false,0.57,2,0.33,0.0798,0.2000,true,false,18.0,2.25,DowFractal_ThirdWave_Regime
2025.02.26 10:24:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.268 range_atr=8.48 vol=normal,LL_LH,-2.15,0.2677,normal,true,,75.00,7.82,4.05,10009,order_sent,2912.19,2921.31,2898.51,0.05,9.12,1.50,all_score_passing_candidate,,,true,,true,,0.00,false,0.57,2,0.33,0.0798,0.2000,true,false,18.0,2.25,DowFractal_ThirdWave_Regime
2025.02.26 10:34:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.268 range_atr=8.48 vol=normal,LL_LH,-2.15,0.2677,normal,true,,75.00,6.74,3.11,0,existing_position,2910.83,2917.75,2900.45,0.07,6.92,1.50,existing_position,,existing_position,true,,true,,35.00,false,1.11,4,0.42,0.0810,0.2000,true,false,18.0,2.22,DowFractal_ThirdWave_Regime
2025.02.26 10:39:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.268 range_atr=8.48 vol=normal,LL_LH,-2.15,0.2677,normal,true,,75.00,6.74,3.01,0,existing_position,2910.96,2917.75,2900.78,0.07,6.79,1.50,existing_position,,existing_position,true,,true,,35.00,false,1.02,5,0.58,0.0797,0.2000,true,false,18.0,2.26,DowFractal_ThirdWave_Regime
2025.02.26 11:49:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.293 range_atr=9.01 vol=normal,LL_LH,-2.21,0.2930,normal,true,,100.00,7.87,2.65,0,existing_position,2914.20,2919.24,2906.64,0.10,5.04,1.50,existing_position,,existing_position,true,,true,,70.00,true,1.38,3,0.48,0.0946,0.2000,true,false,18.0,1.90,DowFractal_ThirdWave_Regime
2025.02.26 11:59:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.293 range_atr=9.01 vol=normal,LL_LH,-2.21,0.2930,normal,true,,100.00,7.87,3.38,0,existing_position,2913.06,2919.24,2903.79,0.08,6.18,1.50,existing_position,,existing_position,true,,true,,20.00,false,0.52,1,0.02,0.0984,0.2000,true,false,18.0,1.83,DowFractal_ThirdWave_Regime
2025.02.26 20:54:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.438 range_atr=7.84 vol=normal,LL_LH,-3.66,0.4383,normal,true,,100.00,6.17,2.14,0,,2913.31,2916.39,2908.69,0.16,3.08,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,1.94,3,0.65,0.1252,0.2000,true,false,18.0,1.44,DowFractal_ThirdWave_Regime
2025.02.26 20:54:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.438 range_atr=7.84 vol=normal,LL_LH,-3.66,0.4383,normal,true,,100.00,6.17,2.14,10009,order_sent,2913.31,2916.39,2908.69,0.16,3.08,1.50,all_score_passing_candidate,,,true,,true,,70.00,true,1.94,3,0.65,0.1252,0.2000,true,false,18.0,1.44,DowFractal_ThirdWave_Regime
2025.02.27 16:45:00,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.552 range_atr=7.52 vol=normal,LL_LH,-4.96,0.5518,normal,true,,100.00,2.80,2.37,0,,2881.82,2892.40,2865.95,0.04,10.58,1.50,all_score_passing_candidate,,,true,,true,,90.00,true,1.31,4,0.21,0.0403,0.2000,true,false,18.0,4.46,DowFractal_ThirdWave_Regime
2025.02.27 16:45:00,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.552 range_atr=7.52 vol=normal,LL_LH,-4.96,0.5518,normal,true,,100.00,2.80,2.37,10009,order_sent,2881.82,2892.40,2865.95,0.04,10.58,1.50,all_score_passing_candidate,,,true,,true,,90.00,true,1.31,4,0.21,0.0403,0.2000,true,false,18.0,4.46,DowFractal_ThirdWave_Regime
2025.02.27 21:40:00,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.542 range_atr=5.99 vol=normal,LL_LH,-5.65,0.5424,normal,true,,100.00,5.16,3.89,0,existing_position,2879.84,2887.08,2868.98,0.07,7.24,1.50,existing_position,,existing_position,true,,true,,70.00,true,4.37,3,1.33,0.0966,0.2000,true,false,18.0,1.86,DowFractal_ThirdWave_Regime
