scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,max_consecutive_losses,monthly_net,monthly_trades,symbol_distribution,direction_distribution,FX_net,XAUUSD_net,LONG_net,SHORT_net,clean_or_acceptable_pct
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,ALL,199,32.16,0.936,-0.034,-426.8,1021.18,9.8,1.303,1.181,67.34,47.74,33.17,11,2024-01:87.94;2024-02:-248.04;2024-03:247.08;2024-04:33.42;2024-05:-49.7;2024-06:251.08;2024-07:44.48;2024-08:-119.88;2024-09:-214.79;2024-10:-62.01;2024-11:-39.94;2024-12:-145.12;2025-01:63.35;2025-02:-7.86;2025-03:184.98;2025-04:-200.33;2025-05:81.12;2025-06:-258.86;2025-07:-170.17;2025-08:40.65;2025-09:127.88;2025-10:-26.56;2025-11:313.7;2025-12:-191.33;2026-01:-49.29;2026-02:171.85;2026-03:61.63;2026-04:-284.73;2026-05:-243.82;2026-06:176.47,2024-01:8;2024-02:5;2024-03:10;2024-04:5;2024-05:1;2024-06:7;2024-07:11;2024-08:5;2024-09:10;2024-10:10;2024-11:7;2024-12:3;2025-01:6;2025-02:6;2025-03:11;2025-04:13;2025-05:10;2025-06:8;2025-07:6;2025-08:8;2025-09:6;2025-10:6;2025-11:5;2025-12:4;2026-01:1;2026-02:3;2026-03:5;2026-04:6;2026-05:8;2026-06:5,AUDJPY:2;EURJPY:10;EURUSD:11;GBPJPY:15;GBPUSD:4;USDJPY:24;XAUUSD:133,LONG:95;SHORT:104,-124.77,-302.03,-244.79,-182.01,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,FX only,66,31.82,0.945,-0.034,-124.77,570.37,5.65,1.289,1.047,71.21,50.0,33.33,8,2024-01:-100.42;2024-02:-148.47;2024-03:-97.3;2024-06:97.96;2024-07:147.31;2024-08:-18.53;2024-09:-207.93;2024-10:-97.39;2024-12:-46.91;2025-01:215.03;2025-02:-5.7;2025-03:199.82;2025-04:-10.26;2025-05:-101.61;2025-06:98.55;2025-07:-98.52;2025-08:94.1;2025-10:-47.48;2026-01:-49.29;2026-02:100.1;2026-03:100.8;2026-04:-99.65;2026-05:-48.98,2024-01:5;2024-02:3;2024-03:5;2024-06:1;2024-07:6;2024-08:3;2024-09:4;2024-10:2;2024-12:1;2025-01:3;2025-02:3;2025-03:5;2025-04:9;2025-05:5;2025-06:1;2025-07:2;2025-08:1;2025-10:1;2026-01:1;2026-02:1;2026-03:1;2026-04:2;2026-05:1,AUDJPY:2;EURJPY:10;EURUSD:11;GBPJPY:15;GBPUSD:4;USDJPY:24,LONG:32;SHORT:34,-124.77,0,98.01,-222.78,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,XAUUSD only,133,32.33,0.931,-0.034,-302.03,1075.04,10.17,1.31,1.248,65.41,46.62,33.08,10,2024-01:188.36;2024-02:-99.57;2024-03:344.38;2024-04:33.42;2024-05:-49.7;2024-06:153.12;2024-07:-102.83;2024-08:-101.35;2024-09:-6.86;2024-10:35.38;2024-11:-39.94;2024-12:-98.21;2025-01:-151.68;2025-02:-2.16;2025-03:-14.84;2025-04:-190.07;2025-05:182.73;2025-06:-357.41;2025-07:-71.65;2025-08:-53.45;2025-09:127.88;2025-10:20.92;2025-11:313.7;2025-12:-191.33;2026-02:71.75;2026-03:-39.17;2026-04:-185.08;2026-05:-194.84;2026-06:176.47,2024-01:3;2024-02:2;2024-03:5;2024-04:5;2024-05:1;2024-06:6;2024-07:5;2024-08:2;2024-09:6;2024-10:8;2024-11:7;2024-12:2;2025-01:3;2025-02:3;2025-03:6;2025-04:4;2025-05:5;2025-06:7;2025-07:4;2025-08:7;2025-09:6;2025-10:5;2025-11:5;2025-12:4;2026-02:2;2026-03:4;2026-04:4;2026-05:7;2026-06:5,XAUUSD:133,LONG:63;SHORT:70,0,-302.03,-342.8,40.77,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,LONG,95,31.58,0.924,-0.043,-244.79,1046.09,9.68,1.276,1.297,66.32,48.42,32.63,12,2024-01:87.51;2024-02:-151.12;2024-03:299.16;2024-04:136.8;2024-05:-49.7;2024-06:49.46;2024-07:298.84;2024-08:-67.49;2024-09:46.71;2024-10:-45.62;2024-11:-48.62;2024-12:-46.91;2025-01:113.75;2025-02:-4.64;2025-03:85.86;2025-04:-2.27;2025-05:-107.5;2025-06:-209.2;2025-07:-71.65;2025-08:-53.45;2025-09:38.04;2025-10:-77.04;2025-12:-50.6;2026-01:-49.29;2026-02:-43.4;2026-03:-40.62;2026-04:-186.18;2026-05:-48.1;2026-06:-47.52,2024-01:5;2024-02:3;2024-03:6;2024-04:3;2024-05:1;2024-06:2;2024-07:6;2024-08:1;2024-09:5;2024-10:4;2024-11:1;2024-12:1;2025-01:5;2025-02:3;2025-03:4;2025-04:6;2025-05:5;2025-06:7;2025-07:4;2025-08:7;2025-09:2;2025-10:4;2025-12:1;2026-01:1;2026-02:1;2026-03:1;2026-04:4;2026-05:1;2026-06:1,AUDJPY:1;EURJPY:3;EURUSD:8;GBPJPY:8;GBPUSD:4;USDJPY:8;XAUUSD:63,LONG:95,98.01,-342.8,-244.79,0,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,SHORT,104,32.69,0.947,-0.026,-182.01,877.49,8.77,1.328,1.076,68.27,47.12,33.65,9,2024-01:0.43;2024-02:-96.92;2024-03:-52.08;2024-04:-103.38;2024-06:201.62;2024-07:-254.36;2024-08:-52.39;2024-09:-261.5;2024-10:-16.39;2024-11:8.68;2024-12:-98.21;2025-01:-50.4;2025-02:-3.22;2025-03:99.12;2025-04:-198.06;2025-05:188.62;2025-06:-49.66;2025-07:-98.52;2025-08:94.1;2025-09:89.84;2025-10:50.48;2025-11:313.7;2025-12:-140.73;2026-02:215.25;2026-03:102.25;2026-04:-98.55;2026-05:-195.72;2026-06:223.99,2024-01:3;2024-02:2;2024-03:4;2024-04:2;2024-06:5;2024-07:5;2024-08:4;2024-09:5;2024-10:6;2024-11:6;2024-12:2;2025-01:1;2025-02:3;2025-03:7;2025-04:7;2025-05:5;2025-06:1;2025-07:2;2025-08:1;2025-09:4;2025-10:2;2025-11:5;2025-12:3;2026-02:2;2026-03:4;2026-04:2;2026-05:7;2026-06:4,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:7;USDJPY:16;XAUUSD:70,SHORT:104,-222.78,40.77,0,-182.01,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,FX LONG,32,34.38,1.092,0.061,98.01,250.99,2.43,1.234,1.127,62.5,50.0,34.38,5,2024-01:-50.26;2024-02:-100.72;2024-03:52.13;2024-07:298.4;2024-08:-67.49;2024-09:-50.44;2024-10:-48.34;2024-12:-46.91;2025-01:215.03;2025-02:-51.03;2025-03:101.32;2025-04:45.68;2025-05:-151.86;2025-06:98.55;2025-10:-47.48;2026-01:-49.29;2026-04:-49.28,2024-01:4;2024-02:2;2024-03:2;2024-07:3;2024-08:1;2024-09:1;2024-10:1;2024-12:1;2025-01:3;2025-02:1;2025-03:1;2025-04:5;2025-05:3;2025-06:1;2025-10:1;2026-01:1;2026-04:1,AUDJPY:1;EURJPY:3;EURUSD:8;GBPJPY:8;GBPUSD:4;USDJPY:8,LONG:32,98.01,0,98.01,0,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,FX SHORT,34,29.41,0.817,-0.124,-222.78,510.57,5.11,1.34,0.971,79.41,50.0,32.35,5,2024-01:-50.16;2024-02:-47.75;2024-03:-149.43;2024-06:97.96;2024-07:-151.09;2024-08:48.96;2024-09:-157.49;2024-10:-49.05;2025-02:45.33;2025-03:98.5;2025-04:-55.94;2025-05:50.25;2025-07:-98.52;2025-08:94.1;2026-02:100.1;2026-03:100.8;2026-04:-50.37;2026-05:-48.98,2024-01:1;2024-02:1;2024-03:3;2024-06:1;2024-07:3;2024-08:2;2024-09:3;2024-10:1;2025-02:2;2025-03:4;2025-04:4;2025-05:2;2025-07:2;2025-08:1;2026-02:1;2026-03:1;2026-04:1;2026-05:1,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:7;USDJPY:16,SHORT:34,-222.78,0,0,-222.78,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,XAUUSD LONG,63,30.16,0.842,-0.096,-342.8,1010.75,9.47,1.297,1.383,68.25,47.62,31.75,9,2024-01:137.77;2024-02:-50.4;2024-03:247.03;2024-04:136.8;2024-05:-49.7;2024-06:49.46;2024-07:0.44;2024-09:97.15;2024-10:2.72;2024-11:-48.62;2025-01:-101.28;2025-02:46.39;2025-03:-15.46;2025-04:-47.95;2025-05:44.36;2025-06:-307.75;2025-07:-71.65;2025-08:-53.45;2025-09:38.04;2025-10:-29.56;2025-12:-50.6;2026-02:-43.4;2026-03:-40.62;2026-04:-136.9;2026-05:-48.1;2026-06:-47.52,2024-01:1;2024-02:1;2024-03:4;2024-04:3;2024-05:1;2024-06:2;2024-07:3;2024-09:4;2024-10:3;2024-11:1;2025-01:2;2025-02:2;2025-03:3;2025-04:1;2025-05:2;2025-06:6;2025-07:4;2025-08:7;2025-09:2;2025-10:3;2025-12:1;2026-02:1;2026-03:1;2026-04:3;2026-05:1;2026-06:1,XAUUSD:63,LONG:63,0,-342.8,-342.8,0,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,XAUUSD SHORT,70,34.29,1.018,0.021,40.77,656.71,6.47,1.322,1.126,62.86,45.71,34.29,9,2024-01:50.59;2024-02:-49.17;2024-03:97.35;2024-04:-103.38;2024-06:103.66;2024-07:-103.27;2024-08:-101.35;2024-09:-104.01;2024-10:32.66;2024-11:8.68;2024-12:-98.21;2025-01:-50.4;2025-02:-48.55;2025-03:0.62;2025-04:-142.12;2025-05:138.37;2025-06:-49.66;2025-09:89.84;2025-10:50.48;2025-11:313.7;2025-12:-140.73;2026-02:115.15;2026-03:1.45;2026-04:-48.18;2026-05:-146.74;2026-06:223.99,2024-01:2;2024-02:1;2024-03:1;2024-04:2;2024-06:4;2024-07:2;2024-08:2;2024-09:2;2024-10:5;2024-11:6;2024-12:2;2025-01:1;2025-02:1;2025-03:3;2025-04:3;2025-05:3;2025-06:1;2025-09:4;2025-10:2;2025-11:5;2025-12:3;2026-02:1;2026-03:3;2026-04:1;2026-05:6;2026-06:4,XAUUSD:70,SHORT:70,0,40.77,0,40.77,100.0
