time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2025.01.03 18:34:59,order_attempt,USDJPY,LONG,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,157.323,157.095,157.597,0.34,0.228,1.20,228.0,1.95,274.0,2.35,157.305,157.342,157.111,7,0.15,1.82,0.1372,16.0,72.43,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.32,37.0,0.67,0.33,0.49,0.05,0.28,7,false,not_evaluated,,0.00,false,false,false
2025.01.03 18:34:59,order_sent,USDJPY,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,157.323,157.095,157.597,0.34,0.228,1.20,228.0,1.95,274.0,2.35,157.305,157.342,157.111,7,0.15,1.82,0.1372,16.0,72.43,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.32,37.0,0.67,0.33,0.49,0.05,0.28,7,false,not_evaluated,,0.00,false,false,false
2025.01.06 02:19:59,order_attempt,XAUUSD,LONG,server_00_07,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2639.22,2636.48,2642.51,0.18,2.74,1.20,274.0,1.40,329.0,1.68,2638.60,2639.17,2636.67,7,0.32,1.30,0.0970,19.0,66.38,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.29,57.0,0.67,0.93,1.39,0.25,0.08,6,false,not_evaluated,,0.00,false,false,false
2025.01.06 02:19:59,order_sent,XAUUSD,LONG,server_00_07,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2639.22,2636.48,2642.51,0.18,2.74,1.20,274.0,1.40,329.0,1.68,2638.60,2639.17,2636.67,7,0.32,1.30,0.0970,19.0,66.38,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.29,57.0,0.67,0.93,1.39,0.25,0.08,6,false,not_evaluated,,0.00,false,false,false
2025.01.06 02:34:59,order_blocked,XAUUSD,LONG,server_00_07,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2639.64,2636.49,2643.42,0.15,3.15,1.20,315.0,1.64,378.0,1.97,2638.60,2639.37,2636.67,8,0.54,1.55,0.0940,18.0,61.67,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.40,77.0,0.13,0.10,0.78,0.50,0.50,6,false,not_evaluated,,0.00,false,false,false
2025.01.06 03:04:59,order_attempt,XAUUSD,LONG,server_00_07,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2641.25,2638.39,2644.68,0.17,2.86,1.20,286.0,1.36,343.0,1.63,2643.00,2643.16,2638.62,3,0.83,1.25,0.1090,23.0,64.23,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.08,16.0,0.93,1.91,2.05,0.03,0.97,2,false,not_evaluated,,0.00,false,false,false
2025.01.06 03:04:59,order_sent,XAUUSD,LONG,server_00_07,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2641.25,2638.39,2644.68,0.17,2.86,1.20,286.0,1.36,343.0,1.63,2643.00,2643.16,2638.62,3,0.83,1.25,0.1090,23.0,64.23,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.08,16.0,0.93,1.91,2.05,0.03,0.97,2,false,not_evaluated,,0.00,false,false,false
2025.01.06 03:49:59,order_attempt,XAUUSD,LONG,server_00_07,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2643.37,2638.44,2649.29,0.10,4.93,1.20,493.0,2.03,592.0,2.44,2643.00,2643.44,2638.62,6,0.15,1.96,0.0742,18.0,70.35,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.18,44.0,0.72,0.85,1.18,0.05,0.23,4,false,not_evaluated,,0.00,false,false,false
2025.01.06 03:49:59,order_sent,XAUUSD,LONG,server_00_07,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2643.37,2638.44,2649.29,0.10,4.93,1.20,493.0,2.03,592.0,2.44,2643.00,2643.44,2638.62,6,0.15,1.96,0.0742,18.0,70.35,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.18,44.0,0.72,0.85,1.18,0.05,0.23,4,false,not_evaluated,,0.00,false,false,false
2025.01.06 04:19:59,order_blocked,XAUUSD,LONG,server_00_07,0,existing_position,Nested_NWave_NecklineBreak,clean_nested_nwave_entry,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_nested_nwave_entry,2643.64,2638.44,2649.88,0.09,5.20,1.20,520.0,1.96,624.0,2.35,2643.00,2643.69,2638.62,8,0.24,1.89,0.0677,18.0,114.05,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.26,69.0,0.54,0.90,1.67,0.12,0.88,5,false,not_evaluated,,0.00,false,false,false
