time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2024.01.04 02:40:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,100.00,4.59,2.74,0,,181.391,181.171,181.721,0.32,0.220,1.50,all_score_passing_candidate,,,0.1741,0.2000,true,false,14.0,0.080,DowFractal_ThirdWave_Regime
2024.01.04 02:40:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,100.00,4.59,2.74,10009,order_sent,181.391,181.171,181.721,0.32,0.220,1.50,all_score_passing_candidate,,,0.1741,0.2000,true,false,14.0,0.080,DowFractal_ThirdWave_Regime
2024.01.05 11:10:00,USDJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.401 range_atr=13.43 vol=normal,HH_HL,0.298,1.4006,normal,true,,75.00,3.10,3.57,0,,145.142,144.831,145.609,0.23,0.311,1.50,all_score_passing_candidate,,,0.1493,0.2000,true,false,13.0,0.087,DowFractal_ThirdWave_Regime
2024.01.05 11:10:00,USDJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.401 range_atr=13.43 vol=normal,HH_HL,0.298,1.4006,normal,true,,75.00,3.10,3.57,10009,order_sent,145.142,144.831,145.609,0.23,0.311,1.50,all_score_passing_candidate,,,0.1493,0.2000,true,false,13.0,0.087,DowFractal_ThirdWave_Regime
2024.01.05 12:10:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.694 range_atr=16.54 vol=normal,HH_HL,0.418,1.6935,normal,true,,75.00,2.67,2.95,0,,183.878,183.627,184.255,0.29,0.251,1.50,all_score_passing_candidate,,,0.1878,0.2000,true,false,16.0,0.085,DowFractal_ThirdWave_Regime
2024.01.05 12:10:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.694 range_atr=16.54 vol=normal,HH_HL,0.418,1.6935,normal,true,,75.00,2.67,2.95,10009,order_sent,183.878,183.627,184.255,0.29,0.251,1.50,all_score_passing_candidate,,,0.1878,0.2000,true,false,16.0,0.085,DowFractal_ThirdWave_Regime
2024.01.05 12:30:00,GBPJPY,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.694 range_atr=16.54 vol=normal,HH_HL,0.418,1.6935,normal,true,,100.00,2.82,3.69,0,existing_position,183.939,183.627,184.407,0.23,0.312,1.50,existing_position,,existing_position,0.1893,0.2000,true,false,16.0,0.084,DowFractal_ThirdWave_Regime
2024.01.05 13:20:00,GBPJPY,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.628 range_atr=16.27 vol=normal,HH_HL,0.408,1.6276,normal,true,,100.00,3.00,3.56,0,existing_position,183.907,183.634,184.317,0.26,0.273,1.50,existing_position,,existing_position,0.1173,0.2000,true,false,9.0,0.077,DowFractal_ThirdWave_Regime
2024.01.08 12:40:00,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.328 range_atr=9.86 vol=normal,LL_LH,-1.31,0.3285,normal,true,,75.00,1.90,3.19,0,,2028.10,2031.89,2022.42,0.13,3.79,1.50,all_score_passing_candidate,,,0.1514,0.2000,true,false,18.0,1.19,DowFractal_ThirdWave_Regime
2024.01.08 12:40:00,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.328 range_atr=9.86 vol=normal,LL_LH,-1.31,0.3285,normal,true,,75.00,1.90,3.19,10009,order_sent,2028.10,2031.89,2022.42,0.13,3.79,1.50,all_score_passing_candidate,,,0.1514,0.2000,true,false,18.0,1.19,DowFractal_ThirdWave_Regime
2024.01.08 19:10:00,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.330 range_atr=7.75 vol=normal,LL_LH,-1.95,0.3302,normal,true,,100.00,5.46,3.65,0,,2030.52,2037.03,2020.76,0.07,6.51,1.50,all_score_passing_candidate,,,0.1008,0.2000,true,false,18.0,1.79,DowFractal_ThirdWave_Regime
2024.01.08 19:10:00,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.330 range_atr=7.75 vol=normal,LL_LH,-1.95,0.3302,normal,true,,100.00,5.46,3.65,10009,order_sent,2030.52,2037.03,2020.76,0.07,6.51,1.50,all_score_passing_candidate,,,0.1008,0.2000,true,false,18.0,1.79,DowFractal_ThirdWave_Regime
2024.01.10 10:40:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.184 range_atr=6.44 vol=normal,HH_HL,0.042,0.1844,normal,true,,100.00,1.16,3.24,0,,184.244,183.958,184.673,0.26,0.286,1.50,all_score_passing_candidate,,,0.1134,0.2000,true,false,10.0,0.088,DowFractal_ThirdWave_Regime
2024.01.10 10:40:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.184 range_atr=6.44 vol=normal,HH_HL,0.042,0.1844,normal,true,,100.00,1.16,3.24,10009,order_sent,184.244,183.958,184.673,0.26,0.286,1.50,all_score_passing_candidate,,,0.1134,0.2000,true,false,10.0,0.088,DowFractal_ThirdWave_Regime
