trade_index,time,close_time,symbol,direction,month,session,entry_price,close_price,sl,tp,result_R,net_profit,scan_driver_symbol,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_2R,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h4_fib_retracement_pct,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,h1_counter_wave_atr,bos_level_type,true_bos_level,m15_trigger_type,room_to_1r,room_to_2r,nearest_obstacle_type,nearest_obstacle_price,sl_atr,distance_bos_to_entry_atr,distance_neckline_to_entry_atr,label,cond_h4_bias_ma,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_room_to_2r,cond_h4_dow_bias,cond_m15_close_bos,cond_room_to_1r,cond_sl_atr_ok,source_scenario,h1_counter_wave_atr_bucket,h4_fib_bucket,round_number_level,round_number_distance,round_number_room_to_2r,cond_major_or_round_room_to_2r,scenario
28,2025.11.25 19:05:00,2025.11.25 19:22:16,USDJPY,LONG,2025-11,server_16_23,156.091,155.867,155.869,156.535,-1.009,-48.86,,1.068,1.324,true,true,false,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.14,last_lower_high,156.514,m15_prev_extreme_bos,3.39,1.69,h1_counter_high,156.843,1.54,0.0,2.93,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,157.0,0.909,true,true,B_relaxed_entry
2,2025.01.09 17:50:00,2025.01.10 06:33:05,USDJPY,LONG,2025-01,server_16_23,157.935,158.326,157.74,158.325,2.005,100.7,,2.369,0.118,true,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.7,last_lower_high,158.277,m15_prev_extreme_bos,2.43,1.22,h4_impulse_high,158.409,1.91,0.0,3.36,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,158.0,0.065,false,false,C_relaxed_room_to_1r
3,2025.01.20 02:35:00,2025.01.20 12:42:08,USDJPY,SHORT,2025-01,server_00_07,156.122,156.384,156.384,155.598,-1.0,-50.26,,1.611,1.057,true,true,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.76,last_higher_low,156.097,m15_prev_extreme_bos,2.19,1.09,h1_counter_low,155.549,2.07,0.0,0.2,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,156.0,0.122,false,false,C_relaxed_room_to_1r
4,2025.01.31 17:05:00,2025.01.31 18:10:00,USDJPY,SHORT,2025-01,server_16_23,154.662,154.944,154.944,154.098,-1.0,-49.14,,0.507,1.067,true,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.87,last_higher_low,154.479,m15_prev_extreme_bos,2.68,1.34,h1_counter_low,153.906,1.97,0.0,1.28,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,154.0,0.662,true,true,C_relaxed_room_to_1r
5,2025.02.04 17:20:00,2025.02.05 01:46:44,EURJPY,SHORT,2025-02,server_16_23,160.423,159.919,160.674,159.921,2.008,95.71,,2.331,0.721,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.01,last_higher_low,160.172,m15_prev_extreme_bos,2.12,1.06,h4_impulse_low,159.892,1.58,0.0,1.58,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,160.0,0.423,false,false,C_relaxed_room_to_1r
6,2025.02.24 16:50:00,2025.02.24 17:06:13,USDJPY,SHORT,2025-02,server_16_23,149.423,149.257,149.506,149.257,2.0,103.43,,2.434,1.133,true,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.5,last_higher_low,149.226,m15_prev_extreme_bos,2.04,1.02,h4_impulse_low,149.254,0.61,0.0,1.45,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,149.0,0.423,true,true,C_relaxed_room_to_1r
7,2025.03.06 17:20:00,2025.03.07 05:00:24,GBPJPY,LONG,2025-03,server_16_23,190.787,190.084,190.088,192.185,-1.006,-46.73,,1.013,1.139,true,true,false,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,5.39,last_lower_high,192.513,m15_prev_extreme_bos,2.17,1.09,h4_impulse_high,192.307,1.89,0.0,4.67,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,191.0,0.213,false,false,C_relaxed_room_to_1r
8,2025.03.10 19:20:00,2025.03.11 11:45:08,EURJPY,LONG,2025-03,server_16_23,159.396,160.496,158.848,160.492,2.007,95.95,,2.631,0.786,true,true,true,none,ma_bias_pass,dow_bias_fail,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.29,last_lower_high,160.217,m15_prev_extreme_bos,1.76,0.88,h1_counter_high,160.362,2.11,0.0,3.15,relaxed_condition_candidate,true,false,true,true,true,true,true,false,false,false,true,true,B_relaxed_entry,deep,unknown,160.0,0.604,false,false,C_relaxed_room_to_1r
9,2025.04.07 18:35:00,2025.04.07 18:43:40,AUDJPY,SHORT,2025-04,server_16_23,88.127,88.622,88.613,87.155,-1.019,-49.75,,0.372,1.171,false,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.1,last_higher_low,87.074,m15_prev_extreme_bos,4.15,2.07,h1_counter_low,86.112,0.68,0.0,1.46,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,88.0,0.127,false,false,C_relaxed_room_to_1r
10,2025.04.09 10:20:00,2025.04.10 03:57:52,GBPUSD,SHORT,2025-04,server_08_15,1.28095,1.28472,1.2847,1.27345,-1.005,-49.49,,1.787,0.973,true,true,false,none,ma_bias_pass,dow_bias_fail,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.52,last_higher_low,1.27525,m15_prev_extreme_bos,1.78,0.89,h1_counter_low,1.27429,1.96,0.0,2.98,relaxed_condition_candidate,true,true,true,true,true,true,true,false,false,false,true,true,B_relaxed_entry,deep,unknown,1.28,0.00095,false,false,C_relaxed_room_to_1r
11,2025.04.14 19:05:00,2025.04.14 19:19:28,GBPJPY,SHORT,2025-04,server_16_23,188.341,188.557,188.554,187.915,-1.014,-50.65,,1.0,1.324,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.9,last_higher_low,187.187,m15_prev_extreme_bos,8.33,4.16,h1_counter_low,186.567,0.79,0.0,4.28,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,188.0,0.341,false,false,C_relaxed_room_to_1r
12,2025.04.17 13:20:00,2025.04.21 00:14:31,USDJPY,SHORT,2025-04,server_08_15,142.536,141.852,142.874,141.86,2.024,100.62,,2.725,0.509,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,3.78,weak_higher_low,141.604,m15_prev_extreme_bos,2.76,1.38,h1_counter_low,141.604,2.06,0.0,5.69,relaxed_condition_candidate,true,false,true,false,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,142.0,0.536,false,false,C_relaxed_room_to_1r
13,2025.06.03 17:35:00,2025.06.04 08:32:41,GBPUSD,LONG,2025-06,server_16_23,1.35274,1.35089,1.35089,1.35644,-1.0,-50.2,,0.881,1.481,true,false,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.08,last_lower_high,1.35367,m15_prev_extreme_bos,1.67,0.84,h1_counter_high,1.35583,1.66,0.0,0.83,relaxed_condition_candidate,true,false,true,true,true,true,true,false,true,false,true,true,B_relaxed_entry,deep,unknown,1.36,0.00726,true,false,C_relaxed_room_to_1r
14,2025.06.27 19:50:00,2025.06.27 20:19:28,USDJPY,SHORT,2025-06,server_16_23,144.606,144.698,144.697,144.424,-1.011,-49.59,,0.582,2.956,true,false,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.93,last_higher_low,144.354,m15_prev_extreme_bos,4.8,2.4,h1_counter_low,144.169,0.62,0.0,1.72,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,normal,unknown,144.0,0.606,true,true,C_relaxed_room_to_1r
16,2025.07.18 04:05:00,2025.07.18 15:13:59,USDJPY,LONG,2025-07,server_00_07,148.543,148.356,148.358,148.913,-1.011,-50.42,,1.795,1.243,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.32,last_lower_high,148.748,m15_prev_extreme_bos,2.89,1.44,h1_counter_high,149.077,1.87,0.0,2.07,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,149.0,0.457,true,true,C_relaxed_room_to_1r
17,2025.07.18 19:35:00,2025.07.21 05:04:20,EURUSD,SHORT,2025-07,server_16_23,1.16364,1.16156,1.16468,1.16156,2.0,101.34,,2.173,0.106,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.22,last_higher_low,1.16112,m15_prev_extreme_bos,5.51,2.75,h1_counter_low,1.15791,0.98,0.0,2.37,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,1.16,0.00364,true,true,C_relaxed_room_to_1r
18,2025.07.24 17:20:00,2025.07.24 18:12:56,EURUSD,LONG,2025-07,server_16_23,1.17822,1.1759,1.17593,1.1828,-1.013,-51.04,,0.249,1.214,false,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,0.92,weak_lower_high,1.17793,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.83,0.0,0.23,relaxed_condition_candidate,true,false,true,false,false,true,true,true,true,true,true,true,B_relaxed_entry,small,unknown,1.18,0.00178,false,false,C_relaxed_room_to_1r
19,2025.08.04 18:35:00,2025.08.05 19:30:05,GBPUSD,SHORT,2025-08,server_16_23,1.32859,1.3315,1.3315,1.32277,-1.0,-49.68,,0.924,1.017,true,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.84,last_higher_low,1.32636,m15_prev_extreme_bos,1.14,0.57,h1_counter_low,1.32526,1.91,0.0,1.46,relaxed_condition_candidate,true,false,true,true,true,true,true,false,false,false,true,true,B_relaxed_entry,deep,unknown,1.32,0.00859,true,false,C_relaxed_room_to_1r
21,2025.08.20 11:05:00,2025.08.20 13:15:48,USDJPY,LONG,2025-08,server_08_15,147.583,147.4,147.403,147.943,-1.017,-50.9,,0.311,1.233,false,false,false,none,ma_bias_pass,dow_bias_fail,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.39,weak_lower_high,147.811,m15_prev_extreme_bos,1.27,0.63,h1_counter_high,147.811,1.7,0.0,2.16,relaxed_condition_candidate,true,true,true,false,true,true,true,false,false,false,true,true,B_relaxed_entry,normal,unknown,148.0,0.417,true,false,C_relaxed_room_to_1r
22,2025.08.29 17:05:00,2025.09.01 03:03:21,USDJPY,SHORT,2025-08,server_16_23,147.017,147.215,147.212,146.627,-1.015,-54.21,,1.318,1.195,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.26,last_higher_low,146.86,m15_prev_extreme_bos,1.35,0.68,h1_counter_low,146.753,2.0,0.0,1.61,relaxed_condition_candidate,true,false,true,true,true,true,true,false,false,false,true,true,B_relaxed_entry,deep,unknown,147.0,0.017,false,false,C_relaxed_room_to_1r
23,2025.09.18 10:50:00,2025.09.18 10:57:47,USDJPY,SHORT,2025-09,server_08_15,147.032,147.156,147.156,146.784,-1.0,-49.72,,0.097,1.96,false,false,false,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.52,last_higher_low,146.764,m15_prev_extreme_bos,6.67,3.33,h4_impulse_low,146.205,1.09,0.0,2.36,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,147.0,0.032,false,false,C_relaxed_room_to_1r
24,2025.09.18 10:35:00,2025.09.18 15:30:13,EURUSD,LONG,2025-09,server_08_15,1.18246,1.18051,1.18051,1.18636,-1.0,-48.75,,1.174,1.544,true,true,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,2.42,weak_lower_high,1.1918,m15_prev_extreme_bos,4.79,2.39,h1_counter_high,1.1918,2.12,0.0,10.16,relaxed_condition_candidate,true,false,true,false,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,1.19,0.00754,true,true,C_relaxed_room_to_1r
26,2025.11.06 14:20:00,2025.11.06 14:52:03,GBPUSD,SHORT,2025-11,server_08_15,1.30743,1.3096,1.30959,1.30311,-1.005,-47.74,,0.241,1.347,false,false,false,none,ma_bias_pass,dow_bias_fail,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.9,last_higher_low,1.30522,m15_prev_extreme_bos,1.44,0.72,h1_counter_low,1.30432,1.9,0.0,1.94,relaxed_condition_candidate,true,false,true,true,true,true,true,false,false,false,true,true,B_relaxed_entry,normal,unknown,1.3,0.00743,true,false,C_relaxed_room_to_1r
27,2025.11.14 17:50:00,2025.11.17 05:02:49,USDJPY,LONG,2025-11,server_16_23,154.443,154.755,154.287,154.755,2.0,92.93,,2.167,0.628,true,true,true,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.6,weak_lower_high,154.757,m15_prev_extreme_bos,2.01,1.01,h1_counter_high,154.757,0.71,0.0,1.42,relaxed_condition_candidate,true,false,true,false,true,true,true,true,false,false,true,true,B_relaxed_entry,normal,unknown,155.0,0.557,true,true,C_relaxed_room_to_1r
28,2025.11.25 19:05:00,2025.11.25 19:22:16,USDJPY,LONG,2025-11,server_16_23,156.091,155.867,155.869,156.535,-1.009,-48.86,,1.068,1.324,true,true,false,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.14,last_lower_high,156.514,m15_prev_extreme_bos,3.39,1.69,h1_counter_high,156.843,1.54,0.0,2.93,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,157.0,0.909,true,true,C_relaxed_room_to_1r
2,2025.01.09 17:50:00,2025.01.10 06:33:05,USDJPY,LONG,2025-01,server_16_23,157.935,158.326,157.74,158.325,2.005,100.7,,2.369,0.118,true,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.7,last_lower_high,158.277,m15_prev_extreme_bos,2.43,1.22,h4_impulse_high,158.409,1.91,0.0,3.36,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,158.0,0.065,false,false,D_relaxed_room_to_2r
3,2025.01.20 02:35:00,2025.01.20 12:42:08,USDJPY,SHORT,2025-01,server_00_07,156.122,156.384,156.384,155.598,-1.0,-50.26,,1.611,1.057,true,true,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.76,last_higher_low,156.097,m15_prev_extreme_bos,2.19,1.09,h1_counter_low,155.549,2.07,0.0,0.2,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,156.0,0.122,false,false,D_relaxed_room_to_2r
4,2025.01.31 17:05:00,2025.01.31 18:10:00,USDJPY,SHORT,2025-01,server_16_23,154.662,154.944,154.944,154.098,-1.0,-49.14,,0.507,1.067,true,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.87,last_higher_low,154.479,m15_prev_extreme_bos,2.68,1.34,h1_counter_low,153.906,1.97,0.0,1.28,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,154.0,0.662,true,true,D_relaxed_room_to_2r
5,2025.02.04 17:20:00,2025.02.05 01:46:44,EURJPY,SHORT,2025-02,server_16_23,160.423,159.919,160.674,159.921,2.008,95.71,,2.331,0.721,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.01,last_higher_low,160.172,m15_prev_extreme_bos,2.12,1.06,h4_impulse_low,159.892,1.58,0.0,1.58,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,160.0,0.423,false,false,D_relaxed_room_to_2r
6,2025.02.24 16:50:00,2025.02.24 17:06:13,USDJPY,SHORT,2025-02,server_16_23,149.423,149.257,149.506,149.257,2.0,103.43,,2.434,1.133,true,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.5,last_higher_low,149.226,m15_prev_extreme_bos,2.04,1.02,h4_impulse_low,149.254,0.61,0.0,1.45,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,149.0,0.423,true,true,D_relaxed_room_to_2r
7,2025.03.06 17:20:00,2025.03.07 05:00:24,GBPJPY,LONG,2025-03,server_16_23,190.787,190.084,190.088,192.185,-1.006,-46.73,,1.013,1.139,true,true,false,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,5.39,last_lower_high,192.513,m15_prev_extreme_bos,2.17,1.09,h4_impulse_high,192.307,1.89,0.0,4.67,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,191.0,0.213,false,false,D_relaxed_room_to_2r
9,2025.04.07 18:35:00,2025.04.07 18:43:40,AUDJPY,SHORT,2025-04,server_16_23,88.127,88.622,88.613,87.155,-1.019,-49.75,,0.372,1.171,false,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.1,last_higher_low,87.074,m15_prev_extreme_bos,4.15,2.07,h1_counter_low,86.112,0.68,0.0,1.46,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,88.0,0.127,false,false,D_relaxed_room_to_2r
11,2025.04.14 19:05:00,2025.04.14 19:19:28,GBPJPY,SHORT,2025-04,server_16_23,188.341,188.557,188.554,187.915,-1.014,-50.65,,1.0,1.324,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.9,last_higher_low,187.187,m15_prev_extreme_bos,8.33,4.16,h1_counter_low,186.567,0.79,0.0,4.28,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,188.0,0.341,false,false,D_relaxed_room_to_2r
12,2025.04.17 13:20:00,2025.04.21 00:14:31,USDJPY,SHORT,2025-04,server_08_15,142.536,141.852,142.874,141.86,2.024,100.62,,2.725,0.509,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,3.78,weak_higher_low,141.604,m15_prev_extreme_bos,2.76,1.38,h1_counter_low,141.604,2.06,0.0,5.69,relaxed_condition_candidate,true,false,true,false,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,142.0,0.536,false,false,D_relaxed_room_to_2r
14,2025.06.27 19:50:00,2025.06.27 20:19:28,USDJPY,SHORT,2025-06,server_16_23,144.606,144.698,144.697,144.424,-1.011,-49.59,,0.582,2.956,true,false,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.93,last_higher_low,144.354,m15_prev_extreme_bos,4.8,2.4,h1_counter_low,144.169,0.62,0.0,1.72,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,normal,unknown,144.0,0.606,true,true,D_relaxed_room_to_2r
16,2025.07.18 04:05:00,2025.07.18 15:13:59,USDJPY,LONG,2025-07,server_00_07,148.543,148.356,148.358,148.913,-1.011,-50.42,,1.795,1.243,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.32,last_lower_high,148.748,m15_prev_extreme_bos,2.89,1.44,h1_counter_high,149.077,1.87,0.0,2.07,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,149.0,0.457,true,true,D_relaxed_room_to_2r
17,2025.07.18 19:35:00,2025.07.21 05:04:20,EURUSD,SHORT,2025-07,server_16_23,1.16364,1.16156,1.16468,1.16156,2.0,101.34,,2.173,0.106,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.22,last_higher_low,1.16112,m15_prev_extreme_bos,5.51,2.75,h1_counter_low,1.15791,0.98,0.0,2.37,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,1.16,0.00364,true,true,D_relaxed_room_to_2r
18,2025.07.24 17:20:00,2025.07.24 18:12:56,EURUSD,LONG,2025-07,server_16_23,1.17822,1.1759,1.17593,1.1828,-1.013,-51.04,,0.249,1.214,false,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,0.92,weak_lower_high,1.17793,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.83,0.0,0.23,relaxed_condition_candidate,true,false,true,false,false,true,true,true,true,true,true,true,B_relaxed_entry,small,unknown,1.18,0.00178,false,false,D_relaxed_room_to_2r
23,2025.09.18 10:50:00,2025.09.18 10:57:47,USDJPY,SHORT,2025-09,server_08_15,147.032,147.156,147.156,146.784,-1.0,-49.72,,0.097,1.96,false,false,false,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.52,last_higher_low,146.764,m15_prev_extreme_bos,6.67,3.33,h4_impulse_low,146.205,1.09,0.0,2.36,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,147.0,0.032,false,false,D_relaxed_room_to_2r
24,2025.09.18 10:35:00,2025.09.18 15:30:13,EURUSD,LONG,2025-09,server_08_15,1.18246,1.18051,1.18051,1.18636,-1.0,-48.75,,1.174,1.544,true,true,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,2.42,weak_lower_high,1.1918,m15_prev_extreme_bos,4.79,2.39,h1_counter_high,1.1918,2.12,0.0,10.16,relaxed_condition_candidate,true,false,true,false,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,1.19,0.00754,true,true,D_relaxed_room_to_2r
27,2025.11.14 17:50:00,2025.11.17 05:02:49,USDJPY,LONG,2025-11,server_16_23,154.443,154.755,154.287,154.755,2.0,92.93,,2.167,0.628,true,true,true,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.6,weak_lower_high,154.757,m15_prev_extreme_bos,2.01,1.01,h1_counter_high,154.757,0.71,0.0,1.42,relaxed_condition_candidate,true,false,true,false,true,true,true,true,false,false,true,true,B_relaxed_entry,normal,unknown,155.0,0.557,true,true,D_relaxed_room_to_2r
28,2025.11.25 19:05:00,2025.11.25 19:22:16,USDJPY,LONG,2025-11,server_16_23,156.091,155.867,155.869,156.535,-1.009,-48.86,,1.068,1.324,true,true,false,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.14,last_lower_high,156.514,m15_prev_extreme_bos,3.39,1.69,h1_counter_high,156.843,1.54,0.0,2.93,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,157.0,0.909,true,true,D_relaxed_room_to_2r
4,2025.01.31 17:05:00,2025.01.31 18:10:00,USDJPY,SHORT,2025-01,server_16_23,154.662,154.944,154.944,154.098,-1.0,-49.14,,0.507,1.067,true,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.87,last_higher_low,154.479,m15_prev_extreme_bos,2.68,1.34,h1_counter_low,153.906,1.97,0.0,1.28,relaxed_condition_candidate,true,false,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,154.0,0.662,true,true,E_relaxed_room_to_2r_no_round_or_major_obstacle
6,2025.02.24 16:50:00,2025.02.24 17:06:13,USDJPY,SHORT,2025-02,server_16_23,149.423,149.257,149.506,149.257,2.0,103.43,,2.434,1.133,true,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.5,last_higher_low,149.226,m15_prev_extreme_bos,2.04,1.02,h4_impulse_low,149.254,0.61,0.0,1.45,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,deep,unknown,149.0,0.423,true,true,E_relaxed_room_to_2r_no_round_or_major_obstacle
14,2025.06.27 19:50:00,2025.06.27 20:19:28,USDJPY,SHORT,2025-06,server_16_23,144.606,144.698,144.697,144.424,-1.011,-49.59,,0.582,2.956,true,false,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.93,last_higher_low,144.354,m15_prev_extreme_bos,4.8,2.4,h1_counter_low,144.169,0.62,0.0,1.72,relaxed_condition_candidate,true,true,true,true,true,true,true,true,true,false,true,true,B_relaxed_entry,normal,unknown,144.0,0.606,true,true,E_relaxed_room_to_2r_no_round_or_major_obstacle
16,2025.07.18 04:05:00,2025.07.18 15:13:59,USDJPY,LONG,2025-07,server_00_07,148.543,148.356,148.358,148.913,-1.011,-50.42,,1.795,1.243,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.32,last_lower_high,148.748,m15_prev_extreme_bos,2.89,1.44,h1_counter_high,149.077,1.87,0.0,2.07,relaxed_condition_candidate,true,false,true,true,true,true,true,true,false,false,true,true,B_relaxed_entry,deep,unknown,149.0,0.457,true,true,E_relaxed_room_to_2r_no_round_or_major_obstacle
