run,scenario,prefix,elapsed_seconds
A,ThirdWave_BOTH,ExpectedValue_MultiCurrency_ScoreScanner_2026ytd_thirdwave_diag_A_both,616.8
B,ThirdWave_LONG_ONLY,ExpectedValue_MultiCurrency_ScoreScanner_2026ytd_thirdwave_diag_B_long_only,426.1
C,ThirdWave_SHORT_ONLY,ExpectedValue_MultiCurrency_ScoreScanner_2026ytd_thirdwave_diag_C_short_only,395.8
