time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2025.01.02 07:54:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.214 range_atr=7.63 vol=normal,HH_HL,1.13,0.2138,normal,true,,100.00,2.80,3.71,0,,2634.60,2630.85,2640.23,0.13,3.75,1.50,all_score_passing_candidate,,,0.1880,0.2000,true,false,19.0,1.01,DowFractal_ThirdWave_Regime
2025.01.02 07:54:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.214 range_atr=7.63 vol=normal,HH_HL,1.13,0.2138,normal,true,,100.00,2.80,3.71,10009,order_sent,2634.60,2630.85,2640.23,0.13,3.75,1.50,all_score_passing_candidate,,,0.1880,0.2000,true,false,19.0,1.01,DowFractal_ThirdWave_Regime
2025.01.06 18:04:59,EURUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.280 range_atr=7.37 vol=high,HH_HL,0.00081,0.2797,high,true,,75.00,4.02,4.89,0,,1.03954,1.03509,1.04622,0.11,0.00445,1.50,all_score_passing_candidate,,,0.1976,0.2000,true,false,18.0,0.00091,DowFractal_ThirdWave_Regime
2025.01.06 18:04:59,EURUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.280 range_atr=7.37 vol=high,HH_HL,0.00081,0.2797,high,true,,75.00,4.02,4.89,10009,order_sent,1.03954,1.03509,1.04622,0.11,0.00445,1.50,all_score_passing_candidate,,,0.1976,0.2000,true,false,18.0,0.00091,DowFractal_ThirdWave_Regime
2025.01.06 21:04:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.085 range_atr=5.29 vol=high,LL_LH,-0.82,0.0855,high,true,,100.00,7.26,2.82,0,,2633.49,2638.73,2625.63,0.09,5.24,1.50,all_score_passing_candidate,,,0.0970,0.2000,true,false,18.0,1.86,DowFractal_ThirdWave_Regime
2025.01.06 21:04:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.085 range_atr=5.29 vol=high,LL_LH,-0.82,0.0855,high,true,,100.00,7.26,2.82,10009,order_sent,2633.49,2638.73,2625.63,0.09,5.24,1.50,all_score_passing_candidate,,,0.0970,0.2000,true,false,18.0,1.86,DowFractal_ThirdWave_Regime
2025.01.06 21:09:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.085 range_atr=5.29 vol=high,LL_LH,-0.82,0.0855,high,true,,100.00,7.26,2.14,0,existing_position,2634.74,2638.73,2628.76,0.12,3.99,1.50,existing_position,,existing_position,0.0963,0.2000,true,false,18.0,1.87,DowFractal_ThirdWave_Regime
2025.01.09 11:49:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.495 range_atr=6.52 vol=normal,HH_HL,2.42,0.4951,normal,true,,100.00,1.84,2.18,0,,2665.62,2661.06,2672.46,0.10,4.56,1.50,all_score_passing_candidate,,,0.0860,0.2000,true,false,18.0,2.09,DowFractal_ThirdWave_Regime
2025.01.09 11:49:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.495 range_atr=6.52 vol=normal,HH_HL,2.42,0.4951,normal,true,,100.00,1.84,2.18,10009,order_sent,2665.62,2661.06,2672.46,0.10,4.56,1.50,all_score_passing_candidate,,,0.0860,0.2000,true,false,18.0,2.09,DowFractal_ThirdWave_Regime
2025.01.09 20:19:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.342 range_atr=5.66 vol=normal,HH_HL,1.98,0.3422,normal,true,,100.00,4.24,4.33,0,,2669.99,2662.52,2681.20,0.06,7.47,1.50,all_score_passing_candidate,,,0.1043,0.2000,true,false,18.0,1.73,DowFractal_ThirdWave_Regime
