time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score
2025.02.06 22:49:59,order_blocked,XAUUSD,LONG,server_16_23,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,2854.64,2850.22,2863.48,0.11,4.42,2.00,442.0,1.93,884.0,3.85,2853.65,2855.63,2850.40,5,0.43,1.85,0.0784,18.0,68.78
2025.02.11 18:04:59,order_attempt,XAUUSD,LONG,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,2904.63,2890.47,2932.95,0.03,14.16,2.00,1416.0,2.03,2832.0,4.06,2904.35,2904.75,2890.82,4,0.04,1.98,0.0258,18.0,108.80
2025.02.11 18:04:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,2904.63,2890.47,2932.95,0.03,14.16,2.00,1416.0,2.03,2832.0,4.06,2904.35,2904.75,2890.82,4,0.04,1.98,0.0258,18.0,108.80
2025.02.12 01:49:59,order_blocked,XAUUSD,LONG,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_initial,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,2900.55,2896.77,2908.11,0.13,3.78,2.00,378.0,1.69,756.0,3.38,2899.69,2900.42,2896.95,3,0.38,1.61,0.0805,18.0,105.34
2025.02.13 20:19:59,order_attempt,GBPJPY,LONG,server_16_23,0,,Nested_NWave_NecklineBreak,clean_nested_nwave_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_nested_nwave_entry,191.835,191.637,192.231,0.38,0.198,2.00,198.0,0.78,396.0,1.56,191.902,191.916,191.675,7,0.26,0.63,0.1492,38.0,121.99
2025.02.13 20:19:59,order_sent,GBPJPY,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,clean_nested_nwave_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_nested_nwave_entry,191.835,191.637,192.231,0.38,0.198,2.00,198.0,0.78,396.0,1.56,191.902,191.916,191.675,7,0.26,0.63,0.1492,38.0,121.99
2025.02.13 20:34:59,order_blocked,GBPJPY,LONG,server_16_23,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,191.963,191.637,192.615,0.23,0.326,2.00,326.0,1.33,652.0,2.67,191.902,191.935,191.675,8,0.25,1.18,0.1554,38.0,70.15
2025.02.14 11:49:59,order_attempt,GBPJPY,LONG,server_08_15,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,192.058,191.641,192.892,0.18,0.417,2.00,417.0,1.92,834.0,3.84,191.971,192.059,191.679,8,0.40,1.74,0.1748,38.0,63.35
2025.02.14 11:49:59,order_sent,GBPJPY,LONG,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,192.058,191.641,192.892,0.18,0.417,2.00,417.0,1.92,834.0,3.84,191.971,192.059,191.679,8,0.40,1.74,0.1748,38.0,63.35
2025.02.21 06:04:59,order_attempt,EURJPY,SHORT,server_00_07,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.827,158.112,157.257,0.25,0.285,2.00,285.0,1.33,570.0,2.65,157.876,157.866,158.082,3,0.23,1.19,0.1397,30.0,76.11
2025.02.21 06:04:59,order_sent,EURJPY,SHORT,server_00_07,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.827,158.112,157.257,0.25,0.285,2.00,285.0,1.33,570.0,2.65,157.876,157.866,158.082,3,0.23,1.19,0.1397,30.0,76.11
2025.02.21 06:19:59,order_blocked,EURJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.770,158.112,157.086,0.21,0.342,2.00,342.0,1.61,684.0,3.21,157.876,157.716,158.082,4,0.50,1.47,0.1409,30.0,72.87
2025.02.21 06:34:59,order_blocked,EURJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.760,158.117,157.046,0.20,0.357,2.00,357.0,1.67,714.0,3.34,157.876,157.800,158.082,5,0.54,1.51,0.1637,35.0,72.34
2025.02.21 06:49:59,order_blocked,EURJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.835,158.112,157.281,0.26,0.277,2.00,277.0,1.33,554.0,2.65,157.876,157.817,158.082,6,0.20,1.18,0.1437,30.0,74.49
2025.02.21 07:04:59,order_blocked,EURJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.822,158.114,157.238,0.25,0.292,2.00,292.0,1.45,584.0,2.90,157.876,157.826,158.082,7,0.27,1.29,0.1590,32.0,71.63
2025.02.21 07:19:59,order_blocked,EURJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.805,158.113,157.189,0.24,0.308,2.00,308.0,1.74,616.0,3.48,157.876,157.792,158.082,8,0.40,1.56,0.1750,31.0,68.04
2025.02.21 07:34:59,order_blocked,EURJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.885,158.112,157.431,0.32,0.227,2.00,227.0,1.33,454.0,2.67,157.876,157.844,158.082,9,0.05,1.16,0.1762,30.0,70.21
2025.02.21 07:49:59,order_blocked,EURJPY,SHORT,server_00_07,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,157.771,158.112,157.089,0.21,0.341,2.00,341.0,2.04,682.0,4.08,157.876,157.849,158.082,10,0.63,1.86,0.1793,30.0,61.32
2025.02.21 10:34:59,order_attempt,EURJPY,SHORT,server_08_15,0,,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,157.819,158.183,157.091,0.20,0.364,2.00,364.0,2.20,728.0,4.39,157.761,157.566,158.153,3,0.35,2.02,0.1811,30.0,104.58
2025.02.21 10:34:59,order_sent,EURJPY,SHORT,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,157.819,158.183,157.091,0.20,0.364,2.00,364.0,2.20,728.0,4.39,157.761,157.566,158.153,3,0.35,2.02,0.1811,30.0,104.58
2025.02.24 01:04:59,order_attempt,XAUUSD,SHORT,server_00_07,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,2939.54,2943.01,2932.60,0.14,3.47,2.00,347.0,1.16,694.0,2.33,2937.76,2935.95,2942.83,13,0.60,1.10,0.0604,18.0,51.88
2025.02.24 01:04:59,order_sent,XAUUSD,SHORT,server_00_07,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,2939.54,2943.01,2932.60,0.14,3.47,2.00,347.0,1.16,694.0,2.33,2937.76,2935.95,2942.83,13,0.60,1.10,0.0604,18.0,51.88
2025.02.24 18:19:59,order_attempt,USDJPY,SHORT,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,149.533,149.882,148.835,0.21,0.349,2.00,349.0,2.11,698.0,4.23,149.600,149.465,149.866,10,0.41,2.02,0.0969,16.0,64.42
2025.02.24 18:19:59,order_sent,USDJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,149.533,149.882,148.835,0.21,0.349,2.00,349.0,2.11,698.0,4.23,149.600,149.465,149.866,10,0.41,2.02,0.0969,16.0,64.42
2025.02.24 18:34:59,order_blocked,AUDJPY,SHORT,server_16_23,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,95.173,95.466,94.587,0.25,0.293,2.00,293.0,1.80,586.0,3.60,95.276,95.144,95.438,11,0.63,1.63,0.1721,28.0,54.16
2025.02.24 18:49:59,order_blocked,AUDJPY,SHORT,server_16_23,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,95.137,95.466,94.479,0.22,0.329,2.00,329.0,2.00,658.0,3.99,95.276,95.215,95.438,12,0.84,1.83,0.1699,28.0,49.64
2025.02.24 19:04:59,order_blocked,USDJPY,SHORT,server_16_23,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,149.631,149.885,149.123,0.29,0.254,2.00,254.0,1.43,508.0,2.86,149.600,149.563,149.866,13,0.17,1.32,0.1068,19.0,61.19
2025.02.24 19:19:59,order_blocked,AUDJPY,SHORT,server_16_23,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,95.161,95.466,94.551,0.24,0.305,2.00,305.0,1.90,610.0,3.80,95.276,95.125,95.438,14,0.72,1.72,0.1742,28.0,47.17
2025.02.25 13:04:59,order_attempt,GBPJPY,LONG,server_08_15,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,189.106,188.758,189.802,0.21,0.348,2.00,348.0,1.33,696.0,2.65,189.051,189.075,188.796,4,0.21,1.18,0.1449,38.0,73.62
2025.02.25 13:04:59,order_sent,GBPJPY,LONG,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,189.106,188.758,189.802,0.21,0.348,2.00,348.0,1.33,696.0,2.65,189.051,189.075,188.796,4,0.21,1.18,0.1449,38.0,73.62
2025.02.26 19:50:00,order_attempt,EURUSD,LONG,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,1.04942,1.04768,1.05290,0.28,0.00174,2.00,174.0,1.55,348.0,3.10,1.04920,1.04979,1.04786,10,0.20,1.39,0.1603,18.0,62.14
2025.02.26 19:50:00,order_sent,EURUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,1.04942,1.04768,1.05290,0.28,0.00174,2.00,174.0,1.55,348.0,3.10,1.04920,1.04979,1.04786,10,0.20,1.39,0.1603,18.0,62.14
2025.02.26 20:19:59,order_blocked,EURUSD,LONG,server_16_23,0,max_positions,Nested_NWave_NecklineBreak,neckline_break_initial,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,1.04984,1.04768,1.05416,0.22,0.00216,2.00,216.0,1.76,432.0,3.53,1.04920,1.04931,1.04786,12,0.52,1.62,0.1469,18.0,88.16
