time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2025.02.04 08:49:59,order_attempt,EURJPY,SHORT,server_08_15,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,159.824,160.161,159.420,0.23,0.337,1.20,337.0,1.86,404.0,2.23,160.016,159.299,160.131,10,1.06,1.69,0.1656,30.0,120.86,true,true,true,true,false,2025.02.04 07:00:00,2025.02.04 08:15:00,2025.02.04 08:30:00,5,6,0.17,0.50,160.016,0.17,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,3.96,717.0,0.85,3.99,4.71,0.15,0.85,5,false,not_evaluated,,0.00,false,false,false
2025.02.04 08:49:59,order_sent,EURJPY,SHORT,server_08_15,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,159.824,160.161,159.420,0.23,0.337,1.20,337.0,1.86,404.0,2.23,160.016,159.299,160.131,10,1.06,1.69,0.1656,30.0,120.86,true,true,true,true,false,2025.02.04 07:00:00,2025.02.04 08:15:00,2025.02.04 08:30:00,5,6,0.17,0.50,160.016,0.17,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,3.96,717.0,0.85,3.99,4.71,0.15,0.85,5,false,not_evaluated,,0.00,false,false,false
2025.02.04 19:34:59,order_attempt,EURUSD,SHORT,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.03715,1.03885,1.03511,0.29,0.00170,1.20,170.0,1.37,204.0,1.64,1.03726,1.03723,1.03867,3,0.09,1.22,0.1447,18.0,130.83,true,true,true,true,false,2025.02.04 19:00:00,2025.02.04 19:15:00,2025.02.04 19:15:00,1,1,0.35,0.50,1.03719,0.35,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.02,3.0,0.87,0.43,0.49,0.07,0.93,5,false,not_evaluated,,0.00,false,false,false
2025.02.04 19:34:59,order_sent,EURUSD,SHORT,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,1.03715,1.03885,1.03511,0.29,0.00170,1.20,170.0,1.37,204.0,1.64,1.03726,1.03723,1.03867,3,0.09,1.22,0.1447,18.0,130.83,true,true,true,true,false,2025.02.04 19:00:00,2025.02.04 19:15:00,2025.02.04 19:15:00,1,1,0.35,0.50,1.03719,0.35,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.02,3.0,0.87,0.43,0.49,0.07,0.93,5,false,not_evaluated,,0.00,false,false,false
2025.02.06 22:49:59,order_attempt,XAUUSD,LONG,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,2854.64,2850.22,2859.94,0.11,4.42,1.20,442.0,1.93,530.0,2.31,2853.65,2853.95,2850.40,5,0.43,1.85,0.0784,18.0,120.81,true,true,true,true,false,2025.02.06 21:45:00,2025.02.06 22:00:00,2025.02.06 22:30:00,1,3,0.07,0.50,2853.65,0.07,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.13,30.0,0.89,1.21,1.35,0.08,0.92,5,false,not_evaluated,,0.00,false,false,false
2025.02.06 22:49:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,2854.64,2850.22,2859.94,0.11,4.42,1.20,442.0,1.93,530.0,2.31,2853.65,2853.95,2850.40,5,0.43,1.85,0.0784,18.0,120.81,true,true,true,true,false,2025.02.06 21:45:00,2025.02.06 22:00:00,2025.02.06 22:30:00,1,3,0.07,0.50,2853.65,0.07,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.13,30.0,0.89,1.21,1.35,0.08,0.92,5,false,not_evaluated,,0.00,false,false,false
2025.02.13 20:19:59,order_attempt,GBPJPY,LONG,server_16_23,0,,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,191.835,191.637,192.073,0.38,0.198,1.20,198.0,0.78,238.0,0.93,191.902,191.957,191.675,7,0.26,0.63,0.1492,38.0,132.23,true,true,true,true,false,2025.02.13 19:15:00,2025.02.13 19:30:00,2025.02.13 20:00:00,1,3,0.07,0.50,191.902,0.07,true,deep_retest_but_reclaim,,false,unclassified,,false,false,false,false,0.22,55.0,0.61,0.40,0.66,0.02,0.98,6,false,not_evaluated,,0.00,false,false,false
2025.02.13 20:19:59,order_sent,GBPJPY,LONG,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,191.835,191.637,192.073,0.38,0.198,1.20,198.0,0.78,238.0,0.93,191.902,191.957,191.675,7,0.26,0.63,0.1492,38.0,132.23,true,true,true,true,false,2025.02.13 19:15:00,2025.02.13 19:30:00,2025.02.13 20:00:00,1,3,0.07,0.50,191.902,0.07,true,deep_retest_but_reclaim,,false,unclassified,,false,false,false,false,0.22,55.0,0.61,0.40,0.66,0.02,0.98,6,false,not_evaluated,,0.00,false,false,false
2025.02.13 20:34:59,order_blocked,GBPJPY,LONG,server_16_23,0,existing_position,Nested_NWave_RetestConfirmation,retest_confirmation_entry,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,191.963,191.637,192.354,0.23,0.326,1.20,326.0,1.33,391.0,1.60,191.902,191.916,191.675,8,0.25,1.18,0.1554,38.0,125.72,true,true,true,true,false,2025.02.13 20:00:00,2025.02.13 20:15:00,2025.02.13 20:15:00,1,1,0.73,0.50,191.902,0.73,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.06,14.0,0.66,0.56,0.85,0.10,0.90,9,false,not_evaluated,,0.00,false,false,false
2025.02.21 06:19:59,order_attempt,EURJPY,SHORT,server_00_07,0,,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,157.770,158.112,157.360,0.21,0.342,1.20,342.0,1.61,410.0,1.93,157.876,157.837,158.082,4,0.50,1.47,0.1409,30.0,130.97,true,true,true,true,false,2025.02.21 05:30:00,2025.02.21 06:00:00,2025.02.21 06:00:00,2,2,0.00,0.50,157.765,0.00,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.18,39.0,0.76,1.03,1.35,0.24,0.76,2,false,not_evaluated,,0.00,false,false,false
2025.02.21 06:19:59,order_sent,EURJPY,SHORT,server_00_07,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,157.770,158.112,157.360,0.21,0.342,1.20,342.0,1.61,410.0,1.93,157.876,157.837,158.082,4,0.50,1.47,0.1409,30.0,130.97,true,true,true,true,false,2025.02.21 05:30:00,2025.02.21 06:00:00,2025.02.21 06:00:00,2,2,0.00,0.50,157.765,0.00,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.18,39.0,0.76,1.03,1.35,0.24,0.76,2,false,not_evaluated,,0.00,false,false,false
2025.02.21 07:19:59,order_blocked,EURJPY,SHORT,server_00_07,0,existing_position,Nested_NWave_RetestConfirmation,retest_confirmation_entry,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmed,157.805,158.113,157.435,0.24,0.308,1.20,308.0,1.74,370.0,2.09,157.876,157.837,158.082,8,0.40,1.56,0.1750,31.0,127.74,true,true,true,true,false,2025.02.21 05:30:00,2025.02.21 06:00:00,2025.02.21 07:00:00,2,6,0.01,0.50,157.876,0.01,false,shallow_retest_then_go,,false,unclassified,,false,false,false,false,0.22,39.0,0.76,1.24,1.63,0.24,0.76,2,false,not_evaluated,,0.00,false,false,false
