run,scenario,prefix,elapsed_seconds
A,current_thirdwave_current_sl_1_5R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2024_A_cur15,752.6
C,v4_micro_or_candle_lower_tf_sl_1_2R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2024_C_mc_l12,712.9
D,v4_micro_or_candle_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2024_D_mc_l13,712.8
G,v4_without_weak_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2024_G_nw_l13,713.3
