time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2025.10.03 21:39:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.025 range_atr=6.72 vol=normal,HH_HL,0.28,0.0246,normal,true,,100.00,2.68,4.05,0,,3888.61,3876.65,3906.55,0.04,11.96,1.50,all_score_passing_candidate,,,0.0610,0.2000,true,false,18.0,2.95,DowFractal_ThirdWave_Regime
2025.10.03 21:39:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.025 range_atr=6.72 vol=normal,HH_HL,0.28,0.0246,normal,true,,100.00,2.68,4.05,10009,order_sent,3888.61,3876.65,3906.55,0.04,11.96,1.50,all_score_passing_candidate,,,0.0610,0.2000,true,false,18.0,2.95,DowFractal_ThirdWave_Regime
2025.10.03 21:44:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.025 range_atr=6.72 vol=normal,HH_HL,0.28,0.0246,normal,true,,100.00,2.68,4.00,0,existing_position,3888.45,3876.65,3906.15,0.04,11.80,1.50,existing_position,,existing_position,0.0611,0.2000,true,false,18.0,2.95,DowFractal_ThirdWave_Regime
2025.10.06 13:44:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.571 range_atr=10.22 vol=normal,HH_HL,7.27,0.5709,normal,true,,75.00,1.39,3.45,0,,3946.73,3935.05,3964.25,0.04,11.68,1.50,all_score_passing_candidate,,,0.0562,0.2000,true,false,19.0,3.38,DowFractal_ThirdWave_Regime
2025.10.06 13:44:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.571 range_atr=10.22 vol=normal,HH_HL,7.27,0.5709,normal,true,,75.00,1.39,3.45,10009,order_sent,3946.73,3935.05,3964.25,0.04,11.68,1.50,all_score_passing_candidate,,,0.0562,0.2000,true,false,19.0,3.38,DowFractal_ThirdWave_Regime
2025.10.06 13:49:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.571 range_atr=10.22 vol=normal,HH_HL,7.27,0.5709,normal,true,,100.00,1.72,3.08,0,existing_position,3942.77,3932.26,3958.54,0.04,10.51,1.50,existing_position,,existing_position,0.0556,0.2000,true,false,19.0,3.42,DowFractal_ThirdWave_Regime
2025.10.06 13:59:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.571 range_atr=10.22 vol=normal,HH_HL,7.27,0.5709,normal,true,,100.00,1.72,2.91,0,existing_position,3942.39,3932.26,3957.59,0.04,10.13,1.50,existing_position,,existing_position,0.0546,0.2000,true,false,19.0,3.48,DowFractal_ThirdWave_Regime
2025.10.06 22:09:59,XAUUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.594 range_atr=9.33 vol=normal,HH_HL,8.41,0.5939,normal,true,,100.00,2.86,6.13,0,,3963.09,3950.88,3981.41,0.04,12.21,1.50,all_score_passing_candidate,,,0.0903,0.2000,true,false,18.0,1.99,DowFractal_ThirdWave_Regime
2025.10.06 22:09:59,XAUUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.594 range_atr=9.33 vol=normal,HH_HL,8.41,0.5939,normal,true,,100.00,2.86,6.13,10009,order_sent,3963.09,3950.88,3981.41,0.04,12.21,1.50,all_score_passing_candidate,,,0.0903,0.2000,true,false,18.0,1.99,DowFractal_ThirdWave_Regime
2025.10.06 22:14:59,XAUUSD,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.594 range_atr=9.33 vol=normal,HH_HL,8.41,0.5939,normal,true,,100.00,2.86,5.77,0,existing_position,3962.40,3950.88,3979.68,0.04,11.52,1.50,existing_position,,existing_position,0.0901,0.2000,true,false,18.0,2.00,DowFractal_ThirdWave_Regime
