period,run,scenario,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2025,A,ThirdWave_BOTH,server_00_07,99,37,62,37.37,-296.79,2459.78,-2756.57,0.892,-3.0,66.48,-44.46
2025,A,ThirdWave_BOTH,server_08_15,175,76,99,43.43,687.74,5145.54,-4457.8,1.154,3.93,67.7,-45.03
2025,A,ThirdWave_BOTH,server_16_23,177,66,111,37.29,-855.36,4395.28,-5250.64,0.837,-4.83,66.6,-47.3
2025,B,ThirdWave_LONG_ONLY,server_00_07,57,23,34,40.35,0.49,1494.14,-1493.65,1.0,0.01,64.96,-43.93
2025,B,ThirdWave_LONG_ONLY,server_08_15,106,42,64,39.62,-92.17,2660.93,-2753.1,0.967,-0.87,63.36,-43.02
2025,B,ThirdWave_LONG_ONLY,server_16_23,108,36,72,33.33,-1272.88,2101.89,-3374.77,0.623,-11.79,58.39,-46.87
2025,C,ThirdWave_SHORT_ONLY,server_00_07,49,17,32,34.69,-287.29,1201.53,-1488.82,0.807,-5.86,70.68,-46.53
2025,C,ThirdWave_SHORT_ONLY,server_08_15,78,36,42,46.15,459.49,2471.38,-2011.89,1.228,5.89,68.65,-47.9
2025,C,ThirdWave_SHORT_ONLY,server_16_23,81,32,49,39.51,74.5,2355.08,-2280.58,1.033,0.92,73.6,-46.54
