time,strategy_name,v4_signal_mode,evaluations,long_evaluations,short_evaluations,setup_pass,entry_pass,orders_sent,orders_failed,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,final_entry_pass,v2_filter_evaluations,v2_filter_pass,v2_filter_fail,v2_filter_deep_pullback,v2_filter_trend_too_old,v2_filter_reclaim_chase_too_far,v3_filter_evaluations,v3_filter_pass,v3_filter_fail,v3_filter_invalid_position,v3_filter_late_entry,v3_filter_chasing_entry,v3_filter_reclaim_chase,v3_filter_pullback_chase,v3_filter_momentum_exhausted,v4_reversal_evaluations,v4_reversal_pass,v4_reversal_fail,v4_confirmed_fractal,v4_early_higher_low,v4_early_lower_high,v4_momentum_turn,v4_candle_reversal,v4_micro_break,v4_unclear,v4_impulse_consumed_blocked,regime_trend_up,regime_trend_down,regime_range,regime_transition,regime_exhaustion,regime_unknown,regime_allowed,regime_blocked,regime_block_long_requires_trend_up,regime_block_short_requires_trend_down,long_higher_tf_trend_pass,long_mid_tf_pullback_pass,long_lower_tf_reversal_pass,long_structure_sl_pass,long_rr_pass,long_spread_guard_pass,long_spread_guard_blocked,long_final_entry_pass,short_higher_tf_trend_pass,short_mid_tf_pullback_pass,short_lower_tf_reversal_pass,short_structure_sl_pass,short_rr_pass,short_spread_guard_pass,short_spread_guard_blocked,short_final_entry_pass,no_higher_tf_trend,trend_broken,no_mid_pullback,pullback_too_shallow,pullback_too_deep,no_lower_reversal,lower_reversal_quality_low,sl_too_close,sl_too_wide,rr_too_low,existing_position,market_closed,spread_guard,data_unavailable,atr_unavailable,research_excluded,regime_requires_trend_up,regime_requires_trend_down,unknown,execution_spread_guard,execution_trading_disabled,execution_no_entry_signal,execution_position_limit,execution_risk_stop,execution_risk_limit,execution_invalid,execution_order_failed,execution_unknown,top_structure_stage_fail_reason,top_structure_stage_fail_reason_rows,top_execution_block_reason,top_execution_block_reason_rows,top_skip_reason,top_skip_reason_rows,top_v2_filter_fail_reason,top_v2_filter_fail_reason_rows,top_v3_filter_fail_reason,top_v3_filter_fail_reason_rows,top_v4_reversal_signal,top_v4_reversal_signal_rows
2026.03.30 23:57:59,DowFractal_ThirdWave_V4_EarlyReversal,V4_SIGNAL_WITHOUT_WEAK_SIGNALS,248850,124425,124425,20572,248,89,0,34626,20572,5255,1362,1362,45262,203588,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20572,5255,15317,238,1129,783,81,1419,1605,15317,236,42474,34822,18500,145240,7814,0,38648,210202,103188,107014,19064,11454,3113,532,532,22631,101794,77,15562,9118,2142,830,830,22631,101794,171,0,4022,0,5832,8222,15317,0,139,2306,0,159,0,203588,0,0,0,103188,107014,1684,878,0,0,159,0,0,0,0,0,regime_requires_trend_down,107014,spread_guard,878,regime_requires_trend_down,107014,,0,,0,unclear,15317
