time,strategy,symbols,signals,orders_sent,orders_failed,blocked,closed_trades,initial_equity,final_equity,peak_equity,daily_stopped,drawdown_stopped,trade_window_label,target_reward_multiple,broker_utc_offset_used,session_windows_mode,require_h4_h1_wave3_alignment,htf_alignment_mode,htf_permission_mode,filter_orderable_before_session_selection,use_m5_lower_tf_wave3,top_context_tf,structure_tf,primary_entry_tf,secondary_entry_tf,use_secondary_entry_tf,require_structure_tf_confirmation,use_top_tf_as_opposite_filter_only,use_fib_pullback_score,require_fib_pullback_zone,fib_preferred_min,fib_preferred_max,fib_deep_max,break_even_mode,htf_permission_rejections,preselection_rejections
2025.12.30 23:57:59,london_first120_reference,USDJPY,EURJPY,GBPJPY,AUDJPY,EURUSD,GBPUSD,0,0,0,0,0,10000.00,10000.00,10000.00,false,false,first_120min,1.50,3,non_exclusive_independent_start_windows,true,strict_h4_h1_alignment,strict_pre_filter,true,true,ENUM_TIMEFRAMES::240,ENUM_TIMEFRAMES::60,PERIOD_M15,PERIOD_M5,true,true,false,false,false,0.382,0.618,0.786,no_break_even,12384,0
