time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2025.02.05 10:49:59,USDJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.856 range_atr=9.67 vol=normal,LL_LH,-0.234,0.8560,normal,true,,100.00,1.57,2.91,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,90.00,true,2.98,3,0.21,unclear,,0,1,0.16,65.20,0.00,0.00,0.1674,0.2000,true,false,19.0,0.113,153.027,153.357,152.532,0.330,1.50,153.338,153.066,mid_fractal_high,DowFractal_ThirdWave_Regime
2025.02.05 11:00:00,USDJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.856 range_atr=9.67 vol=normal,LL_LH,-0.234,0.8560,normal,true,,100.00,1.57,2.90,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,1.44,1,0.43,unclear,,0,1,0.43,61.43,0.00,0.00,0.1678,0.2000,true,false,18.0,0.107,153.045,153.356,152.579,0.311,1.50,153.338,153.066,mid_fractal_high,DowFractal_ThirdWave_Regime
2025.02.05 19:09:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.838 range_atr=8.84 vol=normal,HH_HL,7.10,0.8383,normal,true,,100.00,2.38,3.70,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,1.64,3,0.39,unclear,,0,1,0.33,64.93,0.00,0.00,0.0543,0.2000,true,false,18.0,3.31,2875.11,2862.84,2893.52,12.27,1.50,2882.22,2863.13,mid_fractal_low,DowFractal_ThirdWave_Regime
2025.02.05 19:19:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.838 range_atr=8.84 vol=normal,HH_HL,7.10,0.8383,normal,true,,100.00,2.53,3.51,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.08,1,0.81,unclear,,0,1,0.37,58.97,0.00,0.00,0.0567,0.2000,true,false,18.0,3.18,2874.01,2862.86,2890.74,11.15,1.50,2882.22,2863.13,mid_fractal_low,DowFractal_ThirdWave_Regime
2025.02.07 18:34:59,USDJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.330 range_atr=6.11 vol=normal,LL_LH,-0.105,0.3300,normal,true,,100.00,2.68,3.93,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.01,4,0.40,unclear,,0,1,0.42,44.33,0.00,0.00,0.0976,0.2000,true,false,16.0,0.164,151.126,151.771,150.159,0.645,1.50,151.755,150.948,mid_fractal_high,DowFractal_ThirdWave_Regime
2025.02.07 18:49:59,USDJPY,SHORT,down,valid_lower_high,minor_low_broken_quality_ok,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.330 range_atr=6.11 vol=normal,LL_LH,-0.105,0.3300,normal,true,,100.00,2.61,3.81,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,70.00,true,1.29,6,1.22,unclear,,0,1,1.16,40.94,0.00,0.00,0.1144,0.2000,true,false,18.0,0.157,151.174,151.773,150.276,0.599,1.50,151.755,150.948,mid_fractal_high,DowFractal_ThirdWave_Regime
2025.02.10 05:59:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.021 range_atr=5.29 vol=normal,HH_HL,0.21,0.0211,normal,true,,100.00,4.89,2.78,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,20.00,false,1.10,2,0.19,unclear,,0,1,0.22,13.90,0.00,0.00,0.1086,0.2000,true,false,18.0,1.66,2875.74,2871.13,2882.66,4.61,1.50,2886.78,2871.31,mid_fractal_low,DowFractal_ThirdWave_Regime
2025.02.10 23:04:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.667 range_atr=7.91 vol=normal,HH_HL,5.17,0.6667,normal,true,,100.00,3.45,3.37,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,2.81,4,0.84,unclear,,0,1,0.54,27.82,0.00,0.00,0.1389,0.2000,true,false,18.0,1.30,2906.67,2902.30,2913.23,4.37,1.50,2911.71,2902.48,mid_fractal_low,DowFractal_ThirdWave_Regime
2025.02.11 07:39:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=8.28 vol=normal,HH_HL,6.57,0.6038,normal,true,,100.00,3.73,3.63,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,70.00,true,1.66,3,0.34,unclear,,0,1,0.29,14.45,0.00,0.00,0.1153,0.2000,true,false,18.0,1.56,2920.40,2914.74,2928.89,5.66,1.50,2942.66,2915.11,mid_fractal_low,DowFractal_ThirdWave_Regime
2025.02.11 07:49:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed_quality_ok,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.604 range_atr=8.28 vol=normal,HH_HL,6.57,0.6038,normal,true,,100.00,3.87,4.21,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,2.21,1,0.41,unclear,,0,1,0.27,19.54,0.00,0.00,0.1010,0.2000,true,false,18.0,1.78,2922.26,2914.75,2933.53,7.51,1.50,2942.66,2915.11,mid_fractal_low,DowFractal_ThirdWave_Regime
