run,scenario,prefix,elapsed_seconds
A,current_thirdwave_current_sl_1_5R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2026ytd_A_cur15,317.3
C,v4_micro_or_candle_lower_tf_sl_1_2R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2026ytd_C_mc_l12,306.8
D,v4_micro_or_candle_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2026ytd_D_mc_l13,306.9
G,v4_without_weak_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2026ytd_G_nw_l13,306.9
