time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score
2025.02.04 08:04:59,final_entry_candidate,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.168,0.1781,30.0,160.016,159.788,160.131,159.853,160.161,159.237,0.25,0.308,2.00,7,0.163,0.97,0.278,1.65,308.0,1.83,616.0,3.66,63.27
2025.02.04 08:04:59,order_sent,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.168,0.1781,30.0,160.016,159.788,160.131,159.853,160.161,159.237,0.25,0.308,2.00,7,0.163,0.97,0.278,1.65,308.0,1.83,616.0,3.66,63.27
2025.02.04 08:19:59,final_entry_candidate,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1735,30.0,160.016,159.862,160.131,159.820,160.161,159.138,0.22,0.341,2.00,8,0.196,1.13,0.311,1.80,341.0,1.97,682.0,3.94,59.28
2025.02.04 08:19:59,order_blocked,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1735,30.0,160.016,159.862,160.131,159.820,160.161,159.138,0.22,0.341,2.00,8,0.196,1.13,0.311,1.80,341.0,1.97,682.0,3.94,59.28
2025.02.04 08:34:59,final_entry_candidate,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1733,30.0,160.016,159.938,160.131,159.866,160.161,159.276,0.26,0.295,2.00,9,0.150,0.87,0.265,1.53,295.0,1.70,590.0,3.41,60.48
2025.02.04 08:34:59,order_blocked,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.173,0.1733,30.0,160.016,159.938,160.131,159.866,160.161,159.276,0.26,0.295,2.00,9,0.150,0.87,0.265,1.53,295.0,1.70,590.0,3.41,60.48
2025.02.04 08:49:59,final_entry_candidate,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.181,0.1656,30.0,160.016,159.741,160.131,159.824,160.161,159.150,0.23,0.337,2.00,10,0.192,1.06,0.307,1.69,337.0,1.86,674.0,3.72,56.16
2025.02.04 08:49:59,order_blocked,EURJPY,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,max_positions,max_positions,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,161.488,157.956,51.87,1.029,0.410,0.181,0.1656,30.0,160.016,159.741,160.131,159.824,160.161,159.150,0.23,0.337,2.00,10,0.192,1.06,0.307,1.69,337.0,1.86,674.0,3.72,56.16
2025.02.04 19:34:59,final_entry_candidate,EURUSD,SHORT,server_16_23,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,1.04332,1.02100,58.06,0.00599,0.00182,0.00124,0.1447,18.0,1.03726,1.03717,1.03867,1.03715,1.03885,1.03375,0.29,0.00170,2.00,3,0.00011,0.09,0.00152,1.22,170.0,1.37,340.0,2.73,74.10
2025.02.04 19:34:59,order_sent,EURUSD,SHORT,server_16_23,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,1.04332,1.02100,58.06,0.00599,0.00182,0.00124,0.1447,18.0,1.03726,1.03717,1.03867,1.03715,1.03885,1.03375,0.29,0.00170,2.00,3,0.00011,0.09,0.00152,1.22,170.0,1.37,340.0,2.73,74.10
