time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2025.08.15 04:24:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.175 range_atr=5.99 vol=normal,LL_LH,-1.31,0.1750,normal,true,,75.00,3.05,0.81,0,,3335.32,3336.78,3333.13,0.34,1.46,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,1.65,1,0.48,0.1050,0.2000,true,false,19.0,1.81,DowFractal_ThirdWave_V3_EntryTiming
2025.08.15 04:24:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.175 range_atr=5.99 vol=normal,LL_LH,-1.31,0.1750,normal,true,,75.00,3.05,0.81,10009,order_sent,3335.32,3336.78,3333.13,0.34,1.46,1.50,all_score_passing_candidate,,,true,,true,,35.00,false,1.65,1,0.48,0.1050,0.2000,true,false,19.0,1.81,DowFractal_ThirdWave_V3_EntryTiming
