period,variant,scenario,symbol,direction,month,session,regime,is_xauusd,reversal_signal_type,wave_audit_label,sl_mode,reward_r,current_result_R,current_profit,shadow_outcome,shadow_result_R,shadow_profit,tp_hit,sl_hit,same_bar_ambiguous,time_to_tp_minutes,time_to_sl_minutes,mae_R,mfe_R,avg_sl_points,avg_sl_atr,avg_tp_points,avg_tp_atr,hypothetical_lot_size,invalid_stops,sl_too_tight,sl_too_wide,not_enough_money,delta_result_R_vs_current
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,USDJPY,LONG,2025-10,server_16_23,REGIME_TREND_UP,FX,unclear,chasing_entry,CURRENT_SL,1.5,1.5178,78.51,tp,1.5,77.59,1,0,0,2050.0,,0.8728,1.7722,0.33799999999999386,337999999.99999386,0.5069999999999908,506999999.99999076,0.22,0,0,0,0,-0.0178
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,USDJPY,LONG,2025-10,server_16_23,REGIME_TREND_UP,FX,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.2,1.5178,78.51,tp,1.2,62.07,1,0,0,1990.0,,0.8728,1.355,0.33799999999999386,337999999.99999386,0.40559999999999263,405599999.9999926,0.22,0,0,0,0,-0.3178
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,USDJPY,LONG,2025-10,server_16_23,REGIME_TREND_UP,FX,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.3,1.5178,78.51,tp,1.3,67.24,1,0,0,1990.0,,0.8728,1.355,0.33799999999999386,337999999.99999386,0.439399999999992,439399999.999992,0.22,0,0,0,0,-0.2178
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,USDJPY,LONG,2025-10,server_16_23,REGIME_TREND_UP,FX,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.5,1.5178,78.51,tp,1.5,77.59,1,0,0,2050.0,,0.8728,1.7722,0.33799999999999386,337999999.99999386,0.5069999999999908,506999999.99999076,0.22,0,0,0,0,-0.0178
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,USDJPY,LONG,2025-10,server_16_23,REGIME_TREND_UP,FX,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.2,1.5178,78.51,sl_too_tight,0.0,0.0,0,0,0,,,0.0,0.0,0.06399999999999295,63999999.999992944,0.07679999999999154,76799999.99999154,1.1619,0,1,0,0,-1.5178
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,USDJPY,LONG,2025-10,server_16_23,REGIME_TREND_UP,FX,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.3,1.5178,78.51,sl_too_tight,0.0,0.0,0,0,0,,,0.0,0.0,0.06399999999999295,63999999.999992944,0.08319999999999084,83199999.99999084,1.1619,0,1,0,0,-1.5178
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,USDJPY,LONG,2025-10,server_16_23,REGIME_TREND_UP,FX,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.5,1.5178,78.51,sl_too_tight,0.0,0.0,0,0,0,,,0.0,0.0,0.06399999999999295,63999999.999992944,0.09599999999998943,95999999.99998942,1.1619,0,1,0,0,-1.5178
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,CURRENT_SL,1.2,1.5052,69.96,tp,1.2,55.77,1,0,0,70.0,,0.068,1.3632,11.620000000000346,11620000000.000345,13.944000000000415,13944000000.000414,0.04,0,0,0,0,-0.3052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,CURRENT_SL,1.3,1.5052,69.96,tp,1.3,60.42,1,0,0,70.0,,0.068,1.3632,11.620000000000346,11620000000.000345,15.10600000000045,15106000000.000448,0.04,0,0,0,0,-0.2052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,CURRENT_SL,1.5,1.5052,69.96,tp,1.5,69.72,1,0,0,75.0,,0.068,1.5095,11.620000000000346,11620000000.000345,17.43000000000052,17430000000.00052,0.04,0,0,0,0,-0.0052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.2,1.5052,69.96,tp,1.2,55.77,1,0,0,70.0,,0.068,1.3632,11.620000000000346,11620000000.000345,13.944000000000415,13944000000.000414,0.04,0,0,0,0,-0.3052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.3,1.5052,69.96,tp,1.3,60.42,1,0,0,70.0,,0.068,1.3632,11.620000000000346,11620000000.000345,15.10600000000045,15106000000.000448,0.04,0,0,0,0,-0.2052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.5,1.5052,69.96,tp,1.5,69.72,1,0,0,75.0,,0.068,1.5095,11.620000000000346,11620000000.000345,17.43000000000052,17430000000.00052,0.04,0,0,0,0,-0.0052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.2,1.5052,69.96,tp,1.2,55.77,1,0,0,70.0,,0.0823,1.65,9.600000000000364,9600000000.000362,11.520000000000437,11520000000.000437,0.0484,0,0,0,0,-0.3052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.3,1.5052,69.96,tp,1.3,60.42,1,0,0,70.0,,0.0823,1.65,9.600000000000364,9600000000.000362,12.480000000000473,12480000000.000473,0.0484,0,0,0,0,-0.2052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_08_15,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.5,1.5052,69.96,tp,1.5,69.72,1,0,0,70.0,,0.0823,1.65,9.600000000000364,9600000000.000362,14.400000000000546,14400000000.000546,0.0484,0,0,0,0,-0.0052
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,CURRENT_SL,1.2,1.5103,70.14,tp,1.2,55.73,1,0,0,20.0,,0.1964,1.814,7.7400000000002365,7740000000.000236,9.288000000000283,9288000000.000282,0.06,0,0,0,0,-0.3103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,CURRENT_SL,1.3,1.5103,70.14,tp,1.3,60.37,1,0,0,20.0,,0.1964,1.814,7.7400000000002365,7740000000.000236,10.062000000000308,10062000000.000307,0.06,0,0,0,0,-0.2103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,CURRENT_SL,1.5,1.5103,70.14,tp,1.5,69.66,1,0,0,20.0,,0.1964,1.814,7.7400000000002365,7740000000.000236,11.610000000000355,11610000000.000355,0.06,0,0,0,0,-0.0103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,MID_TF_STRUCTURE_SL,1.2,1.5103,70.14,tp,1.2,55.73,1,0,0,20.0,,0.1964,1.814,7.7400000000002365,7740000000.000236,9.288000000000283,9288000000.000282,0.06,0,0,0,0,-0.3103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,MID_TF_STRUCTURE_SL,1.3,1.5103,70.14,tp,1.3,60.37,1,0,0,20.0,,0.1964,1.814,7.7400000000002365,7740000000.000236,10.062000000000308,10062000000.000307,0.06,0,0,0,0,-0.2103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,MID_TF_STRUCTURE_SL,1.5,1.5103,70.14,tp,1.5,69.66,1,0,0,20.0,,0.1964,1.814,7.7400000000002365,7740000000.000236,11.610000000000355,11610000000.000355,0.06,0,0,0,0,-0.0103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,LOWER_TF_REVERSAL_SL,1.2,1.5103,70.14,tp,1.2,55.73,1,0,0,20.0,,0.2639,2.4375,5.760000000000218,5760000000.000218,6.912000000000262,6912000000.000261,0.0806,0,0,0,0,-0.3103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,LOWER_TF_REVERSAL_SL,1.3,1.5103,70.14,tp,1.3,60.37,1,0,0,20.0,,0.2639,2.4375,5.760000000000218,5760000000.000218,7.488000000000284,7488000000.000283,0.0806,0,0,0,0,-0.2103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,late_entry,LOWER_TF_REVERSAL_SL,1.5,1.5103,70.14,tp,1.5,69.66,1,0,0,20.0,,0.2639,2.4375,5.760000000000218,5760000000.000218,8.640000000000327,8640000000.000326,0.0806,0,0,0,0,-0.0103
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,CURRENT_SL,1.2,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,320.0,1.0861,0.9567,19.169999999999618,19169999999.99962,23.00399999999954,23003999999.99954,0.02,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,CURRENT_SL,1.3,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,320.0,1.0861,0.9567,19.169999999999618,19169999999.99962,24.920999999999506,24920999999.999504,0.02,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,CURRENT_SL,1.5,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,320.0,1.0861,0.9567,19.169999999999618,19169999999.99962,28.754999999999427,28754999999.999424,0.02,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.2,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,320.0,1.0861,0.9567,19.169999999999618,19169999999.99962,23.00399999999954,23003999999.99954,0.02,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.3,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,320.0,1.0861,0.9567,19.169999999999618,19169999999.99962,24.920999999999506,24920999999.999504,0.02,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,MID_TF_STRUCTURE_SL,1.5,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,320.0,1.0861,0.9567,19.169999999999618,19169999999.99962,28.754999999999427,28754999999.999424,0.02,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.2,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,230.0,1.041,1.0259,11.959999999999582,11959999999.99958,14.351999999999498,14351999999.999496,0.0321,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.3,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,230.0,1.041,1.0259,11.959999999999582,11959999999.99958,15.547999999999456,15547999999.999456,0.0321,0,0,0,0,0.0005
2025-10,current_thirdwave,ThirdWave_regime_BOTH_all_5m,XAUUSD,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,XAUUSD,unclear,chasing_entry,LOWER_TF_REVERSAL_SL,1.5,-1.0005,-37.85,sl,-1.0,-37.83,0,1,0,,230.0,1.041,1.0259,11.959999999999582,11959999999.99958,17.939999999999372,17939999999.99937,0.0321,0,0,0,0,0.0005
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,CURRENT_SL,1.2,-1.0157,-50.11,sl,-1.0,-49.34,0,1,0,,50.0,1.4084,1.1832,0.1910000000000025,191000000.0000025,0.22920000000000298,229200000.00000298,0.38,0,0,0,0,0.0157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,CURRENT_SL,1.3,-1.0157,-50.11,sl,-1.0,-49.34,0,1,0,,50.0,1.4084,1.1832,0.1910000000000025,191000000.0000025,0.24830000000000327,248300000.00000325,0.38,0,0,0,0,0.0157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,CURRENT_SL,1.5,-1.0157,-50.11,sl,-1.0,-49.34,0,1,0,,50.0,1.4084,1.1832,0.1910000000000025,191000000.0000025,0.28650000000000375,286500000.00000376,0.38,0,0,0,0,0.0157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.2,-1.0157,-50.11,sl,-1.0,-49.34,0,1,0,,50.0,1.4084,1.1832,0.1910000000000025,191000000.0000025,0.22920000000000298,229200000.00000298,0.38,0,0,0,0,0.0157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.3,-1.0157,-50.11,sl,-1.0,-49.34,0,1,0,,50.0,1.4084,1.1832,0.1910000000000025,191000000.0000025,0.24830000000000327,248300000.00000325,0.38,0,0,0,0,0.0157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.5,-1.0157,-50.11,sl,-1.0,-49.34,0,1,0,,50.0,1.4084,1.1832,0.1910000000000025,191000000.0000025,0.28650000000000375,286500000.00000376,0.38,0,0,0,0,0.0157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.2,-1.0157,-50.11,tp,1.2,59.2,1,0,0,10.0,,0.121,1.3952,0.12399999999999523,123999999.99999522,0.14879999999999427,148799999.99999425,0.5853,0,0,0,0,2.2157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.3,-1.0157,-50.11,tp,1.3,64.14,1,0,0,10.0,,0.121,1.3952,0.12399999999999523,123999999.99999522,0.1611999999999938,161199999.99999377,0.5853,0,0,0,0,2.3157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,USDJPY,SHORT,2025-10,server_16_23,REGIME_TREND_DOWN,FX,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.5,-1.0157,-50.11,tp,1.5,74.0,1,0,0,20.0,,0.7419,1.8226,0.12399999999999523,123999999.99999522,0.18599999999999284,185999999.99999282,0.5853,0,0,0,0,2.5157
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,CURRENT_SL,1.2,1.5201,69.38,tp,1.2,54.77,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,14.352000000000043,14352000000.000042,0.04,0,0,0,0,-0.3201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,CURRENT_SL,1.3,1.5201,69.38,tp,1.3,59.33,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,15.548000000000048,15548000000.000048,0.04,0,0,0,0,-0.2201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,CURRENT_SL,1.5,1.5201,69.38,tp,1.5,68.46,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,17.940000000000055,17940000000.000053,0.04,0,0,0,0,-0.0201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.2,1.5201,69.38,tp,1.2,54.77,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,14.352000000000043,14352000000.000042,0.04,0,0,0,0,-0.3201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.3,1.5201,69.38,tp,1.3,59.33,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,15.548000000000048,15548000000.000048,0.04,0,0,0,0,-0.2201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.5,1.5201,69.38,tp,1.5,68.46,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,17.940000000000055,17940000000.000053,0.04,0,0,0,0,-0.0201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.2,1.5201,69.38,tp,1.2,54.77,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,14.352000000000043,14352000000.000042,0.04,0,0,0,0,-0.3201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.3,1.5201,69.38,tp,1.3,59.33,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,15.548000000000048,15548000000.000048,0.04,0,0,0,0,-0.2201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_16_23,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.5,1.5201,69.38,tp,1.5,68.46,1,0,0,3140.0,,0.4758,2.5385,11.960000000000036,11960000000.000036,17.940000000000055,17940000000.000053,0.04,0,0,0,0,-0.0201
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,CURRENT_SL,1.2,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,9.347999999999956,9347999999.999956,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,CURRENT_SL,1.3,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,10.126999999999953,10126999999.999952,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,CURRENT_SL,1.5,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,11.684999999999945,11684999999.999945,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.2,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,9.347999999999956,9347999999.999956,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.3,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,10.126999999999953,10126999999.999952,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,MID_TF_STRUCTURE_SL,1.5,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,11.684999999999945,11684999999.999945,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.2,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,9.347999999999956,9347999999.999956,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.3,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,10.126999999999953,10126999999.999952,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,candle_reversal,chasing_entry,LOWER_TF_REVERSAL_SL,1.5,-1.0077,-47.1,sl,-1.0,-46.74,0,1,0,,30.0,1.3119,0.0193,7.789999999999964,7789999999.999963,11.684999999999945,11684999999.999945,0.06,0,0,0,0,0.0077
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,early_higher_low,chasing_entry,CURRENT_SL,1.2,-1.0,-43.3,sl,-1.0,-43.3,0,1,0,,30.0,1.0254,0.3383,8.659999999999854,8659999999.999853,10.391999999999825,10391999999.999825,0.05,0,0,0,0,0.0
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,early_higher_low,chasing_entry,CURRENT_SL,1.3,-1.0,-43.3,sl,-1.0,-43.3,0,1,0,,30.0,1.0254,0.3383,8.659999999999854,8659999999.999853,11.25799999999981,11257999999.99981,0.05,0,0,0,0,0.0
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,early_higher_low,chasing_entry,CURRENT_SL,1.5,-1.0,-43.3,sl,-1.0,-43.3,0,1,0,,30.0,1.0254,0.3383,8.659999999999854,8659999999.999853,12.989999999999782,12989999999.99978,0.05,0,0,0,0,0.0
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,early_higher_low,chasing_entry,MID_TF_STRUCTURE_SL,1.2,-1.0,-43.3,sl,-1.0,-43.3,0,1,0,,30.0,1.0254,0.3383,8.659999999999854,8659999999.999853,10.391999999999825,10391999999.999825,0.05,0,0,0,0,0.0
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,early_higher_low,chasing_entry,MID_TF_STRUCTURE_SL,1.3,-1.0,-43.3,sl,-1.0,-43.3,0,1,0,,30.0,1.0254,0.3383,8.659999999999854,8659999999.999853,11.25799999999981,11257999999.99981,0.05,0,0,0,0,0.0
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,early_higher_low,chasing_entry,MID_TF_STRUCTURE_SL,1.5,-1.0,-43.3,sl,-1.0,-43.3,0,1,0,,30.0,1.0254,0.3383,8.659999999999854,8659999999.999853,12.989999999999782,12989999999.99978,0.05,0,0,0,0,0.0
2025-10,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,XAUUSD,LONG,2025-10,server_08_15,REGIME_TREND_UP,XAUUSD,early_higher_low,chasing_entry,LOWER_TF_REVERSAL_SL,1.2,-1.0,-43.3,actual_close,-0.757,-32.78,0,0,0,,,0.8776,0.2561,11.440000000000055,11440000000.000053,13.728000000000065,13728000000.000065,0.0378,0,0,0,0,0.243
