time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2025.02.05 11:00:00,USDJPY,SHORT,down,valid_lower_high,candle_reversal,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.856 range_atr=9.67 vol=normal,LL_LH,-0.234,0.8560,normal,true,,85.00,1.57,2.90,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.44,1,0.43,candle_reversal,,6,1,0.43,61.43,82.00,85.00,0.1678,0.2000,true,false,18.0,0.107,153.045,153.356,152.579,0.311,1.50,153.338,153.066,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.05 16:05:00,USDJPY,SHORT,down,valid_lower_high,candle_reversal,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.646 range_atr=8.44 vol=normal,LL_LH,-0.227,0.6456,normal,true,,70.00,5.90,2.06,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,3.31,candle_reversal,,1,1,2.14,20.41,18.00,70.00,0.1481,0.2000,true,false,16.0,0.108,153.180,153.403,152.846,0.223,1.50,153.387,152.545,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.06 05:19:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.639 range_atr=9.19 vol=normal,HH_HL,5.21,0.6389,normal,true,,70.00,6.35,3.03,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,2.94,candle_reversal,,24,1,2.70,19.61,18.00,70.00,0.1199,0.2000,true,false,18.0,1.50,2868.03,2863.48,2874.86,4.55,1.50,2882.22,2863.66,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.07 20:39:59,USDJPY,SHORT,down,valid_lower_high,candle_reversal,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.317 range_atr=5.30 vol=normal,LL_LH,-0.117,0.3169,normal,true,,95.00,3.50,3.07,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.96,1,0.63,candle_reversal,,16,1,0.60,18.82,64.00,95.00,0.1940,0.2000,true,false,18.0,0.093,151.582,151.867,151.155,0.285,1.50,151.849,150.921,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.10 22:19:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.580 range_atr=7.40 vol=normal,HH_HL,4.86,0.5804,normal,true,,70.00,3.17,2.87,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.15,1,0.26,candle_reversal,,9,1,0.65,19.79,18.00,70.00,0.1632,0.2000,true,false,18.0,1.10,2905.46,2902.30,2910.20,3.16,1.50,2911.71,2902.48,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.11 05:14:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.623 range_atr=8.53 vol=normal,HH_HL,6.59,0.6235,normal,true,,70.00,1.07,2.03,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,3.90,candle_reversal,,6,1,1.26,85.92,18.00,70.00,0.0274,0.2000,true,false,18.0,6.57,2915.85,2902.50,2935.88,13.35,1.50,2942.66,2902.91,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.14 10:44:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.695 range_atr=13.60 vol=normal,HH_HL,3.69,0.6949,normal,true,,70.00,1.07,1.91,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,1.77,candle_reversal,,16,1,1.77,38.14,18.00,70.00,0.0820,0.2000,true,false,18.0,2.20,2934.60,2930.40,2940.90,4.20,1.50,2936.81,2930.58,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.14 11:09:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.764 range_atr=13.52 vol=normal,HH_HL,4.17,0.7641,normal,true,,95.00,0.93,3.18,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,20.00,false,0.60,1,0.02,candle_reversal,,21,1,0.59,61.10,36.00,95.00,0.0864,0.2000,true,false,18.0,2.08,2937.24,2930.62,2947.17,6.62,1.50,2938.49,2930.80,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.19 09:49:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.774 range_atr=8.29 vol=normal,HH_HL,4.81,0.7744,normal,true,,70.00,3.65,2.76,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,0.65,candle_reversal,,9,1,0.33,26.87,18.00,70.00,0.1135,0.2000,true,false,18.0,1.59,2934.69,2930.31,2941.26,4.38,1.50,2939.69,2930.49,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.19 17:29:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.499 range_atr=7.10 vol=normal,HH_HL,3.86,0.4991,normal,true,,70.00,3.09,1.52,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,1.51,candle_reversal,,12,1,0.86,22.23,18.00,70.00,0.0511,0.2000,true,false,18.0,3.52,2935.27,2929.93,2943.28,5.34,1.50,2946.87,2930.20,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.20 15:19:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.632 range_atr=7.37 vol=normal,HH_HL,3.86,0.6325,normal,true,,70.00,4.10,2.03,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,0.74,candle_reversal,,11,1,0.74,29.44,18.00,70.00,0.0577,0.2000,true,false,18.0,3.12,2945.00,2938.66,2954.51,6.34,1.50,2954.82,2938.85,mid_fractal_low,DowFractal_ThirdWave_V4_EarlyReversal
2025.02.20 16:49:59,USDJPY,SHORT,down,valid_lower_high,candle_reversal,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.548 range_atr=8.29 vol=high,LL_LH,-0.172,0.5479,high,true,,95.00,1.57,2.85,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,35.00,false,1.42,1,0.47,candle_reversal,,8,1,0.08,66.87,82.00,95.00,0.1424,0.2000,true,false,17.0,0.119,149.889,150.229,149.379,0.340,1.50,150.212,149.698,mid_fractal_high,DowFractal_ThirdWave_V4_EarlyReversal
