run,scenario,prefix,elapsed_seconds
A,ThirdWave_original_BOTH,ExpectedValue_MultiCurrency_ScoreScanner_2026ytd_thirdwave_regime_A_original_both,306.5
B,ThirdWave_regime_BOTH,ExpectedValue_MultiCurrency_ScoreScanner_2026ytd_thirdwave_regime_B_regime_both,295.8
C,ThirdWave_regime_LONG_ONLY,ExpectedValue_MultiCurrency_ScoreScanner_2026ytd_thirdwave_regime_C_regime_long_only,285.9
D,ThirdWave_regime_SHORT_ONLY,ExpectedValue_MultiCurrency_ScoreScanner_2026ytd_thirdwave_regime_D_regime_short_only,285.1
