time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason
2025.10.02 06:15:00,final_entry_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,true,true,true,false,true,true,true,3895.28,3793.16,38.36,26.30,12.89,4.81,0.0374,18.0,3865.17,3866.15,3861.57,3869.16,3861.33,3884.82,0.06,7.83,2.00,5,3.99,0.83,7.59,1.58,783.0,1.63,1566.0,3.26,118.17,true,true,true,true,false,2025.10.02 05:45:00,2025.10.02 06:00:00,2025.10.02 06:00:00,1,1,0.02,0.50,3867.37,0.02,false,shallow_retest_then_go,
2025.10.02 06:15:00,order_blocked,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,retest_confirmation_entry,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,true,true,true,false,true,true,true,3895.28,3793.16,38.36,26.30,12.89,4.81,0.0374,18.0,3865.17,3866.15,3861.57,3869.16,3861.33,3884.82,0.06,7.83,2.00,5,3.99,0.83,7.59,1.58,783.0,1.63,1566.0,3.26,118.17,true,true,true,true,false,2025.10.02 05:45:00,2025.10.02 06:00:00,2025.10.02 06:00:00,1,1,0.02,0.50,3867.37,0.02,false,shallow_retest_then_go,
2025.10.02 06:30:00,blocked_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,3895.28,3793.16,38.36,26.30,12.89,4.66,0.0386,18.0,3865.17,3866.15,3861.57,3867.38,0.00,0.00,0.00,0.00,0.00,6,2.21,0.00,5.81,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2025.10.02 05:45:00,2025.10.02 06:00:00,,1,2,0.02,0.50,3865.17,0.02,false,shallow_retest_no_trigger,no_retest_trigger
2025.10.02 06:45:00,blocked_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,3895.28,3793.16,38.36,26.30,12.89,4.45,0.0405,18.0,3865.17,3866.15,3861.57,3864.81,0.00,0.00,0.00,0.00,0.00,7,0.36,0.00,3.24,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2025.10.02 05:45:00,2025.10.02 06:00:00,,1,3,0.02,0.50,3865.17,0.02,true,deep_retest_but_reclaim_missing,no_retest_trigger
2025.10.02 07:00:00,final_entry_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,true,true,true,false,true,true,true,3895.28,3793.16,38.36,26.30,11.38,4.35,0.0414,18.0,3865.17,3866.15,3861.57,3866.73,3861.35,3877.49,0.09,5.38,2.00,8,1.56,0.36,5.16,1.19,538.0,1.24,1076.0,2.47,121.92,true,true,true,true,false,2025.10.02 05:45:00,2025.10.02 06:00:00,2025.10.02 06:45:00,1,4,0.02,0.50,3865.17,0.02,true,deep_retest_but_reclaim,
2025.10.02 07:00:00,order_blocked,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,retest_then_go_after_return_inside,max_positions,max_positions,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,true,true,true,false,true,true,true,3895.28,3793.16,38.36,26.30,11.38,4.35,0.0414,18.0,3865.17,3866.15,3861.57,3866.73,3861.35,3877.49,0.09,5.38,2.00,8,1.56,0.36,5.16,1.19,538.0,1.24,1076.0,2.47,121.92,true,true,true,true,false,2025.10.02 05:45:00,2025.10.02 06:00:00,2025.10.02 06:45:00,1,4,0.02,0.50,3865.17,0.02,true,deep_retest_but_reclaim,
2025.10.02 07:15:00,blocked_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,3895.28,3793.16,38.36,26.30,11.38,4.33,0.0415,18.0,3870.00,0.00,3864.00,3865.91,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 07:30:00,blocked_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,3895.28,3793.16,38.36,26.30,11.38,4.08,0.0441,18.0,3870.00,0.00,3864.00,3866.23,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 07:45:00,blocked_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,3895.28,3793.16,38.36,26.30,11.38,3.74,0.0481,18.0,3870.00,0.00,3864.00,3865.03,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 08:15:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00112,0.00038,0.5283,20.0,1.34866,0.00000,1.34748,1.34708,0.00000,0.00000,0.00,0.00000,0.00,8,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 08:30:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00112,0.00042,0.4746,20.0,1.34866,0.00000,1.34748,1.34745,0.00000,0.00000,0.00,0.00000,0.00,10,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 08:45:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00112,0.00042,0.4746,20.0,1.34805,0.00000,1.34681,1.34783,0.00000,0.00000,0.00,0.00000,0.00,3,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 09:00:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00112,0.00042,0.4746,20.0,1.34805,0.00000,1.34681,1.34764,0.00000,0.00000,0.00,0.00000,0.00,3,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 09:20:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00093,0.00044,0.4502,20.0,1.34805,0.00000,1.34681,1.34789,0.00000,0.00000,0.00,0.00000,0.00,5,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 09:30:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00093,0.00044,0.4502,20.0,1.34805,0.00000,1.34681,1.34791,0.00000,0.00000,0.00,0.00000,0.00,5,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 09:45:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00093,0.00044,0.4575,20.0,1.34805,0.00000,1.34681,1.34774,0.00000,0.00000,0.00,0.00000,0.00,6,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 10:05:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00096,0.00058,0.3448,20.0,1.34805,0.00000,1.34681,1.34979,0.00000,0.00000,0.00,0.00000,0.00,8,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 10:15:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00096,0.00058,0.3448,20.0,1.34805,0.00000,1.34681,1.34982,0.00000,0.00000,0.00,0.00000,0.00,8,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.02 10:30:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_detected,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00096,0.00065,0.3094,20.0,1.34805,1.34885,1.34681,1.34903,0.00000,0.00000,0.00,0.00000,0.00,9,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,2025.10.02 09:45:00,,,0,1,0.00,0.50,0.00000,0.00,false,no_retest_break_and_go,no_retest_detected
2025.10.02 10:50:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00096,0.00073,0.2759,20.0,1.34852,1.34885,1.34726,1.35015,1.34706,0.00000,0.00,0.00309,0.00,4,0.00163,2.25,0.00289,3.99,309.0,4.26,0.0,0.00,114.94,true,true,true,true,false,2025.10.02 09:45:00,2025.10.02 10:00:00,2025.10.02 10:30:00,1,3,0.21,0.50,1.34852,0.21,false,shallow_retest_then_go,
2025.10.02 11:00:00,blocked_candidate,GBPUSD,LONG,server_08_15,best_only,300,Nested_NWave_RetestConfirmation,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,false,false,false,true,true,false,false,1.35265,1.34338,56.09,0.00299,0.00096,0.00073,0.2759,20.0,1.34852,1.34885,1.34726,1.34953,1.34706,0.00000,0.00,0.00247,0.00,4,0.00101,1.39,0.00227,3.13,247.0,3.41,0.0,0.00,121.79,true,true,true,true,false,2025.10.02 09:45:00,2025.10.02 10:00:00,2025.10.02 10:30:00,1,3,0.21,0.50,1.34852,0.21,false,shallow_retest_then_go,
2025.10.03 04:04:59,blocked_candidate,GBPUSD,SHORT,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35095,1.34000,39.91,0.00337,0.00162,0.00047,0.4223,20.0,1.34384,0.00000,1.34456,1.34453,0.00000,0.00000,0.00,0.00000,0.00,5,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.03 04:19:59,blocked_candidate,GBPUSD,SHORT,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35095,1.34000,39.91,0.00337,0.00162,0.00052,0.3846,20.0,1.34384,0.00000,1.34456,1.34363,0.00000,0.00000,0.00,0.00000,0.00,6,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.03 04:34:59,blocked_candidate,GBPUSD,SHORT,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35095,1.34000,39.91,0.00337,0.00162,0.00054,0.3714,20.0,1.34384,0.00000,1.34456,1.34336,0.00000,0.00000,0.00,0.00000,0.00,7,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
2025.10.03 04:50:00,blocked_candidate,GBPUSD,SHORT,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35095,1.34000,39.91,0.00337,0.00162,0.00042,0.4786,20.0,1.34383,1.34340,1.34498,1.34402,0.00000,0.00000,0.00,0.00000,0.00,3,0.00019,0.00,0.00096,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2025.10.03 04:15:00,2025.10.03 04:30:00,,1,1,0.12,0.50,1.34383,0.12,false,shallow_retest_no_trigger,no_retest_trigger
2025.10.03 05:04:59,blocked_candidate,GBPUSD,SHORT,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35095,1.34000,39.91,0.00337,0.00166,0.00045,0.4452,20.0,1.34383,1.34340,1.34498,1.34428,0.00000,0.00000,0.00,0.00000,0.00,4,0.00045,0.00,0.00070,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2025.10.03 04:15:00,2025.10.03 04:30:00,,1,2,0.11,0.50,1.34383,0.11,true,deep_retest_but_reclaim_missing,no_retest_trigger
2025.10.03 05:19:59,blocked_candidate,GBPUSD,SHORT,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_trigger,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35095,1.34000,39.91,0.00337,0.00166,0.00047,0.4242,20.0,1.34383,1.34340,1.34498,1.34412,0.00000,0.00000,0.00,0.00000,0.00,5,0.00029,0.00,0.00086,0.00,0.0,0.00,0.0,0.00,0.00,true,true,true,false,false,2025.10.03 04:15:00,2025.10.03 04:30:00,,1,3,0.11,0.50,1.34383,0.11,true,deep_retest_but_reclaim_missing,no_retest_trigger
2025.10.03 05:34:59,blocked_candidate,GBPUSD,SHORT,server_00_07,best_only,300,Nested_NWave_RetestConfirmation,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,false,true,true,false,false,1.35095,1.34000,39.91,0.00337,0.00166,0.00049,0.4088,20.0,1.34320,0.00000,1.34459,1.34363,0.00000,0.00000,0.00,0.00000,0.00,3,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break
