time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,wave_audit_label,wave_audit_reason,strategy_name
2026.01.02 14:14:59,execution_block_candidate,AUDJPY,LONG,105.044,105.002,105.107,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,104.928,105.266,104.385,104.667,HH_HL,5,0.040,0.149,PERIOD_M15,104.928,105.266,105.030,69.82,3.58,10,false,105.030,0.46,4.14,PERIOD_M5,104.988,105.015,1,0.95,29.0,late,75.00,1.38,0.042,1.50,0.9180,,spread_guard,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 04:14:59,execution_block_candidate,GBPUSD,SHORT,1.34375,1.34496,1.34194,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.34363,1.34660,1.34456,1.35013,LL_LH,5,-0.00021,0.00165,PERIOD_M15,1.34660,1.34363,1.34481,39.73,1.39,3,false,1.34481,2.50,35.69,PERIOD_M5,1.34378,1.34349,1,0.61,26.0,unclear,100.00,2.85,0.00121,1.50,0.3535,,spread_guard,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 04:24:59,execution_block_candidate,GBPUSD,SHORT,1.34320,1.34499,1.34052,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.34363,1.34660,1.34456,1.35013,LL_LH,5,-0.00021,0.00165,PERIOD_M15,1.34660,1.34363,1.34481,39.73,1.39,4,false,1.34481,4.02,54.21,PERIOD_M5,1.34378,1.34347,1,0.67,27.0,unclear,100.00,4.47,0.00179,1.50,0.4492,,spread_guard,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 04:29:59,execution_block_candidate,GBPUSD,SHORT,1.34329,1.34496,1.34079,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.34363,1.34660,1.34456,1.35013,LL_LH,5,-0.00021,0.00165,PERIOD_M15,1.34660,1.34363,1.34481,39.73,1.39,4,false,1.34481,3.75,51.18,PERIOD_M5,1.34378,1.34320,1,0.22,9.0,early,100.00,4.12,0.00167,1.50,0.3697,,spread_guard,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 06:54:59,final_entry_candidate,XAUUSD,LONG,4404.15,4396.82,4415.15,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,4310.01,4421.34,4304.53,4402.26,HH_HL,9,4.84,21.81,PERIOD_M15,4310.01,4421.34,4397.29,21.60,2.54,3,false,4397.29,2.12,6.16,PERIOD_M5,4406.31,4407.00,1,0.88,285.0,unclear,100.00,2.27,7.33,1.50,0.0587,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 06:54:59,order_attempt,XAUUSD,LONG,4404.15,4396.82,4415.15,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,4310.01,4421.34,4304.53,4402.26,HH_HL,9,4.84,21.81,PERIOD_M15,4310.01,4421.34,4397.29,21.60,2.54,3,false,4397.29,2.12,6.16,PERIOD_M5,4406.31,4407.00,1,0.88,285.0,unclear,100.00,2.27,7.33,1.50,0.0587,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 06:54:59,order_sent,XAUUSD,LONG,4404.15,4396.82,4415.15,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,4310.01,4421.34,4304.53,4402.26,HH_HL,9,4.84,21.81,PERIOD_M15,4310.01,4421.34,4397.29,21.60,2.54,3,false,4397.29,2.12,6.16,PERIOD_M5,4406.31,4407.00,1,0.88,285.0,unclear,100.00,2.27,7.33,1.50,0.0587,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 07:24:59,final_entry_candidate,XAUUSD,LONG,4408.41,4396.86,4425.74,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,4310.01,4421.34,4304.53,4402.26,HH_HL,10,5.92,19.73,PERIOD_M15,4310.01,4421.34,4397.29,21.60,2.82,5,false,4397.29,4.29,9.99,PERIOD_M5,4408.36,4408.54,1,0.05,13.0,early,75.00,4.46,11.55,1.50,0.0733,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 07:24:59,order_blocked,XAUUSD,LONG,4408.41,4396.86,4425.74,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,4310.01,4421.34,4304.53,4402.26,HH_HL,10,5.92,19.73,PERIOD_M15,4310.01,4421.34,4397.29,21.60,2.82,5,false,4397.29,4.29,9.99,PERIOD_M5,4408.36,4408.54,1,0.05,13.0,early,75.00,4.46,11.55,1.50,0.0733,,existing_position,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2026.01.05 07:34:59,final_entry_candidate,XAUUSD,LONG,4409.79,4396.90,4429.13,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,4310.01,4421.34,4304.53,4402.26,HH_HL,10,5.92,19.73,PERIOD_M15,4310.01,4421.34,4397.29,21.60,3.06,6,false,4397.29,4.71,11.23,PERIOD_M5,4408.36,4412.56,1,1.04,277.0,late,100.00,4.86,12.89,1.50,0.0716,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
