time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2026.01.05 07:54:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.300 range_atr=7.45 vol=normal,HH_HL,5.92,0.3001,normal,true,,70.00,3.16,2.53,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.00,1,1.13,candle_reversal,,22,1,1.13,11.61,18.00,70.00,0.0530,0.2000,true,false,20.0,3.78,4410.21,4400.66,4422.63,9.55,1.30,4421.34,4397.29,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 20:19:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.718 range_atr=9.30 vol=normal,HH_HL,11.69,0.7184,normal,true,,60.00,2.25,3.00,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.83,2,0.68,micro_break,,14,1,0.34,21.63,54.00,60.00,0.0448,0.2000,true,false,20.0,4.47,4445.21,4431.81,4462.63,13.40,1.30,4455.75,4432.33,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 20:54:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.718 range_atr=9.30 vol=normal,HH_HL,11.69,0.7184,normal,true,,70.00,2.61,2.33,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.73,1,0.39,candle_reversal,,21,1,0.27,24.50,18.00,70.00,0.0486,0.2000,true,false,20.0,4.11,4446.92,4437.32,4459.40,9.60,1.30,4455.75,4432.33,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 21:19:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.740 range_atr=9.39 vol=normal,HH_HL,11.91,0.7399,normal,true,,70.00,2.66,1.22,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.00,1,2.01,candle_reversal,,1,1,2.01,13.00,18.00,70.00,0.0413,0.2000,true,false,19.0,4.60,4440.07,4434.45,4447.38,5.62,1.30,4455.75,4432.33,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 21:29:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.740 range_atr=9.39 vol=normal,HH_HL,11.91,0.7399,normal,true,,70.00,2.66,1.64,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.81,1,1.64,candle_reversal,,3,1,1.38,16.02,18.00,70.00,0.0420,0.2000,true,false,19.0,4.53,4441.87,4434.45,4451.52,7.42,1.30,4455.75,4432.33,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 21:39:59,XAUUSD,LONG,up,valid_higher_low,micro_break,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.740 range_atr=9.39 vol=normal,HH_HL,11.91,0.7399,normal,true,,60.00,2.75,2.44,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,35.00,false,1.19,3,0.95,micro_break,,5,1,0.53,21.49,82.00,60.00,0.0457,0.2000,true,false,20.0,4.38,4445.13,4434.46,4459.00,10.67,1.30,4455.75,4432.33,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 21:54:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.740 range_atr=9.39 vol=normal,HH_HL,11.91,0.7399,normal,true,,70.00,2.63,1.95,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,0.00,false,0.00,1,0.96,candle_reversal,,8,1,0.96,12.09,18.00,70.00,0.0514,0.2000,true,false,20.0,3.89,4442.09,4434.49,4451.97,7.60,1.30,4455.75,4434.89,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 22:19:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.702 range_atr=9.35 vol=normal,HH_HL,11.36,0.7023,normal,true,,95.00,2.69,2.55,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,20.00,false,1.00,1,0.07,candle_reversal,,13,1,0.34,44.36,46.00,95.00,0.0473,0.2000,true,false,20.0,4.23,4445.28,4434.50,4459.29,10.78,1.30,4455.75,4434.89,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.05 23:54:59,XAUUSD,LONG,up,valid_higher_low,candle_reversal,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.702 range_atr=9.61 vol=normal,HH_HL,11.04,0.7021,normal,true,,110.00,2.93,4.00,true,true,true,existing_position,,existing_position,true,true,true,true,true,true,,true,,20.00,false,0.22,1,0.02,candle_reversal,,14,1,0.14,45.52,36.00,110.00,0.0693,0.2000,true,false,19.0,2.74,4448.68,4437.72,4462.93,10.96,1.30,4455.75,4438.02,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
2026.01.08 11:19:59,XAUUSD,SHORT,down,valid_lower_high,candle_reversal,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.186 range_atr=6.37 vol=normal,LL_LH,-2.48,0.1865,normal,true,,70.00,2.87,1.92,true,true,true,all_score_passing_candidate,,,true,true,true,true,true,true,,true,,0.00,false,0.13,1,1.31,candle_reversal,,22,1,0.09,26.14,18.00,70.00,0.0405,0.2000,true,false,20.0,4.93,4426.41,4435.86,4414.13,9.45,1.30,4439.65,4415.73,lower_tf_reversal,DowFractal_ThirdWave_V4_EarlyReversal
