cohort,router_decision,candidates,wins,losses,win_rate,net,PF,avg_R,avg_MFE_R,avg_MAE_R,reached_1R_pct,reached_2R_pct,false_return_pct,avg_h4_fib,avg_sl_atr,avg_touch_count,avg_close_strength,avg_close_distance_atr,avg_context_score_v0,feature,bucket
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-92.74,0.0,-1.0,0.037,1.061,0.0,0.0,100.0,45.13,1.78,3.0,0.81,0.335,6.0,mae_bucket,1-1.5R
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.36,0.0,-1.0,1.412,1.932,100.0,0.0,100.0,41.78,1.62,7.0,0.7,0.49,6.0,mae_bucket,1.5-2R
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,261.01,,2.0,2.194,0.772,100.0,100.0,33.33,53.02,1.817,10.33,0.443,0.717,2.67,mae_bucket,0.5-1R
2025_10_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,377.39,,2.0,2.059,0.177,100.0,100.0,50.0,58.63,1.67,9.75,0.568,0.077,3.0,mae_bucket,<0.5R
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,192.36,,2.0,2.141,0.8,100.0,100.0,100.0,40.07,0.985,11.0,0.54,0.245,3.5,mae_bucket,0.5-1R
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,201.2,,2.0,2.112,0.078,100.0,100.0,0.0,54.72,1.325,9.0,0.64,0.3,4.5,mae_bucket,<0.5R
2026_q1_avoided_loser_dirty_weak,dirty_skipped,49,0,49,0.0,-2284.97,0.0,-1.0,0.807,1.104,36.73,0.0,69.39,49.19,1.746,7.65,0.429,0.442,3.9,mae_bucket,1-1.5R
2026_q1_avoided_loser_dirty_weak,dirty_skipped,7,0,7,0.0,-291.22,0.0,-1.0,1.002,1.693,28.57,0.0,57.14,55.41,1.919,11.14,0.274,0.216,2.14,mae_bucket,1.5-2R
2026_q1_avoided_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-48.79,0.0,-1.0,1.622,2.546,100.0,0.0,100.0,40.15,0.78,12.0,0.89,0.03,4.0,mae_bucket,2R+
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,18,0,18,0.0,-870.7,0.0,-1.0,0.64,1.123,27.78,0.0,83.33,49.18,1.644,7.56,0.799,0.388,5.0,mae_bucket,1-1.5R
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,6,0,6,0.0,-230.96,0.0,-1.0,1.126,1.837,50.0,0.0,33.33,55.02,1.522,10.33,0.823,0.252,4.67,mae_bucket,1.5-2R
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-46.32,0.0,-1.0,1.836,2.019,100.0,0.0,100.0,58.83,1.3,14.0,0.87,0.11,3.0,mae_bucket,2R+
2026_q1_removed_winner_dirty_weak,dirty_skipped,14,14,0,100.0,1356.68,,2.0,2.203,0.728,100.0,100.0,57.14,52.11,1.621,8.57,0.414,0.535,3.93,mae_bucket,0.5-1R
2026_q1_removed_winner_dirty_weak,dirty_skipped,5,5,0,100.0,486.76,,2.0,2.261,0.199,100.0,100.0,20.0,46.0,1.66,10.2,0.27,0.218,2.4,mae_bucket,<0.5R
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,5,5,0,100.0,480.79,,2.0,2.171,0.805,100.0,80.0,80.0,54.59,1.622,8.8,0.652,0.48,4.4,mae_bucket,0.5-1R
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,5,5,0,100.0,445.15,,2.0,2.149,0.247,100.0,100.0,20.0,51.92,1.542,7.0,0.686,0.372,5.4,mae_bucket,<0.5R
2025-02_other_dirty_weak,dirty_skipped,6,2,4,33.33,-6.32,0.966,0.0,1.067,0.903,33.33,33.33,33.33,52.8,1.892,10.17,0.173,0.428,2.83,symbol,AUDJPY
2025-02_other_dirty_weak,dirty_skipped,10,3,7,30.0,-46.16,0.859,-0.1,2.664,0.803,30.0,30.0,40.0,50.14,1.707,6.0,0.423,0.413,4.5,symbol,EURJPY
2025-02_other_dirty_weak,dirty_skipped,4,2,2,50.0,98.22,1.998,0.5,2.093,0.518,50.0,50.0,50.0,55.67,1.522,8.25,0.302,0.182,2.25,symbol,EURUSD
2025-02_other_dirty_weak,dirty_skipped,4,0,4,0.0,-186.33,0.0,-1.0,1.01,1.701,50.0,0.0,100.0,53.53,1.335,9.0,0.47,0.283,4.0,symbol,GBPJPY
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-48.9,0.0,-1.0,0.444,1.066,0.0,0.0,100.0,48.81,2.11,7.0,0.11,0.82,3.0,symbol,USDJPY
2025-02_other_dirty_weak,dirty_skipped,2,1,1,50.0,50.92,2.199,0.5,1.392,0.655,50.0,50.0,50.0,45.56,1.97,9.5,0.205,0.18,3.0,symbol,XAUUSD
2025-02_other_dirty_weak,weak_routed_to_retest,4,2,2,50.0,86.92,1.915,0.5,1.049,0.745,50.0,50.0,50.0,48.75,1.893,10.75,0.695,0.647,4.25,symbol,AUDJPY
2025-02_other_dirty_weak,weak_routed_to_retest,3,2,1,66.67,146.79,4.181,1.0,6.984,0.377,66.67,66.67,33.33,50.61,1.81,5.67,0.83,1.113,5.33,symbol,EURJPY
2025-02_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-46.82,0.0,-1.0,0.0,2.175,0.0,0.0,100.0,51.43,1.33,10.0,0.94,0.13,4.0,symbol,GBPJPY
2025-02_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-49.14,0.0,-1.0,0.996,1.079,0.0,0.0,100.0,48.81,1.43,7.0,0.97,0.21,6.0,symbol,USDJPY
2025-02_other_dirty_weak,weak_routed_to_retest,2,1,1,50.0,48.1,1.979,0.5,1.069,0.564,50.0,50.0,50.0,44.92,1.81,6.5,0.84,0.595,6.0,symbol,XAUUSD
2025-08_other_dirty_weak,dirty_skipped,4,4,0,100.0,363.62,,2.0,2.065,0.795,100.0,100.0,75.0,45.47,1.803,4.75,0.42,0.175,3.25,symbol,AUDJPY
2025-08_other_dirty_weak,dirty_skipped,2,2,0,100.0,182.84,,2.0,2.224,0.37,100.0,100.0,0.0,52.52,1.97,11.0,0.605,0.06,3.0,symbol,EURJPY
2025-08_other_dirty_weak,dirty_skipped,1,0,1,0.0,-48.67,0.0,-1.0,0.089,2.879,0.0,0.0,100.0,46.92,2.04,9.0,0.98,1.11,4.0,symbol,EURUSD
2025-08_other_dirty_weak,dirty_skipped,5,0,5,0.0,-224.94,0.0,-1.0,0.508,1.049,20.0,0.0,80.0,50.07,1.876,10.8,0.362,0.388,3.4,symbol,GBPJPY
2025-08_other_dirty_weak,dirty_skipped,2,2,0,100.0,189.54,,2.0,2.107,0.602,100.0,100.0,50.0,56.6,1.8,6.0,0.475,0.32,3.0,symbol,XAUUSD
2025-08_other_dirty_weak,weak_routed_to_retest,2,1,1,50.0,46.2,2.015,0.5,1.454,0.817,50.0,50.0,50.0,45.54,1.9,11.0,0.615,0.24,3.5,symbol,EURJPY
2025-08_other_dirty_weak,weak_routed_to_retest,2,1,1,50.0,49.98,2.02,0.5,1.115,1.865,50.0,50.0,100.0,53.6,1.405,8.0,0.74,0.515,4.0,symbol,EURUSD
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-44.92,0.0,-1.0,0.523,1.0,0.0,0.0,100.0,40.18,1.96,9.0,0.86,0.22,4.0,symbol,GBPJPY
2025_10_removed_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-137.57,0.0,-1.0,1.483,1.274,66.67,0.0,33.33,49.46,1.533,6.0,0.133,0.167,3.67,symbol,AUDJPY
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.21,0.0,-1.0,0.157,1.505,0.0,0.0,100.0,51.9,2.17,5.0,0.56,0.19,4.0,symbol,EURJPY
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-94.96,0.0,-1.0,0.407,1.023,0.0,0.0,100.0,40.27,2.145,10.5,0.39,0.165,2.5,symbol,GBPJPY
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-99.3,0.0,-1.0,0.503,1.167,0.0,0.0,100.0,39.82,2.17,6.0,0.47,0.275,4.0,symbol,GBPUSD
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.04,0.0,-1.0,0.006,1.015,0.0,0.0,100.0,43.85,1.18,3.0,0.25,0.21,4.0,symbol,XAUUSD
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-47.32,0.0,-1.0,0.07,1.112,0.0,0.0,100.0,46.41,1.9,3.0,0.84,0.37,6.0,symbol,AUDJPY
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-94.78,0.0,-1.0,0.708,1.471,50.0,0.0,100.0,42.81,1.64,5.0,0.74,0.395,6.0,symbol,XAUUSD
2025_10_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,190.3,,2.0,2.062,0.155,100.0,100.0,50.0,56.0,1.345,7.5,0.545,0.045,4.0,symbol,AUDJPY
2025_10_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,187.09,,2.0,2.056,0.199,100.0,100.0,50.0,61.26,1.995,12.0,0.59,0.11,2.0,symbol,EURJPY
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,99.61,,2.0,2.234,0.614,100.0,100.0,0.0,60.28,2.08,8.0,0.27,1.66,1.0,symbol,USDJPY
2025_10_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,161.4,,2.0,2.174,0.851,100.0,100.0,50.0,49.39,1.685,11.5,0.53,0.245,3.5,symbol,XAUUSD
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,100.3,,2.0,2.118,0.094,100.0,100.0,0.0,61.68,1.11,6.0,0.74,0.46,6.0,symbol,EURUSD
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,100.9,,2.0,2.107,0.062,100.0,100.0,0.0,47.76,1.54,12.0,0.54,0.14,3.0,symbol,USDJPY
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,192.36,,2.0,2.141,0.8,100.0,100.0,100.0,40.07,0.985,11.0,0.54,0.245,3.5,symbol,XAUUSD
2026_q1_avoided_loser_dirty_weak,dirty_skipped,5,0,5,0.0,-234.77,0.0,-1.0,1.083,1.116,60.0,0.0,80.0,48.79,1.578,9.0,0.124,0.358,4.0,symbol,AUDJPY
2026_q1_avoided_loser_dirty_weak,dirty_skipped,8,0,8,0.0,-376.18,0.0,-1.0,1.036,1.077,62.5,0.0,50.0,52.05,1.949,7.12,0.416,0.399,4.5,symbol,EURJPY
2026_q1_avoided_loser_dirty_weak,dirty_skipped,5,0,5,0.0,-244.17,0.0,-1.0,1.034,1.276,40.0,0.0,60.0,50.93,1.504,5.6,0.42,0.4,4.4,symbol,EURUSD
2026_q1_avoided_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-140.13,0.0,-1.0,0.805,1.245,33.33,0.0,66.67,59.24,1.727,8.33,0.573,0.1,3.67,symbol,GBPJPY
2026_q1_avoided_loser_dirty_weak,dirty_skipped,16,0,16,0.0,-774.85,0.0,-1.0,0.796,1.162,37.5,0.0,81.25,47.86,1.724,7.75,0.528,0.578,3.5,symbol,GBPUSD
2026_q1_avoided_loser_dirty_weak,dirty_skipped,9,0,9,0.0,-436.58,0.0,-1.0,0.767,1.192,11.11,0.0,55.56,47.3,1.829,9.67,0.427,0.209,2.78,symbol,USDJPY
2026_q1_avoided_loser_dirty_weak,dirty_skipped,11,0,11,0.0,-418.3,0.0,-1.0,0.661,1.352,27.27,0.0,72.73,50.36,1.777,9.0,0.342,0.435,3.64,symbol,XAUUSD
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-92.73,0.0,-1.0,0.723,1.091,50.0,0.0,100.0,47.73,1.76,8.0,0.82,0.65,6.0,symbol,AUDJPY
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-46.71,0.0,-1.0,0.096,1.118,0.0,0.0,100.0,43.07,2.0,5.0,0.9,0.53,6.0,symbol,EURJPY
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-97.75,0.0,-1.0,1.781,1.941,100.0,0.0,0.0,55.91,1.52,3.5,0.995,0.14,5.0,symbol,EURUSD
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-46.55,0.0,-1.0,1.79,1.12,100.0,0.0,100.0,61.74,1.3,2.0,0.8,0.36,6.0,symbol,GBPJPY
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-96.48,0.0,-1.0,0.069,1.097,0.0,0.0,100.0,44.43,1.545,12.0,0.605,0.485,3.0,symbol,GBPUSD
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,7,0,7,0.0,-340.2,0.0,-1.0,0.772,1.121,28.57,0.0,85.71,49.05,1.567,9.0,0.797,0.377,4.86,symbol,USDJPY
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,10,0,10,0.0,-427.56,0.0,-1.0,0.767,1.492,30.0,0.0,60.0,52.98,1.61,9.5,0.807,0.253,4.7,symbol,XAUUSD
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,187.77,,2.0,2.075,0.439,100.0,100.0,50.0,48.0,2.03,4.5,0.33,0.285,4.5,symbol,EURJPY
2026_q1_removed_winner_dirty_weak,dirty_skipped,7,7,0,100.0,690.42,,2.0,2.058,0.725,100.0,100.0,28.57,55.73,1.906,7.57,0.537,0.623,4.29,symbol,EURUSD
2026_q1_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,97.79,,2.0,2.104,0.204,100.0,100.0,0.0,39.86,1.99,11.0,0.52,0.43,2.0,symbol,GBPJPY
2026_q1_removed_winner_dirty_weak,dirty_skipped,6,6,0,100.0,592.68,,2.0,2.544,0.482,100.0,100.0,66.67,46.59,1.458,11.0,0.28,0.193,2.83,symbol,GBPUSD
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,197.8,,2.0,2.043,0.679,100.0,100.0,50.0,47.54,1.055,9.0,0.17,1.01,4.0,symbol,USDJPY
2026_q1_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,76.98,,2.0,2.126,0.77,100.0,100.0,100.0,58.83,0.74,14.0,0.19,0.04,1.0,symbol,XAUUSD
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,92.73,,2.0,2.084,0.822,100.0,100.0,100.0,39.55,1.53,10.0,0.57,0.18,2.0,symbol,EURJPY
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,98.34,,2.0,2.101,0.812,100.0,100.0,0.0,55.91,1.89,5.0,0.5,0.64,6.0,symbol,EURUSD
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,190.53,,2.0,2.415,0.527,100.0,100.0,50.0,58.89,1.46,8.5,0.73,0.555,4.5,symbol,GBPJPY
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,5,5,0,100.0,487.16,,2.0,2.114,0.481,100.0,80.0,60.0,55.33,1.556,8.4,0.7,0.428,5.2,symbol,GBPUSD
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,57.18,,2.0,2.016,0.162,100.0,100.0,0.0,42.65,1.7,5.0,0.66,0.19,6.0,symbol,XAUUSD
2025-02_other_dirty_weak,dirty_skipped,12,1,11,8.33,-422.69,0.181,-0.75,0.771,1.214,25.0,8.33,66.67,55.0,1.74,9.17,0.335,0.269,3.42,direction,LONG
2025-02_other_dirty_weak,dirty_skipped,15,7,8,46.67,284.12,1.758,0.4,2.628,0.675,46.67,46.67,40.0,48.99,1.668,7.07,0.324,0.434,3.67,direction,SHORT
2025-02_other_dirty_weak,weak_routed_to_retest,5,1,4,20.0,-93.68,0.509,-0.4,0.441,1.07,20.0,20.0,80.0,51.42,1.738,9.8,0.782,0.378,5.2,direction,LONG
2025-02_other_dirty_weak,weak_routed_to_retest,6,4,2,66.67,279.53,3.933,1.0,4.347,0.524,66.67,66.67,33.33,46.64,1.782,6.83,0.825,0.928,4.83,direction,SHORT
2025-08_other_dirty_weak,dirty_skipped,10,8,2,80.0,642.25,7.851,1.4,1.701,0.909,80.0,80.0,60.0,50.83,1.854,8.0,0.497,0.263,3.2,direction,LONG
2025-08_other_dirty_weak,dirty_skipped,4,0,4,0.0,-179.86,0.0,-1.0,0.635,1.04,25.0,0.0,75.0,47.27,1.908,9.0,0.415,0.47,3.5,direction,SHORT
2025-08_other_dirty_weak,weak_routed_to_retest,4,2,2,50.0,96.18,2.017,0.5,1.284,1.341,50.0,50.0,75.0,49.57,1.653,9.5,0.677,0.378,3.75,direction,LONG
2025-08_other_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-44.92,0.0,-1.0,0.523,1.0,0.0,0.0,100.0,40.18,1.96,9.0,0.86,0.22,4.0,direction,SHORT
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-193.55,0.0,-1.0,0.292,1.214,0.0,0.0,100.0,43.85,1.922,5.0,0.438,0.237,4.0,direction,LONG
2025_10_removed_loser_dirty_weak,dirty_skipped,5,0,5,0.0,-232.53,0.0,-1.0,1.053,1.174,40.0,0.0,60.0,45.78,1.778,7.8,0.236,0.166,3.2,direction,SHORT
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-45.42,0.0,-1.0,0.004,1.01,0.0,0.0,100.0,43.85,1.66,3.0,0.78,0.3,6.0,direction,LONG
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-96.68,0.0,-1.0,0.741,1.522,50.0,0.0,100.0,44.09,1.76,5.0,0.77,0.43,6.0,direction,SHORT
2025_10_removed_winner_dirty_weak,dirty_skipped,4,4,0,100.0,348.49,,2.0,2.115,0.525,100.0,100.0,50.0,55.33,1.84,11.75,0.56,0.177,2.75,direction,LONG
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,289.91,,2.0,2.119,0.308,100.0,100.0,33.33,57.43,1.59,7.67,0.453,0.583,3.0,direction,SHORT
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,99.6,,2.0,2.056,0.904,100.0,100.0,100.0,38.36,0.97,14.0,0.61,0.19,3.0,direction,LONG
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,3,3,0,100.0,293.96,,2.0,2.15,0.284,100.0,100.0,33.33,50.41,1.217,8.67,0.583,0.3,4.33,direction,SHORT
2026_q1_avoided_loser_dirty_weak,dirty_skipped,26,0,26,0.0,-1205.57,0.0,-1.0,0.639,1.304,19.23,0.0,80.77,49.52,1.752,10.08,0.436,0.315,3.35,direction,LONG
2026_q1_avoided_loser_dirty_weak,dirty_skipped,31,0,31,0.0,-1419.41,0.0,-1.0,1.018,1.116,51.61,0.0,58.06,50.02,1.75,6.55,0.403,0.484,3.97,direction,SHORT
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,13,0,13,0.0,-590.98,0.0,-1.0,0.957,1.511,46.15,0.0,53.85,54.1,1.658,8.46,0.881,0.347,4.77,direction,LONG
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,12,0,12,0.0,-557.0,0.0,-1.0,0.639,1.135,25.0,0.0,91.67,47.57,1.539,8.5,0.728,0.342,4.92,direction,SHORT
2026_q1_removed_winner_dirty_weak,dirty_skipped,6,6,0,100.0,564.24,,2.0,2.099,0.515,100.0,100.0,33.33,51.58,1.688,8.0,0.327,0.462,3.0,direction,LONG
2026_q1_removed_winner_dirty_weak,dirty_skipped,13,13,0,100.0,1279.2,,2.0,2.273,0.622,100.0,100.0,53.85,50.0,1.605,9.46,0.399,0.447,3.77,direction,SHORT
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,4,4,0,100.0,387.43,,2.0,2.094,0.531,100.0,100.0,50.0,51.69,1.705,6.5,0.607,0.535,4.75,direction,LONG
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,6,6,0,100.0,538.51,,2.0,2.204,0.522,100.0,83.33,50.0,54.29,1.5,8.83,0.71,0.353,5.0,direction,SHORT
2025-02_other_dirty_weak,dirty_skipped,25,7,18,28.0,-189.49,0.777,-0.16,1.836,0.935,36.0,28.0,52.0,52.15,1.678,7.88,0.339,0.375,3.6,fx_bucket,FX
2025-02_other_dirty_weak,dirty_skipped,2,1,1,50.0,50.92,2.199,0.5,1.392,0.655,50.0,50.0,50.0,45.56,1.97,9.5,0.205,0.18,3.0,fx_bucket,XAUUSD
2025-02_other_dirty_weak,weak_routed_to_retest,9,4,5,44.44,137.75,1.581,0.333,2.905,0.818,44.44,44.44,55.56,49.67,1.751,8.56,0.798,0.697,4.78,fx_bucket,FX
2025-02_other_dirty_weak,weak_routed_to_retest,2,1,1,50.0,48.1,1.979,0.5,1.069,0.564,50.0,50.0,50.0,44.92,1.81,6.5,0.84,0.595,6.0,fx_bucket,XAUUSD
2025-08_other_dirty_weak,dirty_skipped,12,6,6,50.0,272.85,1.997,0.5,1.278,1.004,58.33,50.0,66.67,48.68,1.881,8.67,0.473,0.322,3.33,fx_bucket,FX
2025-08_other_dirty_weak,dirty_skipped,2,2,0,100.0,189.54,,2.0,2.107,0.602,100.0,100.0,50.0,56.6,1.8,6.0,0.475,0.32,3.0,fx_bucket,XAUUSD
2025-08_other_dirty_weak,weak_routed_to_retest,5,2,3,40.0,51.26,1.368,0.2,1.132,1.273,40.0,40.0,80.0,47.69,1.714,9.4,0.714,0.346,3.8,fx_bucket,FX
2025_10_removed_loser_dirty_weak,dirty_skipped,8,0,8,0.0,-379.04,0.0,-1.0,0.803,1.214,25.0,0.0,75.0,45.06,1.925,7.0,0.335,0.196,3.5,fx_bucket,FX
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.04,0.0,-1.0,0.006,1.015,0.0,0.0,100.0,43.85,1.18,3.0,0.25,0.21,4.0,fx_bucket,XAUUSD
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-47.32,0.0,-1.0,0.07,1.112,0.0,0.0,100.0,46.41,1.9,3.0,0.84,0.37,6.0,fx_bucket,FX
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-94.78,0.0,-1.0,0.708,1.471,50.0,0.0,100.0,42.81,1.64,5.0,0.74,0.395,6.0,fx_bucket,XAUUSD
2025_10_removed_winner_dirty_weak,dirty_skipped,5,5,0,100.0,477.0,,2.0,2.094,0.264,100.0,100.0,40.0,58.96,1.752,9.4,0.508,0.394,2.6,fx_bucket,FX
2025_10_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,161.4,,2.0,2.174,0.851,100.0,100.0,50.0,49.39,1.685,11.5,0.53,0.245,3.5,fx_bucket,XAUUSD
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,201.2,,2.0,2.112,0.078,100.0,100.0,0.0,54.72,1.325,9.0,0.64,0.3,4.5,fx_bucket,FX
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,192.36,,2.0,2.141,0.8,100.0,100.0,100.0,40.07,0.985,11.0,0.54,0.245,3.5,fx_bucket,XAUUSD
2026_q1_avoided_loser_dirty_weak,dirty_skipped,46,0,46,0.0,-2206.68,0.0,-1.0,0.89,1.166,39.13,0.0,67.39,49.66,1.744,7.96,0.436,0.4,3.7,fx_bucket,FX
2026_q1_avoided_loser_dirty_weak,dirty_skipped,11,0,11,0.0,-418.3,0.0,-1.0,0.661,1.352,27.27,0.0,72.73,50.36,1.777,9.0,0.342,0.435,3.64,fx_bucket,XAUUSD
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,15,0,15,0.0,-720.42,0.0,-1.0,0.829,1.223,40.0,0.0,80.0,49.62,1.595,7.8,0.808,0.405,4.93,fx_bucket,FX
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,10,0,10,0.0,-427.56,0.0,-1.0,0.767,1.492,30.0,0.0,60.0,52.98,1.61,9.5,0.807,0.253,4.7,fx_bucket,XAUUSD
2026_q1_removed_winner_dirty_weak,dirty_skipped,18,18,0,100.0,1766.46,,2.0,2.223,0.578,100.0,100.0,44.44,50.03,1.681,8.72,0.387,0.474,3.67,fx_bucket,FX
2026_q1_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,76.98,,2.0,2.126,0.77,100.0,100.0,100.0,58.83,0.74,14.0,0.19,0.04,1.0,fx_bucket,XAUUSD
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,9,9,0,100.0,868.76,,2.0,2.176,0.566,100.0,88.89,55.56,54.43,1.569,8.22,0.67,0.452,4.78,fx_bucket,FX
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,57.18,,2.0,2.016,0.162,100.0,100.0,0.0,42.65,1.7,5.0,0.66,0.19,6.0,fx_bucket,XAUUSD
2025-02_other_dirty_weak,dirty_skipped,7,0,7,0.0,-326.53,0.0,-1.0,0.503,1.139,0.0,0.0,57.14,49.38,1.6,5.71,0.417,0.23,4.43,session,server_00_07
2025-02_other_dirty_weak,dirty_skipped,9,3,6,33.33,0.1,1.0,0.0,3.158,0.784,55.56,33.33,44.44,55.03,1.77,8.78,0.331,0.544,3.78,session,server_08_15
2025-02_other_dirty_weak,dirty_skipped,11,5,6,45.45,187.86,1.661,0.364,1.521,0.879,45.45,45.45,54.55,50.37,1.706,8.82,0.271,0.294,2.82,session,server_16_23
2025-02_other_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-95.29,0.0,-1.0,0.182,1.1,0.0,0.0,100.0,49.0,1.715,6.0,0.92,0.4,6.5,session,server_00_07
2025-02_other_dirty_weak,weak_routed_to_retest,4,2,2,50.0,97.98,2.032,0.5,5.163,0.512,50.0,50.0,50.0,54.89,1.857,9.25,0.705,0.86,5.0,session,server_08_15
2025-02_other_dirty_weak,weak_routed_to_retest,5,3,2,60.0,183.16,2.909,0.8,1.453,0.849,60.0,60.0,40.0,43.87,1.704,8.2,0.84,0.644,4.4,session,server_16_23
2025-08_other_dirty_weak,dirty_skipped,3,3,0,100.0,272.13,,2.0,2.043,0.767,100.0,100.0,66.67,47.22,1.793,4.67,0.547,0.19,3.33,session,server_00_07
2025-08_other_dirty_weak,dirty_skipped,5,1,4,20.0,-92.16,0.498,-0.4,0.524,1.368,20.0,20.0,100.0,45.75,1.888,10.2,0.464,0.508,3.4,session,server_08_15
2025-08_other_dirty_weak,dirty_skipped,6,4,2,66.67,282.42,4.139,1.0,1.8,0.684,83.33,66.67,33.33,54.49,1.892,8.5,0.445,0.233,3.17,session,server_16_23
2025-08_other_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-93.94,0.0,-1.0,0.304,2.143,0.0,0.0,100.0,43.55,1.825,9.0,0.695,0.57,3.5,session,server_08_15
2025-08_other_dirty_weak,weak_routed_to_retest,3,2,1,66.67,145.2,4.19,1.0,1.684,0.693,66.67,66.67,66.67,50.45,1.64,9.67,0.727,0.197,4.0,session,server_16_23
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-94.25,0.0,-1.0,0.082,1.26,0.0,0.0,100.0,47.88,1.675,4.0,0.405,0.2,4.0,session,server_00_07
2025_10_removed_loser_dirty_weak,dirty_skipped,4,0,4,0.0,-189.45,0.0,-1.0,0.899,1.174,25.0,0.0,50.0,45.74,2.033,8.5,0.295,0.198,3.0,session,server_08_15
