time,strategy_name,entry_selection_mode,context_tf,pattern_tf,execution_tf,reward_r,evaluations,long_evaluations,short_evaluations,h4_impulse_pass,pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,final_entry_pass,orders_sent,orders_failed,data_unavailable,atr_unavailable,research_excluded,no_h4_nwave,too_shallow_pullback,too_deep_pullback,no_h1_counter_trend_nwave,no_clear_neckline,no_neckline_break,sl_too_tight,sl_too_wide,invalid_structure,spread_guard,existing_position,execution_blocked,clean_nested_nwave_entry,neckline_break_initial,neckline_break_late,chasing_after_break,retest_detected,retest_held,retest_trigger_pass,no_retest_confirmation_break,no_retest_detected,retest_invalidated,no_retest_trigger,strong_breakout,weak_breakout,dirty_breakout,unclear_breakout,dirty_breakout_fail,unclear_breakout_quality,weak_breakout_waiting_retest,router_retest_requires_weak_breakout,unknown,top_fail_reason,top_fail_reason_rows
2026.03.30 23:57:59,Nested_Fixed_H4MA_H4Fib_M15Close_Room2R,all_score_passing,PERIOD_H4,PERIOD_H1,PERIOD_M15,2.00,83342,41671,41671,4045,538,4045,4045,59,59,33746,49596,0,0,0,0,0,0,0,0,0,0,0,0,3,3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79356,unknown,79356
