run,scenario,prefix,elapsed_seconds
E,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_2026_q1_nested_retest_E_retest_best,134
F,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_2026_q1_nested_retest_F_retest_all,123.8
