timeframe_set,scenario,period,year,symbol,direction,fx_bucket,fx_direction_bucket,time,close_time,month,session,entry_price,sl,tp,result_R,net_profit,scan_driver_symbol,execution_minutes,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_2R,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h4_fib_retracement_pct,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,h1_counter_wave_atr,bos_level_type,true_bos_level,m15_trigger_type,room_to_1r,room_to_2r,nearest_obstacle_type,nearest_obstacle_price,sl_atr,spread_atr,spread_points,distance_bos_to_entry_atr,distance_neckline_to_entry_atr,label,cond_h4_bias_ma,cond_h4_dow_bias,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_m15_close_bos,cond_room_to_1r,cond_room_to_2r,cond_sl_atr_ok,audit_h4_bias_ok,audit_h1_pullback_ok,audit_h1_clean_pullback_type,audit_m15_reversal_ok,audit_dow_structure_ok,audit_room_to_target_ok,audit_fractal_entry_quality,audit_failure_type
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2024,2024,EURUSD,LONG,FX,FX LONG,2024.11.06 17:20:00,2024.11.07 14:53:09,2024-11,server_16_23,1.07241,1.07003,1.07717,2.004,91.35,USDJPY,15,2.836,0.508,true,true,true,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.19,last_lower_high,1.07806,m15_prev_extreme_bos,2.93,1.47,h1_counter_high,1.07939,1.5,0.1133,18.0,0.0,3.56,fixed_room2r,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.11.26 03:50:00,2024.11.26 09:30:07,2024-11,server_00_07,2627.44,2615.28,2651.76,-1.002,-48.76,USDJPY,15,0.323,1.371,false,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,5.42,last_lower_high,2628.71,m15_true_bos_close,5.04,2.52,h1_counter_high,2688.72,1.9,0.0328,21.0,0.0,0.2,fixed_room2r,true,false,false,true,true,true,true,true,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2024,2024,USDJPY,SHORT,FX,FX SHORT,2024.12.02 08:50:00,2024.12.02 16:15:02,2024-12,server_08_15,150.316,150.541,149.866,2.004,93.29,USDJPY,15,2.182,0.551,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.25,last_higher_low,149.457,m15_prev_extreme_bos,3.83,1.92,h1_counter_low,149.454,1.5,0.1337,20.0,0.0,5.74,fixed_room2r,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2024,2024,AUDJPY,LONG,FX,FX LONG,2024.12.11 13:05:00,2024.12.12 02:30:46,2024-12,server_08_15,96.861,96.497,97.589,2.011,98.8,USDJPY,15,2.192,0.624,true,true,true,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,1.19,last_lower_high,96.732,m15_true_bos_close,2.55,1.27,h4_impulse_high,97.788,1.99,0.1531,28.0,0.0,0.71,fixed_room2r,false,true,true,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2024,2024,GBPJPY,LONG,FX,FX LONG,2024.12.11 12:50:00,2024.12.12 15:35:39,2024-12,server_08_15,194.126,193.377,195.624,-1.005,-49.11,USDJPY,15,1.143,1.031,true,true,false,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,0.0,weak_lower_high,194.092,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,2.18,0.1107,38.0,0.0,0.1,fixed_room2r,true,true,false,true,false,false,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.12.24 12:20:00,2024.12.26 02:36:16,2024-12,server_08_15,2617.51,2621.64,2609.25,-1.058,-49.19,USDJPY,15,1.787,1.288,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.61,last_higher_low,2616.39,m15_true_bos_close,2.03,1.01,h1_counter_low,2609.14,1.87,0.0815,18.0,0.0,0.51,fixed_room2r,true,false,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.12.27 14:20:00,2024.12.27 14:27:43,2024-12,server_08_15,2631.49,2628.7,2637.07,-1.004,-47.6,USDJPY,15,0.05,1.48,false,false,false,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.61,weak_lower_high,2638.14,m15_prev_extreme_bos,2.38,1.19,h1_counter_high,2638.14,1.31,0.0937,20.0,0.0,3.11,fixed_room2r,false,true,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2025.01.06 05:20:00,2025.01.06 06:22:16,2025-01,server_00_07,2642.11,2636.49,2653.35,-1.016,-45.68,USDJPY,15,0.301,1.219,false,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.1,last_lower_high,2642.91,m15_true_bos_close,3.06,1.53,h1_counter_high,2659.32,2.17,0.0694,18.0,0.0,0.31,fixed_room2r,true,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,LONG,FX,FX LONG,2025.01.09 17:50:00,2025.01.10 06:33:05,2025-01,server_16_23,157.935,157.74,158.325,2.005,100.7,USDJPY,15,2.369,0.118,true,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.7,last_lower_high,158.277,m15_prev_extreme_bos,2.43,1.22,h4_impulse_high,158.409,1.91,0.1571,16.0,0.0,3.36,fixed_room2r,true,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,SHORT,FX,FX SHORT,2025.01.20 02:35:00,2025.01.20 12:42:08,2025-01,server_00_07,156.122,156.384,155.598,-1.0,-50.26,USDJPY,15,1.611,1.057,true,true,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.76,last_higher_low,156.097,m15_prev_extreme_bos,2.19,1.09,h1_counter_low,155.549,2.07,0.1425,18.0,0.0,0.2,fixed_room2r,true,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,GBPUSD,SHORT,FX,FX SHORT,2025.01.20 19:35:00,2025.01.20 21:48:27,2025-01,server_16_23,1.22868,1.23276,1.22052,-1.007,-49.32,USDJPY,15,0.527,1.39,true,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.6,last_higher_low,1.21818,m15_prev_extreme_bos,2.99,1.5,h1_counter_low,1.21647,1.87,0.0917,20.0,0.0,4.81,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,SHORT,FX,FX SHORT,2025.01.31 17:05:00,2025.01.31 18:10:00,2025-01,server_16_23,154.662,154.944,154.098,-1.0,-49.14,USDJPY,15,0.507,1.067,true,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.87,last_higher_low,154.479,m15_prev_extreme_bos,2.68,1.34,h1_counter_low,153.906,1.97,0.1397,20.0,0.0,1.28,fixed_room2r,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,EURJPY,SHORT,FX,FX SHORT,2025.02.04 17:20:00,2025.02.05 01:46:44,2025-02,server_16_23,160.423,160.674,159.921,2.008,95.71,USDJPY,15,2.331,0.721,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.01,last_higher_low,160.172,m15_prev_extreme_bos,2.12,1.06,h4_impulse_low,159.892,1.58,0.1889,30.0,0.0,1.58,fixed_room2r,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2025.02.21 22:05:00,2025.02.24 01:02:04,2025-02,server_16_23,2935.86,2939.19,2929.2,-1.039,-47.84,USDJPY,15,1.165,1.396,true,true,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.77,last_higher_low,2921.59,m15_prev_extreme_bos,3.54,1.77,h4_impulse_low,2924.08,1.14,0.0616,18.0,0.0,4.89,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,SHORT,FX,FX SHORT,2025.02.24 16:50:00,2025.02.24 17:06:13,2025-02,server_16_23,149.423,149.506,149.257,2.0,102.32,USDJPY,15,2.434,1.133,true,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.5,last_higher_low,149.226,m15_prev_extreme_bos,2.04,1.02,h4_impulse_low,149.254,0.61,0.1398,19.0,0.0,1.45,fixed_room2r,true,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,GBPJPY,LONG,FX,FX LONG,2025.03.06 17:20:00,2025.03.07 05:00:24,2025-03,server_16_23,190.787,190.088,192.185,-1.006,-46.73,USDJPY,15,1.013,1.139,true,true,false,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,5.39,last_lower_high,192.513,m15_prev_extreme_bos,2.17,1.09,h4_impulse_high,192.307,1.89,0.1029,38.0,0.0,4.67,fixed_room2r,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,GBPJPY,LONG,FX,FX LONG,2025.03.17 18:35:00,2025.03.18 02:00:05,2025-03,server_16_23,192.849,192.294,193.959,2.047,99.46,USDJPY,15,2.085,0.177,true,true,true,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,0.46,weak_lower_high,192.835,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,2.15,0.147,38.0,0.0,0.05,fixed_room2r,true,false,false,true,false,false,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,EURJPY,SHORT,FX,FX SHORT,2025.03.21 11:50:00,2025.03.21 11:54:00,2025-03,server_08_15,161.776,161.932,161.464,-1.006,-50.49,USDJPY,15,1.045,1.615,true,true,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.79,last_higher_low,161.536,m15_prev_extreme_bos,3.15,1.57,h1_counter_low,161.285,1.01,0.1945,30.0,0.0,1.56,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,EURJPY,SHORT,FX,FX SHORT,2025.03.24 12:35:00,2025.03.24 13:37:40,2025-03,server_08_15,161.961,162.338,161.207,-1.003,-48.12,USDJPY,15,0.082,1.066,false,false,false,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.65,last_higher_low,161.981,m15_prev_extreme_bos,3.27,1.64,h4_impulse_low,160.727,1.97,0.157,30.0,0.0,0.1,fixed_room2r,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,GBPJPY,SHORT,FX,FX SHORT,2025.04.02 23:35:00,2025.04.02 23:40:01,2025-04,server_16_23,194.644,194.955,194.022,2.026,101.3,USDJPY,15,3.299,1.254,true,true,true,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,4.55,weak_higher_low,192.969,m15_prev_extreme_bos,5.39,2.69,h1_counter_low,192.969,0.85,0.1233,45.0,0.0,4.59,fixed_room2r,false,true,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,AUDJPY,SHORT,FX,FX SHORT,2025.04.07 18:35:00,2025.04.07 18:43:40,2025-04,server_16_23,88.127,88.613,87.155,-1.019,-49.75,USDJPY,15,0.372,1.171,false,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.1,last_higher_low,87.074,m15_prev_extreme_bos,4.15,2.07,h1_counter_low,86.112,0.68,0.0389,28.0,0.0,1.46,fixed_room2r,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,EURUSD,SHORT,FX,FX SHORT,2025.04.09 11:05:00,2025.04.09 12:50:34,2025-04,server_08_15,1.10054,1.1041,1.09342,-1.014,-50.54,USDJPY,15,0.228,1.452,false,false,false,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,3.89,weak_higher_low,1.08879,m15_prev_extreme_bos,2.97,1.48,h4_impulse_low,1.08998,1.73,0.0874,18.0,0.0,5.7,fixed_room2r,false,true,true,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,GBPJPY,SHORT,FX,FX SHORT,2025.04.14 19:05:00,2025.04.14 19:19:28,2025-04,server_16_23,188.341,188.554,187.915,-1.014,-50.65,USDJPY,15,1.0,1.324,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.9,last_higher_low,187.187,m15_prev_extreme_bos,8.33,4.16,h1_counter_low,186.567,0.79,0.1408,38.0,0.0,4.28,fixed_room2r,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,SHORT,FX,FX SHORT,2025.04.17 13:20:00,2025.04.21 00:14:31,2025-04,server_08_15,142.536,142.874,141.86,2.024,96.05,USDJPY,15,2.725,0.509,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,3.78,weak_higher_low,141.604,m15_prev_extreme_bos,2.76,1.38,h1_counter_low,141.604,2.06,0.1161,19.0,0.0,5.69,fixed_room2r,true,true,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,EURJPY,LONG,FX,FX LONG,2025.04.22 17:05:00,2025.04.23 01:00:02,2025-04,server_16_23,161.538,161.21,162.194,2.189,106.59,USDJPY,15,2.796,0.595,true,true,true,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.71,last_lower_high,161.701,m15_prev_extreme_bos,2.32,1.16,h1_counter_high,162.299,2.17,0.1989,30.0,0.0,1.08,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2025.05.02 16:20:00,2025.05.02 16:27:17,2025-05,server_16_23,3248.43,3258.91,3227.47,-1.021,-42.8,USDJPY,15,0.524,1.064,true,false,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.91,last_higher_low,3246.29,m15_true_bos_close,2.0,1.0,h1_counter_low,3227.43,1.68,0.0288,18.0,0.0,0.34,fixed_room2r,true,true,false,true,true,true,true,true,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2025.05.27 16:50:00,2025.05.27 16:56:38,2025-05,server_16_23,3298.43,3292.32,3310.65,-1.005,-49.12,USDJPY,15,0.715,2.128,true,false,false,none,ma_bias_pass,dow_bias_fail,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,4.16,weak_lower_high,3349.96,m15_prev_extreme_bos,8.43,4.22,h1_counter_high,3349.96,1.06,0.0311,18.0,0.0,8.91,fixed_room2r,true,false,true,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2025.05.28 14:05:00,2025.05.28 16:02:03,2025-05,server_08_15,3312.52,3316.05,3305.46,-1.074,-53.06,USDJPY,15,2.221,1.079,true,true,true,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,1.84,weak_higher_low,3291.58,m15_prev_extreme_bos,5.93,2.97,h1_counter_low,3291.58,0.74,0.0378,18.0,0.0,4.39,fixed_room2r,false,true,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2025.05.28 21:35:00,2025.05.28 23:49:53,2025-05,server_16_23,3300.9,3291.36,3319.98,-1.003,-47.85,USDJPY,15,0.208,2.497,false,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.3,last_lower_high,3316.33,m15_prev_extreme_bos,2.57,1.29,h1_counter_high,3325.45,2.17,0.0409,18.0,0.0,3.51,fixed_room2r,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,LONG,FX,FX LONG,2025.06.18 23:05:00,2025.06.19 03:14:19,2025-06,server_16_23,145.139,144.835,145.747,-1.0,-44.67,USDJPY,15,0.141,1.007,false,false,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,1.15,last_lower_high,144.96,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.9,0.0937,15.0,0.0,1.12,fixed_room2r,true,true,true,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2025.06.23 03:35:00,2025.06.23 14:12:54,2025-06,server_00_07,3364.51,3374.81,3343.91,-1.001,-41.24,USDJPY,15,1.697,1.698,true,true,false,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.28,last_higher_low,3364.54,m15_true_bos_close,2.2,1.1,h1_counter_low,3341.9,1.5,0.0262,18.0,0.0,0.0,fixed_room2r,false,true,false,true,true,true,true,true,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,SHORT,FX,FX SHORT,2025.06.27 19:50:00,2025.06.27 20:19:28,2025-06,server_16_23,144.606,144.697,144.424,-1.011,-49.59,USDJPY,15,0.582,2.956,true,false,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.93,last_higher_low,144.354,m15_prev_extreme_bos,4.8,2.4,h1_counter_low,144.169,0.62,0.1504,22.0,0.0,1.72,fixed_room2r,true,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,GBPUSD,SHORT,FX,FX SHORT,2025.07.03 13:20:00,2025.07.03 13:46:45,2025-07,server_08_15,1.36549,1.36672,1.36303,-1.008,-48.36,USDJPY,15,0.659,1.008,true,false,false,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,2.57,weak_higher_low,1.36225,m15_prev_extreme_bos,2.63,1.32,h1_counter_low,1.36225,1.11,0.1806,20.0,0.0,2.93,fixed_room2r,false,true,true,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,LONG,FX,FX LONG,2025.07.18 04:05:00,2025.07.18 15:13:59,2025-07,server_00_07,148.543,148.358,148.913,-1.011,-47.9,USDJPY,15,1.795,1.243,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,3.32,last_lower_high,148.748,m15_prev_extreme_bos,2.89,1.44,h1_counter_high,149.077,1.87,0.1517,15.0,0.0,2.07,fixed_room2r,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,EURUSD,SHORT,FX,FX SHORT,2025.07.18 19:35:00,2025.07.21 05:04:20,2025-07,server_16_23,1.16364,1.16468,1.16156,2.0,97.12,USDJPY,15,2.173,0.106,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,5.22,last_higher_low,1.16112,m15_prev_extreme_bos,5.51,2.75,h1_counter_low,1.15791,0.98,0.1694,18.0,0.0,2.37,fixed_room2r,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,USDJPY,SHORT,FX,FX SHORT,2025.07.22 12:05:00,2025.07.22 15:01:00,2025-07,server_08_15,147.533,147.721,147.157,2.027,98.39,USDJPY,15,2.553,0.404,true,true,true,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.68,last_higher_low,147.198,m15_prev_extreme_bos,2.46,1.23,h1_counter_low,147.071,1.83,0.156,16.0,0.0,3.27,fixed_room2r,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,EURUSD,LONG,FX,FX LONG,2025.07.24 17:20:00,2025.07.24 18:12:56,2025-07,server_16_23,1.17822,1.17593,1.1828,-1.013,-48.72,USDJPY,15,0.249,1.214,false,false,false,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,0.92,weak_lower_high,1.17793,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.83,0.1438,18.0,0.0,0.23,fixed_room2r,true,true,false,true,false,false,true,true,true,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2025.08.19 15:20:00,2025.08.19 16:07:49,2025-08,server_08_15,3338.77,3341.92,3332.47,2.003,94.65,USDJPY,15,4.108,0.4,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,2.11,weak_higher_low,3326.04,m15_prev_extreme_bos,4.04,2.02,h1_counter_low,3326.04,1.33,0.0803,19.0,0.0,5.38,fixed_room2r,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
H4-H1-M15,Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,2025,2025,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2025.08.21 02:50:00,2025.08.21 07:28:20,2025-08,server_00_07,3346.58,3350.37,3339.0,2.0,98.54,USDJPY,15,2.116,0.348,true,true,true,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.54,last_higher_low,3320.9,m15_prev_extreme_bos,5.42,2.71,h4_impulse_low,3326.04,2.14,0.1073,19.0,0.0,14.5,fixed_room2r,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
