run,scenario,prefix,elapsed_seconds
A,Nested_Broad_FX_Entry_Candidates_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_fxbroad2025_A_broad_fx_entry_candidates,522.4
