time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2024.01.04 02:45:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,100.00,4.26,3.31,0,,181.429,181.171,181.816,0.27,0.258,1.50,,,,0.1795,0.2000,true,false,14.0,0.078,DowFractal_ThirdWave_Regime
2024.01.04 02:45:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.523 range_atr=9.48 vol=normal,HH_HL,0.167,0.5232,normal,true,,100.00,4.26,3.31,10009,order_sent,181.429,181.171,181.816,0.27,0.258,1.50,,,,0.1795,0.2000,true,false,14.0,0.078,DowFractal_ThirdWave_Regime
2024.01.05 12:30:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.694 range_atr=16.54 vol=normal,HH_HL,0.418,1.6935,normal,true,,100.00,2.82,3.69,0,,183.939,183.627,184.407,0.23,0.312,1.50,,,,0.1893,0.2000,true,false,16.0,0.084,DowFractal_ThirdWave_Regime
2024.01.05 12:30:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.694 range_atr=16.54 vol=normal,HH_HL,0.418,1.6935,normal,true,,100.00,2.82,3.69,10009,order_sent,183.939,183.627,184.407,0.23,0.312,1.50,,,,0.1893,0.2000,true,false,16.0,0.084,DowFractal_ThirdWave_Regime
2024.01.05 14:15:00,GBPJPY,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.500 range_atr=14.51 vol=normal,HH_HL,0.389,1.4999,normal,true,,100.00,3.11,3.28,0,max_positions,183.906,183.684,184.239,0.32,0.222,1.50,max_positions,,max_positions,0.1478,0.2000,true,false,10.0,0.068,DowFractal_ThirdWave_Regime
2024.01.08 10:15:00,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.233 range_atr=9.30 vol=normal,LL_LH,-0.99,0.2330,normal,true,,100.00,2.43,2.70,0,,2029.06,2033.48,2022.43,0.11,4.42,1.50,,,,0.1099,0.2000,true,false,18.0,1.64,DowFractal_ThirdWave_Regime
2024.01.08 10:15:00,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.233 range_atr=9.30 vol=normal,LL_LH,-0.99,0.2330,normal,true,,100.00,2.43,2.70,10009,order_sent,2029.06,2033.48,2022.43,0.11,4.42,1.50,,,,0.1099,0.2000,true,false,18.0,1.64,DowFractal_ThirdWave_Regime
2024.01.08 10:45:00,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.233 range_atr=9.30 vol=normal,LL_LH,-0.99,0.2330,normal,true,,100.00,2.29,3.46,0,max_positions,2028.37,2033.48,2020.71,0.09,5.11,1.50,max_positions,,max_positions,0.1220,0.2000,true,false,18.0,1.48,DowFractal_ThirdWave_Regime
2024.01.08 12:45:00,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.328 range_atr=9.86 vol=normal,LL_LH,-1.31,0.3285,normal,true,,100.00,1.92,3.76,0,max_positions,2027.39,2031.88,2020.66,0.11,4.49,1.50,max_positions,,max_positions,0.1425,0.2000,true,false,17.0,1.19,DowFractal_ThirdWave_Regime
2024.01.10 10:45:00,EURJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.159 range_atr=6.33 vol=normal,HH_HL,0.035,0.1589,normal,true,,100.00,0.80,3.42,0,,158.625,158.329,159.069,0.24,0.296,1.50,,,,0.1385,0.2000,true,false,12.0,0.087,DowFractal_ThirdWave_Regime
2024.01.10 10:45:00,EURJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.159 range_atr=6.33 vol=normal,HH_HL,0.035,0.1589,normal,true,,100.00,0.80,3.42,10009,order_sent,158.625,158.329,159.069,0.24,0.296,1.50,,,,0.1385,0.2000,true,false,12.0,0.087,DowFractal_ThirdWave_Regime
2024.01.11 04:30:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.719 range_atr=12.55 vol=normal,HH_HL,0.176,0.7189,normal,true,,100.00,2.54,4.20,0,,185.728,185.426,186.181,0.24,0.302,1.50,,,,0.1670,0.2000,true,false,12.0,0.072,DowFractal_ThirdWave_Regime
2024.01.11 04:30:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.719 range_atr=12.55 vol=normal,HH_HL,0.176,0.7189,normal,true,,100.00,2.54,4.20,10009,order_sent,185.728,185.426,186.181,0.24,0.302,1.50,,,,0.1670,0.2000,true,false,12.0,0.072,DowFractal_ThirdWave_Regime
2024.01.11 11:00:00,GBPJPY,LONG,order_blocked,REGIME_TREND_UP,trend_up swing=HH_HL strength=1.058 range_atr=13.68 vol=normal,HH_HL,0.240,1.0577,normal,true,,100.00,3.06,2.50,0,max_positions,185.669,185.490,185.938,0.41,0.179,1.50,max_positions,,max_positions,0.1956,0.2000,true,false,14.0,0.072,DowFractal_ThirdWave_Regime
2024.01.12 20:15:00,GBPUSD,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.131 range_atr=4.51 vol=normal,HH_HL,0.00028,0.1309,normal,true,,100.00,4.50,2.85,0,,1.27451,1.27306,1.27669,0.34,0.00145,1.50,,,,0.1964,0.2000,true,false,10.0,0.00051,DowFractal_ThirdWave_Regime
2024.01.12 20:15:00,GBPUSD,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.131 range_atr=4.51 vol=normal,HH_HL,0.00028,0.1309,normal,true,,100.00,4.50,2.85,10009,order_sent,1.27451,1.27306,1.27669,0.34,0.00145,1.50,,,,0.1964,0.2000,true,false,10.0,0.00051,DowFractal_ThirdWave_Regime
2024.01.17 07:00:00,GBPJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.520 range_atr=6.15 vol=normal,HH_HL,0.118,0.5200,normal,true,,100.00,4.10,2.74,0,,186.016,185.858,186.253,0.46,0.158,1.50,,,,0.1559,0.2000,true,false,9.0,0.058,DowFractal_ThirdWave_Regime
2024.01.17 07:00:00,GBPJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.520 range_atr=6.15 vol=normal,HH_HL,0.118,0.5200,normal,true,,100.00,4.10,2.74,10009,order_sent,186.016,185.858,186.253,0.46,0.158,1.50,,,,0.1559,0.2000,true,false,9.0,0.058,DowFractal_ThirdWave_Regime
2024.01.17 14:00:00,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.692 range_atr=9.25 vol=normal,LL_LH,-3.06,0.6920,normal,true,,100.00,4.82,3.95,0,,2023.84,2028.48,2016.88,0.10,4.64,1.50,,,,0.1531,0.2000,true,false,18.0,1.18,DowFractal_ThirdWave_Regime
2024.01.17 14:00:00,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.692 range_atr=9.25 vol=normal,LL_LH,-3.06,0.6920,normal,true,,100.00,4.82,3.95,10009,order_sent,2023.84,2028.48,2016.88,0.10,4.64,1.50,,,,0.1531,0.2000,true,false,18.0,1.18,DowFractal_ThirdWave_Regime
2024.01.18 18:00:00,USDJPY,LONG,order_attempt,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.620 range_atr=8.10 vol=normal,HH_HL,0.140,0.6202,normal,true,,75.00,2.79,3.90,0,,148.184,147.832,148.712,0.21,0.352,1.50,,,,0.1553,0.2000,true,false,14.0,0.090,DowFractal_ThirdWave_Regime
2024.01.18 18:00:00,USDJPY,LONG,order_sent,REGIME_TREND_UP,trend_up swing=HH_HL strength=0.620 range_atr=8.10 vol=normal,HH_HL,0.140,0.6202,normal,true,,75.00,2.79,3.90,10009,order_sent,148.184,147.832,148.712,0.21,0.352,1.50,,,,0.1553,0.2000,true,false,14.0,0.090,DowFractal_ThirdWave_Regime
