time,strategy_name,entry_selection_mode,context_tf,pattern_tf,execution_tf,reward_r,evaluations,long_evaluations,short_evaluations,h4_impulse_pass,pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,final_entry_pass,orders_sent,orders_failed,data_unavailable,atr_unavailable,research_excluded,no_h4_nwave,too_shallow_pullback,too_deep_pullback,no_h1_counter_trend_nwave,no_clear_neckline,no_neckline_break,sl_too_tight,sl_too_wide,invalid_structure,spread_guard,existing_position,execution_blocked,clean_nested_nwave_entry,neckline_break_initial,neckline_break_late,chasing_after_break,unknown,top_fail_reason,top_fail_reason_rows
2025.10.30 23:57:59,Nested_NWave_NecklineBreak,all_score_passing,PERIOD_H4,PERIOD_H1,PERIOD_M15,2.00,29470,14735,14735,8292,1476,504,189,28,28,10222,19248,11,5,0,0,0,0,20330,5519,1297,972,0,315,1,160,848,17,6,6,3,7,18,0,0,no_h4_nwave,20330
