period,scenario,run,entry_selection_mode,candidate_index,time,month,hour,session,symbol,direction,fx_bucket,event,router_decision,breakout_quality_label,breakout_quality_reason,fail_reason,execution_block_reason,label,fib_zone,neckline_break_label,h4_trend_state,h1_counter_trend_state,h4_fib_retracement_pct,entry_price,sl,tp,volume,risk_r,rr,sl_atr,tp_atr,neckline_price,right_side_level,distance_neckline_to_entry_atr,breakout_close_distance_from_neckline_atr,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,hypothetical_exit_time,hypothetical_exit_price,hypothetical_outcome,hypothetical_result_R,hypothetical_net_profit,same_bar_ambiguous,bars_to_exit,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R,reached_3R,time_to_0_5R,time_to_1R,time_to_1_5R,time_to_2R,time_to_3R,false_break_return_inside_neckline,false_break_return_bars
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,66,2026.02.16 19:34:59,2026-02,19,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,chasing_after_break,bearish_nwave,bullish_counter_nwave,52.99,108.588,108.706,108.352,0.64,0.118,2.0,1.49,2.97,108.596,108.678,0.1,0.03,0.23,0.09,0.38,0.73,0.27,12,2026.02.17 01:50:00,108.706,sl_hit,-1.0,-47.15,0,75,1.898,1.186,1,1,1,0,0,15.0,265.0,265.0,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,67,2026.02.18 11:04:59,2026-02,11,server_08_15,EURUSD,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,51.0,1.1833,1.1839,1.1821,0.82,0.0006,2.0,1.32,2.64,1.18309,1.18376,0.46,0.07,0.56,0.48,0.86,0.0,0.44,3,2026.02.18 12:05:00,1.1839,sl_hit,-1.0,-49.2,0,12,0.85,1.05,1,0,0,0,0,35.0,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,68,2026.02.18 12:49:59,2026-02,12,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bearish_nwave,bullish_counter_nwave,47.36,4912.91,4923.44,4891.85,0.04,10.53,2.0,1.42,2.84,4913.03,4923.07,0.02,0.12,0.78,1.26,1.62,0.22,0.78,2,2026.02.18 14:05:00,4923.44,sl_hit,-1.0,-42.12,0,15,0.617,1.097,1,0,0,0,0,55.0,,,,,1,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,69,2026.02.18 13:04:59,2026-02,13,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,47.36,4914.05,4924.88,4892.39,0.04,10.83,2.0,1.49,2.99,4916.26,4924.52,0.3,0.25,0.36,0.32,0.89,0.28,0.36,7,2026.02.18 14:10:00,4924.88,sl_hit,-1.0,-43.32,0,13,0.705,1.121,1,0,0,0,0,40.0,,,,,1,2
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,70,2026.02.18 13:19:59,2026-02,13,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,47.36,4916.88,4924.87,4900.9,0.06,7.99,2.0,1.13,2.27,4916.26,4924.52,0.09,0.07,0.36,0.19,0.54,0.51,0.14,8,2026.02.18 14:10:00,4924.87,sl_hit,-1.0,-47.94,0,10,1.31,1.165,1,1,0,0,0,10.0,25.0,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,71,2026.02.18 13:34:59,2026-02,13,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,47.36,4912.95,4924.86,4889.13,0.04,11.91,2.0,1.75,3.5,4916.26,4924.52,0.49,0.13,0.14,0.06,0.44,0.25,0.75,9,2026.02.18 14:10:00,4924.86,sl_hit,-1.0,-47.64,0,7,0.549,1.112,1,0,0,0,0,10.0,,,,,1,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,73,2026.02.18 19:19:59,2026-02,19,server_16_23,GBPJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,spread_guard,spread_guard,weak_breakout_retest_confirmed,valid_h4_pullback_zone,router_weak_retest_confirmed,bearish_nwave,bullish_counter_nwave,61.74,208.988,209.221,208.522,0.32,0.233,2.0,1.3,2.61,208.938,209.183,0.28,0.36,0.34,0.52,1.52,0.2,0.8,2,2026.02.19 05:20:00,209.221,sl_hit,-1.0,-46.55,0,120,1.79,1.12,1,1,1,0,0,100.0,100.0,100.0,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,74,2026.02.18 19:49:59,2026-02,19,server_16_23,GBPJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bearish_nwave,bullish_counter_nwave,61.74,208.907,209.221,208.279,0.24,0.314,2.0,1.8,3.61,208.938,209.183,0.18,0.07,0.48,0.36,0.75,0.33,0.67,6,2026.02.19 05:20:00,209.221,sl_hit,-1.0,-47.05,0,114,1.07,1.089,1,1,0,0,0,70.0,70.0,,,,1,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,75,2026.02.23 17:34:59,2026-02,17,server_16_23,EURUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,42.39,1.18005,1.17924,1.18167,0.6,0.00081,2.0,1.11,2.22,1.18023,1.17937,0.25,0.05,0.35,0.33,0.93,0.34,0.31,4,2026.02.23 17:50:00,1.17924,sl_hit,-1.0,-48.6,0,3,0.333,1.099,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,76,2026.02.24 05:19:59,2026-02,05,server_00_07,GBPUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,44.36,1.34959,1.34848,1.35181,0.44,0.00111,2.0,1.83,3.66,1.34934,1.34866,0.41,0.56,0.24,0.15,0.63,0.74,0.03,14,2026.02.24 06:10:00,1.34848,sl_hit,-1.0,-48.84,0,10,0.0,1.009,0,0,0,0,0,,,,,,1,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,77,2026.02.26 09:34:59,2026-02,09,server_08_15,USDJPY,LONG,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,59.53,156.113,155.891,156.557,0.33,0.222,2.0,1.77,3.53,156.063,155.912,0.4,0.65,0.15,0.13,0.83,0.12,0.88,6,2026.02.26 16:45:00,155.891,sl_hit,-1.0,-46.99,0,86,0.586,1.158,1,0,0,0,0,390.0,,,,,1,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,78,2026.02.26 09:49:59,2026-02,09,server_08_15,USDJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,59.53,156.097,155.891,156.509,0.36,0.206,2.0,1.69,3.38,156.063,155.912,0.28,0.31,0.61,0.37,0.61,0.24,0.15,7,2026.02.26 16:45:00,155.891,sl_hit,-1.0,-47.57,0,83,0.709,1.17,1,0,0,0,0,375.0,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,79,2026.02.26 10:34:59,2026-02,10,server_08_15,USDJPY,LONG,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,59.53,156.038,155.891,156.332,0.51,0.147,2.0,1.18,2.36,156.063,155.912,0.2,0.14,0.3,0.28,0.92,0.13,0.87,9,2026.02.26 16:45:00,155.891,sl_hit,-1.0,-48.09,0,74,1.395,1.238,1,1,0,0,0,250.0,325.0,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,80,2026.02.26 12:04:59,2026-02,12,server_08_15,USDJPY,LONG,FX,order_sent,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,,,weak_breakout_retest_confirmed,valid_h4_pullback_zone,router_weak_retest_confirmed,bullish_nwave,bearish_counter_nwave,51.05,156.073,155.892,156.435,0.41,0.181,2.0,1.66,3.32,156.063,155.912,0.09,0.16,0.3,0.32,1.05,0.13,0.87,7,2026.02.26 16:45:00,155.892,sl_hit,-1.0,-47.6,0,56,0.939,1.199,1,0,0,0,0,230.0,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,81,2026.02.26 12:19:59,2026-02,12,server_08_15,USDJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,51.05,156.087,155.891,156.479,0.39,0.196,2.0,1.9,3.8,156.063,155.912,0.23,0.03,0.13,0.06,0.47,0.46,0.54,10,2026.02.26 16:45:00,155.891,sl_hit,-1.0,-49.03,0,53,0.796,1.179,1,0,0,0,0,220.0,,,,,1,2
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,82,2026.02.26 12:34:59,2026-02,12,server_08_15,USDJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,51.05,156.074,155.891,156.44,0.41,0.183,2.0,1.84,3.68,156.063,155.912,0.11,0.05,0.05,0.03,0.56,0.43,0.57,11,2026.02.26 16:45:00,155.891,sl_hit,-1.0,-48.13,0,50,0.923,1.191,1,0,0,0,0,200.0,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,83,2026.02.27 12:34:59,2026-02,12,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bearish_nwave,bullish_counter_nwave,52.26,5171.58,5183.0,5148.74,0.04,11.42,2.0,1.66,3.33,5174.29,5182.66,0.39,0.13,0.12,0.15,1.24,0.12,0.88,4,2026.02.27 13:55:00,5183.0,sl_hit,-1.0,-45.68,0,16,0.208,1.236,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,84,2026.02.27 13:19:59,2026-02,13,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bearish_nwave,bullish_counter_nwave,52.26,5174.14,5182.97,5156.48,0.05,8.83,2.0,1.41,2.82,5174.29,5182.66,0.02,0.05,0.73,0.58,0.8,0.13,0.87,6,2026.02.27 13:55:00,5182.97,sl_hit,-1.0,-44.15,0,7,0.086,1.308,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,86,2026.03.02 21:34:59,2026-03,21,server_16_23,XAUUSD,LONG,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,44.89,5330.84,5288.54,5415.44,0.01,42.3,2.0,1.98,3.96,5320.68,5289.61,0.48,0.48,0.02,0.01,0.66,0.14,0.86,8,2026.03.03 08:10:00,5288.54,sl_hit,-1.0,-42.3,0,115,1.158,1.217,1,1,0,0,0,280.0,340.0,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,87,2026.03.02 21:49:59,2026-03,21,server_16_23,XAUUSD,LONG,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,44.89,5328.38,5288.71,5407.72,0.01,39.67,2.0,2.19,4.39,5320.68,5289.61,0.43,0.25,0.6,0.32,0.53,0.34,0.06,9,2026.03.03 08:10:00,5288.71,sl_hit,-1.0,-39.67,0,112,1.297,1.236,1,1,0,0,0,260.0,315.0,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,88,2026.03.03 00:49:59,2026-03,00,server_00_07,GBPUSD,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,50.51,1.33991,1.34152,1.33669,0.3,0.00161,2.0,1.54,3.08,1.34005,1.34074,0.13,0.13,0.5,0.12,0.25,0.04,0.46,15,2026.03.03 03:15:00,1.34152,sl_hit,-1.0,-48.3,0,29,0.137,1.025,0,0,0,0,0,,,,,,1,2
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,89,2026.03.04 14:34:59,2026-03,14,server_08_15,GBPUSD,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bearish_nwave,bullish_counter_nwave,60.15,1.33681,1.34042,1.32959,0.13,0.00361,2.0,2.12,4.25,1.33705,1.34023,0.14,0.36,0.95,1.37,1.44,0.02,0.98,7,2026.03.06 18:45:00,1.34042,sl_hit,-1.0,-46.93,0,626,1.978,1.127,1,1,1,0,0,20.0,950.0,1040.0,,,1,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,92,2026.03.04 17:19:59,2026-03,17,server_16_23,GBPUSD,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bearish_nwave,bullish_counter_nwave,61.32,1.3365,1.33858,1.33234,0.23,0.00208,2.0,1.25,2.51,1.33592,1.33839,0.35,0.04,0.19,0.17,0.88,0.36,0.64,10,2026.03.05 03:25:00,1.33858,sl_hit,-1.0,-47.84,0,121,0.928,1.024,1,0,0,0,0,65.0,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,93,2026.03.04 19:34:59,2026-03,19,server_16_23,GBPUSD,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bearish_nwave,bullish_counter_nwave,61.32,1.33499,1.33827,1.32843,0.14,0.00328,2.0,2.05,4.09,1.33532,1.33808,0.21,0.27,0.36,0.36,1.0,0.13,0.88,5,2026.03.05 02:50:00,1.33827,sl_hit,-1.0,-45.92,0,87,0.116,1.043,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,94,2026.03.06 14:34:59,2026-03,14,server_08_15,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,58.97,182.621,182.858,182.147,0.32,0.237,2.0,2.13,4.27,182.678,182.828,0.51,0.37,0.63,1.12,1.76,0.01,0.36,5,2026.03.06 18:35:00,182.858,sl_hit,-1.0,-47.35,0,48,1.097,1.308,1,1,0,0,0,55.0,55.0,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,95,2026.03.11 17:34:59,2026-03,17,server_16_23,EURUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,53.03,1.15891,1.1576,1.16153,0.37,0.00131,2.0,1.11,2.22,1.15912,1.15773,0.18,0.09,0.36,0.36,1.0,0.22,0.42,12,2026.03.11 18:10:00,1.1576,sl_hit,-1.0,-48.47,0,7,0.382,1.008,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,96,2026.03.11 20:49:59,2026-03,20,server_16_23,EURJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,43.43,183.814,183.635,184.172,0.42,0.179,2.0,1.95,3.9,183.794,183.665,0.22,0.2,0.69,1.12,1.64,0.05,0.27,14,2026.03.12 01:40:00,183.635,sl_hit,-1.0,-46.95,0,58,0.821,1.006,1,0,0,0,0,45.0,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,97,2026.03.12 20:19:59,2026-03,20,server_16_23,GBPJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bullish_nwave,bearish_counter_nwave,59.88,212.658,212.354,213.266,0.25,0.304,2.0,2.04,4.07,212.613,212.392,0.3,0.12,0.75,0.9,1.21,0.24,0.76,15,2026.03.13 00:15:00,212.354,sl_hit,-1.0,-47.46,0,47,0.651,1.105,1,0,0,0,0,45.0,,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,98,2026.03.16 17:49:59,2026-03,17,server_16_23,GBPUSD,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|sl_too_wide_for_router|entry_far_from_neckline,router_retest_requires_weak_breakout,,dirty_breakout,valid_h4_pullback_zone,retest_confirmed,bearish_nwave,bullish_counter_nwave,39.25,1.32941,1.33149,1.32525,0.23,0.00208,2.0,2.1,4.19,1.32771,1.3313,1.71,0.01,0.7,0.93,1.33,0.07,0.93,3,2026.03.16 18:40:00,1.33149,sl_hit,-1.0,-47.84,0,10,0.072,1.077,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,102,2026.03.18 20:49:59,2026-03,20,server_16_23,GBPUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,38.67,1.33384,1.33156,1.3384,0.21,0.00228,2.0,2.12,4.24,1.33365,1.33174,0.18,0.08,0.45,0.55,1.21,0.38,0.62,7,2026.03.18 21:35:00,1.33156,sl_hit,-1.0,-47.88,0,9,0.496,1.061,0,0,0,0,0,,,,,,1,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,103,2026.03.20 09:04:59,2026-03,09,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,42.65,4694.91,4724.23,4636.27,0.01,29.32,2.0,2.14,4.28,4710.51,4723.55,1.14,1.61,0.84,1.53,1.82,0.11,0.89,3,2026.03.20 11:15:00,4724.23,sl_hit,-1.0,-29.32,0,26,1.146,1.052,1,1,0,0,0,20.0,35.0,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,104,2026.03.20 10:49:59,2026-03,10,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,42.65,4697.82,4724.25,4644.96,0.01,26.43,2.0,1.88,3.75,4710.51,4723.55,0.9,1.17,0.44,0.4,0.92,0.24,0.32,4,2026.03.20 11:15:00,4724.25,sl_hit,-1.0,-26.43,0,5,0.067,1.056,0,0,0,0,0,,,,,,1,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,105,2026.03.20 11:04:59,2026-03,11,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,42.65,4704.57,4724.28,4665.15,0.02,19.71,2.0,1.34,2.69,4710.51,4723.55,0.4,0.28,0.88,0.83,0.94,0.0,0.11,4,2026.03.20 11:15:00,4724.28,sl_hit,-1.0,-39.42,0,2,0.032,1.074,0,0,0,0,0,,,,,,1,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,107,2026.03.24 11:19:59,2026-03,11,server_08_15,GBPUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|sl_too_wide_for_router|entry_far_from_neckline,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,chasing_after_break,bullish_nwave,bearish_counter_nwave,38.35,1.34117,1.33831,1.34689,0.17,0.00286,2.0,2.15,4.3,1.3394,1.33849,1.33,1.76,0.82,0.95,1.16,0.0,0.18,10,2026.03.24 12:30:00,1.33831,sl_hit,-1.0,-48.62,0,14,0.0,1.133,0,0,0,0,0,,,,,,1,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,108,2026.03.24 11:34:59,2026-03,11,server_08_15,GBPUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,38.35,1.34031,1.33831,1.34431,0.24,0.002,2.0,1.4,2.79,1.3394,1.33849,0.64,0.71,0.67,0.92,1.37,0.21,0.11,9,2026.03.24 12:30:00,1.33831,sl_hit,-1.0,-48.0,0,11,0.37,1.19,0,0,0,0,0,,,,,,1,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,109,2026.03.24 11:49:59,2026-03,11,server_08_15,GBPUSD,LONG,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bullish_nwave,bearish_counter_nwave,38.35,1.34049,1.3383,1.34487,0.22,0.00219,2.0,1.55,3.1,1.3394,1.33849,0.77,0.84,0.21,0.11,0.52,0.25,0.75,9,2026.03.24 12:30:00,1.3383,sl_hit,-1.0,-48.18,0,8,0.0,1.169,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,110,2026.03.24 12:49:59,2026-03,12,server_08_15,GBPUSD,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,shallow_close_distance,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,chasing_after_break,bullish_nwave,bearish_counter_nwave,40.15,1.3395,1.33831,1.34188,0.41,0.00119,2.0,0.78,1.55,1.3394,1.33849,0.07,0.03,0.49,0.54,1.1,0.11,0.89,12,2026.03.24 16:05:00,1.33831,sl_hit,-1.0,-48.79,0,39,1.622,2.546,1,1,1,0,0,5.0,30.0,80.0,,,1,8
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,111,2026.03.26 14:04:59,2026-03,14,server_08_15,XAUUSD,LONG,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,clean_nested_nwave_entry,bullish_nwave,bearish_counter_nwave,58.83,4446.16,4413.62,4511.24,0.01,32.54,2.0,1.8,3.61,4440.09,4414.52,0.34,0.16,0.65,0.8,1.23,0.2,0.8,11,2026.03.26 19:20:00,4413.62,sl_hit,-1.0,-32.54,0,63,1.019,1.725,1,1,0,0,0,195.0,210.0,,,,1,8
