time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos,period,month,run,scenario,trade_index,open_time,close_time,fx_vs_xauusd,net_profit,result_R,scan_driver_symbol,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R,entry_time,h4_impulse_start,h4_impulse_end,h4_correction_depth,h1_counter_nwave_sequence,m15_bos_close,h1_bos_level_label,h4_impulse_audit_label,h4_correction_audit_label,h1_counter_nwave_audit_label,failure_type,entry_timing_label,time_to_0_5R,time_to_1R,time_to_SL,entry_after_wave_consumed_pct,entry_to_next_h1_obstacle_R,entry_to_next_h4_obstacle_R,period_label
2026.01.06 20:04:59,order_sent,USDJPY,LONG,server_16_23,10009,order_sent,Nested_NWave_StructuralBOS,chasing_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,chasing_entry,156.725,156.647,156.881,1.00,0.078,2.00,78.0,0.89,156.0,1.78,156.470,156.684,156.664,3,2.90,0.69,0.1937,17.0,21.82,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,entry_far_from_neckline,false,false,false,true,1.62,142.0,0.93,2.43,2.60,0.06,0.94,3,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,156.47,156.790,156.155,0.255,2.9,12,2026-Q1,2026-01,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,1,2026.01.06 20:05:00,2026.01.06 21:57:34,FX,-49.79,-1.0,USDJPY,0.205,1.949,False,False,False,False,2026.01.06 20:05:00,,,,high=156.790;low=156.155,156.684,h1_bos_level_too_old,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_overextended,chasing_entry,chasing_entry,25.0,,40.0,420.29,0.833,,2026-Q1
2026.01.21 17:19:59,order_sent,GBPUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_StructuralBOS,clean_structural_bos,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_structural_bos,1.34412,1.34204,1.34828,0.23,0.00208,2.00,208.0,1.64,416.0,3.28,1.34483,1.34505,1.34219,4,0.56,1.52,0.1184,15.0,143.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.19,24.0,0.78,1.29,1.67,0.22,0.78,0,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,1.34483,1.34560,1.34006,0.00071,0.56,3,2026-Q1,2026-01,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,2,2026.01.21 17:20:00,2026.01.21 19:36:57,FX,-47.84,-1.0,USDJPY,0.548,1.221,True,False,False,False,2026.01.21 17:20:00,,,,high=1.34560;low=1.34006,1.34505,h1_bos_level_valid,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid,h4_context_wrong,bad_context_entry,235.0,,,36.84,0.712,,2026-Q1
2026.02.12 18:49:59,order_sent,USDJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_StructuralBOS,clean_structural_bos,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,152.728,153.076,152.032,0.22,0.348,2.00,348.0,1.45,696.0,2.89,152.793,152.729,153.055,5,0.27,1.36,0.0872,21.0,144.55,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.64,154.0,0.76,0.66,0.86,0.11,0.89,2,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,152.793,153.750,152.261,0.065,0.27,4,2026-Q1,2026-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,3,2026.02.12 18:50:00,2026.02.13 03:05:06,FX,-53.14,-1.011,USDJPY,0.549,1.756,True,False,False,False,2026.02.12 18:50:00,,,,high=153.750;low=152.261,152.729,h1_bos_level_valid,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid,h4_context_wrong,bad_context_entry,235.0,250.0,10.0,19.85,1.342,,2026-Q1
2026.02.19 16:49:59,order_sent,GBPJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_StructuralBOS,clean_structural_bos,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,208.554,208.674,208.314,0.63,0.120,2.00,120.0,0.63,240.0,1.26,208.627,208.593,208.636,5,0.38,0.43,0.1998,38.0,144.36,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,dirty_breakout,large_directional_wick,false,false,false,true,0.18,34.0,0.50,0.57,1.13,0.47,0.53,8,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,208.627,209.524,208.571,0.073,0.38,1,2026-Q1,2026-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,5,2026.02.19 16:50:00,2026.02.19 16:52:14,FX,-49.39,-1.0,USDJPY,0.308,2.658,False,False,False,False,2026.02.19 16:50:00,,,,high=209.524;low=208.571,208.593,h1_bos_level_valid,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid,h4_context_wrong,false_bos_entry,,,10.0,88.37,,,2026-Q1
2026.02.26 09:34:59,order_sent,USDJPY,LONG,server_08_15,10009,order_sent,Nested_NWave_StructuralBOS,clean_structural_bos,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_structural_bos,156.113,155.891,156.557,0.34,0.222,2.00,222.0,1.77,444.0,3.53,156.089,156.145,155.912,3,0.19,1.60,0.1670,21.0,148.04,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.32,40.0,0.92,1.24,1.34,0.08,0.92,1,false,not_evaluated,,0.00,false,false,false,true,m15_countertrend_bos_confirmed,m15_retest_reclaim,156.089,156.533,155.746,0.024,0.19,2,2026-Q1,2026-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,6,2026.02.26 09:35:00,2026.02.26 16:46:26,FX,-49.07,-1.014,USDJPY,0.586,1.32,True,False,False,False,2026.02.26 09:35:00,,,,high=156.533;low=155.746,156.145,h1_bos_level_valid,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid,h4_context_wrong,bad_context_entry,10.0,10.0,,11.88,1.892,,2026-Q1
2026.03.23 15:49:59,order_sent,EURUSD,LONG,server_08_15,10009,order_sent,Nested_NWave_StructuralBOS,late_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,late_entry,1.16001,1.15441,1.17121,0.08,0.00560,2.00,560.0,1.76,1120.0,3.53,1.15456,1.15995,1.15457,3,1.72,1.71,0.0410,13.0,73.91,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,dirty_breakout,entry_far_from_neckline|breakout_bar_overextended,false,false,false,true,0.61,195.0,0.60,2.52,4.20,0.40,0.60,2,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,1.15456,1.15519,1.15199,0.00545,1.72,7,2026-Q1,2026-03,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,7,2026.03.23 15:50:00,2026.03.26 14:28:24,FX,-47.66,-1.004,USDJPY,0.7,1.225,True,False,False,False,2026.03.23 15:50:00,,,,high=1.15519;low=1.15199,1.15995,h1_bos_level_valid,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid,late_entry,late_entry,1165.0,,130.0,100.58,,,2026-Q1
