time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos,h4_pivot_sequence,h1_pivot_sequence,h4_impulse_atr,h1_counter_wave_atr,h4_correction_depth,true_bos_level,bos_level_source_pivot,room_to_1r,room_to_2r,room_to_target_label,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,bos_level_type,m15_trigger_type,nearest_obstacle_type,nearest_obstacle_price,cond_h4_bias_ma,cond_h4_dow_bias,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_m15_close_bos,cond_room_to_1r,cond_room_to_2r,cond_sl_atr_ok
2026.01.02 16:24:59,blocked_candidate,EURUSD,SHORT,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,unknown,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,0.00000,0.00000,0.00,0.00095,0.00053,0.00042,0.3836,16.0,1.17142,1.17169,1.17283,1.17214,1.17299,1.17044,0.58,0.00085,2.00,1,0.00072,1.73,0.00069,1.65,85.0,2.04,170.0,4.08,128.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,1.17142,1.17283,1.17124,0.00000,0.00,1,,high_latest@2026.01.02 15:15=1.17283|low_latest@2026.01.02 13:30=1.17142|bos@2026.01.02 13:30=1.17142,0.00,3.01,0.00,1.17142,h1_last_higher_low,1.06,0.53,room_to_1r_only,none,ma_bias_pass,dow_bias_fail,unknown,pullback_up,prev_extreme_break,counter_nwave_pass,last_higher_low,m15_prev_extreme_bos,h1_counter_low,1.17124,true,false,false,true,true,true,true,true,false,true,false,true
2026.01.05 16:09:59,blocked_candidate,XAUUSD,LONG,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,too_deep_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,false,false,4402.26,4304.53,94.39,17.14,9.82,6.61,0.0302,20.0,4418.91,4422.50,4410.95,4423.48,4410.62,4449.20,0.03,12.86,2.00,1,4.57,0.69,12.53,1.89,1286.0,1.94,2572.0,3.89,144.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,4418.91,4439.84,4410.95,0.00,0.00,1,A_low@2025.12.31 22:00=4304.53000|B_high@2026.01.02 15:00=4402.26000|C_low@2026.01.02 20:00=4310.01000,high_latest@2026.01.05 15:00=4418.91000|low_latest@2026.01.05 13:15=4410.95000|bos@2026.01.05 15:00=4418.91000,5.70,2.94,94.39,4418.91,h1_last_lower_high,1.27,0.64,room_to_1r_only,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_true_bos_close,h1_counter_high,4439.84,true,true,false,true,true,true,true,true,true,true,false,true
2026.01.06 03:04:59,blocked_candidate,EURJPY,SHORT,server_00_07,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,spread_guard,spread_guard,valid_h4_pullback_zone,none,counter_nwave_pass,condition_factorial_candidate,true,true,true,true,true,true,false,true,true,false,false,183.728,182.800,54.74,0.188,0.099,0.071,0.4225,30.0,183.102,183.399,183.471,183.454,183.501,183.360,1.00,0.047,2.00,1,0.352,4.96,0.017,0.24,47.0,0.66,94.0,1.32,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,183.102,183.471,183.027,0.000,0.00,1,A_high@2026.01.05 07:00=183.72800|B_low@2026.01.05 14:00=182.80000|C_high@2026.01.05 17:00=183.30800,high_latest@2026.01.06 01:00=183.47100|low_latest@2026.01.06 00:00=183.10200|bos@2026.01.06 00:00=183.10200,4.94,4.48,54.74,183.102,h1_last_higher_low,9.09,4.54,room_to_2r_ok,none,ma_bias_pass,dow_bias_fail,valid_h4_pullback_zone,pullback_up,prev_extreme_break,counter_nwave_pass,last_higher_low,m15_prev_extreme_bos,h1_counter_low,183.027,true,false,true,true,true,true,true,true,false,true,true,true
2026.01.06 08:59:59,blocked_candidate,USDJPY,SHORT,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,too_deep_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,156.971,156.104,79.12,0.187,0.085,0.050,0.3838,19.0,156.282,156.336,156.432,156.362,156.451,156.184,0.87,0.089,2.00,1,0.080,1.62,0.070,1.41,89.0,1.80,178.0,3.60,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,156.282,156.432,156.232,0.000,0.00,1,A_high@2026.01.05 15:00=156.97100|B_low@2026.01.05 21:00=156.10400|C_high@2026.01.06 02:00=156.79000,high_latest@2026.01.06 06:45=156.43200|low_latest@2026.01.06 07:30=156.28200|bos@2026.01.06 07:30=156.28200,4.65,2.34,79.12,156.282,h1_last_higher_low,1.46,0.73,room_to_1r_only,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,pullback_up,prev_extreme_break,counter_nwave_pass,last_higher_low,m15_prev_extreme_bos,h1_counter_low,156.232,true,true,false,true,true,true,true,true,false,true,false,true
2026.01.07 16:14:59,blocked_candidate,USDJPY,SHORT,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,valid_h4_pullback_zone,none,counter_nwave_pass,condition_factorial_candidate,true,true,true,true,true,true,false,true,true,false,false,156.799,156.287,56.84,0.142,0.069,0.065,0.2627,17.0,156.468,156.435,156.581,156.472,156.598,156.220,0.62,0.126,2.00,1,0.004,0.06,0.109,1.68,126.0,1.95,252.0,3.89,144.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,156.468,156.581,156.425,0.000,0.00,1,A_high@2026.01.07 02:00=156.79900|B_low@2026.01.07 09:00=156.28700|C_high@2026.01.07 10:00=156.57800,high_latest@2026.01.07 15:00=156.58100|low_latest@2026.01.07 14:00=156.46800|bos@2026.01.07 14:00=156.46800,3.60,2.26,56.84,156.468,h1_last_higher_low,0.37,0.19,insufficient_room_to_1r,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,pullback_up,prev_extreme_break,counter_nwave_pass,last_higher_low,m15_true_bos_close,h1_counter_low,156.425,true,true,true,true,true,true,true,false,true,false,false,true
2026.01.08 09:34:59,blocked_candidate,GBPUSD,SHORT,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,too_shallow_pullback,none,counter_nwave_fail,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,1.35028,1.34500,28.03,0.00074,0.00048,0.00031,0.5197,16.0,1.34515,1.34504,1.34610,1.34559,1.34626,1.34425,0.74,0.00067,2.00,1,0.00044,1.43,0.00051,1.66,67.0,2.18,134.0,4.35,128.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,1.34515,1.34610,1.34515,0.00000,0.00,1,A_high@2026.01.07 17:00=1.35028|B_low@2026.01.08 04:00=1.34500|C_high@2026.01.08 05:00=1.34648,high_latest@2026.01.08 08:45=1.34610|low_latest@2026.01.08 08:15=1.34515|bos@2026.01.08 08:15=1.34515,7.09,1.95,28.03,1.34515,h1_last_higher_low,0.66,0.33,insufficient_room_to_1r,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,pullback_up,prev_extreme_break,counter_nwave_fail,weak_higher_low,m15_true_bos_close,h1_counter_low,1.34515,true,true,false,true,false,true,true,false,true,false,false,true
2026.01.08 14:24:59,blocked_candidate,GBPJPY,SHORT,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,spread_guard,spread_guard,unknown,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,0.000,0.000,0.00,0.195,0.092,0.060,0.6303,38.0,210.589,210.701,210.727,210.696,210.765,210.558,1.00,0.069,2.00,1,0.107,1.77,0.031,0.51,69.0,1.14,138.0,2.29,128.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,210.589,210.727,210.511,0.000,0.00,1,,high_latest@2026.01.08 12:15=210.72700|low_latest@2026.01.08 12:30=210.58900|bos@2026.01.08 12:30=210.58900,0.00,2.34,0.00,210.589,h1_last_higher_low,2.68,1.34,room_to_2r_ok,none,ma_bias_pass,dow_bias_fail,unknown,pullback_up,prev_extreme_break,counter_nwave_pass,last_higher_low,m15_prev_extreme_bos,h1_counter_low,210.511,true,false,false,true,true,true,true,true,false,true,true,true
2026.01.12 16:29:59,blocked_candidate,XAUUSD,LONG,server_16_23,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,valid_h4_pullback_zone,none,counter_nwave_pass,condition_factorial_candidate,true,true,true,true,true,true,true,false,true,false,false,4517.15,4459.11,60.44,19.56,9.43,6.72,0.0283,19.0,4595.43,4596.86,4578.50,4586.79,4578.16,4604.05,0.05,8.63,2.00,1,8.64,1.29,8.29,1.23,863.0,1.28,1726.0,2.57,136.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,4595.43,4599.33,4578.50,0.00,0.00,1,A_low@2026.01.09 15:00=4459.11000|B_high@2026.01.09 17:00=4517.15000|C_low@2026.01.09 19:00=4482.07000,high_latest@2026.01.12 12:45=4595.43000|low_latest@2026.01.12 14:15=4578.50000|bos@2026.01.12 12:45=4595.43000,2.97,2.21,60.44,4595.43,h1_last_lower_high,1.45,0.73,room_to_1r_only,none,ma_bias_pass,dow_bias_fail,valid_h4_pullback_zone,pullback_down,prev_extreme_break,counter_nwave_pass,last_lower_high,m15_true_bos_close,h1_counter_high,4599.33,true,false,true,true,true,true,true,false,true,true,false,true
2026.01.14 10:05:00,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_room2r_lower_tf,spread_guard,spread_guard,too_shallow_pullback,none,counter_nwave_pass,condition_factorial_candidate,true,false,true,true,true,true,false,true,true,false,false,1.16770,1.16335,34.02,0.00064,0.00029,0.00023,0.7000,16.0,1.16438,1.16455,1.16513,1.16495,1.16529,1.16427,1.00,0.00034,2.00,1,0.00057,2.49,0.00018,0.79,34.0,1.49,68.0,2.97,128.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,1.16438,1.16513,1.16407,0.00000,0.00,1,A_high@2026.01.13 15:00=1.16770|B_low@2026.01.13 18:00=1.16335|C_high@2026.01.14 05:00=1.16483,high_latest@2026.01.14 09:15=1.16513|low_latest@2026.01.14 08:45=1.16438|bos@2026.01.14 08:45=1.16438,6.84,3.64,34.02,1.16438,h1_last_higher_low,2.59,1.29,room_to_2r_ok,none,ma_bias_pass,dow_bias_fail,too_shallow_pullback,pullback_up,prev_extreme_break,counter_nwave_pass,last_higher_low,m15_prev_extreme_bos,h1_counter_low,1.16407,true,false,false,true,true,true,true,true,false,true,true,true
2026.01.16 14:29:59,blocked_candidate,XAUUSD,SHORT,server_08_15,all_score_passing,300,Nested_Fixed_Room2R_LowerTF,fixed_condition_room_to_2r_fail,fixed_condition_room_to_2r_fail,,too_deep_pullback,none,counter_nwave_fail,condition_factorial_candidate,true,false,true,true,true,true,true,false,true,false,false,4620.84,4591.38,83.71,12.98,5.42,3.01,0.0698,21.0,4598.57,4605.84,4611.15,4606.37,4611.36,4596.39,0.10,4.99,2.00,1,7.80,2.59,4.78,1.59,499.0,1.66,998.0,3.32,120.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,false,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,false,not_evaluated,,0.00,false,false,false,false,condition_factorial_candidate,not_evaluated,4598.57,4611.15,4598.57,0.00,0.00,1,A_high@2026.01.16 01:00=4620.84000|B_low@2026.01.16 04:00=4591.38000|C_high@2026.01.16 07:00=4616.04000,high_latest@2026.01.16 12:15=4611.15000|low_latest@2026.01.16 13:00=4598.57000|bos@2026.01.16 13:00=4598.57000,2.27,2.25,83.71,4598.57,h1_last_higher_low,1.56,0.78,room_to_1r_only,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,pullback_up,prev_extreme_break,counter_nwave_fail,weak_higher_low,m15_prev_extreme_bos,h1_counter_low,4598.57,true,false,false,true,false,true,true,true,false,true,false,true
