run,scenario,prefix,elapsed_seconds
A,ThirdWave_regime_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_26q1_A_cur,185.1
B,ThirdWave_v4_all_signals_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_26q1_B_v4all,185.2
C,ThirdWave_v4_micro_break_only_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_26q1_C_micro,174.5
D,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_26q1_D_candle,174.9
E,ThirdWave_v4_micro_or_candle_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_26q1_E_microcandle,184.8
F,ThirdWave_v4_without_weak_signals_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_26q1_F_noweak,184.9
