run,scenario,prefix,elapsed_seconds
D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_structural_bos_D_context_router_v2_all,52.8
E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_structural_bos_E_structural_bos_all,52.5
