scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,max_consecutive_losses,monthly_net,monthly_trades,symbol_distribution,direction_distribution,FX_net,XAUUSD_net,LONG_net,SHORT_net,clean_or_acceptable_pct
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,AUDJPY,2,0.0,0.0,-1.01,-101.39,101.39,1.01,0.422,1.272,50.0,0.0,0.0,2,2024-07:-51.57;2025-01:-49.82,2024-07:1;2025-01:1,AUDJPY:2,LONG:1;SHORT:1,-101.39,0,-49.82,-51.57,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,EURJPY,10,60.0,2.972,0.805,392.24,50.77,0.49,1.855,0.629,90.0,80.0,60.0,1,2024-03:-50.07;2024-07:99.73;2024-10:-49.05;2025-01:96.85;2025-03:100.28;2025-04:49.28;2025-08:94.1;2026-02:100.1;2026-05:-48.98,2024-03:1;2024-07:1;2024-10:1;2025-01:1;2025-03:1;2025-04:2;2025-08:1;2026-02:1;2026-05:1,EURJPY:10,LONG:3;SHORT:7,392.24,0,145.81,246.43,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,EURUSD,11,27.27,0.744,-0.185,-102.92,251.59,2.52,1.161,1.399,63.64,45.45,27.27,5,2024-01:-49.68;2024-02:-50.61;2024-03:-49.83;2024-09:-50.44;2025-02:-51.03;2025-03:101.32;2025-04:96.6;2025-05:-50.4;2026-03:100.8;2026-04:-99.65,2024-01:1;2024-02:1;2024-03:1;2024-09:1;2025-02:1;2025-03:1;2025-04:1;2025-05:1;2026-03:1;2026-04:2,EURUSD:11,LONG:8;SHORT:3,-102.92,0,-103.52,0.6,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,GBPJPY,15,26.67,0.691,-0.233,-176.79,373.16,3.68,1.222,1.112,73.33,53.33,33.33,7,2024-01:98.69;2024-02:-50.11;2024-03:-97.76;2024-06:97.96;2024-07:44.79;2024-08:-67.49;2024-09:-51.86;2024-10:-48.34;2025-02:-52.52;2025-03:-50.33;2025-04:0.18,2024-01:1;2024-02:1;2024-03:2;2024-06:1;2024-07:2;2024-08:1;2024-09:1;2024-10:1;2025-02:1;2025-03:1;2025-04:3,GBPJPY:15,LONG:8;SHORT:7,-176.79,0,32.44,-209.23,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,GBPUSD,4,50.0,2.735,0.846,171.44,49.5,0.5,1.99,1.021,75.0,75.0,50.0,1,2024-01:-49.5;2024-07:102.23;2025-01:168.0;2026-01:-49.29,2024-01:1;2024-07:1;2025-01:1;2026-01:1,GBPUSD:4,LONG:4,171.44,0,171.44,0,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,USDJPY,24,25.0,0.662,-0.256,-307.35,307.35,3.07,1.108,1.004,66.67,37.5,25.0,5,2024-01:-99.93;2024-02:-47.75;2024-03:100.36;2024-07:-47.87;2024-08:48.96;2024-09:-105.63;2024-12:-46.91;2025-02:97.85;2025-03:48.55;2025-04:-156.32;2025-05:-51.21;2025-06:98.55;2025-07:-98.52;2025-10:-47.48,2024-01:2;2024-02:1;2024-03:1;2024-07:1;2024-08:2;2024-09:2;2024-12:1;2025-02:1;2025-03:2;2025-04:3;2025-05:4;2025-06:1;2025-07:2;2025-10:1,USDJPY:24,LONG:8;SHORT:16,-307.35,0,-98.34,-209.01,100.0
Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,XAUUSD,133,32.33,0.931,-0.034,-302.03,1075.04,10.17,1.31,1.248,65.41,46.62,33.08,10,2024-01:188.36;2024-02:-99.57;2024-03:344.38;2024-04:33.42;2024-05:-49.7;2024-06:153.12;2024-07:-102.83;2024-08:-101.35;2024-09:-6.86;2024-10:35.38;2024-11:-39.94;2024-12:-98.21;2025-01:-151.68;2025-02:-2.16;2025-03:-14.84;2025-04:-190.07;2025-05:182.73;2025-06:-357.41;2025-07:-71.65;2025-08:-53.45;2025-09:127.88;2025-10:20.92;2025-11:313.7;2025-12:-191.33;2026-02:71.75;2026-03:-39.17;2026-04:-185.08;2026-05:-194.84;2026-06:176.47,2024-01:3;2024-02:2;2024-03:5;2024-04:5;2024-05:1;2024-06:6;2024-07:5;2024-08:2;2024-09:6;2024-10:8;2024-11:7;2024-12:2;2025-01:3;2025-02:3;2025-03:6;2025-04:4;2025-05:5;2025-06:7;2025-07:4;2025-08:7;2025-09:6;2025-10:5;2025-11:5;2025-12:4;2026-02:2;2026-03:4;2026-04:4;2026-05:7;2026-06:5,XAUUSD:133,LONG:63;SHORT:70,0,-302.03,-342.8,40.77,100.0
