period,symbol,direction,entry_time,label,result_R,net_profit,scan_driver_symbol,h4_impulse_start,h4_impulse_end,h4_correction_depth,h4_trend_state,fib_zone,h1_counter_nwave_sequence,h4_impulse_audit_label,h4_correction_audit_label,h1_counter_nwave_audit_label
2025-02,EURJPY,SHORT,2025.02.03 01:50:00,chasing_entry,-1.017,-49.3,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=161.488;low=160.167,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_overextended
2025-02,AUDJPY,SHORT,2025.02.03 01:50:00,chasing_entry,-1.0,-48.24,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=96.923;low=96.022,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_overextended
2025-02,EURJPY,SHORT,2025.02.03 02:50:00,late_entry,-1.006,-48.85,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=161.488;low=160.167,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2025-02,AUDJPY,SHORT,2025.02.03 02:20:00,chasing_entry,2.0,97.9,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=96.923;low=96.022,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_overextended
2025-02,EURJPY,SHORT,2025.02.04 08:05:00,clean_structural_bos,-1.01,-50.05,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=160.471;low=157.956,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2025-02,GBPJPY,LONG,2025.02.25 15:50:00,clean_structural_bos,-1.008,-48.4,USDJPY,,,,bullish_nwave,valid_h4_pullback_zone,high=189.653;low=188.155,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2026-Q1,USDJPY,LONG,2026.01.06 20:05:00,chasing_entry,-1.0,-49.79,USDJPY,,,,bullish_nwave,valid_h4_pullback_zone,high=156.790;low=156.155,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_overextended
2026-Q1,GBPUSD,LONG,2026.01.21 17:20:00,clean_structural_bos,-1.0,-47.84,USDJPY,,,,bullish_nwave,valid_h4_pullback_zone,high=1.34560;low=1.34006,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2026-Q1,USDJPY,SHORT,2026.02.12 18:50:00,clean_structural_bos,-1.011,-53.14,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=153.750;low=152.261,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2026-Q1,EURUSD,SHORT,2026.02.12 19:20:00,clean_structural_bos,2.005,100.89,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=1.18870;low=1.18515,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2026-Q1,GBPJPY,SHORT,2026.02.19 16:50:00,clean_structural_bos,-1.0,-49.39,USDJPY,,,,bearish_nwave,valid_h4_pullback_zone,high=209.524;low=208.571,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2026-Q1,USDJPY,LONG,2026.02.26 09:35:00,clean_structural_bos,-1.014,-49.07,USDJPY,,,,bullish_nwave,valid_h4_pullback_zone,high=156.533;low=155.746,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
2026-Q1,EURUSD,LONG,2026.03.23 15:50:00,late_entry,-1.004,-47.66,USDJPY,,,,bullish_nwave,valid_h4_pullback_zone,high=1.15519;low=1.15199,h4_impulse_too_small,h4_correction_valid,h1_counter_nwave_valid
