time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2026.01.21 16:19:59,order_attempt,GBPUSD,LONG,server_16_23,0,,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,1.34256,1.34098,1.34446,0.31,0.00158,1.20,158.0,1.46,190.0,1.75,1.34267,1.34361,1.34116,4,0.10,1.29,0.1658,18.0,73.88,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.87,94.0,0.27,0.46,1.68,0.08,0.64,5,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.01.21 16:19:59,order_sent,GBPUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,1.34256,1.34098,1.34446,0.31,0.00158,1.20,158.0,1.46,190.0,1.75,1.34267,1.34361,1.34116,4,0.10,1.29,0.1658,18.0,73.88,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.87,94.0,0.27,0.46,1.68,0.08,0.64,5,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.01.29 03:49:59,order_attempt,USDJPY,SHORT,server_00_07,0,,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,153.187,153.433,152.892,0.31,0.246,1.20,246.0,1.51,295.0,1.81,153.313,153.152,153.413,11,0.77,1.39,0.1230,20.0,57.23,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.99,161.0,0.82,0.70,0.85,0.18,0.82,11,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2026.01.29 03:49:59,order_sent,USDJPY,SHORT,server_00_07,10009,order_sent,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,153.187,153.433,152.892,0.31,0.246,1.20,246.0,1.51,295.0,1.81,153.313,153.152,153.413,11,0.77,1.39,0.1230,20.0,57.23,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.99,161.0,0.82,0.70,0.85,0.18,0.82,11,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2026.01.29 05:19:59,order_blocked,USDJPY,SHORT,server_00_07,0,existing_position,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,153.057,153.404,152.641,0.22,0.347,1.20,347.0,1.99,416.0,2.39,153.127,153.063,153.384,5,0.40,1.88,0.1147,20.0,70.32,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.37,64.0,0.33,0.25,0.76,0.17,0.83,12,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,5.00,true,false,false
2026.01.29 05:49:59,order_blocked,USDJPY,SHORT,server_00_07,0,existing_position,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,152.977,153.194,152.717,0.35,0.217,1.20,217.0,1.33,260.0,1.59,153.023,152.967,153.173,3,0.28,1.20,0.1288,21.0,101.76,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.34,56.0,0.42,0.38,0.90,0.18,0.82,9,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.01.29 06:04:59,order_blocked,USDJPY,SHORT,server_00_07,0,existing_position,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,152.928,153.193,152.610,0.29,0.265,1.20,265.0,1.72,318.0,2.07,153.023,152.919,153.173,4,0.62,1.59,0.1299,20.0,67.74,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.68,104.0,0.48,0.31,0.63,0.25,0.75,10,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_neutral|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,5.00,true,false,false
2026.02.03 13:49:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,4906.75,4924.98,4884.87,0.02,18.23,1.20,1823.0,0.92,2188.0,1.11,4914.14,4909.49,4923.99,4,0.37,0.87,0.0101,20.0,71.27,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.24,465.0,0.40,0.42,1.06,0.13,0.47,13,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_neutral|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2026.02.03 13:49:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,4906.75,4924.98,4884.87,0.02,18.23,1.20,1823.0,0.92,2188.0,1.11,4914.14,4909.49,4923.99,4,0.37,0.87,0.0101,20.0,71.27,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.24,465.0,0.40,0.42,1.06,0.13,0.47,13,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_neutral|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2026.02.12 19:04:59,order_attempt,USDJPY,SHORT,server_16_23,0,,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,152.724,153.076,152.302,0.21,0.352,1.20,352.0,1.50,422.0,1.79,152.828,152.645,153.055,6,0.44,1.41,0.0892,21.0,67.80,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.78,183.0,0.60,0.36,0.59,0.08,0.92,5,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.02.12 19:04:59,order_sent,USDJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,152.724,153.076,152.302,0.21,0.352,1.20,352.0,1.50,422.0,1.79,152.828,152.645,153.055,6,0.44,1.41,0.0892,21.0,67.80,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.78,183.0,0.60,0.36,0.59,0.08,0.92,5,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.02.18 13:49:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,4913.60,4924.86,4900.09,0.04,11.26,1.20,1126.0,1.65,1351.0,1.99,4916.26,4911.33,4924.52,6,0.39,1.60,0.0309,21.0,71.72,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.72,493.0,0.73,0.59,0.82,0.06,0.94,10,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2026.02.18 13:49:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,4913.60,4924.86,4900.09,0.04,11.26,1.20,1126.0,1.65,1351.0,1.99,4916.26,4911.33,4924.52,6,0.39,1.60,0.0309,21.0,71.72,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.72,493.0,0.73,0.59,0.82,0.06,0.94,10,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2026.02.26 10:34:59,order_attempt,USDJPY,LONG,server_08_15,0,,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,156.038,155.891,156.214,0.51,0.147,1.20,147.0,1.18,176.0,1.41,156.063,156.080,155.912,7,0.20,1.01,0.1688,21.0,97.87,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.14,17.0,0.30,0.28,0.92,0.13,0.87,9,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.02.26 10:34:59,order_sent,USDJPY,LONG,server_08_15,10009,order_sent,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,156.038,155.891,156.214,0.51,0.147,1.20,147.0,1.18,176.0,1.41,156.063,156.080,155.912,7,0.20,1.01,0.1688,21.0,97.87,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.14,17.0,0.30,0.28,0.92,0.13,0.87,9,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.02.26 12:04:59,order_blocked,USDJPY,LONG,server_08_15,0,existing_position,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context_retest_confirmed,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_retest_confirmed,156.073,155.892,156.290,0.42,0.181,1.20,181.0,1.66,217.0,1.99,156.063,156.080,155.912,13,0.09,1.48,0.1832,20.0,113.21,true,true,true,true,false,2026.02.26 10:15:00,2026.02.26 11:30:00,2026.02.26 11:45:00,5,6,0.71,0.50,156.044,0.71,true,deep_retest_but_reclaim,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.16,17.0,0.30,0.32,1.05,0.13,0.87,7,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2026.03.02 21:19:59,order_attempt,XAUUSD,LONG,server_16_23,0,,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_strong_instant,5325.62,5288.46,5370.21,0.01,37.16,1.20,3716.0,1.62,4459.0,1.94,5320.68,5330.61,5289.61,5,0.22,1.57,0.0091,21.0,104.35,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.43,993.0,0.78,0.65,0.84,0.14,0.86,7,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2026.03.02 21:19:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_strong_instant,5325.62,5288.46,5370.21,0.01,37.16,1.20,3716.0,1.62,4459.0,1.94,5320.68,5330.61,5289.61,5,0.22,1.57,0.0091,21.0,104.35,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,0.43,993.0,0.78,0.65,0.84,0.14,0.86,7,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,8.00,true,false,false
2026.03.04 15:04:59,order_attempt,GBPUSD,SHORT,server_08_15,0,,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,1.33668,1.33901,1.33388,0.21,0.00233,1.20,233.0,1.44,280.0,1.73,1.33710,1.33511,1.33883,3,0.26,1.33,0.1110,18.0,70.81,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,1.23,199.0,0.82,0.97,1.18,0.18,0.82,9,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.03.04 15:04:59,order_sent,GBPUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_ContextQualityRouterV2,strong_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,1.33668,1.33901,1.33388,0.21,0.00233,1.20,233.0,1.44,280.0,1.73,1.33710,1.33511,1.33883,3,0.26,1.33,0.1110,18.0,70.81,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,strong_breakout,instant_entry_quality,true,true,false,false,1.23,199.0,0.82,0.97,1.18,0.18,0.82,9,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.03.04 15:34:59,order_blocked,GBPUSD,SHORT,server_08_15,0,existing_position,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,1.33686,1.33901,1.33428,0.23,0.00215,1.20,215.0,1.18,258.0,1.42,1.33710,1.33668,1.33883,5,0.13,1.08,0.0988,18.0,102.33,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.23,42.0,0.70,0.64,0.91,0.22,0.78,11,true,clean_context,h4_edge_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_usable|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,6.00,true,false,false
2026.03.20 11:49:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,4695.80,4724.39,4661.49,0.01,28.59,1.20,2859.0,1.70,3431.0,2.03,4710.51,4707.33,4723.55,14,0.87,1.65,0.0142,24.0,47.13,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.19,318.0,0.66,0.91,1.38,0.34,0.66,5,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
2026.03.20 11:49:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_ContextQualityRouterV2,weak_breakout_clean_context,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,4695.80,4724.39,4661.49,0.01,28.59,1.20,2859.0,1.70,3431.0,2.03,4710.51,4707.33,4723.55,14,0.87,1.65,0.0142,24.0,47.13,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,weak_breakout,route_to_retest_confirmation,true,false,true,false,0.19,318.0,0.66,0.91,1.38,0.34,0.66,5,true,clean_context,h4_mid_pullback|neckline_tested_not_extreme|sl_atr_compact|entry_distance_neutral|directional_close_ok|body_atr_usable|wick_ok|right_side_room_ok,7.00,true,false,false
