period,selection_mode,scan_minutes,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2024,all,10,AUDJPY:LONG,1,0,1,0.0,-53.94,0.0,-53.94,0.0,-53.94,0.0,-53.94
2024,all,10,AUDJPY:SHORT,1,0,1,0.0,-52.2,0.0,-52.2,0.0,-52.2,0.0,-52.2
2024,all,10,EURJPY:LONG,3,0,3,0.0,-153.41,0.0,-153.41,0.0,-51.14,0.0,-51.14
2024,all,10,EURJPY:SHORT,5,1,4,20.0,-129.18,75.36,-204.54,0.368,-25.84,75.36,-51.13
2024,all,10,EURUSD:SHORT,1,0,1,0.0,-49.92,0.0,-49.92,0.0,-49.92,0.0,-49.92
2024,all,10,GBPJPY:LONG,8,5,3,62.5,225.83,376.87,-151.04,2.495,28.23,75.37,-50.35
2024,all,10,GBPJPY:SHORT,4,3,1,75.0,178.05,228.8,-50.75,4.508,44.51,76.27,-50.75
2024,all,10,GBPUSD:LONG,1,0,1,0.0,-50.4,0.0,-50.4,0.0,-50.4,0.0,-50.4
2024,all,10,USDJPY:LONG,7,4,3,57.14,150.82,306.98,-156.16,1.966,21.55,76.75,-52.05
2024,all,10,USDJPY:SHORT,8,4,4,50.0,104.58,313.77,-209.19,1.5,13.07,78.44,-52.3
2024,all,10,XAUUSD:LONG,58,26,32,44.83,108.45,1781.66,-1673.21,1.065,1.87,68.53,-52.29
2024,all,10,XAUUSD:SHORT,35,16,19,45.71,287.14,1230.02,-942.88,1.305,8.2,76.88,-49.63
2024,all,15,AUDJPY:SHORT,1,0,1,0.0,-42.85,0.0,-42.85,0.0,-42.85,0.0,-42.85
2024,all,15,EURJPY:LONG,4,1,3,25.0,-72.66,73.58,-146.24,0.503,-18.16,73.58,-48.75
2024,all,15,EURJPY:SHORT,5,1,4,20.0,-123.48,70.6,-194.08,0.364,-24.7,70.6,-48.52
2024,all,15,GBPJPY:LONG,6,3,3,50.0,69.92,218.01,-148.09,1.472,11.65,72.67,-49.36
2024,all,15,GBPJPY:SHORT,5,3,2,60.0,117.58,220.07,-102.49,2.147,23.52,73.36,-51.25
2024,all,15,GBPUSD:LONG,2,0,2,0.0,-109.28,0.0,-109.28,0.0,-54.64,0.0,-54.64
2024,all,15,GBPUSD:SHORT,1,0,1,0.0,-48.28,0.0,-48.28,0.0,-48.28,0.0,-48.28
2024,all,15,USDJPY:LONG,5,2,3,40.0,-4.65,144.35,-149.0,0.969,-0.93,72.18,-49.67
2024,all,15,USDJPY:SHORT,5,1,4,20.0,-130.32,67.79,-198.11,0.342,-26.06,67.79,-49.53
2024,all,15,XAUUSD:LONG,42,21,21,50.0,217.74,1321.77,-1104.03,1.197,5.18,62.94,-52.57
