time,symbol,direction,event,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2024.01.08 03:00:00,EURJPY,SHORT,order_attempt,0,,158.302,158.482,158.032,0.40,0.180,1.50,,,,0.1848,0.2000,true,false,12.0,0.065,DowFractal_ThirdWave
2024.01.08 03:00:00,EURJPY,SHORT,order_sent,10009,order_sent,158.302,158.482,158.032,0.40,0.180,1.50,,,,0.1848,0.2000,true,false,12.0,0.065,DowFractal_ThirdWave
2024.01.08 03:10:00,EURJPY,SHORT,order_blocked,0,max_positions,158.289,158.482,158.000,0.37,0.193,1.50,max_positions,,max_positions,0.1871,0.2000,true,false,12.0,0.064,DowFractal_ThirdWave
2024.01.08 10:15:00,XAUUSD,SHORT,order_attempt,0,,2029.06,2033.48,2022.43,0.11,4.42,1.50,,,,0.1099,0.2000,true,false,18.0,1.64,DowFractal_ThirdWave
2024.01.08 10:15:00,XAUUSD,SHORT,order_sent,10009,order_sent,2029.06,2033.48,2022.43,0.11,4.42,1.50,,,,0.1099,0.2000,true,false,18.0,1.64,DowFractal_ThirdWave
2024.01.08 10:35:00,EURJPY,SHORT,order_blocked,0,max_positions,157.952,158.148,157.658,0.37,0.196,1.50,max_positions,,max_positions,0.1653,0.2000,true,false,14.0,0.085,DowFractal_ThirdWave
2024.01.08 10:40:00,EURJPY,SHORT,order_blocked,0,max_positions,157.949,158.149,157.649,0.36,0.200,1.50,max_positions,,max_positions,0.1784,0.2000,true,false,15.0,0.084,DowFractal_ThirdWave
2024.01.08 10:45:00,XAUUSD,SHORT,order_blocked,0,max_positions,2028.37,2033.48,2020.71,0.09,5.11,1.50,max_positions,,max_positions,0.1220,0.2000,true,false,18.0,1.48,DowFractal_ThirdWave
2024.01.08 11:05:00,XAUUSD,SHORT,order_blocked,0,max_positions,2027.95,2033.48,2019.66,0.09,5.53,1.50,max_positions,,max_positions,0.1296,0.2000,true,false,18.0,1.39,DowFractal_ThirdWave
2024.01.08 12:40:00,XAUUSD,SHORT,order_blocked,0,max_positions,2028.10,2031.89,2022.42,0.13,3.79,1.50,max_positions,,max_positions,0.1514,0.2000,true,false,18.0,1.19,DowFractal_ThirdWave
2024.01.08 12:45:00,XAUUSD,SHORT,order_blocked,0,max_positions,2027.39,2031.88,2020.66,0.11,4.49,1.50,max_positions,,max_positions,0.1425,0.2000,true,false,17.0,1.19,DowFractal_ThirdWave
2024.01.08 19:10:00,XAUUSD,SHORT,order_attempt,0,,2030.52,2037.03,2020.76,0.07,6.51,1.50,,,,0.1008,0.2000,true,false,18.0,1.79,DowFractal_ThirdWave
2024.01.08 19:10:00,XAUUSD,SHORT,order_sent,10009,order_sent,2030.52,2037.03,2020.76,0.07,6.51,1.50,,,,0.1008,0.2000,true,false,18.0,1.79,DowFractal_ThirdWave
2024.01.09 06:25:00,GBPJPY,SHORT,order_blocked,0,max_positions,183.058,183.332,182.647,0.26,0.274,1.50,max_positions,,max_positions,0.1501,0.2000,true,false,10.0,0.067,DowFractal_ThirdWave
2024.01.09 13:20:00,GBPJPY,SHORT,order_attempt,0,,183.188,183.381,182.899,0.37,0.193,1.50,,,,0.1795,0.2000,true,false,15.0,0.084,DowFractal_ThirdWave
2024.01.09 13:20:00,GBPJPY,SHORT,order_sent,10009,order_sent,183.188,183.381,182.899,0.37,0.193,1.50,,,,0.1795,0.2000,true,false,15.0,0.084,DowFractal_ThirdWave
2024.01.09 13:25:00,GBPJPY,SHORT,order_blocked,0,max_positions,183.134,183.377,182.770,0.30,0.243,1.50,max_positions,,max_positions,0.1318,0.2000,true,false,11.0,0.083,DowFractal_ThirdWave
2024.01.09 15:40:00,GBPJPY,SHORT,order_attempt,0,,183.137,183.375,182.780,0.30,0.238,1.50,,,,0.0970,0.2000,true,false,9.0,0.093,DowFractal_ThirdWave
2024.01.09 15:40:00,GBPJPY,SHORT,order_sent,10009,order_sent,183.137,183.375,182.780,0.30,0.238,1.50,,,,0.0970,0.2000,true,false,9.0,0.093,DowFractal_ThirdWave
2024.01.09 17:05:00,GBPUSD,SHORT,order_attempt,0,,1.27151,1.27362,1.26835,0.24,0.00211,1.50,,,,0.1806,0.2000,true,false,12.0,0.00066,DowFractal_ThirdWave
2024.01.09 17:05:00,GBPUSD,SHORT,order_sent,10009,order_sent,1.27151,1.27362,1.26835,0.24,0.00211,1.50,,,,0.1806,0.2000,true,false,12.0,0.00066,DowFractal_ThirdWave
2024.01.09 17:10:00,GBPUSD,SHORT,order_blocked,0,max_positions,1.27145,1.27362,1.26820,0.23,0.00217,1.50,max_positions,,max_positions,0.1812,0.2000,true,false,12.0,0.00066,DowFractal_ThirdWave
2024.01.09 17:45:00,GBPUSD,SHORT,order_blocked,0,max_positions,1.27084,1.27317,1.26735,0.21,0.00233,1.50,max_positions,,max_positions,0.1643,0.2000,true,false,10.0,0.00061,DowFractal_ThirdWave
2024.01.11 14:05:00,EURJPY,SHORT,order_attempt,0,,159.582,159.730,159.360,0.49,0.148,1.50,,,,0.1615,0.2000,true,false,12.0,0.074,DowFractal_ThirdWave
2024.01.11 14:05:00,EURJPY,SHORT,order_sent,10009,order_sent,159.582,159.730,159.360,0.49,0.148,1.50,,,,0.1615,0.2000,true,false,12.0,0.074,DowFractal_ThirdWave
2024.01.12 03:45:00,GBPJPY,SHORT,order_attempt,0,,185.347,185.634,184.917,0.25,0.287,1.50,,,,0.1499,0.2000,true,false,15.0,0.100,DowFractal_ThirdWave
2024.01.12 03:45:00,GBPJPY,SHORT,order_sent,10009,order_sent,185.347,185.634,184.917,0.25,0.287,1.50,,,,0.1499,0.2000,true,false,15.0,0.100,DowFractal_ThirdWave
2024.01.12 03:50:00,GBPJPY,SHORT,order_blocked,0,max_positions,185.336,185.637,184.885,0.24,0.301,1.50,max_positions,,max_positions,0.1874,0.2000,true,false,18.0,0.096,DowFractal_ThirdWave
2024.01.12 05:05:00,GBPJPY,SHORT,order_attempt,0,,185.299,185.667,184.747,0.19,0.368,1.50,,,,0.1941,0.2000,true,false,16.0,0.082,DowFractal_ThirdWave
