run,scenario,prefix,elapsed_seconds
A,current_thirdwave_current_sl_1_5R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2025_A_cur15,693.2
C,v4_micro_or_candle_lower_tf_sl_1_2R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2025_C_mc_l12,684.1
D,v4_micro_or_candle_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2025_D_mc_l13,674.3
G,v4_without_weak_lower_tf_sl_1_3R,ExpectedValue_MultiCurrency_ScoreScanner_ltfsl_2025_G_nw_l13,673.9
