open_time,close_time,symbol,direction,volume,open_price,close_price,open_deal,close_deal,commission,swap,profit,net_profit,close_balance,close_comment,holding_minutes,open_bar_m5,close_bar_m5,period,run,scenario,branch,entry_selection_mode,trade_index,month,hour,session,fx_bucket,elapsed_seconds,diag_time,diag_event,diag_symbol,diag_direction,diag_session,diag_order_retcode,diag_order_comment,diag_strategy_name,diag_label,diag_fail_reason,diag_execution_block_reason,diag_fib_zone,diag_h4_trend_state,diag_h1_counter_trend_state,diag_neckline_break_label,diag_entry_price,diag_sl,diag_tp,diag_volume,diag_risk_r,diag_rr,diag_sl_points,diag_sl_atr,diag_tp_points,diag_tp_atr,diag_neckline_price,diag_neckline_break_close_price,diag_right_side_level,diag_bars_since_right_side,diag_distance_neckline_to_entry_atr,diag_distance_right_side_to_entry_atr,diag_spread_atr,diag_spread_points,diag_quality_score,signal_time,signal_event,signal_symbol,signal_direction,signal_session,signal_entry_selection_mode,signal_scan_interval,signal_strategy_name,signal_label,signal_fail_reason,signal_execution_block_reason,signal_fib_zone,signal_h4_trend_state,signal_h1_counter_trend_state,signal_neckline_break_label,signal_h4_impulse_pass,signal_h4_pullback_zone_pass,signal_h1_counter_trend_pass,signal_neckline_pass,signal_structure_sl_pass,signal_rr_pass,signal_spread_guard_pass,signal_spread_guard_blocked,signal_setup_pass,signal_entry_pass,signal_final_entry_pass,signal_h4_impulse_high,signal_h4_impulse_low,signal_h4_fib_retracement_pct,signal_h4_atr,signal_h1_atr,signal_m15_atr,signal_spread_atr,signal_spread_points,signal_neckline_price,signal_neckline_break_close_price,signal_right_side_level,signal_entry_price,signal_sl,signal_tp,signal_volume,signal_risk_r,signal_rr,signal_bars_since_right_side,signal_distance_neckline_to_entry,signal_distance_neckline_to_entry_atr,signal_distance_right_side_to_entry,signal_distance_right_side_to_entry_atr,signal_sl_points,signal_sl_atr,signal_tp_points,signal_tp_atr,signal_quality_score,label,fib_zone,neckline_break_label,retest_quality,breakout_quality_label,breakout_quality_reason,breakout_close_distance_from_neckline_atr,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,false_break_return_inside_neckline_diag,entry_price_diag,sl,tp,risk_r,rr,sl_atr,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,quality_score,result_R,final_result_R,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R,reached_3R,time_to_0_5R,time_to_1R,time_to_1_5R,time_to_2R,time_to_3R,time_to_SL,did_price_reverse_after_1R,did_price_reverse_after_1_5R,would_1R_take_profit_help,would_1_5R_take_profit_help,would_2R_take_profit_work,false_break_return_inside_neckline,false_break_return_bars,immediate_retest_within_4_bars,breakout_body_points,breakout_wick_ratio,breakout_close_strength,close_position_in_bar,breakout_volume_proxy,m15_atr_proxy,neckline_source_type,neckline_age_bars,neckline_range_points,neckline_range_atr,right_shoulder_or_right_bottom_distance_points,right_shoulder_or_right_bottom_distance_atr,entry_close_distance_from_neckline_points,entry_close_distance_from_neckline_atr,bars_since_pattern_completed,bars_since_neckline_defined,bars_since_counter_trend_nwave_completed,failure_type,winning_type,setup_failure_layer,diag_retest_confirmation_mode,diag_retest_detected,diag_retest_held,diag_retest_trigger_pass,diag_retest_failed,diag_original_neckline_break_time,diag_retest_detected_time,diag_retest_trigger_time,diag_retest_bars_after_breakout,diag_entry_delay_bars,diag_retest_depth_atr,diag_retest_zone_atr,diag_retest_reclaim_price,diag_retest_distance_from_neckline_atr,diag_false_break_return_inside_neckline,diag_retest_quality,diag_retest_failure_reason,signal_retest_confirmation_mode,signal_retest_detected,signal_retest_held,signal_retest_trigger_pass,signal_retest_failed,signal_original_neckline_break_time,signal_retest_detected_time,signal_retest_trigger_time,signal_retest_bars_after_breakout,signal_entry_delay_bars,signal_retest_depth_atr,signal_retest_zone_atr,signal_retest_reclaim_price,signal_retest_distance_from_neckline_atr,signal_false_break_return_inside_neckline,signal_retest_quality,signal_retest_failure_reason,diag_breakout_quality_router_mode,diag_breakout_quality_label,diag_breakout_quality_reason,diag_breakout_quality_pass,diag_breakout_strong,diag_breakout_weak,diag_breakout_dirty,diag_breakout_close_distance_from_neckline_atr,diag_breakout_close_distance_from_neckline_points,diag_breakout_body_ratio,diag_breakout_body_atr,diag_breakout_range_atr,diag_breakout_directional_wick_ratio,diag_breakout_close_position_directional,diag_neckline_touch_count,signal_breakout_quality_router_mode,signal_breakout_quality_label,signal_breakout_quality_reason,signal_breakout_quality_pass,signal_breakout_strong,signal_breakout_weak,signal_breakout_dirty,signal_breakout_close_distance_from_neckline_atr,signal_breakout_close_distance_from_neckline_points,signal_breakout_body_ratio,signal_breakout_body_atr,signal_breakout_range_atr,signal_breakout_directional_wick_ratio,signal_breakout_close_position_directional,signal_neckline_touch_count
2025-08-21 17:20:00,2025-08-22 03:56:41,GBPJPY,SHORT,0.22,198.921,199.254,4,5,0.0,-3.43,-49.34,-52.77,10027.14,sl 199.252,636.68,2025-08-21 17:20:00,2025-08-22 03:55:00,2025-08,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,instant_breakout,BEST_ONLY,2,2025-08,17,server_16_23,FX,52.6,2025.08.21 17:19:59,order_sent,GBPJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,198.921,199.252,198.259,0.22,0.331,2.00,331.0,1.74,662.0,3.48,198.909,198.840,199.214,13,0.06,1.54,0.1996,38.0,63.21,2025.08.21 17:19:59,final_entry_candidate,GBPJPY,SHORT,server_16_23,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,199.432,197.842,50.06,0.532,0.280,0.190,0.1996,38.0,198.909,198.840,199.214,198.921,199.252,198.259,0.22,0.331,2.00,13,0.012,0.06,0.293,1.54,331.0,1.74,662.0,3.48,63.21,neckline_break_late,valid_h4_pullback_zone,neckline_break_late,not_applicable,not_recorded,,0.0,0.987,0.4,0.0,0.0,0.0,9,,198.921,199.252,198.259,0.331,2.0,1.74,3.48,198.909,198.84,199.214,13,0.06,1.54,0.1996,63.21,-1.006,-1.006,0.616,0.991,1,0,0,0,0,400.0,,,,,,0,0,0,0,0,1,0,1,76.0,0.013,0.013,0.013,686,0.19022989,double_top,13,305.0,1.603,305.0,1.603,12.0,0.063,13,13,13,false_breakout,,M15_neckline_quality_problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06 16:35:00,2025-08-07 04:43:19,XAUUSD,LONG,0.07,3366.93,3380.85,2,3,0.0,-17.53,97.44,79.91,10079.91,tp 3380.79,728.32,2025-08-06 16:35:00,2025-08-07 04:40:00,2025-08,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,instant_breakout,ALL_SCORE_PASSING,1,2025-08,16,server_16_23,XAUUSD,52.5,2025.08.06 16:34:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,3366.93,3360.00,3380.79,0.07,6.93,2.00,693.0,1.80,1386.0,3.60,3367.00,3369.08,3360.19,5,0.02,1.75,0.0468,18.0,75.82,2025.08.06 16:34:59,final_entry_candidate,XAUUSD,LONG,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,3390.44,3349.91,56.60,12.34,6.59,3.85,0.0468,18.0,3367.00,3369.08,3360.19,3366.93,3360.00,3380.79,0.07,6.93,2.00,5,0.07,0.02,6.74,1.75,693.0,1.80,1386.0,3.60,75.82,neckline_break_late,valid_h4_pullback_zone,neckline_break_late,not_applicable,not_recorded,,0.0,0.436,0.616,0.0,0.0,0.0,18,,3366.93,3360.0,3380.79,6.93,2.0,1.8,3.6,3367.0,3369.08,3360.19,5,0.02,1.75,0.0468,75.82,2.009,2.009,2.185,0.247,1,1,1,1,0,15.0,30.0,55.0,725.0,,,0,0,0,0,1,1,0,1,237.0,0.564,0.224,0.224,2086,3.85,double_bottom,5,681.0,1.769,681.0,1.769,7.0,0.018,5,5,5,,retest_then_go,n/a_win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-21 17:20:00,2025-08-22 03:56:41,GBPJPY,SHORT,0.22,198.921,199.254,4,5,0.0,-3.43,-49.34,-52.77,10027.14,sl 199.252,636.68,2025-08-21 17:20:00,2025-08-22 03:55:00,2025-08,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,instant_breakout,ALL_SCORE_PASSING,2,2025-08,17,server_16_23,FX,52.5,2025.08.21 17:19:59,order_sent,GBPJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,198.921,199.252,198.259,0.22,0.331,2.00,331.0,1.74,662.0,3.48,198.909,198.840,199.214,13,0.06,1.54,0.1996,38.0,63.21,2025.08.21 17:19:59,final_entry_candidate,GBPJPY,SHORT,server_16_23,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,199.432,197.842,50.06,0.532,0.280,0.190,0.1996,38.0,198.909,198.840,199.214,198.921,199.252,198.259,0.22,0.331,2.00,13,0.012,0.06,0.293,1.54,331.0,1.74,662.0,3.48,63.21,neckline_break_late,valid_h4_pullback_zone,neckline_break_late,not_applicable,not_recorded,,0.0,0.987,0.4,0.0,0.0,0.0,9,,198.921,199.252,198.259,0.331,2.0,1.74,3.48,198.909,198.84,199.214,13,0.06,1.54,0.1996,63.21,-1.006,-1.006,0.616,0.991,1,0,0,0,0,400.0,,,,,,0,0,0,0,0,1,0,1,76.0,0.013,0.013,0.013,686,0.19022989,double_top,13,305.0,1.603,305.0,1.603,12.0,0.063,13,13,13,false_breakout,,M15_neckline_quality_problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06 16:35:00,2025-08-07 04:43:19,XAUUSD,LONG,0.07,3366.93,3380.85,2,3,0.0,-17.56,97.44,79.88,10079.88,tp 3380.79,728.32,2025-08-06 16:35:00,2025-08-07 04:40:00,2025-08,E,Nested_NWave_RetestConfirmation_BOTH_best_H4_H1_M15_2R,retest_confirmation,BEST_ONLY,1,2025-08,16,server_16_23,XAUUSD,52.7,2025.08.06 16:34:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,3366.93,3360.00,3380.79,0.07,6.93,2.00,693.0,1.80,1386.0,3.60,3367.00,3367.50,3360.19,5,0.02,1.75,0.0468,18.0,134.39,2025.08.06 16:34:59,final_entry_candidate,XAUUSD,LONG,server_16_23,best_only,300,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,true,true,true,false,true,true,true,3390.44,3349.91,56.60,12.34,6.59,3.85,0.0468,18.0,3367.00,3367.50,3360.19,3366.93,3360.00,3380.79,0.07,6.93,2.00,5,0.07,0.02,6.74,1.75,693.0,1.80,1386.0,3.60,134.39,retest_confirmation_entry,valid_h4_pullback_zone,retest_confirmed,shallow_retest_then_go,not_recorded,,0.0,0.436,0.616,0.0,0.0,0.0,18,false,3366.93,3360.0,3380.79,6.93,2.0,1.8,3.6,3367.0,3367.5,3360.19,5,0.02,1.75,0.0468,134.39,2.009,2.009,2.185,0.247,1,1,1,1,0,15.0,30.0,55.0,725.0,,,0,0,0,0,1,1,0,1,237.0,0.564,0.224,0.224,2086,3.85,double_bottom,5,681.0,1.769,681.0,1.769,7.0,0.018,5,5,5,,retest_then_go,n/a_win,true,true,true,true,false,2025.08.06 15:45:00,2025.08.06 16:00:00,2025.08.06 16:15:00,1,2,0.05,0.50,3367.00,0.05,false,shallow_retest_then_go,,true,true,true,true,false,2025.08.06 15:45:00,2025.08.06 16:00:00,2025.08.06 16:15:00,1,2,0.05,0.50,3367.00,0.05,false,shallow_retest_then_go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06 16:35:00,2025-08-07 04:43:19,XAUUSD,LONG,0.07,3366.93,3380.85,2,3,0.0,-17.56,97.44,79.88,10079.88,tp 3380.79,728.32,2025-08-06 16:35:00,2025-08-07 04:40:00,2025-08,F,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,retest_confirmation,ALL_SCORE_PASSING,1,2025-08,16,server_16_23,XAUUSD,52.6,2025.08.06 16:34:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,3366.93,3360.00,3380.79,0.07,6.93,2.00,693.0,1.80,1386.0,3.60,3367.00,3367.50,3360.19,5,0.02,1.75,0.0468,18.0,134.39,2025.08.06 16:34:59,final_entry_candidate,XAUUSD,LONG,server_16_23,all_score_passing,300,Nested_NWave_RetestConfirmation,retest_confirmation_entry,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,true,true,true,true,true,true,true,false,true,true,true,3390.44,3349.91,56.60,12.34,6.59,3.85,0.0468,18.0,3367.00,3367.50,3360.19,3366.93,3360.00,3380.79,0.07,6.93,2.00,5,0.07,0.02,6.74,1.75,693.0,1.80,1386.0,3.60,134.39,retest_confirmation_entry,valid_h4_pullback_zone,retest_confirmed,shallow_retest_then_go,not_recorded,,0.0,0.436,0.616,0.0,0.0,0.0,18,false,3366.93,3360.0,3380.79,6.93,2.0,1.8,3.6,3367.0,3367.5,3360.19,5,0.02,1.75,0.0468,134.39,2.009,2.009,2.185,0.247,1,1,1,1,0,15.0,30.0,55.0,725.0,,,0,0,0,0,1,1,0,1,237.0,0.564,0.224,0.224,2086,3.85,double_bottom,5,681.0,1.769,681.0,1.769,7.0,0.018,5,5,5,,retest_then_go,n/a_win,true,true,true,true,false,2025.08.06 15:45:00,2025.08.06 16:00:00,2025.08.06 16:15:00,1,2,0.05,0.50,3367.00,0.05,false,shallow_retest_then_go,,true,true,true,true,false,2025.08.06 15:45:00,2025.08.06 16:00:00,2025.08.06 16:15:00,1,2,0.05,0.50,3367.00,0.05,false,shallow_retest_then_go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02 06:00:00,2025-10-02 11:49:35,XAUUSD,LONG,0.1,3866.29,3876.25,2,3,0.0,0.0,99.6,99.6,10099.6,tp 3876.25,349.58,2025-10-02 06:00:00,2025-10-02 11:45:00,2025-10,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,instant_breakout,BEST_ONLY,1,2025-10,06,server_00_07,XAUUSD,62.7,2025.10.02 06:00:00,order_sent,XAUUSD,LONG,server_00_07,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,3866.29,3861.31,3876.25,0.10,4.98,2.00,498.0,0.97,996.0,1.94,3865.17,3866.15,3861.57,4,0.22,0.92,0.0351,18.0,100.39,2025.10.02 06:00:00,final_entry_candidate,XAUUSD,LONG,server_00_07,best_only,300,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,true,false,true,true,true,3895.28,3793.16,38.36,26.30,12.89,5.13,0.0351,18.0,3865.17,3866.15,3861.57,3866.29,3861.31,3876.25,0.10,4.98,2.00,4,1.12,0.22,4.72,0.92,498.0,0.97,996.0,1.94,100.39,neckline_break_initial,valid_h4_pullback_zone,neckline_break_initial,not_applicable,not_recorded,,0.0,0.789,0.218,0.0,0.0,0.0,56,,3866.29,3861.31,3876.25,4.98,2.0,0.97,1.94,3865.17,3866.15,3861.57,4,0.22,0.92,0.0351,100.39,2.0,2.0,2.177,0.904,1,1,1,1,0,10.0,185.0,195.0,345.0,,,0,0,0,0,1,1,7,1,112.0,0.211,0.141,0.141,921,5.13402062,double_bottom,4,360.0,0.701,360.0,0.701,112.0,0.218,4,4,4,,retest_then_go,n/a_win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 15:05:00,2025-10-10 18:05:47,XAUUSD,SHORT,0.04,3988.12,4000.47,4,5,0.0,0.0,-49.4,-49.4,10050.2,sl 4000.46,180.78,2025-10-10 15:05:00,2025-10-10 18:05:00,2025-10,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,instant_breakout,BEST_ONLY,2,2025-10,15,server_08_15,XAUUSD,62.7,2025.10.10 15:04:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,3988.12,4000.46,3963.44,0.04,12.34,2.00,1234.0,1.62,2468.0,3.23,3990.81,3987.09,4000.08,6,0.35,1.57,0.0249,19.0,98.84,2025.10.10 15:04:59,final_entry_candidate,XAUUSD,SHORT,server_08_15,best_only,300,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,true,false,true,true,true,4057.91,3944.83,41.78,36.91,16.98,7.64,0.0249,19.0,3990.81,3987.09,4000.08,3988.12,4000.46,3963.44,0.04,12.34,2.00,6,2.69,0.35,11.96,1.57,1234.0,1.62,2468.0,3.23,98.84,neckline_break_initial,valid_h4_pullback_zone,neckline_break_initial,not_applicable,not_recorded,,0.0,0.338,0.131,0.0,0.0,0.0,27,,3988.12,4000.46,3963.44,12.34,2.0,1.62,3.23,3990.81,3987.09,4000.08,6,0.35,1.57,0.0249,98.84,-1.001,-1.001,1.412,1.932,1,1,0,0,0,40.0,110.0,,,,180.0,1,0,1,0,0,1,2,1,100.0,0.662,0.463,0.463,2409,7.61728395,double_top,6,927.0,1.217,927.0,1.217,269.0,0.353,6,6,6,false_breakout,,M15_neckline_quality_problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-16 16:35:00,2025-10-16 17:33:39,USDJPY,SHORT,0.42,151.21,150.856,6,7,0.0,0.0,98.56,98.56,10148.76,tp 150.856,58.65,2025-10-16 16:35:00,2025-10-16 17:30:00,2025-10,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,instant_breakout,BEST_ONLY,3,2025-10,16,server_16_23,FX,62.7,2025.10.16 16:34:59,order_sent,USDJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,151.210,151.387,150.856,0.42,0.177,2.00,177.0,1.54,354.0,3.07,151.154,151.138,151.367,8,0.49,1.36,0.1736,20.0,66.82,2025.10.16 16:34:59,final_entry_candidate,USDJPY,SHORT,server_16_23,best_only,300,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,true,true,true,false,true,true,true,151.732,150.505,47.76,0.469,0.252,0.115,0.1736,20.0,151.154,151.138,151.367,151.210,151.387,150.856,0.42,0.177,2.00,8,0.056,0.49,0.157,1.36,177.0,1.54,354.0,3.07,66.82,neckline_break_late,valid_h4_pullback_zone,neckline_break_late,not_applicable,not_recorded,,0.0,0.745,0.609,0.0,0.0,0.0,30,,151.21,151.387,150.856,0.177,2.0,1.54,3.07,151.154,151.138,151.367,8,0.49,1.36,0.1736,66.82,2.0,2.0,2.181,0.062,1,1,1,1,0,0.0,10.0,35.0,55.0,,,0,0,0,0,1,0,,1,70.0,0.255,0.255,0.255,810,0.11493506,double_top,8,213.0,1.853,213.0,1.853,56.0,0.487,8,8,8,,retest_then_go,n/a_win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-17 23:35:00,2025-10-20 15:35:45,XAUUSD,LONG,0.01,4244.13,4308.9,8,9,0.0,-0.83,64.77,63.94,10212.7,tp 4308.89,3840.75,2025-10-17 23:35:00,2025-10-20 15:35:00,2025-10,C,Nested_NWave_NecklineBreak_BOTH_best_H4_H1_M15_2R,instant_breakout,BEST_ONLY,4,2025-10,23,server_16_23,XAUUSD,62.7,2025.10.17 23:34:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,4244.13,4211.75,4308.89,0.01,32.38,2.00,3238.0,2.07,6476.0,4.14,4244.63,4245.63,4212.53,5,0.03,2.02,0.0192,30.0,103.36,2025.10.17 23:34:59,final_entry_candidate,XAUUSD,LONG,server_16_23,best_only,300,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,true,false,true,true,true,4379.46,4090.49,60.43,53.15,36.32,15.64,0.0192,30.0,4244.63,4245.63,4212.53,4244.13,4211.75,4308.89,0.01,32.38,2.00,5,0.50,0.03,31.60,2.02,3238.0,2.07,6476.0,4.14,103.36,neckline_break_initial,valid_h4_pullback_zone,neckline_break_initial,not_applicable,not_recorded,,0.0,0.543,0.113,0.0,0.0,0.0,21,,4244.13,4211.75,4308.89,32.38,2.0,2.07,4.14,4244.63,4245.63,4212.53,5,0.03,2.02,0.0192,103.36,2.0,2.0,2.455,0.776,1,1,1,1,0,2965.0,3800.0,3820.0,3840.0,,,0,0,0,0,1,0,,1,177.0,0.457,0.396,0.396,1932,15.64251208,double_bottom,5,3210.0,2.052,3210.0,2.052,50.0,0.032,5,5,5,,retest_then_go,n/a_win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02 06:00:00,2025-10-02 11:49:35,XAUUSD,LONG,0.1,3866.29,3876.25,2,3,0.0,0.0,99.6,99.6,10099.6,tp 3876.25,349.58,2025-10-02 06:00:00,2025-10-02 11:45:00,2025-10,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,instant_breakout,ALL_SCORE_PASSING,1,2025-10,06,server_00_07,XAUUSD,52.5,2025.10.02 06:00:00,order_sent,XAUUSD,LONG,server_00_07,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,3866.29,3861.31,3876.25,0.10,4.98,2.00,498.0,0.97,996.0,1.94,3865.17,3866.15,3861.57,4,0.22,0.92,0.0351,18.0,100.39,2025.10.02 06:00:00,final_entry_candidate,XAUUSD,LONG,server_00_07,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,true,false,true,true,true,3895.28,3793.16,38.36,26.30,12.89,5.13,0.0351,18.0,3865.17,3866.15,3861.57,3866.29,3861.31,3876.25,0.10,4.98,2.00,4,1.12,0.22,4.72,0.92,498.0,0.97,996.0,1.94,100.39,neckline_break_initial,valid_h4_pullback_zone,neckline_break_initial,not_applicable,not_recorded,,0.0,0.789,0.218,0.0,0.0,0.0,56,,3866.29,3861.31,3876.25,4.98,2.0,0.97,1.94,3865.17,3866.15,3861.57,4,0.22,0.92,0.0351,100.39,2.0,2.0,2.177,0.904,1,1,1,1,0,10.0,185.0,195.0,345.0,,,0,0,0,0,1,1,7,1,112.0,0.211,0.141,0.141,921,5.13402062,double_bottom,4,360.0,0.701,360.0,0.701,112.0,0.218,4,4,4,,retest_then_go,n/a_win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 15:05:00,2025-10-10 18:05:47,XAUUSD,SHORT,0.04,3988.12,4000.47,4,5,0.0,0.0,-49.4,-49.4,10050.2,sl 4000.46,180.78,2025-10-10 15:05:00,2025-10-10 18:05:00,2025-10,D,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,instant_breakout,ALL_SCORE_PASSING,2,2025-10,15,server_08_15,XAUUSD,52.5,2025.10.10 15:04:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,3988.12,4000.46,3963.44,0.04,12.34,2.00,1234.0,1.62,2468.0,3.23,3990.81,3987.09,4000.08,6,0.35,1.57,0.0249,19.0,98.84,2025.10.10 15:04:59,final_entry_candidate,XAUUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,true,true,true,true,true,true,true,false,true,true,true,4057.91,3944.83,41.78,36.91,16.98,7.64,0.0249,19.0,3990.81,3987.09,4000.08,3988.12,4000.46,3963.44,0.04,12.34,2.00,6,2.69,0.35,11.96,1.57,1234.0,1.62,2468.0,3.23,98.84,neckline_break_initial,valid_h4_pullback_zone,neckline_break_initial,not_applicable,not_recorded,,0.0,0.338,0.131,0.0,0.0,0.0,27,,3988.12,4000.46,3963.44,12.34,2.0,1.62,3.23,3990.81,3987.09,4000.08,6,0.35,1.57,0.0249,98.84,-1.001,-1.001,1.412,1.932,1,1,0,0,0,40.0,110.0,,,,180.0,1,0,1,0,0,1,2,1,100.0,0.662,0.463,0.463,2409,7.61728395,double_top,6,927.0,1.217,927.0,1.217,269.0,0.353,6,6,6,false_breakout,,M15_neckline_quality_problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
