open_time,close_time,symbol,direction,volume,open_price,close_price,open_deal,close_deal,commission,swap,profit,net_profit,close_balance,close_comment,holding_minutes,open_bar_m5,close_bar_m5,period,context,run,variant,scenario,signal_mode,trade_index,time,event,entry_price,sl,tp,mid_tf_structure_sl,lower_tf_reversal_sl,mid_tf_structure_sl_atr,lower_tf_reversal_sl_atr,lower_tf_reversal_sl_status,result_R,regime,session,scan_interval,entry_selection_mode,v4_signal_mode,v4_signal_mode_pass,v4_signal_mode_blocked,higher_tf,higher_structure_state,mid_tf,pullback_depth_pct,pullback_depth_atr,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name,month,hour,is_xauusd
2025.08.21 10:05:00,2025.08.21 10:37:43,XAUUSD,LONG,0.2,3336.51,3340.42,50,51,0.0,0.0,78.2,78.2,10212.51,tp 3340.17,32.72,2025.08.21 10:05:00,2025.08.21 10:35:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,25,2025.08.21 10:04:59,order_sent,3336.51,3334.07,3340.17,3334.07,3334.07,1.58,1.58,valid,1.6025,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,HH_HL,PERIOD_M15,57.34,8.39,1.45,7.18,PERIOD_M5,3337.93,3337.93,1,0.92,142.0,late,70.00,1.58,2.44,1.50,0.1228,,,true,,true,,0.00,false,0.00,1,0.92,candle_reversal,,7,1,0.92,7.18,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,10,XAUUSD
2025.08.21 12:35:00,2025.08.21 13:33:47,XAUUSD,LONG,0.27,3339.43,3337.57,52,53,0.0,0.0,-50.22,-50.22,10162.29,sl 3337.58,58.78,2025.08.21 12:35:00,2025.08.21 13:30:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,26,2025.08.21 12:34:59,order_sent,3339.43,3337.58,3342.21,3337.58,3337.58,1.39,1.39,valid,-1.0054,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,HH_HL,PERIOD_M15,80.46,5.42,1.25,9.24,PERIOD_M5,3340.62,3340.62,1,0.89,119.0,unclear,95.00,1.39,1.85,1.50,0.1427,,,true,,true,,0.00,false,0.00,1,1.43,early_higher_low,,24,1,0.89,9.24,18.00,95.00,late_entry,entry_far_from_reclaim_or_pullback,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,12,XAUUSD
2025.08.25 14:05:00,2025.08.25 14:46:35,XAUUSD,LONG,0.21,3367.24,3370.77,54,55,0.0,0.0,74.13,74.13,10236.42,tp 3370.74,41.58,2025.08.25 14:05:00,2025.08.25 14:45:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,27,2025.08.25 14:04:59,order_sent,3367.24,3364.91,3370.74,3364.91,3364.74,1.77,1.90,valid,1.515,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,HH_HL,PERIOD_M15,69.73,2.10,1.63,31.75,PERIOD_M5,3367.23,3367.23,1,0.01,1.0,early,70.00,1.77,2.33,1.50,0.1445,,,true,,true,,0.00,false,0.00,1,0.64,candle_reversal,,19,1,0.01,31.75,18.00,70.00,third_wave_initial,clean_pullback_and_near_reclaim,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,14,XAUUSD
2025.08.26 09:55:00,2025.08.26 10:11:41,XAUUSD,LONG,0.1,3377.0,3372.25,56,57,0.0,0.0,-47.5,-47.5,10188.92,sl 3372.27,16.68,2025.08.26 09:55:00,2025.08.26 10:10:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,28,2025.08.26 09:54:59,order_sent,3377.00,3372.27,3384.10,3372.27,3372.23,2.66,2.68,valid,-1.0042,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,HH_HL,PERIOD_M15,84.15,4.86,2.54,27.31,PERIOD_M5,3376.89,3376.89,1,0.06,11.0,early,95.00,2.66,4.73,1.50,0.1124,,,true,,true,,20.00,false,0.48,1,0.06,early_higher_low,,6,1,0.06,27.31,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,09,XAUUSD
2025.08.26 21:40:00,2025.08.26 22:07:43,XAUUSD,LONG,0.25,3384.33,3387.56,58,59,0.0,0.0,80.75,80.75,10269.67,tp 3387.38,27.72,2025.08.26 21:40:00,2025.08.26 22:05:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,29,2025.08.26 21:39:59,order_sent,3384.33,3382.30,3387.38,3382.30,3380.03,1.70,3.59,valid,1.5911,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,HH_HL,PERIOD_M15,36.02,2.53,1.53,9.58,PERIOD_M5,3383.25,3383.25,1,0.90,108.0,late,65.00,1.70,2.03,1.50,0.1671,,,true,,true,,0.00,false,0.94,1,0.60,candle_reversal,,6,1,0.90,9.58,64.00,65.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,21,XAUUSD
2025.08.28 15:50:00,2025.08.28 16:07:32,USDJPY,SHORT,0.33,146.951,147.176,60,61,0.0,0.0,-50.45,-50.45,10219.22,sl 147.176,17.53,2025.08.28 15:50:00,2025.08.28 16:05:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,30,2025.08.28 15:49:59,order_sent,146.951,147.176,146.614,147.176,147.176,2.88,2.88,valid,-1.0,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,LL_LH,PERIOD_M15,41.79,1.55,2.69,52.24,PERIOD_M5,146.902,146.902,1,0.63,49.0,unclear,60.00,2.88,0.225,1.50,0.1923,,,true,,true,,0.00,false,0.03,2,1.32,micro_break,,3,1,0.63,52.24,36.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,15,FX
2025.08.28 17:00:00,2025.08.28 17:20:57,USDJPY,SHORT,0.83,147.086,146.946,62,63,0.0,0.0,79.08,79.08,10298.3,tp 146.951,20.95,2025.08.28 17:00:00,2025.08.28 17:20:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,31,2025.08.28 16:59:59,order_sent,147.086,147.176,146.951,147.176,147.241,0.93,1.60,valid,1.5556,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,LL_LH,PERIOD_M15,41.79,1.23,0.77,18.66,PERIOD_M5,147.096,147.096,1,0.10,10.0,early,60.00,0.93,0.090,1.50,0.1549,,,true,,true,,70.00,true,1.36,3,0.69,micro_break,,5,1,0.10,18.66,82.00,60.00,third_wave_initial,clean_pullback_and_near_reclaim,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,17,FX
2025.08.29 06:10:00,2025.08.29 07:23:01,XAUUSD,LONG,0.12,3411.8,3407.66,65,66,0.0,0.0,-49.68,-49.68,10248.62,sl 3407.68,73.02,2025.08.29 06:10:00,2025.08.29 07:20:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,32,2025.08.29 06:09:59,order_sent,3411.80,3407.68,3417.98,3407.68,3408.90,2.86,2.01,valid,-1.0049,REGIME_TREND_UP,server_00_07,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,HH_HL,PERIOD_M15,52.73,6.44,2.72,13.54,PERIOD_M5,3413.91,3413.91,1,1.47,211.0,late,70.00,2.86,4.12,1.50,0.1389,,,true,,true,,0.00,false,0.00,1,1.49,candle_reversal,,18,1,1.47,13.54,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,06,XAUUSD
2025.08.28 17:45:00,2025.08.29 13:56:01,USDJPY,SHORT,0.26,146.96,147.241,64,67,0.0,-3.12,-52.74,-52.739999999999995,10195.88,sl 147.241,1211.02,2025.08.28 17:45:00,2025.08.29 13:55:00,2025-08,2025 comparison sample,B,v4_all_signals,ThirdWave_v4_all_signals_BOTH_all_5m,V4_SIGNAL_ALL,33,2025.08.28 17:44:59,order_sent,146.960,147.241,146.539,147.241,147.241,3.67,3.67,valid,-1.0,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_ALL,true,false,PERIOD_H1,LL_LH,PERIOD_M15,71.64,2.92,3.47,44.63,PERIOD_M5,146.869,146.869,1,1.19,91.0,late,70.00,3.67,0.281,1.50,0.1959,,,true,,true,,0.00,false,0.00,1,1.19,candle_reversal,,14,1,1.19,44.63,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,17,FX
2025.08.01 04:40:00,2025.08.01 06:09:37,XAUUSD,SHORT,0.08,3288.16,3294.19,2,3,0.0,0.0,-48.24,-48.24,9951.76,sl 3294.02,89.62,2025.08.01 04:40:00,2025.08.01 06:05:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,1,2025.08.01 04:39:59,order_sent,3288.16,3294.02,3279.37,3294.02,3294.02,2.60,2.60,valid,-1.029,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,19.40,1.23,2.52,26.45,PERIOD_M5,3288.77,3288.77,1,0.27,61.0,acceptable,90.00,2.60,5.86,1.50,0.0844,,,true,,true,,20.00,false,1.01,1,0.24,micro_break,,11,1,0.27,26.45,64.00,90.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,04,XAUUSD
2025.08.01 20:05:00,2025.08.01 22:36:16,XAUUSD,LONG,0.07,3347.94,3358.42,4,5,0.0,0.0,73.36,73.36,10025.12,tp 3358.40,151.27,2025.08.01 20:05:00,2025.08.01 22:35:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,2,2025.08.01 20:04:59,order_sent,3347.94,3340.97,3358.40,3340.97,3340.19,2.50,2.78,valid,1.5036,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,19.72,2.06,2.38,9.50,PERIOD_M5,3345.33,3345.33,1,0.94,261.0,late,60.00,2.50,6.97,1.50,0.0646,,,true,,true,,35.00,false,1.70,2,0.31,micro_break,,6,1,0.94,9.50,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,20,XAUUSD
2025.08.04 11:25:00,2025.08.04 15:05:10,XAUUSD,LONG,0.06,3359.42,3371.26,6,7,0.0,0.0,71.04,71.04,10096.16,tp 3371.26,220.17,2025.08.04 11:25:00,2025.08.04 15:05:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,3,2025.08.04 11:24:59,order_sent,3359.42,3351.53,3371.26,3351.53,3351.53,3.22,3.22,valid,1.5006,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,72.19,4.34,3.14,32.07,PERIOD_M5,3357.06,3357.06,1,0.96,236.0,late,75.00,3.22,7.89,1.50,0.0776,,,true,,true,,0.00,false,1.07,2,0.53,micro_break,,10,1,0.96,32.07,82.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,11,XAUUSD
2025.08.12 20:55:00,2025.08.13 01:02:20,XAUUSD,SHORT,0.14,3348.03,3351.53,8,9,0.0,3.57,-45.43,-45.43,10050.73,sl 3351.48,247.33,2025.08.12 20:55:00,2025.08.13 01:00:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,4,2025.08.12 20:54:59,order_sent,3348.03,3351.48,3342.86,3351.48,3351.48,1.95,1.95,valid,-1.0145,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,74.73,3.60,1.80,11.76,PERIOD_M5,3347.74,3347.74,1,0.16,29.0,early,60.00,1.95,3.45,1.50,0.1019,,,true,,true,,0.00,false,0.49,2,0.40,micro_break,,24,1,0.16,11.76,54.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,20,XAUUSD
2025.08.13 08:20:00,2025.08.13 09:05:22,XAUUSD,SHORT,0.18,3349.76,3352.56,10,11,0.0,0.0,-50.4,-50.4,10000.33,sl 3352.49,45.37,2025.08.13 08:20:00,2025.08.13 09:05:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,5,2025.08.13 08:19:59,order_sent,3349.76,3352.49,3345.67,3352.49,3352.49,2.27,2.27,valid,-1.0256,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,82.89,3.03,2.12,21.93,PERIOD_M5,3350.54,3350.54,1,0.65,78.0,unclear,60.00,2.27,2.73,1.50,0.1497,,,true,,true,,70.00,true,1.36,3,1.05,micro_break,,22,1,0.65,21.93,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,08,XAUUSD
2025.08.21 10:20:00,2025.08.21 13:39:41,XAUUSD,LONG,0.14,3337.63,3333.93,12,13,0.0,0.0,-51.8,-51.8,9948.53,sl 3334.07,199.68,2025.08.21 10:20:00,2025.08.21 13:35:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,6,2025.08.21 10:19:59,order_sent,3337.63,3334.07,3342.97,3334.07,3334.07,2.22,2.22,valid,-1.0393,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,57.34,7.86,2.10,10.76,PERIOD_M5,3337.69,3337.69,1,0.04,6.0,early,75.00,2.22,3.56,1.50,0.1184,,,true,,true,,35.00,false,1.27,2,0.68,micro_break,,10,1,0.04,10.76,82.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,10,XAUUSD
2025.08.25 14:40:00,2025.08.25 15:56:43,XAUUSD,LONG,0.1,3369.71,3364.82,14,15,0.0,0.0,-48.9,-48.9,9899.63,sl 3364.91,76.72,2025.08.25 14:40:00,2025.08.25 15:55:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,7,2025.08.25 14:39:59,order_sent,3369.71,3364.91,3376.91,3364.91,3364.91,3.30,3.30,valid,-1.0187,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,69.73,2.15,3.17,68.40,PERIOD_M5,3368.44,3368.44,1,0.87,127.0,unclear,75.00,3.30,4.80,1.50,0.1305,,,true,,true,,20.00,false,1.16,2,0.03,micro_break,,24,1,0.87,68.40,82.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,14,XAUUSD
2025.08.26 21:45:00,2025.08.26 22:10:13,XAUUSD,LONG,0.21,3384.59,3388.08,16,17,0.0,0.0,73.29,73.29,9972.92,tp 3388.04,25.22,2025.08.26 21:45:00,2025.08.26 22:10:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,8,2025.08.26 21:44:59,order_sent,3384.59,3382.29,3388.04,3382.29,3380.02,2.04,4.06,valid,1.5174,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,36.02,2.53,1.86,10.94,PERIOD_M5,3383.61,3383.61,1,0.87,98.0,unclear,60.00,2.04,2.30,1.50,0.1865,,,true,,true,,20.00,false,1.05,2,0.03,micro_break,,7,1,0.87,10.94,64.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,21,XAUUSD
2025.08.28 15:50:00,2025.08.28 16:07:32,USDJPY,SHORT,0.32,146.951,147.176,18,19,0.0,0.0,-48.92,-48.92,9924.0,sl 147.176,17.53,2025.08.28 15:50:00,2025.08.28 16:05:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,9,2025.08.28 15:49:59,order_sent,146.951,147.176,146.614,147.176,147.176,2.88,2.88,valid,-1.0,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,41.79,1.55,2.69,52.24,PERIOD_M5,146.902,146.902,1,0.63,49.0,unclear,60.00,2.88,0.225,1.50,0.1923,,,true,,true,,0.00,false,0.03,2,1.32,micro_break,,3,1,0.63,52.24,36.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,15,FX
2025.08.28 17:00:00,2025.08.28 17:20:57,USDJPY,SHORT,0.81,147.086,146.946,20,21,0.0,0.0,77.17,77.17,10001.17,tp 146.951,20.95,2025.08.28 17:00:00,2025.08.28 17:20:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,10,2025.08.28 16:59:59,order_sent,147.086,147.176,146.951,147.176,147.241,0.93,1.60,valid,1.5556,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,41.79,1.23,0.77,18.66,PERIOD_M5,147.096,147.096,1,0.10,10.0,early,60.00,0.93,0.090,1.50,0.1549,,,true,,true,,70.00,true,1.36,3,0.69,micro_break,,5,1,0.10,18.66,82.00,60.00,third_wave_initial,clean_pullback_and_near_reclaim,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,17,FX
2025.08.29 06:35:00,2025.08.29 07:23:01,XAUUSD,LONG,0.13,3411.34,3407.66,22,23,0.0,0.0,-47.84,-47.84,9953.33,sl 3407.67,48.02,2025.08.29 06:35:00,2025.08.29 07:20:00,2025-08,2025 comparison sample,C,v4_micro_break_only,ThirdWave_v4_micro_break_only_BOTH_all_5m,V4_SIGNAL_MICRO_BREAK_ONLY,11,2025.08.29 06:34:59,order_sent,3411.34,3407.67,3416.85,3407.67,3409.75,2.66,1.15,valid,-1.0027,REGIME_TREND_UP,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,52.73,6.04,2.51,11.95,PERIOD_M5,3411.96,3411.96,1,0.45,62.0,acceptable,60.00,2.66,3.67,1.50,0.1523,,,true,,true,,70.00,true,1.39,3,1.52,micro_break,,23,1,0.45,11.95,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,06,XAUUSD
2025.08.01 01:05:00,2025.08.01 01:46:23,XAUUSD,SHORT,0.14,3291.52,3295.04,2,3,0.0,0.0,-49.28,-49.28,9950.72,sl 3295.01,41.38,2025.08.01 01:05:00,2025.08.01 01:45:00,2025-08,2025 comparison sample,D,v4_candle_reversal_only,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,V4_SIGNAL_CANDLE_REVERSAL_ONLY,1,2025.08.01 01:04:59,order_sent,3291.52,3295.01,3286.29,3295.01,3295.01,2.39,2.39,valid,-1.0086,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_CANDLE_REVERSAL_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,24.07,2.08,2.26,15.44,PERIOD_M5,3290.06,3290.06,1,1.00,146.0,late,85.00,2.39,3.49,1.50,0.1231,,,true,,true,,0.00,false,1.05,1,1.13,candle_reversal,,24,1,1.00,15.44,46.00,85.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,01,XAUUSD
2025.08.01 02:10:00,2025.08.01 02:59:03,XAUUSD,SHORT,0.18,3292.32,3288.27,4,5,0.0,0.0,72.9,72.9,10023.62,tp 3288.27,49.05,2025.08.01 02:10:00,2025.08.01 02:55:00,2025-08,2025 comparison sample,D,v4_candle_reversal_only,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,V4_SIGNAL_CANDLE_REVERSAL_ONLY,2,2025.08.01 02:10:00,order_sent,3292.32,3295.02,3288.27,3295.02,3295.29,1.87,2.05,valid,1.5,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_CANDLE_REVERSAL_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,24.07,2.08,1.74,11.71,PERIOD_M5,3293.53,3293.53,1,0.84,121.0,unclear,65.00,1.87,2.70,1.50,0.1314,,,true,,true,,35.00,false,1.28,1,0.32,candle_reversal,,1,1,0.84,11.71,64.00,65.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,02,XAUUSD
2025.08.01 05:25:00,2025.08.01 06:09:37,XAUUSD,SHORT,0.1,3289.42,3294.19,7,8,0.0,0.0,-47.7,-47.7,9975.92,sl 3294.04,44.62,2025.08.01 05:25:00,2025.08.01 06:05:00,2025-08,2025 comparison sample,D,v4_candle_reversal_only,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,V4_SIGNAL_CANDLE_REVERSAL_ONLY,3,2025.08.01 05:24:59,order_sent,3289.42,3294.04,3282.49,3294.04,3293.79,1.74,1.65,valid,-1.0325,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_CANDLE_REVERSAL_ONLY,true,false,PERIOD_H1,LL_LH,PERIOD_M15,76.61,0.97,1.67,81.22,PERIOD_M5,3283.32,3283.32,1,2.30,610.0,late,70.00,1.74,4.62,1.50,0.0680,,,true,,true,,0.00,false,0.00,1,2.96,candle_reversal,,20,1,2.30,81.22,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,05,XAUUSD
2025.08.01 04:40:00,2025.08.01 06:48:39,USDJPY,LONG,0.36,150.78,150.568,6,9,0.0,0.0,-50.69,-50.69,9925.23,sl 150.571,128.65,2025.08.01 04:40:00,2025.08.01 06:45:00,2025-08,2025 comparison sample,D,v4_candle_reversal_only,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,V4_SIGNAL_CANDLE_REVERSAL_ONLY,4,2025.08.01 04:39:59,order_sent,150.780,150.571,151.094,150.571,150.571,2.30,2.30,valid,-1.0144,REGIME_TREND_UP,server_00_07,300,all_score_passing,V4_SIGNAL_CANDLE_REVERSAL_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,23.98,1.97,2.14,18.91,PERIOD_M5,150.762,150.762,1,0.20,18.0,early,70.00,2.30,0.209,1.50,0.1652,,,true,,true,,0.00,false,0.46,1,1.19,candle_reversal,,10,1,0.20,18.91,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,04,FX
2025.08.01 20:25:00,2025.08.01 23:39:59,XAUUSD,LONG,0.05,3349.02,3362.3,10,11,0.0,0.0,66.4,66.4,9991.63,tp 3362.24,194.98,2025.08.01 20:25:00,2025.08.01 23:35:00,2025-08,2025 comparison sample,D,v4_candle_reversal_only,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,V4_SIGNAL_CANDLE_REVERSAL_ONLY,5,2025.08.01 20:24:59,order_sent,3349.02,3340.21,3362.24,3340.21,3340.21,3.44,3.44,valid,1.5074,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_CANDLE_REVERSAL_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,20.84,2.39,3.32,12.17,PERIOD_M5,3349.40,3349.40,1,0.15,38.0,early,70.00,3.44,8.81,1.50,0.0703,,,true,,true,,20.00,false,0.00,1,0.15,candle_reversal,,10,1,0.15,12.17,18.00,70.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,20,XAUUSD
2025.08.04 11:20:00,2025.08.04 14:44:28,XAUUSD,LONG,0.07,3358.18,3368.24,12,13,0.0,0.0,70.42,70.42,10062.05,tp 3368.16,204.47,2025.08.04 11:20:00,2025.08.04 14:40:00,2025-08,2025 comparison sample,D,v4_candle_reversal_only,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,V4_SIGNAL_CANDLE_REVERSAL_ONLY,6,2025.08.04 11:19:59,order_sent,3358.18,3351.53,3368.16,3351.53,3351.53,2.74,2.74,valid,1.5128,REGIME_TREND_UP,server_08_15,300,all_score_passing,V4_SIGNAL_CANDLE_REVERSAL_ONLY,true,false,PERIOD_H1,HH_HL,PERIOD_M15,72.19,4.34,2.66,26.90,PERIOD_M5,3356.21,3356.21,1,0.81,197.0,unclear,95.00,2.74,6.65,1.50,0.0782,,,true,,true,,0.00,false,0.23,1,0.46,candle_reversal,,9,1,0.81,26.90,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-08,11,XAUUSD
