run,scenario,prefix,elapsed_seconds
A,ThirdWave_regime_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_2510_A_cur,73
B,ThirdWave_v4_all_signals_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_2510_B_v4all,73.1
C,ThirdWave_v4_micro_break_only_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_2510_C_micro,72.9
D,ThirdWave_v4_candle_reversal_only_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_2510_D_candle,73
E,ThirdWave_v4_micro_or_candle_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_2510_E_microcandle,73.1
F,ThirdWave_v4_without_weak_signals_BOTH_all_5m,ExpectedValue_MultiCurrency_ScoreScanner_v4sig_2510_F_noweak,73
