min_trades,rank,enabled_conditions,condition_count,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
40,2,cond_h4_bias_ma+cond_h1_prev_extreme_break,2,43,27.91,0.77,-0.165,-352.0,892.44,8.47,1.223,1.078,67.44,55.81,27.91,22,21,-50.64,-301.36,-0.047,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:7;GBPJPY:4;GBPUSD:6;USDJPY:19,2025-01:5;2025-02:3;2025-03:5;2025-04:4;2025-06:3;2025-07:4;2025-08:6;2025-09:3;2025-10:2;2025-11:6;2025-12:2,LONG:22;SHORT:21
40,3,cond_h4_bias_ma+cond_true_bos_level,2,43,27.91,0.77,-0.165,-352.0,892.44,8.47,1.223,1.078,67.44,55.81,27.91,22,21,-50.64,-301.36,-0.047,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:7;GBPJPY:4;GBPUSD:6;USDJPY:19,2025-01:5;2025-02:3;2025-03:5;2025-04:4;2025-06:3;2025-07:4;2025-08:6;2025-09:3;2025-10:2;2025-11:6;2025-12:2,LONG:22;SHORT:21
40,4,cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_true_bos_level,3,43,27.91,0.77,-0.165,-352.0,892.44,8.47,1.223,1.078,67.44,55.81,27.91,22,21,-50.64,-301.36,-0.047,-0.288,6,11,AUDJPY:2;EURJPY:5;EURUSD:7;GBPJPY:4;GBPUSD:6;USDJPY:19,2025-01:5;2025-02:3;2025-03:5;2025-04:4;2025-06:3;2025-07:4;2025-08:6;2025-09:3;2025-10:2;2025-11:6;2025-12:2,LONG:22;SHORT:21
40,5,cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,2,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
40,6,cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,3,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
40,7,cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,3,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
40,8,cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,4,47,27.66,0.758,-0.169,-413.83,697.9,6.82,1.199,1.12,68.09,48.94,27.66,18,29,-148.84,-264.99,-0.159,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:3;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:5;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:18;SHORT:29
40,9,cond_h1_counter_wave_atr,1,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
40,10,cond_h1_prev_extreme_break+cond_h1_counter_wave_atr,2,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
40,11,cond_h1_counter_wave_atr+cond_true_bos_level,2,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
40,12,cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level,3,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
40,13,cond_m15_prev_extreme_bos,1,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
40,14,cond_h1_prev_extreme_break+cond_m15_prev_extreme_bos,2,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
40,15,cond_true_bos_level+cond_m15_prev_extreme_bos,2,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
40,16,cond_h1_prev_extreme_break+cond_true_bos_level+cond_m15_prev_extreme_bos,3,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
40,17,BASE_ALL,0,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
40,18,cond_h1_prev_extreme_break,1,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
40,19,cond_true_bos_level,1,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
40,20,cond_h1_prev_extreme_break+cond_true_bos_level,2,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
40,21,cond_h1_counter_nwave,1,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
40,22,cond_h1_prev_extreme_break+cond_h1_counter_nwave,2,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
40,23,cond_h1_counter_nwave+cond_h1_counter_wave_atr,2,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
40,24,cond_h1_counter_nwave+cond_true_bos_level,2,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
40,25,cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr,3,42,21.43,0.553,-0.356,-733.02,1027.48,9.98,1.135,1.128,66.67,47.62,21.43,17,25,-85.36,-647.66,-0.11,-0.523,6,11,AUDJPY:2;EURJPY:7;EURUSD:3;GBPJPY:3;GBPUSD:7;USDJPY:20,2025-01:6;2025-02:2;2025-03:6;2025-04:5;2025-06:4;2025-07:3;2025-08:5;2025-09:3;2025-10:2;2025-11:5;2025-12:1,LONG:17;SHORT:25
60,1,BASE_ALL,0,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
60,2,cond_h1_prev_extreme_break,1,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
60,3,cond_true_bos_level,1,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
60,4,cond_h1_prev_extreme_break+cond_true_bos_level,2,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
