time,event,symbol,direction,entry_price,sl,tp,mid_tf_structure_sl,lower_tf_reversal_sl,mid_tf_structure_sl_atr,lower_tf_reversal_sl_atr,lower_tf_reversal_sl_status,result_R,profit,regime,session,scan_interval,entry_selection_mode,v4_signal_mode,v4_signal_mode_pass,v4_signal_mode_blocked,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name
2025.10.01 01:04:59,execution_block_candidate,GBPJPY,SHORT,198.849,198.932,198.725,198.932,198.932,1.19,1.19,valid,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,198.565,199.042,198.741,199.756,LL_LH,10,-0.159,0.237,PERIOD_M15,199.042,198.565,198.894,68.97,3.15,5,false,198.894,0.64,9.43,PERIOD_M5,198.697,198.697,1,2.18,152.0,late,60.00,1.19,0.083,1.50,0.5440,,spread_guard,true,,true,,0.00,false,0.29,2,3.46,micro_break,,13,1,2.18,9.43,36.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 15:14:59,execution_block_candidate,GBPJPY,SHORT,198.186,198.308,198.003,198.308,198.386,1.83,3.00,valid,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,198.004,198.907,198.553,199.207,LL_LH,8,-0.161,0.207,PERIOD_M15,198.907,198.004,198.235,25.58,1.98,9,false,198.235,0.73,5.43,PERIOD_M5,198.144,198.144,1,0.63,42.0,unclear,75.00,1.83,0.122,1.50,1.0942,,spread_guard,true,,true,,35.00,false,1.63,1,1.18,micro_break,,5,1,0.63,5.43,64.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 16:34:59,v4_blocked_candidate,AUDJPY,SHORT,97.090,97.267,96.825,97.267,97.267,2.80,2.80,valid,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,97.190,97.363,97.626,97.909,LL_LH,6,-0.034,0.136,PERIOD_M15,97.363,97.190,97.239,28.32,0.60,3,false,97.239,2.35,86.13,PERIOD_M5,97.064,97.064,1,0.41,26.0,acceptable,60.00,2.80,0.177,1.50,0.4424,v4_impulse_consumed,,true,,true,,70.00,true,1.67,3,0.96,micro_break,v4_impulse_consumed,21,1,0.41,86.13,118.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 17:34:59,final_entry_candidate,USDJPY,SHORT,146.805,147.126,146.324,147.126,147.059,3.39,2.68,valid,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,146.893,147.257,147.749,148.220,LL_LH,6,-0.164,0.247,PERIOD_M15,147.257,146.893,147.111,59.89,1.29,10,false,147.111,3.23,84.07,PERIOD_M5,146.903,146.903,1,1.03,98.0,late,60.00,3.39,0.321,1.50,0.1584,,,true,,true,,35.00,false,1.03,3,2.02,micro_break,,3,1,1.03,84.07,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 17:34:59,execution_block_candidate,GBPJPY,SHORT,198.332,198.555,197.998,198.555,198.525,2.48,2.15,valid,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,198.004,198.907,198.553,199.207,LL_LH,10,-0.145,0.238,PERIOD_M15,198.907,198.004,198.517,56.81,3.02,7,false,198.517,2.06,20.49,PERIOD_M5,198.346,198.346,1,0.16,14.0,early,75.00,2.48,0.223,1.50,0.4226,,spread_guard,true,,true,,0.00,false,0.73,1,1.06,micro_break,,21,1,0.16,20.49,18.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 17:34:59,order_attempt,USDJPY,SHORT,146.805,147.126,146.324,147.126,147.059,3.39,2.68,valid,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,146.893,147.257,147.749,148.220,LL_LH,6,-0.164,0.247,PERIOD_M15,147.257,146.893,147.111,59.89,1.29,10,false,147.111,3.23,84.07,PERIOD_M5,146.903,146.903,1,1.03,98.0,late,60.00,3.39,0.321,1.50,0.1584,,,true,,true,,35.00,false,1.03,3,2.02,micro_break,,3,1,1.03,84.07,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 17:34:59,order_sent,USDJPY,SHORT,146.805,147.126,146.324,147.126,147.059,3.39,2.68,valid,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,146.893,147.257,147.749,148.220,LL_LH,6,-0.164,0.247,PERIOD_M15,147.257,146.893,147.111,59.89,1.29,10,false,147.111,3.23,84.07,PERIOD_M5,146.903,146.903,1,1.03,98.0,late,60.00,3.39,0.321,1.50,0.1584,,,true,,true,,35.00,false,1.03,3,2.02,micro_break,,3,1,1.03,84.07,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 20:04:59,execution_block_candidate,GBPUSD,LONG,1.34786,1.34624,1.35029,1.34624,1.34624,3.00,3.00,valid,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,1.34570,1.35265,1.34527,1.34792,HH_HL,7,0.00059,0.00221,PERIOD_M15,1.34570,1.35265,1.34644,89.35,4.32,4,false,1.34644,2.63,20.43,PERIOD_M5,1.34728,1.34728,1,1.07,58.0,late,75.00,3.00,0.00162,1.50,0.3704,,spread_guard,true,,true,,35.00,false,1.41,1,0.69,micro_break,,12,1,1.07,20.43,64.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 21:24:59,v4_blocked_candidate,GBPUSD,LONG,1.34829,1.34624,1.35137,1.34624,1.34658,6.54,5.45,valid,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,1.34570,1.35265,1.34527,1.34792,HH_HL,8,0.00051,0.00221,PERIOD_M15,1.34570,1.35265,1.34644,89.35,5.81,9,false,1.34644,5.90,26.62,PERIOD_M5,1.34769,1.34769,1,1.91,60.0,late,60.00,6.54,0.00205,1.50,0.6378,v4_impulse_consumed,,true,,true,,70.00,true,3.89,3,0.64,micro_break,v4_impulse_consumed,20,1,1.91,26.62,118.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.10.01 22:54:59,execution_block_candidate,GBPJPY,SHORT,198.271,198.422,198.045,198.422,198.422,3.23,3.23,valid,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,197.901,198.517,198.004,198.907,LL_LH,7,-0.132,0.230,PERIOD_M15,198.517,197.901,198.384,78.41,5.91,4,false,198.384,2.42,18.34,PERIOD_M5,198.333,198.333,1,1.33,62.0,late,60.00,3.23,0.151,1.50,0.8122,,spread_guard,true,,true,,35.00,false,1.18,3,0.26,micro_break,,12,1,1.33,18.34,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
