combination_id,enabled_conditions,condition_count,trades,trade_band,win_rate,PF,avg_R,net,maxDD,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,LONG PF,SHORT PF,symbols_count,symbol_distribution,max_symbol_share_pct,months_count,month_distribution,max_month_share_pct,sessions_count,session_distribution,cond_h4_ma_bias,cond_h4_fib_382_618,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_close_bos,cond_room_to_2r,cond_round_or_major_obstacle_clear,LONG net_delta,LONG avg_R_delta,LONG PF_delta,SHORT net_delta
215,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,5,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,true,false,true,true,4862.46,0.016,0.01,1117.38
15,cond_h4_ma_bias;cond_round_or_major_obstacle_clear,2,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,false,false,false,true,4924.7,-0.157,0.009,1934.48
54,cond_h4_ma_bias;cond_true_bos_level;cond_round_or_major_obstacle_clear,3,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,true,false,false,true,4924.7,-0.157,0.009,1934.48
57,cond_h4_ma_bias;cond_room_to_2r;cond_round_or_major_obstacle_clear,3,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,false,false,true,true,4924.7,-0.157,0.009,1934.48
126,cond_h4_ma_bias;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,641,300-700_main,26.99,0.732,-0.292,-2368.44,2667.26,1.348,1.497,68.95,50.7,27.15,344,297,-762.31,-1606.13,-0.22,-0.375,0.799,0.682,6,AUDJPY:33;EURJPY:70;EURUSD:116;GBPJPY:53;GBPUSD:115;USDJPY:254,39.63,12,2025-01:74;2025-02:60;2025-03:80;2025-04:71;2025-05:74;2025-06:56;2025-07:43;2025-08:44;2025-09:33;2025-10:37;2025-11:33;2025-12:36,12.48,3,server_00_07:137;server_08_15:218;server_16_23:286,true,false,false,false,true,false,true,true,4924.7,-0.157,0.009,1934.48
51,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_round_or_major_obstacle_clear,3,571,300-700_main,26.09,0.695,-0.27,-2393.86,2588.42,1.382,1.492,69.7,52.71,27.85,308,263,-671.47,-1722.39,-0.218,-0.331,0.798,0.619,6,AUDJPY:31;EURJPY:61;EURUSD:111;GBPJPY:45;GBPUSD:95;USDJPY:228,39.93,12,2025-01:60;2025-02:53;2025-03:70;2025-04:69;2025-05:67;2025-06:52;2025-07:36;2025-08:43;2025-09:28;2025-10:33;2025-11:30;2025-12:30,12.26,3,server_00_07:119;server_08_15:198;server_16_23:254,true,false,false,true,false,false,false,true,5015.54,-0.155,0.008,1818.22
120,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_true_bos_level;cond_round_or_major_obstacle_clear,4,571,300-700_main,26.09,0.695,-0.27,-2393.86,2588.42,1.382,1.492,69.7,52.71,27.85,308,263,-671.47,-1722.39,-0.218,-0.331,0.798,0.619,6,AUDJPY:31;EURJPY:61;EURUSD:111;GBPJPY:45;GBPUSD:95;USDJPY:228,39.93,12,2025-01:60;2025-02:53;2025-03:70;2025-04:69;2025-05:67;2025-06:52;2025-07:36;2025-08:43;2025-09:28;2025-10:33;2025-11:30;2025-12:30,12.26,3,server_00_07:119;server_08_15:198;server_16_23:254,true,false,false,true,true,false,false,true,5015.54,-0.155,0.008,1818.22
123,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,571,300-700_main,26.09,0.695,-0.27,-2393.86,2588.42,1.382,1.492,69.7,52.71,27.85,308,263,-671.47,-1722.39,-0.218,-0.331,0.798,0.619,6,AUDJPY:31;EURJPY:61;EURUSD:111;GBPJPY:45;GBPUSD:95;USDJPY:228,39.93,12,2025-01:60;2025-02:53;2025-03:70;2025-04:69;2025-05:67;2025-06:52;2025-07:36;2025-08:43;2025-09:28;2025-10:33;2025-11:30;2025-12:30,12.26,3,server_00_07:119;server_08_15:198;server_16_23:254,true,false,false,true,false,false,true,true,5015.54,-0.155,0.008,1818.22
195,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,5,571,300-700_main,26.09,0.695,-0.27,-2393.86,2588.42,1.382,1.492,69.7,52.71,27.85,308,263,-671.47,-1722.39,-0.218,-0.331,0.798,0.619,6,AUDJPY:31;EURJPY:61;EURUSD:111;GBPJPY:45;GBPUSD:95;USDJPY:228,39.93,12,2025-01:60;2025-02:53;2025-03:70;2025-04:69;2025-05:67;2025-06:52;2025-07:36;2025-08:43;2025-09:28;2025-10:33;2025-11:30;2025-12:30,12.26,3,server_00_07:119;server_08_15:198;server_16_23:254,true,false,false,true,true,false,true,true,5015.54,-0.155,0.008,1818.22
42,cond_h4_ma_bias;cond_h4_fib_382_618;cond_round_or_major_obstacle_clear,3,143,100-300_main,25.17,0.715,-0.28,-525.01,616.03,1.337,1.458,69.93,48.25,25.87,81,62,-171.52,-353.49,-0.171,-0.422,0.792,0.653,6,AUDJPY:11;EURJPY:14;EURUSD:31;GBPJPY:4;GBPUSD:21;USDJPY:62,43.36,12,2025-01:18;2025-02:9;2025-03:9;2025-04:26;2025-05:18;2025-06:19;2025-07:9;2025-08:5;2025-09:9;2025-10:2;2025-11:8;2025-12:11,18.18,3,server_00_07:35;server_08_15:49;server_16_23:59,true,true,false,false,false,false,false,true,5515.49,-0.108,0.002,3187.12
104,cond_h4_ma_bias;cond_h4_fib_382_618;cond_true_bos_level;cond_round_or_major_obstacle_clear,4,143,100-300_main,25.17,0.715,-0.28,-525.01,616.03,1.337,1.458,69.93,48.25,25.87,81,62,-171.52,-353.49,-0.171,-0.422,0.792,0.653,6,AUDJPY:11;EURJPY:14;EURUSD:31;GBPJPY:4;GBPUSD:21;USDJPY:62,43.36,12,2025-01:18;2025-02:9;2025-03:9;2025-04:26;2025-05:18;2025-06:19;2025-07:9;2025-08:5;2025-09:9;2025-10:2;2025-11:8;2025-12:11,18.18,3,server_00_07:35;server_08_15:49;server_16_23:59,true,true,false,false,true,false,false,true,5515.49,-0.108,0.002,3187.12
107,cond_h4_ma_bias;cond_h4_fib_382_618;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,143,100-300_main,25.17,0.715,-0.28,-525.01,616.03,1.337,1.458,69.93,48.25,25.87,81,62,-171.52,-353.49,-0.171,-0.422,0.792,0.653,6,AUDJPY:11;EURJPY:14;EURUSD:31;GBPJPY:4;GBPUSD:21;USDJPY:62,43.36,12,2025-01:18;2025-02:9;2025-03:9;2025-04:26;2025-05:18;2025-06:19;2025-07:9;2025-08:5;2025-09:9;2025-10:2;2025-11:8;2025-12:11,18.18,3,server_00_07:35;server_08_15:49;server_16_23:59,true,true,false,false,false,false,true,true,5515.49,-0.108,0.002,3187.12
181,cond_h4_ma_bias;cond_h4_fib_382_618;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,5,143,100-300_main,25.17,0.715,-0.28,-525.01,616.03,1.337,1.458,69.93,48.25,25.87,81,62,-171.52,-353.49,-0.171,-0.422,0.792,0.653,6,AUDJPY:11;EURJPY:14;EURUSD:31;GBPJPY:4;GBPUSD:21;USDJPY:62,43.36,12,2025-01:18;2025-02:9;2025-03:9;2025-04:26;2025-05:18;2025-06:19;2025-07:9;2025-08:5;2025-09:9;2025-10:2;2025-11:8;2025-12:11,18.18,3,server_00_07:35;server_08_15:49;server_16_23:59,true,true,false,false,true,false,true,true,5515.49,-0.108,0.002,3187.12
0,ALL_OFF,0,3999,3000_plus_noise,29.43,0.826,-0.096,-9227.62,10064.01,1.354,1.303,69.32,50.24,28.53,1994,2005,-5687.01,-3540.61,-0.063,-0.129,0.79,0.864,6,AUDJPY:220;EURJPY:518;EURUSD:576;GBPJPY:516;GBPUSD:673;USDJPY:1496,37.41,12,2025-01:413;2025-02:377;2025-03:484;2025-04:610;2025-05:402;2025-06:311;2025-07:266;2025-08:230;2025-09:216;2025-10:293;2025-11:222;2025-12:175,15.25,3,server_00_07:820;server_08_15:1386;server_16_23:1793,false,false,false,false,false,false,false,false,0.0,0.0,0.0,0.0
5,cond_true_bos_level,1,3999,3000_plus_noise,29.43,0.826,-0.096,-9227.62,10064.01,1.354,1.303,69.32,50.24,28.53,1994,2005,-5687.01,-3540.61,-0.063,-0.129,0.79,0.864,6,AUDJPY:220;EURJPY:518;EURUSD:576;GBPJPY:516;GBPUSD:673;USDJPY:1496,37.41,12,2025-01:413;2025-02:377;2025-03:484;2025-04:610;2025-05:402;2025-06:311;2025-07:266;2025-08:230;2025-09:216;2025-10:293;2025-11:222;2025-12:175,15.25,3,server_00_07:820;server_08_15:1386;server_16_23:1793,false,false,false,false,true,false,false,false,0.0,0.0,0.0,0.0
26,cond_h1_counter_nwave;cond_round_or_major_obstacle_clear,2,719,700-1500_large_reference,27.54,0.672,-0.116,-3307.28,3553.66,1.35,1.329,70.51,50.35,29.62,318,401,-897.17,-2410.11,-0.063,-0.159,0.786,0.591,6,AUDJPY:38;EURJPY:62;EURUSD:130;GBPJPY:65;GBPUSD:127;USDJPY:297,41.31,12,2025-01:80;2025-02:71;2025-03:92;2025-04:74;2025-05:69;2025-06:61;2025-07:59;2025-08:48;2025-09:35;2025-10:49;2025-11:44;2025-12:37,12.8,3,server_00_07:166;server_08_15:242;server_16_23:311,false,false,true,false,false,false,false,true,4789.84,0.0,-0.004,1130.5
79,cond_h1_counter_nwave;cond_true_bos_level;cond_round_or_major_obstacle_clear,3,719,700-1500_large_reference,27.54,0.672,-0.116,-3307.28,3553.66,1.35,1.329,70.51,50.35,29.62,318,401,-897.17,-2410.11,-0.063,-0.159,0.786,0.591,6,AUDJPY:38;EURJPY:62;EURUSD:130;GBPJPY:65;GBPUSD:127;USDJPY:297,41.31,12,2025-01:80;2025-02:71;2025-03:92;2025-04:74;2025-05:69;2025-06:61;2025-07:59;2025-08:48;2025-09:35;2025-10:49;2025-11:44;2025-12:37,12.8,3,server_00_07:166;server_08_15:242;server_16_23:311,false,false,true,false,true,false,false,true,4789.84,0.0,-0.004,1130.5
82,cond_h1_counter_nwave;cond_room_to_2r;cond_round_or_major_obstacle_clear,3,719,700-1500_large_reference,27.54,0.672,-0.116,-3307.28,3553.66,1.35,1.329,70.51,50.35,29.62,318,401,-897.17,-2410.11,-0.063,-0.159,0.786,0.591,6,AUDJPY:38;EURJPY:62;EURUSD:130;GBPJPY:65;GBPUSD:127;USDJPY:297,41.31,12,2025-01:80;2025-02:71;2025-03:92;2025-04:74;2025-05:69;2025-06:61;2025-07:59;2025-08:48;2025-09:35;2025-10:49;2025-11:44;2025-12:37,12.8,3,server_00_07:166;server_08_15:242;server_16_23:311,false,false,true,false,false,false,true,true,4789.84,0.0,-0.004,1130.5
156,cond_h1_counter_nwave;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,719,700-1500_large_reference,27.54,0.672,-0.116,-3307.28,3553.66,1.35,1.329,70.51,50.35,29.62,318,401,-897.17,-2410.11,-0.063,-0.159,0.786,0.591,6,AUDJPY:38;EURJPY:62;EURUSD:130;GBPJPY:65;GBPUSD:127;USDJPY:297,41.31,12,2025-01:80;2025-02:71;2025-03:92;2025-04:74;2025-05:69;2025-06:61;2025-07:59;2025-08:48;2025-09:35;2025-10:49;2025-11:44;2025-12:37,12.8,3,server_00_07:166;server_08_15:242;server_16_23:311,false,false,true,false,true,false,true,true,4789.84,0.0,-0.004,1130.5
65,cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_room_to_2r,3,375,300-700_main,28.27,0.867,-0.182,-650.74,1078.6,1.352,1.391,69.07,49.6,28.0,193,182,-549.39,-101.35,-0.12,-0.247,0.784,0.957,6,AUDJPY:30;EURJPY:41;EURUSD:64;GBPJPY:37;GBPUSD:46;USDJPY:157,41.87,12,2025-01:52;2025-02:16;2025-03:44;2025-04:56;2025-05:59;2025-06:35;2025-07:22;2025-08:13;2025-09:27;2025-10:12;2025-11:18;2025-12:21,15.73,3,server_00_07:85;server_08_15:131;server_16_23:159,false,true,false,true,false,false,true,false,5137.62,-0.057,-0.006,3439.26
139,cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,4,375,300-700_main,28.27,0.867,-0.182,-650.74,1078.6,1.352,1.391,69.07,49.6,28.0,193,182,-549.39,-101.35,-0.12,-0.247,0.784,0.957,6,AUDJPY:30;EURJPY:41;EURUSD:64;GBPJPY:37;GBPUSD:46;USDJPY:157,41.87,12,2025-01:52;2025-02:16;2025-03:44;2025-04:56;2025-05:59;2025-06:35;2025-07:22;2025-08:13;2025-09:27;2025-10:12;2025-11:18;2025-12:21,15.73,3,server_00_07:85;server_08_15:131;server_16_23:159,false,true,false,true,true,false,true,false,5137.62,-0.057,-0.006,3439.26
101,cond_h4_ma_bias;cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_round_or_major_obstacle_clear,4,129,100-300_main,24.81,0.752,-0.233,-417.58,508.6,1.39,1.476,69.77,51.94,27.13,76,53,-172.81,-244.77,-0.195,-0.288,0.783,0.724,6,AUDJPY:9;EURJPY:12;EURUSD:30;GBPJPY:4;GBPUSD:20;USDJPY:54,41.86,11,2025-01:18;2025-02:8;2025-03:7;2025-04:26;2025-05:17;2025-06:16;2025-07:7;2025-08:4;2025-09:9;2025-11:7;2025-12:10,20.16,3,server_00_07:29;server_08_15:45;server_16_23:55,true,true,false,true,false,false,false,true,5514.2,-0.132,-0.007,3295.84
175,cond_h4_ma_bias;cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_true_bos_level;cond_round_or_major_obstacle_clear,5,129,100-300_main,24.81,0.752,-0.233,-417.58,508.6,1.39,1.476,69.77,51.94,27.13,76,53,-172.81,-244.77,-0.195,-0.288,0.783,0.724,6,AUDJPY:9;EURJPY:12;EURUSD:30;GBPJPY:4;GBPUSD:20;USDJPY:54,41.86,11,2025-01:18;2025-02:8;2025-03:7;2025-04:26;2025-05:17;2025-06:16;2025-07:7;2025-08:4;2025-09:9;2025-11:7;2025-12:10,20.16,3,server_00_07:29;server_08_15:45;server_16_23:55,true,true,false,true,true,false,false,true,5514.2,-0.132,-0.007,3295.84
178,cond_h4_ma_bias;cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_room_to_2r;cond_round_or_major_obstacle_clear,5,129,100-300_main,24.81,0.752,-0.233,-417.58,508.6,1.39,1.476,69.77,51.94,27.13,76,53,-172.81,-244.77,-0.195,-0.288,0.783,0.724,6,AUDJPY:9;EURJPY:12;EURUSD:30;GBPJPY:4;GBPUSD:20;USDJPY:54,41.86,11,2025-01:18;2025-02:8;2025-03:7;2025-04:26;2025-05:17;2025-06:16;2025-07:7;2025-08:4;2025-09:9;2025-11:7;2025-12:10,20.16,3,server_00_07:29;server_08_15:45;server_16_23:55,true,true,false,true,false,false,true,true,5514.2,-0.132,-0.007,3295.84
231,cond_h4_ma_bias;cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,6,129,100-300_main,24.81,0.752,-0.233,-417.58,508.6,1.39,1.476,69.77,51.94,27.13,76,53,-172.81,-244.77,-0.195,-0.288,0.783,0.724,6,AUDJPY:9;EURJPY:12;EURUSD:30;GBPJPY:4;GBPUSD:20;USDJPY:54,41.86,11,2025-01:18;2025-02:8;2025-03:7;2025-04:26;2025-05:17;2025-06:16;2025-07:7;2025-08:4;2025-09:9;2025-11:7;2025-12:10,20.16,3,server_00_07:29;server_08_15:45;server_16_23:55,true,true,false,true,true,false,true,true,5514.2,-0.132,-0.007,3295.84
22,cond_h1_counter_nwave;cond_h1_counter_wave_atr,2,1327,700-1500_large_reference,27.05,0.706,-0.102,-5501.45,5603.27,1.301,1.266,69.33,49.51,27.66,631,696,-1886.54,-3614.91,-0.04,-0.159,0.781,0.643,6,AUDJPY:87;EURJPY:162;EURUSD:211;GBPJPY:163;GBPUSD:205;USDJPY:499,37.6,12,2025-01:144;2025-02:127;2025-03:175;2025-04:187;2025-05:128;2025-06:121;2025-07:88;2025-08:79;2025-09:57;2025-10:85;2025-11:80;2025-12:56,14.09,3,server_00_07:267;server_08_15:451;server_16_23:609,false,false,true,true,false,false,false,false,3800.47,0.023,-0.009,-74.3
73,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level,3,1327,700-1500_large_reference,27.05,0.706,-0.102,-5501.45,5603.27,1.301,1.266,69.33,49.51,27.66,631,696,-1886.54,-3614.91,-0.04,-0.159,0.781,0.643,6,AUDJPY:87;EURJPY:162;EURUSD:211;GBPJPY:163;GBPUSD:205;USDJPY:499,37.6,12,2025-01:144;2025-02:127;2025-03:175;2025-04:187;2025-05:128;2025-06:121;2025-07:88;2025-08:79;2025-09:57;2025-10:85;2025-11:80;2025-12:56,14.09,3,server_00_07:267;server_08_15:451;server_16_23:609,false,false,true,true,true,false,false,false,3800.47,0.023,-0.009,-74.3
3,cond_h1_counter_nwave,1,1345,700-1500_large_reference,26.91,0.706,-0.109,-5551.83,5752.68,1.295,1.266,69.14,49.22,27.43,638,707,-1974.1,-3577.73,-0.05,-0.163,0.773,0.65,6,AUDJPY:87;EURJPY:163;EURUSD:216;GBPJPY:164;GBPUSD:211;USDJPY:504,37.47,12,2025-01:145;2025-02:128;2025-03:176;2025-04:189;2025-05:128;2025-06:124;2025-07:91;2025-08:80;2025-09:63;2025-10:85;2025-11:80;2025-12:56,14.05,3,server_00_07:267;server_08_15:457;server_16_23:621,false,false,true,false,false,false,false,false,3712.91,0.013,-0.017,-37.12
23,cond_h1_counter_nwave;cond_true_bos_level,2,1345,700-1500_large_reference,26.91,0.706,-0.109,-5551.83,5752.68,1.295,1.266,69.14,49.22,27.43,638,707,-1974.1,-3577.73,-0.05,-0.163,0.773,0.65,6,AUDJPY:87;EURJPY:163;EURUSD:216;GBPJPY:164;GBPUSD:211;USDJPY:504,37.47,12,2025-01:145;2025-02:128;2025-03:176;2025-04:189;2025-05:128;2025-06:124;2025-07:91;2025-08:80;2025-09:63;2025-10:85;2025-11:80;2025-12:56,14.05,3,server_00_07:267;server_08_15:457;server_16_23:621,false,false,true,false,true,false,false,false,3712.91,0.013,-0.017,-37.12
4,cond_h1_counter_wave_atr,1,3506,3000_plus_noise,28.86,0.782,-0.098,-10221.87,10467.79,1.354,1.301,69.34,50.31,28.58,1737,1769,-5611.83,-4610.04,-0.077,-0.119,0.763,0.802,6,AUDJPY:201;EURJPY:443;EURUSD:520;GBPJPY:450;GBPUSD:572;USDJPY:1320,37.65,12,2025-01:348;2025-02:330;2025-03:420;2025-04:547;2025-05:354;2025-06:276;2025-07:226;2025-08:212;2025-09:176;2025-10:263;2025-11:198;2025-12:156,15.6,3,server_00_07:706;server_08_15:1222;server_16_23:1578,false,false,false,true,false,false,false,false,75.18,-0.014,-0.027,-1069.43
27,cond_h1_counter_wave_atr;cond_true_bos_level,2,3506,3000_plus_noise,28.86,0.782,-0.098,-10221.87,10467.79,1.354,1.301,69.34,50.31,28.58,1737,1769,-5611.83,-4610.04,-0.077,-0.119,0.763,0.802,6,AUDJPY:201;EURJPY:443;EURUSD:520;GBPJPY:450;GBPUSD:572;USDJPY:1320,37.65,12,2025-01:348;2025-02:330;2025-03:420;2025-04:547;2025-05:354;2025-06:276;2025-07:226;2025-08:212;2025-09:176;2025-10:263;2025-11:198;2025-12:156,15.6,3,server_00_07:706;server_08_15:1222;server_16_23:1578,false,false,false,true,true,false,false,false,75.18,-0.014,-0.027,-1069.43
20,cond_h4_fib_382_618;cond_room_to_2r,2,418,300-700_main,28.23,0.843,-0.174,-849.98,1224.46,1.369,1.377,70.57,49.52,27.99,207,211,-644.53,-205.45,-0.098,-0.248,0.761,0.924,6,AUDJPY:35;EURJPY:47;EURUSD:69;GBPJPY:38;GBPUSD:54;USDJPY:175,41.87,12,2025-01:54;2025-02:17;2025-03:51;2025-04:60;2025-05:63;2025-06:41;2025-07:25;2025-08:15;2025-09:28;2025-10:16;2025-11:24;2025-12:24,15.07,3,server_00_07:101;server_08_15:144;server_16_23:173,false,true,false,false,false,false,true,false,5042.48,-0.035,-0.029,3335.16
68,cond_h4_fib_382_618;cond_true_bos_level;cond_room_to_2r,3,418,300-700_main,28.23,0.843,-0.174,-849.98,1224.46,1.369,1.377,70.57,49.52,27.99,207,211,-644.53,-205.45,-0.098,-0.248,0.761,0.924,6,AUDJPY:35;EURJPY:47;EURUSD:69;GBPJPY:38;GBPUSD:54;USDJPY:175,41.87,12,2025-01:54;2025-02:17;2025-03:51;2025-04:60;2025-05:63;2025-06:41;2025-07:25;2025-08:15;2025-09:28;2025-10:16;2025-11:24;2025-12:24,15.07,3,server_00_07:101;server_08_15:144;server_16_23:173,false,true,false,false,true,false,true,false,5042.48,-0.035,-0.029,3335.16
9,cond_h4_ma_bias;cond_h4_fib_382_618,2,300,300-700_main,27.33,0.814,-0.139,-728.85,915.99,1.295,1.325,66.33,47.33,26.33,173,127,-446.13,-282.72,-0.133,-0.147,0.754,0.866,6,AUDJPY:21;EURJPY:30;EURUSD:50;GBPJPY:27;GBPUSD:42;USDJPY:130,43.33,12,2025-01:44;2025-02:21;2025-03:18;2025-04:44;2025-05:43;2025-06:40;2025-07:21;2025-08:9;2025-09:20;2025-10:5;2025-11:16;2025-12:19,14.67,3,server_00_07:69;server_08_15:110;server_16_23:121,true,true,false,false,false,false,false,false,5240.88,-0.07,-0.036,3257.89
39,cond_h4_ma_bias;cond_h4_fib_382_618;cond_true_bos_level,3,300,300-700_main,27.33,0.814,-0.139,-728.85,915.99,1.295,1.325,66.33,47.33,26.33,173,127,-446.13,-282.72,-0.133,-0.147,0.754,0.866,6,AUDJPY:21;EURJPY:30;EURUSD:50;GBPJPY:27;GBPUSD:42;USDJPY:130,43.33,12,2025-01:44;2025-02:21;2025-03:18;2025-04:44;2025-05:43;2025-06:40;2025-07:21;2025-08:9;2025-09:20;2025-10:5;2025-11:16;2025-12:19,14.67,3,server_00_07:69;server_08_15:110;server_16_23:121,true,true,false,false,true,false,false,false,5240.88,-0.07,-0.036,3257.89
75,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_room_to_2r,3,1157,700-1500_large_reference,26.36,0.681,-0.112,-5377.4,5628.71,1.33,1.29,70.7,50.65,28.18,549,608,-1981.44,-3395.96,-0.051,-0.166,0.747,0.623,6,AUDJPY:77;EURJPY:138;EURUSD:182;GBPJPY:144;GBPUSD:171;USDJPY:445,38.46,12,2025-01:123;2025-02:118;2025-03:161;2025-04:161;2025-05:115;2025-06:101;2025-07:80;2025-08:66;2025-09:47;2025-10:72;2025-11:63;2025-12:50,13.92,3,server_00_07:247;server_08_15:397;server_16_23:513,false,false,true,true,false,false,true,false,3705.57,0.012,-0.043,144.65
149,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,4,1157,700-1500_large_reference,26.36,0.681,-0.112,-5377.4,5628.71,1.33,1.29,70.7,50.65,28.18,549,608,-1981.44,-3395.96,-0.051,-0.166,0.747,0.623,6,AUDJPY:77;EURJPY:138;EURUSD:182;GBPJPY:144;GBPUSD:171;USDJPY:445,38.46,12,2025-01:123;2025-02:118;2025-03:161;2025-04:161;2025-05:115;2025-06:101;2025-07:80;2025-08:66;2025-09:47;2025-10:72;2025-11:63;2025-12:50,13.92,3,server_00_07:247;server_08_15:397;server_16_23:513,false,false,true,true,true,false,true,false,3705.57,0.012,-0.043,144.65
29,cond_h1_counter_wave_atr;cond_room_to_2r,2,2822,1500_plus_too_many,28.45,0.765,-0.117,-9079.76,9535.27,1.397,1.344,70.27,51.2,29.66,1416,1406,-5040.75,-4039.01,-0.096,-0.138,0.744,0.786,6,AUDJPY:159;EURJPY:356;EURUSD:406;GBPJPY:369;GBPUSD:434;USDJPY:1098,38.91,12,2025-01:287;2025-02:272;2025-03:344;2025-04:438;2025-05:288;2025-06:223;2025-07:190;2025-08:175;2025-09:135;2025-10:213;2025-11:135;2025-12:122,15.52,3,server_00_07:602;server_08_15:1007;server_16_23:1213,false,false,false,true,false,false,true,false,646.26,-0.033,-0.046,-498.4
84,cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,3,2822,1500_plus_too_many,28.45,0.765,-0.117,-9079.76,9535.27,1.397,1.344,70.27,51.2,29.66,1416,1406,-5040.75,-4039.01,-0.096,-0.138,0.744,0.786,6,AUDJPY:159;EURJPY:356;EURUSD:406;GBPJPY:369;GBPUSD:434;USDJPY:1098,38.91,12,2025-01:287;2025-02:272;2025-03:344;2025-04:438;2025-05:288;2025-06:223;2025-07:190;2025-08:175;2025-09:135;2025-10:213;2025-11:135;2025-12:122,15.52,3,server_00_07:602;server_08_15:1007;server_16_23:1213,false,false,false,true,true,false,true,false,646.26,-0.033,-0.046,-498.4
25,cond_h1_counter_nwave;cond_room_to_2r,2,1174,700-1500_large_reference,26.24,0.681,-0.119,-5420.14,5770.48,1.324,1.29,70.53,50.34,27.94,555,619,-2061.36,-3358.78,-0.062,-0.17,0.74,0.631,6,AUDJPY:77;EURJPY:139;EURUSD:187;GBPJPY:145;GBPUSD:177;USDJPY:449,38.25,12,2025-01:124;2025-02:119;2025-03:162;2025-04:163;2025-05:115;2025-06:103;2025-07:83;2025-08:67;2025-09:53;2025-10:72;2025-11:63;2025-12:50,13.88,3,server_00_07:247;server_08_15:402;server_16_23:525,false,false,true,false,false,false,true,false,3625.65,0.001,-0.05,181.83
