time,structure_evaluations,structure_detail_rows,structure_pass,structure_fail,structure_pass_rate,no_context_swings,no_trend_up,no_trend_down,pullback_too_deep,pullback_not_valid,no_fractal_low,no_fractal_high,not_enough_fractals,no_reclaim,unknown,structure_top_fail_reason,structure_top_fail_reason_rows
2026.06.01 23:57:59,30696,61554,3363,27333,10.96,0,21015,0,482,227,0,0,0,5609,0,no_trend_up,21015
