time,symbol,direction,event,regime,regime_reason,higher_tf_swing_state,ema_slope,trend_strength,volatility_state,entry_allowed_by_regime,blocked_by_regime_reason,lower_reversal_quality,pullback_depth_atr,sl_atr,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2026.01.08 10:09:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.131 range_atr=6.29 vol=normal,LL_LH,-1.77,0.1315,normal,true,,100.00,2.99,1.80,0,,4432.43,4440.05,4421.00,0.06,7.62,1.50,,,,0.0472,0.2000,true,false,20.0,4.24,DowFractal_ThirdWave_Regime
2026.01.08 10:09:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.131 range_atr=6.29 vol=normal,LL_LH,-1.77,0.1315,normal,true,,100.00,2.99,1.80,10009,order_sent,4432.43,4440.05,4421.00,0.06,7.62,1.50,,,,0.0472,0.2000,true,false,20.0,4.24,DowFractal_ThirdWave_Regime
2026.01.08 10:19:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.131 range_atr=6.29 vol=normal,LL_LH,-1.77,0.1315,normal,true,,100.00,2.96,2.32,0,max_positions,4428.93,4440.05,4412.25,0.04,11.12,1.50,max_positions,,max_positions,0.0416,0.2000,true,false,20.0,4.80,DowFractal_ThirdWave_Regime
2026.01.08 10:29:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.131 range_atr=6.29 vol=normal,LL_LH,-1.77,0.1315,normal,true,,100.00,2.96,2.84,0,max_positions,4426.85,4440.05,4407.05,0.03,13.20,1.50,max_positions,,max_positions,0.0430,0.2000,true,false,20.0,4.65,DowFractal_ThirdWave_Regime
2026.01.08 12:14:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.211 range_atr=6.44 vol=normal,LL_LH,-2.77,0.2109,normal,true,,100.00,2.87,1.91,0,,4429.33,4435.78,4419.66,0.07,6.45,1.50,,,,0.0562,0.2000,true,false,19.0,3.38,DowFractal_ThirdWave_Regime
2026.01.08 12:14:59,XAUUSD,SHORT,order_sent,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.211 range_atr=6.44 vol=normal,LL_LH,-2.77,0.2109,normal,true,,100.00,2.87,1.91,10009,order_sent,4429.33,4435.78,4419.66,0.07,6.45,1.50,,,,0.0562,0.2000,true,false,19.0,3.38,DowFractal_ThirdWave_Regime
2026.01.08 12:24:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.211 range_atr=6.44 vol=normal,LL_LH,-2.77,0.2109,normal,true,,100.00,3.08,2.87,0,max_positions,4425.94,4435.76,4411.21,0.05,9.82,1.50,max_positions,,max_positions,0.0584,0.2000,true,false,20.0,3.42,DowFractal_ThirdWave_Regime
2026.01.08 12:34:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.211 range_atr=6.44 vol=normal,LL_LH,-2.77,0.2109,normal,true,,100.00,3.03,1.39,0,max_positions,4431.28,4435.77,4424.55,0.11,4.49,1.50,max_positions,,max_positions,0.0618,0.2000,true,false,20.0,3.24,DowFractal_ThirdWave_Regime
2026.01.08 13:59:59,XAUUSD,SHORT,order_blocked,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.223 range_atr=6.47 vol=normal,LL_LH,-2.92,0.2232,normal,true,,100.00,3.06,4.32,0,max_positions,4422.81,4435.08,4404.41,0.04,12.27,1.50,max_positions,,max_positions,0.0705,0.2000,true,false,20.0,2.84,DowFractal_ThirdWave_Regime
2026.01.16 10:49:59,XAUUSD,SHORT,order_attempt,REGIME_TREND_DOWN,trend_down swing=LL_LH strength=0.093 range_atr=4.88 vol=normal,LL_LH,-1.18,0.0934,normal,true,,100.00,2.52,2.37,0,,4602.85,4612.49,4588.39,0.05,9.64,1.50,,,,0.0492,0.2000,true,false,20.0,4.06,DowFractal_ThirdWave_Regime
