time,strategy_name,entry_selection_mode,context_tf,pattern_tf,execution_tf,reward_r,evaluations,long_evaluations,short_evaluations,h4_impulse_pass,pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,final_entry_pass,orders_sent,orders_failed,data_unavailable,atr_unavailable,research_excluded,no_h4_nwave,too_shallow_pullback,too_deep_pullback,no_h1_counter_trend_nwave,no_clear_neckline,no_neckline_break,sl_too_tight,sl_too_wide,invalid_structure,spread_guard,existing_position,execution_blocked,clean_nested_nwave_entry,neckline_break_initial,neckline_break_late,chasing_after_break,retest_detected,retest_held,retest_trigger_pass,no_retest_confirmation_break,no_retest_detected,retest_invalidated,no_retest_trigger,unknown,top_fail_reason,top_fail_reason_rows
2026.03.30 23:57:59,Nested_NWave_RetestConfirmation,all_score_passing,PERIOD_H4,PERIOD_H1,PERIOD_M15,2.00,83342,41671,41671,20762,5054,1900,196,42,42,33746,49596,29,17,0,0,0,0,59588,12114,3594,3154,0,0,1,153,2992,13,12,12,0,0,0,0,498,498,196,1281,56,65,302,0,no_h4_nwave,59588
