time,symbol,direction,event,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,strategy_name
2025.01.07 18:24:59,XAUUSD,LONG,order_blocked,0,max_positions,2652.16,2641.86,2667.61,0.04,10.30,1.50,max_positions,DowFractal_ThirdWave
2025.01.07 18:44:59,XAUUSD,LONG,order_blocked,0,max_positions,2654.36,2641.85,2673.13,0.04,12.51,1.50,max_positions,DowFractal_ThirdWave
2025.01.07 18:49:59,XAUUSD,LONG,order_blocked,0,max_positions,2654.32,2641.85,2673.03,0.04,12.47,1.50,max_positions,DowFractal_ThirdWave
2025.01.07 22:59:59,XAUUSD,LONG,order_attempt,0,,2650.58,2646.81,2656.24,0.13,3.77,1.50,,DowFractal_ThirdWave
2025.01.07 22:59:59,XAUUSD,LONG,order_sent,10009,order_sent,2650.58,2646.81,2656.24,0.13,3.77,1.50,,DowFractal_ThirdWave
2025.01.09 11:49:59,XAUUSD,LONG,order_attempt,0,,2665.62,2661.06,2672.46,0.11,4.56,1.50,,DowFractal_ThirdWave
2025.01.09 11:49:59,XAUUSD,LONG,order_sent,10009,order_sent,2665.62,2661.06,2672.46,0.11,4.56,1.50,,DowFractal_ThirdWave
2025.01.09 20:19:59,XAUUSD,LONG,order_attempt,0,,2669.99,2662.52,2681.20,0.06,7.47,1.50,,DowFractal_ThirdWave
2025.01.09 20:19:59,XAUUSD,LONG,order_sent,10009,order_sent,2669.99,2662.52,2681.20,0.06,7.47,1.50,,DowFractal_ThirdWave
2025.01.09 20:29:59,XAUUSD,LONG,order_blocked,0,max_positions,2670.18,2662.52,2681.67,0.06,7.66,1.50,max_positions,DowFractal_ThirdWave
2025.01.09 20:39:59,XAUUSD,LONG,order_blocked,0,max_positions,2670.20,2662.52,2681.72,0.06,7.68,1.50,max_positions,DowFractal_ThirdWave
2025.01.10 18:24:59,EURUSD,SHORT,order_attempt,0,,1.02339,1.02793,1.01658,0.11,0.00454,1.50,,DowFractal_ThirdWave
2025.01.10 18:24:59,EURUSD,SHORT,order_sent,10009,order_sent,1.02339,1.02793,1.01658,0.11,0.00454,1.50,,DowFractal_ThirdWave
2025.01.13 06:44:59,XAUUSD,SHORT,order_blocked,0,max_positions,2685.41,2690.72,2677.45,0.09,5.31,1.50,max_positions,DowFractal_ThirdWave
2025.01.13 11:14:59,USDJPY,SHORT,order_blocked,0,max_positions,157.391,157.608,157.066,0.37,0.217,1.50,max_positions,DowFractal_ThirdWave
2025.01.14 07:34:59,XAUUSD,SHORT,order_blocked,0,max_positions,2669.42,2672.46,2664.86,0.16,3.04,1.50,max_positions,DowFractal_ThirdWave
2025.01.14 07:39:59,XAUUSD,SHORT,order_blocked,0,max_positions,2669.51,2672.46,2665.09,0.17,2.95,1.50,max_positions,DowFractal_ThirdWave
2025.01.14 15:29:59,XAUUSD,SHORT,order_blocked,0,max_positions,2667.20,2671.72,2660.42,0.11,4.52,1.50,max_positions,DowFractal_ThirdWave
2025.01.14 15:49:59,XAUUSD,SHORT,order_blocked,0,max_positions,2667.22,2671.72,2660.47,0.11,4.50,1.50,max_positions,DowFractal_ThirdWave
2025.01.14 17:44:59,USDJPY,LONG,order_attempt,0,,158.025,157.599,158.664,0.18,0.426,1.50,,DowFractal_ThirdWave
2025.01.14 17:44:59,USDJPY,LONG,order_sent,10009,order_sent,158.025,157.599,158.664,0.18,0.426,1.50,,DowFractal_ThirdWave
2025.01.14 19:19:59,USDJPY,LONG,order_blocked,0,max_positions,158.051,157.809,158.414,0.33,0.242,1.50,max_positions,DowFractal_ThirdWave
2025.01.14 19:29:59,USDJPY,LONG,order_blocked,0,max_positions,158.173,157.808,158.721,0.22,0.365,1.50,max_positions,DowFractal_ThirdWave
2025.01.14 19:34:59,USDJPY,LONG,order_blocked,0,max_positions,158.135,157.809,158.624,0.24,0.326,1.50,max_positions,DowFractal_ThirdWave
2025.01.15 04:54:59,XAUUSD,LONG,order_blocked,0,max_positions,2673.38,2669.04,2679.89,0.11,4.34,1.50,max_positions,DowFractal_ThirdWave
2025.01.15 15:39:59,XAUUSD,LONG,order_attempt,0,,2687.70,2684.46,2692.56,0.15,3.24,1.50,,DowFractal_ThirdWave
2025.01.15 15:39:59,XAUUSD,LONG,order_sent,10009,order_sent,2687.70,2684.46,2692.56,0.15,3.24,1.50,,DowFractal_ThirdWave
2025.01.15 18:29:59,XAUUSD,LONG,order_attempt,0,,2683.18,2676.41,2693.34,0.07,6.77,1.50,,DowFractal_ThirdWave
2025.01.15 18:29:59,XAUUSD,LONG,order_sent,10009,order_sent,2683.18,2676.41,2693.34,0.07,6.77,1.50,,DowFractal_ThirdWave
2025.01.15 18:44:58,XAUUSD,LONG,order_blocked,0,max_positions,2686.57,2676.40,2701.83,0.05,10.17,1.50,max_positions,DowFractal_ThirdWave
2025.01.15 18:49:59,XAUUSD,LONG,order_blocked,0,max_positions,2688.06,2676.70,2705.10,0.04,11.36,1.50,max_positions,DowFractal_ThirdWave
2025.01.15 18:54:59,XAUUSD,LONG,order_blocked,0,max_positions,2688.71,2676.70,2706.73,0.04,12.01,1.50,max_positions,DowFractal_ThirdWave
2025.01.15 18:59:59,XAUUSD,LONG,order_blocked,0,max_positions,2689.49,2676.70,2708.68,0.03,12.79,1.50,max_positions,DowFractal_ThirdWave
2025.01.15 21:54:58,XAUUSD,LONG,order_attempt,0,,2694.59,2690.86,2700.19,0.13,3.73,1.50,,DowFractal_ThirdWave
2025.01.15 21:54:58,XAUUSD,LONG,order_sent,10009,order_sent,2694.59,2690.86,2700.19,0.13,3.73,1.50,,DowFractal_ThirdWave
2025.01.15 22:19:59,XAUUSD,LONG,order_blocked,0,max_positions,2695.29,2690.86,2701.94,0.11,4.43,1.50,max_positions,DowFractal_ThirdWave
2025.01.15 22:29:59,XAUUSD,LONG,order_blocked,0,max_positions,2695.57,2690.86,2702.64,0.10,4.71,1.50,max_positions,DowFractal_ThirdWave
2025.01.16 05:39:59,XAUUSD,LONG,order_attempt,0,,2697.62,2695.10,2701.40,0.20,2.52,1.50,,DowFractal_ThirdWave
2025.01.16 05:39:59,XAUUSD,LONG,order_sent,10009,order_sent,2697.62,2695.10,2701.40,0.20,2.52,1.50,,DowFractal_ThirdWave
2025.01.16 22:39:59,XAUUSD,LONG,order_attempt,0,,2716.51,2714.59,2719.39,0.26,1.92,1.50,,DowFractal_ThirdWave
2025.01.16 22:39:59,XAUUSD,LONG,order_sent,10009,order_sent,2716.51,2714.59,2719.39,0.26,1.92,1.50,,DowFractal_ThirdWave
2025.01.17 03:59:59,XAUUSD,LONG,order_attempt,0,,2714.86,2713.60,2716.75,0.40,1.26,1.50,,DowFractal_ThirdWave
2025.01.17 03:59:59,XAUUSD,LONG,order_sent,10009,order_sent,2714.86,2713.60,2716.75,0.40,1.26,1.50,,DowFractal_ThirdWave
2025.01.17 19:09:59,XAUUSD,SHORT,order_attempt,0,,2712.14,2715.00,2707.85,0.17,2.86,1.50,,DowFractal_ThirdWave
2025.01.17 19:09:59,XAUUSD,SHORT,order_sent,10009,order_sent,2712.14,2715.00,2707.85,0.17,2.86,1.50,,DowFractal_ThirdWave
2025.01.17 19:14:59,XAUUSD,SHORT,order_blocked,0,max_positions,2712.36,2715.00,2708.40,0.19,2.64,1.50,max_positions,DowFractal_ThirdWave
2025.01.17 19:24:58,XAUUSD,SHORT,order_blocked,0,max_positions,2711.38,2715.00,2705.95,0.14,3.62,1.50,max_positions,DowFractal_ThirdWave
2025.01.17 19:29:59,XAUUSD,SHORT,order_blocked,0,max_positions,2711.36,2715.00,2705.90,0.14,3.64,1.50,max_positions,DowFractal_ThirdWave
2025.01.17 20:34:59,XAUUSD,SHORT,order_attempt,0,,2707.98,2713.68,2699.43,0.09,5.70,1.50,,DowFractal_ThirdWave
2025.01.17 20:34:59,XAUUSD,SHORT,order_sent,10009,order_sent,2707.98,2713.68,2699.43,0.09,5.70,1.50,,DowFractal_ThirdWave
2025.01.17 20:40:00,XAUUSD,SHORT,order_blocked,0,max_positions,2707.94,2713.68,2699.33,0.09,5.74,1.50,max_positions,DowFractal_ThirdWave
2025.01.17 20:44:58,XAUUSD,SHORT,order_blocked,0,max_positions,2708.00,2713.68,2699.48,0.09,5.68,1.50,max_positions,DowFractal_ThirdWave
2025.01.20 15:24:59,XAUUSD,LONG,order_attempt,0,,2709.99,2704.60,2718.08,0.09,5.39,1.50,,DowFractal_ThirdWave
2025.01.20 15:24:59,XAUUSD,LONG,order_sent,10009,order_sent,2709.99,2704.60,2718.08,0.09,5.39,1.50,,DowFractal_ThirdWave
2025.01.20 15:29:59,XAUUSD,LONG,order_blocked,0,max_positions,2709.31,2704.60,2716.38,0.11,4.71,1.50,max_positions,DowFractal_ThirdWave
2025.01.20 19:44:59,USDJPY,SHORT,order_attempt,0,,155.770,155.946,155.506,0.46,0.176,1.50,,DowFractal_ThirdWave
2025.01.20 19:44:59,USDJPY,SHORT,order_sent,10009,order_sent,155.770,155.946,155.506,0.46,0.176,1.50,,DowFractal_ThirdWave
2025.01.22 10:39:59,XAUUSD,LONG,order_attempt,0,,2752.83,2745.32,2764.10,0.06,7.51,1.50,,DowFractal_ThirdWave
2025.01.22 10:39:59,XAUUSD,LONG,order_sent,10009,order_sent,2752.83,2745.32,2764.10,0.06,7.51,1.50,,DowFractal_ThirdWave
2025.01.22 10:44:59,XAUUSD,LONG,order_blocked,0,max_positions,2752.28,2745.32,2762.72,0.07,6.96,1.50,max_positions,DowFractal_ThirdWave
2025.01.22 10:59:59,XAUUSD,LONG,order_blocked,0,max_positions,2753.41,2746.72,2763.45,0.07,6.69,1.50,max_positions,DowFractal_ThirdWave
2025.01.22 16:54:59,XAUUSD,LONG,order_blocked,0,max_positions,2755.68,2750.88,2762.88,0.10,4.80,1.50,max_positions,DowFractal_ThirdWave
2025.01.22 17:59:59,XAUUSD,LONG,order_blocked,0,max_positions,2759.45,2750.14,2773.42,0.05,9.31,1.50,max_positions,DowFractal_ThirdWave
2025.01.23 09:44:58,XAUUSD,SHORT,order_blocked,0,max_positions,2751.98,2755.73,2746.36,0.13,3.75,1.50,max_positions,DowFractal_ThirdWave
2025.01.23 09:49:59,XAUUSD,SHORT,order_blocked,0,max_positions,2752.77,2755.73,2748.33,0.17,2.96,1.50,max_positions,DowFractal_ThirdWave
2025.01.23 11:19:59,XAUUSD,SHORT,order_blocked,0,max_positions,2751.68,2755.07,2746.60,0.15,3.39,1.50,max_positions,DowFractal_ThirdWave
2025.01.24 09:49:59,XAUUSD,LONG,order_attempt,0,,2774.96,2771.93,2779.51,0.17,3.03,1.50,,DowFractal_ThirdWave
2025.01.24 09:49:59,XAUUSD,LONG,order_sent,10009,order_sent,2774.96,2771.93,2779.51,0.17,3.03,1.50,,DowFractal_ThirdWave
2025.01.24 09:54:59,XAUUSD,LONG,order_blocked,0,max_positions,2773.50,2771.93,2775.86,0.32,1.57,1.50,max_positions,DowFractal_ThirdWave
2025.01.24 11:14:59,XAUUSD,LONG,order_attempt,0,,2774.74,2771.93,2778.96,0.18,2.81,1.50,,DowFractal_ThirdWave
2025.01.24 11:14:59,XAUUSD,LONG,order_sent,10009,order_sent,2774.74,2771.93,2778.96,0.18,2.81,1.50,,DowFractal_ThirdWave
2025.01.24 12:59:59,XAUUSD,LONG,order_attempt,0,,2775.83,2770.78,2783.41,0.10,5.05,1.50,,DowFractal_ThirdWave
2025.01.24 12:59:59,XAUUSD,LONG,order_sent,10009,order_sent,2775.83,2770.78,2783.41,0.10,5.05,1.50,,DowFractal_ThirdWave
2025.01.24 13:04:59,XAUUSD,LONG,order_blocked,0,max_positions,2776.16,2770.78,2784.23,0.09,5.38,1.50,max_positions,DowFractal_ThirdWave
2025.01.24 13:09:59,XAUUSD,LONG,order_blocked,0,max_positions,2774.37,2770.78,2779.76,0.14,3.59,1.50,max_positions,DowFractal_ThirdWave
2025.01.29 14:09:59,XAUUSD,SHORT,order_attempt,0,,2756.64,2759.95,2751.68,0.15,3.31,1.50,,DowFractal_ThirdWave
2025.01.29 14:09:59,XAUUSD,SHORT,order_sent,10009,order_sent,2756.64,2759.95,2751.68,0.15,3.31,1.50,,DowFractal_ThirdWave
2025.01.29 14:14:59,XAUUSD,SHORT,order_blocked,0,max_positions,2757.40,2759.95,2753.58,0.20,2.55,1.50,max_positions,DowFractal_ThirdWave
2025.01.29 17:44:59,XAUUSD,SHORT,order_attempt,0,,2753.30,2761.26,2741.36,0.06,7.96,1.50,,DowFractal_ThirdWave
2025.01.29 17:44:59,XAUUSD,SHORT,order_sent,10009,order_sent,2753.30,2761.26,2741.36,0.06,7.96,1.50,,DowFractal_ThirdWave
2025.01.30 16:54:59,EURJPY,SHORT,order_attempt,0,,160.668,161.107,160.010,0.18,0.439,1.50,,DowFractal_ThirdWave
2025.01.30 16:54:59,EURJPY,SHORT,order_sent,10009,order_sent,160.668,161.107,160.010,0.18,0.439,1.50,,DowFractal_ThirdWave
2025.01.30 22:29:59,XAUUSD,LONG,order_blocked,0,max_positions,2794.89,2790.47,2801.52,0.11,4.42,1.50,max_positions,DowFractal_ThirdWave
2025.01.30 22:39:59,XAUUSD,LONG,order_blocked,0,max_positions,2793.84,2790.47,2798.90,0.15,3.37,1.50,max_positions,DowFractal_ThirdWave
2025.01.30 22:49:59,XAUUSD,LONG,order_blocked,0,max_positions,2796.46,2790.47,2805.45,0.08,5.99,1.50,max_positions,DowFractal_ThirdWave
2025.01.30 22:54:59,XAUUSD,LONG,order_blocked,0,max_positions,2793.70,2790.47,2798.55,0.15,3.23,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 04:19:59,XAUUSD,LONG,order_attempt,0,,2797.50,2794.41,2802.14,0.16,3.09,1.50,,DowFractal_ThirdWave
2025.01.31 04:19:59,XAUUSD,LONG,order_sent,10009,order_sent,2797.50,2794.41,2802.14,0.16,3.09,1.50,,DowFractal_ThirdWave
2025.01.31 04:24:59,XAUUSD,LONG,order_blocked,0,max_positions,2796.87,2794.41,2800.56,0.20,2.46,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 13:19:59,XAUUSD,LONG,order_attempt,0,,2796.46,2790.85,2804.88,0.09,5.61,1.50,,DowFractal_ThirdWave
2025.01.31 13:19:59,XAUUSD,LONG,order_sent,10009,order_sent,2796.46,2790.85,2804.88,0.09,5.61,1.50,,DowFractal_ThirdWave
2025.01.31 13:24:59,XAUUSD,LONG,order_blocked,0,max_positions,2795.72,2790.85,2803.03,0.10,4.87,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 13:34:59,XAUUSD,LONG,order_blocked,0,max_positions,2796.83,2790.85,2805.80,0.08,5.98,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 17:59:59,USDJPY,LONG,order_attempt,0,,154.830,154.711,155.009,0.67,0.119,1.50,,DowFractal_ThirdWave
2025.01.31 17:59:59,USDJPY,LONG,order_sent,10009,order_sent,154.830,154.711,155.009,0.67,0.119,1.50,,DowFractal_ThirdWave
2025.01.31 20:14:59,USDJPY,LONG,order_attempt,0,,154.824,154.639,155.102,0.43,0.185,1.50,,DowFractal_ThirdWave
2025.01.31 20:14:59,USDJPY,LONG,order_sent,10009,order_sent,154.824,154.639,155.102,0.43,0.185,1.50,,DowFractal_ThirdWave
2025.01.31 22:49:59,XAUUSD,LONG,order_attempt,0,,2800.14,2794.09,2809.22,0.08,6.05,1.50,,DowFractal_ThirdWave
2025.01.31 22:49:59,XAUUSD,LONG,order_sent,10009,order_sent,2800.14,2794.09,2809.22,0.08,6.05,1.50,,DowFractal_ThirdWave
2025.01.31 22:54:59,XAUUSD,LONG,order_blocked,0,max_positions,2800.04,2794.09,2808.97,0.08,5.95,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 23:04:59,XAUUSD,LONG,order_blocked,0,max_positions,2801.73,2794.11,2813.16,0.06,7.62,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 23:09:59,XAUUSD,LONG,order_blocked,0,max_positions,2801.20,2794.11,2811.84,0.07,7.09,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 23:19:59,XAUUSD,LONG,order_blocked,0,max_positions,2802.24,2794.13,2814.41,0.06,8.11,1.50,max_positions,DowFractal_ThirdWave
2025.01.31 23:24:59,XAUUSD,LONG,order_blocked,0,max_positions,2801.90,2794.13,2813.56,0.06,7.77,1.50,max_positions,DowFractal_ThirdWave
2025.02.03 11:24:59,XAUUSD,SHORT,order_attempt,0,,2797.63,2800.66,2793.09,0.17,3.03,1.50,,DowFractal_ThirdWave
2025.02.03 11:24:59,XAUUSD,SHORT,order_sent,10009,order_sent,2797.63,2800.66,2793.09,0.17,3.03,1.50,,DowFractal_ThirdWave
2025.02.03 17:24:59,USDJPY,SHORT,order_attempt,0,,154.563,154.849,154.134,0.27,0.286,1.50,,DowFractal_ThirdWave
2025.02.03 17:24:59,USDJPY,SHORT,order_sent,10009,order_sent,154.563,154.849,154.134,0.27,0.286,1.50,,DowFractal_ThirdWave
2025.02.03 18:39:58,USDJPY,SHORT,order_attempt,0,,154.590,154.845,154.208,0.31,0.255,1.50,,DowFractal_ThirdWave
2025.02.03 18:39:58,USDJPY,SHORT,order_sent,10009,order_sent,154.590,154.845,154.208,0.31,0.255,1.50,,DowFractal_ThirdWave
2025.02.05 10:49:59,USDJPY,SHORT,order_attempt,0,,153.027,153.357,152.532,0.23,0.330,1.50,,DowFractal_ThirdWave
2025.02.05 10:49:59,USDJPY,SHORT,order_sent,10009,order_sent,153.027,153.357,152.532,0.23,0.330,1.50,,DowFractal_ThirdWave
2025.02.05 11:00:00,USDJPY,SHORT,order_blocked,0,max_positions,153.045,153.356,152.579,0.25,0.311,1.50,max_positions,DowFractal_ThirdWave
2025.02.05 19:09:59,XAUUSD,LONG,order_attempt,0,,2875.11,2862.84,2893.52,0.04,12.27,1.50,,DowFractal_ThirdWave
2025.02.05 19:09:59,XAUUSD,LONG,order_sent,10009,order_sent,2875.11,2862.84,2893.52,0.04,12.27,1.50,,DowFractal_ThirdWave
2025.02.05 19:19:59,XAUUSD,LONG,order_blocked,0,max_positions,2874.01,2862.86,2890.74,0.04,11.15,1.50,max_positions,DowFractal_ThirdWave
2025.02.06 14:59:59,XAUUSD,SHORT,order_attempt,0,,2864.44,2870.41,2855.49,0.08,5.97,1.50,,DowFractal_ThirdWave
2025.02.06 14:59:59,XAUUSD,SHORT,order_sent,10009,order_sent,2864.44,2870.41,2855.49,0.08,5.97,1.50,,DowFractal_ThirdWave
2025.02.06 15:04:59,XAUUSD,SHORT,order_blocked,0,max_positions,2863.65,2870.41,2853.51,0.07,6.76,1.50,max_positions,DowFractal_ThirdWave
2025.02.06 19:04:59,XAUUSD,SHORT,order_attempt,0,,2850.91,2854.94,2844.87,0.12,4.03,1.50,,DowFractal_ThirdWave
2025.02.06 19:04:59,XAUUSD,SHORT,order_sent,10009,order_sent,2850.91,2854.94,2844.87,0.12,4.03,1.50,,DowFractal_ThirdWave
2025.02.07 11:04:59,XAUUSD,LONG,order_attempt,0,,2866.08,2862.97,2870.75,0.16,3.11,1.50,,DowFractal_ThirdWave
2025.02.07 11:04:59,XAUUSD,LONG,order_sent,10009,order_sent,2866.08,2862.97,2870.75,0.16,3.11,1.50,,DowFractal_ThirdWave
2025.02.07 11:14:59,XAUUSD,LONG,order_blocked,0,max_positions,2867.87,2862.97,2875.22,0.10,4.90,1.50,max_positions,DowFractal_ThirdWave
2025.02.07 11:24:59,XAUUSD,LONG,order_blocked,0,max_positions,2868.78,2862.97,2877.50,0.08,5.81,1.50,max_positions,DowFractal_ThirdWave
2025.02.07 13:04:59,XAUUSD,LONG,order_blocked,0,max_positions,2866.66,2863.18,2871.88,0.14,3.48,1.50,max_positions,DowFractal_ThirdWave
2025.02.07 14:04:58,XAUUSD,LONG,order_blocked,0,max_positions,2867.18,2863.18,2873.18,0.12,4.00,1.50,max_positions,DowFractal_ThirdWave
2025.02.07 16:34:59,GBPJPY,LONG,order_attempt,0,,189.072,188.626,189.741,0.17,0.446,1.50,,DowFractal_ThirdWave
2025.02.07 16:34:59,GBPJPY,LONG,order_sent,10009,order_sent,189.072,188.626,189.741,0.17,0.446,1.50,,DowFractal_ThirdWave
2025.02.07 18:34:59,USDJPY,SHORT,order_attempt,0,,151.126,151.771,150.159,0.11,0.645,1.50,,DowFractal_ThirdWave
2025.02.07 18:34:59,USDJPY,SHORT,order_sent,10009,order_sent,151.126,151.771,150.159,0.11,0.645,1.50,,DowFractal_ThirdWave
2025.02.07 18:49:59,USDJPY,SHORT,order_blocked,0,max_positions,151.174,151.773,150.276,0.12,0.599,1.50,max_positions,DowFractal_ThirdWave
2025.02.07 23:14:59,XAUUSD,LONG,order_attempt,0,,2862.79,2859.19,2868.19,0.14,3.60,1.50,,DowFractal_ThirdWave
2025.02.07 23:14:59,XAUUSD,LONG,order_sent,10009,order_sent,2862.79,2859.19,2868.19,0.14,3.60,1.50,,DowFractal_ThirdWave
2025.02.07 23:24:59,XAUUSD,LONG,order_blocked,0,max_positions,2863.11,2859.19,2868.99,0.12,3.92,1.50,max_positions,DowFractal_ThirdWave
2025.02.07 23:29:59,XAUUSD,LONG,order_blocked,0,max_positions,2862.97,2859.19,2868.64,0.13,3.78,1.50,max_positions,DowFractal_ThirdWave
2025.02.10 03:14:59,XAUUSD,LONG,order_attempt,0,,2870.91,2865.54,2878.97,0.09,5.37,1.50,,DowFractal_ThirdWave
2025.02.10 03:14:59,XAUUSD,LONG,order_sent,10009,order_sent,2870.91,2865.54,2878.97,0.09,5.37,1.50,,DowFractal_ThirdWave
2025.02.10 04:29:59,XAUUSD,LONG,order_blocked,0,max_positions,2874.23,2865.88,2886.76,0.05,8.35,1.50,max_positions,DowFractal_ThirdWave
2025.02.10 05:59:59,XAUUSD,LONG,order_blocked,0,max_positions,2875.74,2871.13,2882.66,0.10,4.61,1.50,max_positions,DowFractal_ThirdWave
2025.02.10 23:04:59,XAUUSD,LONG,order_attempt,0,,2906.67,2902.30,2913.23,0.11,4.37,1.50,,DowFractal_ThirdWave
2025.02.10 23:04:59,XAUUSD,LONG,order_sent,10009,order_sent,2906.67,2902.30,2913.23,0.11,4.37,1.50,,DowFractal_ThirdWave
2025.02.11 07:39:59,XAUUSD,LONG,order_attempt,0,,2920.40,2914.74,2928.89,0.08,5.66,1.50,,DowFractal_ThirdWave
2025.02.11 07:39:59,XAUUSD,LONG,order_sent,10009,order_sent,2920.40,2914.74,2928.89,0.08,5.66,1.50,,DowFractal_ThirdWave
2025.02.11 07:49:59,XAUUSD,LONG,order_blocked,0,max_positions,2922.26,2914.75,2933.53,0.06,7.51,1.50,max_positions,DowFractal_ThirdWave
2025.02.11 07:59:59,XAUUSD,LONG,order_blocked,0,max_positions,2923.11,2914.75,2935.65,0.06,8.36,1.50,max_positions,DowFractal_ThirdWave
2025.02.11 08:09:59,XAUUSD,LONG,order_attempt,0,,2928.46,2914.76,2949.01,0.03,13.70,1.50,,DowFractal_ThirdWave
2025.02.11 08:09:59,XAUUSD,LONG,order_sent,10009,order_sent,2928.46,2914.76,2949.01,0.03,13.70,1.50,,DowFractal_ThirdWave
2025.02.11 08:14:59,XAUUSD,LONG,order_blocked,0,max_positions,2926.34,2914.76,2943.71,0.04,11.58,1.50,max_positions,DowFractal_ThirdWave
2025.02.11 19:04:59,XAUUSD,SHORT,order_attempt,0,,2900.70,2908.88,2888.43,0.06,8.18,1.50,,DowFractal_ThirdWave
2025.02.11 19:04:59,XAUUSD,SHORT,order_sent,10009,order_sent,2900.70,2908.88,2888.43,0.06,8.18,1.50,,DowFractal_ThirdWave
2025.02.11 19:09:59,XAUUSD,SHORT,order_blocked,0,max_positions,2900.27,2908.88,2887.36,0.05,8.61,1.50,max_positions,DowFractal_ThirdWave
2025.02.11 19:14:59,XAUUSD,SHORT,order_blocked,0,max_positions,2901.05,2908.88,2889.31,0.06,7.83,1.50,max_positions,DowFractal_ThirdWave
2025.02.11 20:29:59,XAUUSD,SHORT,order_blocked,0,max_positions,2904.44,2908.82,2897.87,0.11,4.38,1.50,max_positions,DowFractal_ThirdWave
2025.02.12 16:04:59,EURJPY,LONG,order_attempt,0,,159.483,159.246,159.839,0.32,0.237,1.50,,DowFractal_ThirdWave
2025.02.12 16:04:59,EURJPY,LONG,order_sent,10009,order_sent,159.483,159.246,159.839,0.32,0.237,1.50,,DowFractal_ThirdWave
