scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,max_consecutive_losses,monthly_net,monthly_trades,symbol_distribution,direction_distribution,FX_net,XAUUSD_net,LONG_net,SHORT_net,clean_or_acceptable_pct
Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,FX,85,35.29,1.082,0.059,224.06,563.0,5.22,1.348,1.136,71.76,51.76,36.47,8,2024-01:2.44;2024-02:49.41;2024-03:-199.06;2024-04:49.78;2024-05:-48.66;2024-06:-52.29;2024-07:96.09;2024-08:150.8;2024-09:243.53;2024-10:-1.43;2024-11:91.35;2024-12:142.98;2025-01:-48.02;2025-02:198.03;2025-03:-45.88;2025-04:153.0;2025-06:-94.26;2025-07:50.53;2025-08:-49.47;2025-09:-147.87;2025-10:-47.82;2025-11:46.14;2025-12:-49.13;2026-01:-102.44;2026-02:196.5;2026-03:-53.74;2026-04:-200.52;2026-05:-105.93,2024-01:3;2024-02:5;2024-03:4;2024-04:2;2024-05:1;2024-06:1;2024-07:1;2024-08:6;2024-09:4;2024-10:3;2024-11:1;2024-12:3;2025-01:4;2025-02:2;2025-03:4;2025-04:6;2025-06:2;2025-07:5;2025-08:1;2025-09:3;2025-10:1;2025-11:2;2025-12:1;2026-01:5;2026-02:5;2026-03:4;2026-04:4;2026-05:2,AUDJPY:5;EURJPY:15;EURUSD:11;GBPJPY:14;GBPUSD:9;USDJPY:31,LONG:42;SHORT:43,224.06,0,7.65,216.41,100.0
Nested_Fixed_Room2R_BOTH_all_H4_H1_M15_2R,XAUUSD,35,22.86,0.528,-0.323,-606.24,860.55,8.61,1.196,1.308,54.29,40.0,31.43,18,2024-01:-49.6;2024-02:-49.5;2024-07:-49.44;2024-08:-46.8;2024-09:-97.2;2024-10:-94.87;2024-11:-48.76;2024-12:-96.79;2025-01:-45.68;2025-02:-47.84;2025-05:-192.83;2025-06:-41.24;2025-08:193.19;2025-09:-50.08;2025-10:34.26;2025-11:-97.78;2025-12:-46.32;2026-01:87.75;2026-04:174.77;2026-05:1.96;2026-06:-43.44,2024-01:1;2024-02:1;2024-07:1;2024-08:1;2024-09:2;2024-10:2;2024-11:1;2024-12:2;2025-01:1;2025-02:1;2025-05:4;2025-06:1;2025-08:2;2025-09:1;2025-10:2;2025-11:2;2025-12:1;2026-01:1;2026-04:2;2026-05:5;2026-06:1,XAUUSD:35,LONG:15;SHORT:20,0,-606.24,-570.96,-35.28,100.0
