time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor,structural_bos_mode,structural_bos_state,m15_confirmation_type,h1_bos_level,h1_counter_nwave_high,h1_counter_nwave_low,distance_bos_to_entry,distance_bos_to_entry_atr,bars_since_bos
2026.01.06 11:49:59,blocked_candidate,EURJPY,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,184.051,182.800,52.92,0.376,0.165,0.116,0.2577,30.0,183.325,183.204,183.422,183.228,183.452,182.780,0.34,0.224,2.00,4,0.097,0.83,0.194,1.67,224.0,1.92,448.0,3.85,142.02,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,1.69,197.0,0.79,1.72,2.16,0.17,0.83,6,false,not_evaluated,,0.00,false,false,false,true,m15_countertrend_bos_confirmed,m15_retest_reclaim,183.325,183.601,183.102,0.097,0.83,3
2026.01.06 13:19:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00104,0.00075,0.2275,17.0,1.17099,1.17066,1.17165,1.17049,1.17182,1.16783,0.37,0.00133,2.00,3,0.00050,0.67,0.00116,1.55,133.0,1.78,266.0,3.56,142.47,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.44,33.0,0.67,0.72,1.07,0.28,0.72,5,false,not_evaluated,,0.00,false,false,false,true,m15_countertrend_bos_confirmed,m15_bos_confirmed,1.17099,1.17421,1.16582,0.00050,0.67,1
2026.01.06 13:34:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00104,0.00071,0.2409,17.0,1.17099,1.17081,1.17165,1.17081,1.17182,1.16879,0.49,0.00101,2.00,4,0.00018,0.26,0.00084,1.19,101.0,1.43,202.0,2.86,148.27,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.47,33.0,0.67,0.77,1.13,0.28,0.72,5,false,not_evaluated,,0.00,false,false,false,true,m15_countertrend_bos_confirmed,m15_retest_reclaim,1.17099,1.17421,1.16582,0.00018,0.26,2
2026.01.06 13:49:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00104,0.00068,0.2519,17.0,1.17099,1.17079,1.17165,1.17059,1.17182,1.16813,0.40,0.00123,2.00,5,0.00040,0.59,0.00106,1.57,123.0,1.82,246.0,3.64,143.54,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.49,33.0,0.67,0.80,1.19,0.28,0.72,5,false,not_evaluated,,0.00,false,false,false,true,m15_countertrend_bos_confirmed,m15_retest_reclaim,1.17099,1.17421,1.16582,0.00040,0.59,3
2026.01.06 14:04:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00105,0.00063,0.2397,15.0,1.17099,1.17054,1.17165,1.17082,1.17180,1.16886,0.51,0.00098,2.00,6,0.00017,0.27,0.00083,1.33,98.0,1.57,196.0,3.13,145.04,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.53,33.0,0.67,0.86,1.28,0.28,0.72,5,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,1.17099,1.17421,1.16582,0.00017,0.27,4
2026.01.06 14:34:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00105,0.00063,0.2528,16.0,1.17099,1.17055,1.17165,1.17050,1.17181,1.16788,0.38,0.00131,2.00,8,0.00049,0.77,0.00115,1.82,131.0,2.07,262.0,4.14,141.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.70,44.0,0.92,0.90,0.98,0.00,1.00,9,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_bos_confirmed,1.17099,1.17421,1.16582,0.00049,0.77,1
2026.01.06 15:19:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00111,0.00064,0.2354,15.0,1.17099,1.17065,1.17117,1.17077,1.17132,1.16967,0.90,0.00055,2.00,4,0.00022,0.35,0.00040,0.63,55.0,0.86,110.0,1.73,144.01,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.69,44.0,0.92,0.89,0.97,0.00,1.00,9,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,1.17099,1.17421,1.16582,0.00022,0.35,4
2026.01.06 15:34:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00111,0.00064,0.2357,15.0,1.17099,1.17061,1.17117,1.17077,1.17132,1.16967,0.90,0.00055,2.00,5,0.00022,0.35,0.00040,0.63,55.0,0.86,110.0,1.73,141.00,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.69,44.0,0.92,0.90,0.97,0.00,1.00,9,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,1.17099,1.17421,1.16582,0.00022,0.35,5
2026.01.06 15:49:59,blocked_candidate,EURUSD,SHORT,server_08_15,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,57.02,0.00248,0.00111,0.00065,0.2472,16.0,1.17099,1.17098,1.17117,1.17065,1.17133,1.16929,0.73,0.00068,2.00,6,0.00034,0.53,0.00052,0.80,68.0,1.05,136.0,2.10,135.48,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.68,44.0,0.92,0.88,0.96,0.00,1.00,9,false,not_evaluated,,0.00,false,false,false,true,h1_bos_confirmed,m15_retest_reclaim,1.17099,1.17421,1.16582,0.00034,0.53,6
2026.01.06 16:34:59,blocked_candidate,EURUSD,SHORT,server_16_23,all_score_passing,300,Nested_NWave_StructuralBOS,clean_structural_bos,spread_guard,spread_guard,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,true,true,true,true,true,true,false,true,true,false,false,1.17536,1.16582,54.72,0.00252,0.00117,0.00071,0.2115,15.0,1.17099,1.17045,1.17117,1.17072,1.17132,1.16952,0.83,0.00060,2.00,9,0.00027,0.38,0.00045,0.63,60.0,0.85,120.0,1.69,147.55,false,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,,false,strong_breakout,instant_entry_quality,true,true,false,false,0.76,54.0,0.75,1.20,1.61,0.24,0.76,13,false,not_evaluated,,0.00,false,false,false,true,m15_countertrend_bos_confirmed,m15_bos_confirmed,1.17099,1.17421,1.16582,0.00027,0.38,1
