time,symbol,direction,event,order_retcode,order_comment,entry_price,sl,tp,volume,risk_r,rr,skip_reason,structure_stage_fail_reason,execution_block_reason,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,strategy_name
2025.01.03 17:34:59,XAUUSD,SHORT,order_attempt,0,,2644.47,2652.81,2631.96,0.05,8.34,1.50,,,,0.0568,0.2000,true,false,18.0,3.17,DowFractal_ThirdWave
2025.01.03 17:34:59,XAUUSD,SHORT,order_sent,10009,order_sent,2644.47,2652.81,2631.96,0.05,8.34,1.50,,,,0.0568,0.2000,true,false,18.0,3.17,DowFractal_ThirdWave
2025.01.03 22:04:59,XAUUSD,SHORT,order_blocked,0,max_positions,2639.33,2643.09,2633.69,0.13,3.76,1.50,max_positions,,max_positions,0.1984,0.2000,true,false,18.0,0.91,DowFractal_ThirdWave
2025.01.03 22:09:59,XAUUSD,SHORT,order_blocked,0,max_positions,2639.12,2643.09,2633.17,0.12,3.97,1.50,max_positions,,max_positions,0.1980,0.2000,true,false,18.0,0.91,DowFractal_ThirdWave
2025.01.03 22:14:59,XAUUSD,SHORT,order_blocked,0,max_positions,2639.22,2643.09,2633.42,0.12,3.87,1.50,max_positions,,max_positions,0.1981,0.2000,true,false,18.0,0.91,DowFractal_ThirdWave
2025.01.06 21:04:59,XAUUSD,SHORT,order_attempt,0,,2633.49,2638.73,2625.63,0.09,5.24,1.50,,,,0.0970,0.2000,true,false,18.0,1.86,DowFractal_ThirdWave
2025.01.06 21:04:59,XAUUSD,SHORT,order_sent,10009,order_sent,2633.49,2638.73,2625.63,0.09,5.24,1.50,,,,0.0970,0.2000,true,false,18.0,1.86,DowFractal_ThirdWave
2025.01.06 21:09:59,XAUUSD,SHORT,order_blocked,0,max_positions,2634.74,2638.73,2628.76,0.12,3.99,1.50,max_positions,,max_positions,0.0963,0.2000,true,false,18.0,1.87,DowFractal_ThirdWave
2025.01.10 18:24:59,EURUSD,SHORT,order_attempt,0,,1.02339,1.02793,1.01658,0.11,0.00454,1.50,,,,0.1934,0.2000,true,false,18.0,0.00093,DowFractal_ThirdWave
2025.01.10 18:24:59,EURUSD,SHORT,order_sent,10009,order_sent,1.02339,1.02793,1.01658,0.11,0.00454,1.50,,,,0.1934,0.2000,true,false,18.0,0.00093,DowFractal_ThirdWave
2025.01.13 06:44:59,XAUUSD,SHORT,order_blocked,0,max_positions,2685.41,2690.72,2677.45,0.09,5.31,1.50,max_positions,,max_positions,0.1254,0.2000,true,false,18.0,1.44,DowFractal_ThirdWave
2025.01.13 11:14:59,USDJPY,SHORT,order_blocked,0,max_positions,157.391,157.608,157.066,0.36,0.217,1.50,max_positions,,max_positions,0.1978,0.2000,true,false,19.0,0.096,DowFractal_ThirdWave
2025.01.14 07:34:59,XAUUSD,SHORT,order_blocked,0,max_positions,2669.42,2672.46,2664.86,0.16,3.04,1.50,max_positions,,max_positions,0.1277,0.2000,true,false,18.0,1.41,DowFractal_ThirdWave
2025.01.14 07:39:59,XAUUSD,SHORT,order_blocked,0,max_positions,2669.51,2672.46,2665.09,0.16,2.95,1.50,max_positions,,max_positions,0.1201,0.2000,true,false,18.0,1.50,DowFractal_ThirdWave
2025.01.14 15:29:59,XAUUSD,SHORT,order_blocked,0,max_positions,2667.20,2671.72,2660.42,0.11,4.52,1.50,max_positions,,max_positions,0.0953,0.2000,true,false,18.0,1.89,DowFractal_ThirdWave
2025.01.14 15:49:59,XAUUSD,SHORT,order_blocked,0,max_positions,2667.22,2671.72,2660.47,0.11,4.50,1.50,max_positions,,max_positions,0.0626,0.2000,true,false,18.0,2.87,DowFractal_ThirdWave
2025.01.17 19:09:59,XAUUSD,SHORT,order_attempt,0,,2712.14,2715.00,2707.85,0.17,2.86,1.50,,,,0.1057,0.2000,true,false,18.0,1.70,DowFractal_ThirdWave
2025.01.17 19:09:59,XAUUSD,SHORT,order_sent,10009,order_sent,2712.14,2715.00,2707.85,0.17,2.86,1.50,,,,0.1057,0.2000,true,false,18.0,1.70,DowFractal_ThirdWave
2025.01.17 19:14:59,XAUUSD,SHORT,order_blocked,0,max_positions,2712.36,2715.00,2708.40,0.18,2.64,1.50,max_positions,,max_positions,0.1000,0.2000,true,false,18.0,1.80,DowFractal_ThirdWave
2025.01.17 19:24:58,XAUUSD,SHORT,order_blocked,0,max_positions,2711.38,2715.00,2705.95,0.13,3.62,1.50,max_positions,,max_positions,0.1050,0.2000,true,false,18.0,1.71,DowFractal_ThirdWave
2025.01.17 19:29:59,XAUUSD,SHORT,order_blocked,0,max_positions,2711.36,2715.00,2705.90,0.13,3.64,1.50,max_positions,,max_positions,0.1122,0.2000,true,false,18.0,1.60,DowFractal_ThirdWave
2025.01.17 20:34:59,XAUUSD,SHORT,order_attempt,0,,2707.98,2713.68,2699.43,0.08,5.70,1.50,,,,0.1335,0.2000,true,false,18.0,1.35,DowFractal_ThirdWave
2025.01.17 20:34:59,XAUUSD,SHORT,order_sent,10009,order_sent,2707.98,2713.68,2699.43,0.08,5.70,1.50,,,,0.1335,0.2000,true,false,18.0,1.35,DowFractal_ThirdWave
2025.01.17 20:40:00,XAUUSD,SHORT,order_blocked,0,max_positions,2707.94,2713.68,2699.33,0.08,5.74,1.50,max_positions,,max_positions,0.1331,0.2000,true,false,18.0,1.35,DowFractal_ThirdWave
2025.01.17 20:44:58,XAUUSD,SHORT,order_blocked,0,max_positions,2708.00,2713.68,2699.48,0.08,5.68,1.50,max_positions,,max_positions,0.1358,0.2000,true,false,18.0,1.32,DowFractal_ThirdWave
2025.01.20 19:44:59,USDJPY,SHORT,order_attempt,0,,155.770,155.946,155.506,0.44,0.176,1.50,,,,0.1553,0.2000,true,false,19.0,0.122,DowFractal_ThirdWave
2025.01.20 19:44:59,USDJPY,SHORT,order_sent,10009,order_sent,155.770,155.946,155.506,0.44,0.176,1.50,,,,0.1553,0.2000,true,false,19.0,0.122,DowFractal_ThirdWave
2025.01.23 09:44:58,XAUUSD,SHORT,order_attempt,0,,2751.98,2755.73,2746.36,0.13,3.75,1.50,,,,0.1721,0.2000,true,false,18.0,1.05,DowFractal_ThirdWave
2025.01.23 09:44:58,XAUUSD,SHORT,order_sent,10009,order_sent,2751.98,2755.73,2746.36,0.13,3.75,1.50,,,,0.1721,0.2000,true,false,18.0,1.05,DowFractal_ThirdWave
2025.01.23 09:49:59,XAUUSD,SHORT,order_blocked,0,max_positions,2752.77,2755.73,2748.33,0.17,2.96,1.50,max_positions,,max_positions,0.1752,0.2000,true,false,18.0,1.03,DowFractal_ThirdWave
2025.01.23 11:19:59,XAUUSD,SHORT,order_blocked,0,max_positions,2751.68,2755.07,2746.60,0.15,3.39,1.50,max_positions,,max_positions,0.1595,0.2000,true,false,18.0,1.13,DowFractal_ThirdWave
2025.01.29 14:09:59,XAUUSD,SHORT,order_attempt,0,,2756.64,2759.95,2751.68,0.15,3.31,1.50,,,,0.1736,0.2000,true,false,18.0,1.04,DowFractal_ThirdWave
2025.01.29 14:09:59,XAUUSD,SHORT,order_sent,10009,order_sent,2756.64,2759.95,2751.68,0.15,3.31,1.50,,,,0.1736,0.2000,true,false,18.0,1.04,DowFractal_ThirdWave
2025.01.29 14:14:59,XAUUSD,SHORT,order_blocked,0,max_positions,2757.40,2759.95,2753.58,0.20,2.55,1.50,max_positions,,max_positions,0.1677,0.2000,true,false,18.0,1.07,DowFractal_ThirdWave
2025.01.29 17:44:59,XAUUSD,SHORT,order_attempt,0,,2753.30,2761.26,2741.36,0.06,7.96,1.50,,,,0.0676,0.2000,true,false,18.0,2.66,DowFractal_ThirdWave
2025.01.29 17:44:59,XAUUSD,SHORT,order_sent,10009,order_sent,2753.30,2761.26,2741.36,0.06,7.96,1.50,,,,0.0676,0.2000,true,false,18.0,2.66,DowFractal_ThirdWave
2025.01.30 16:54:59,EURJPY,SHORT,order_attempt,0,,160.668,161.107,160.010,0.17,0.439,1.50,,,,0.1656,0.2000,true,false,30.0,0.181,DowFractal_ThirdWave
2025.01.30 16:54:59,EURJPY,SHORT,order_sent,10009,order_sent,160.668,161.107,160.010,0.17,0.439,1.50,,,,0.1656,0.2000,true,false,30.0,0.181,DowFractal_ThirdWave
2025.02.03 11:24:59,XAUUSD,SHORT,order_attempt,0,,2797.63,2800.66,2793.09,0.16,3.03,1.50,,,,0.0739,0.2000,true,false,18.0,2.43,DowFractal_ThirdWave
2025.02.03 11:24:59,XAUUSD,SHORT,order_sent,10009,order_sent,2797.63,2800.66,2793.09,0.16,3.03,1.50,,,,0.0739,0.2000,true,false,18.0,2.43,DowFractal_ThirdWave
2025.02.03 17:24:59,USDJPY,SHORT,order_attempt,0,,154.563,154.849,154.134,0.27,0.286,1.50,,,,0.1441,0.2000,true,false,20.0,0.139,DowFractal_ThirdWave
2025.02.03 17:24:59,USDJPY,SHORT,order_sent,10009,order_sent,154.563,154.849,154.134,0.27,0.286,1.50,,,,0.1441,0.2000,true,false,20.0,0.139,DowFractal_ThirdWave
2025.02.03 18:39:58,USDJPY,SHORT,order_attempt,0,,154.590,154.845,154.208,0.30,0.255,1.50,,,,0.1001,0.2000,true,false,16.0,0.160,DowFractal_ThirdWave
2025.02.03 18:39:58,USDJPY,SHORT,order_sent,10009,order_sent,154.590,154.845,154.208,0.30,0.255,1.50,,,,0.1001,0.2000,true,false,16.0,0.160,DowFractal_ThirdWave
2025.02.05 10:49:59,USDJPY,SHORT,order_attempt,0,,153.027,153.357,152.532,0.23,0.330,1.50,,,,0.1674,0.2000,true,false,19.0,0.113,DowFractal_ThirdWave
2025.02.05 10:49:59,USDJPY,SHORT,order_sent,10009,order_sent,153.027,153.357,152.532,0.23,0.330,1.50,,,,0.1674,0.2000,true,false,19.0,0.113,DowFractal_ThirdWave
2025.02.05 11:00:00,USDJPY,SHORT,order_blocked,0,max_positions,153.045,153.356,152.579,0.24,0.311,1.50,max_positions,,max_positions,0.1678,0.2000,true,false,18.0,0.107,DowFractal_ThirdWave
2025.02.06 14:59:59,XAUUSD,SHORT,order_attempt,0,,2864.44,2870.41,2855.49,0.08,5.97,1.50,,,,0.0837,0.2000,true,false,18.0,2.15,DowFractal_ThirdWave
2025.02.06 14:59:59,XAUUSD,SHORT,order_sent,10009,order_sent,2864.44,2870.41,2855.49,0.08,5.97,1.50,,,,0.0837,0.2000,true,false,18.0,2.15,DowFractal_ThirdWave
2025.02.06 15:04:59,XAUUSD,SHORT,order_blocked,0,max_positions,2863.65,2870.41,2853.51,0.07,6.76,1.50,max_positions,,max_positions,0.0848,0.2000,true,false,18.0,2.12,DowFractal_ThirdWave
