time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score
2026.02.12 19:34:59,order_blocked,EURUSD,SHORT,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,1.18689,1.18910,1.18247,0.22,0.00221,2.00,221.0,2.16,442.0,4.33,1.18770,1.18680,1.18891,6,0.79,1.98,0.1860,19.0,65.97
2026.02.13 16:49:59,order_attempt,EURJPY,SHORT,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,181.551,181.890,180.873,0.22,0.339,2.00,339.0,2.15,678.0,4.30,181.674,181.523,181.860,7,0.78,1.96,0.1903,30.0,63.65
2026.02.13 16:49:59,order_sent,EURJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,181.551,181.890,180.873,0.22,0.339,2.00,339.0,2.15,678.0,4.30,181.674,181.523,181.860,7,0.78,1.96,0.1903,30.0,63.65
2026.02.13 16:49:59,order_attempt,GBPJPY,SHORT,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,208.530,208.811,207.968,0.26,0.281,2.00,281.0,1.34,562.0,2.67,208.452,208.428,208.773,3,0.37,1.15,0.1806,38.0,71.89
2026.02.13 16:49:59,order_sent,GBPJPY,SHORT,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,208.530,208.811,207.968,0.26,0.281,2.00,281.0,1.34,562.0,2.67,208.452,208.428,208.773,3,0.37,1.15,0.1806,38.0,71.89
2026.02.13 17:19:59,order_blocked,EURJPY,SHORT,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,181.597,181.890,181.011,0.25,0.293,2.00,293.0,1.67,586.0,3.33,181.674,181.650,181.860,9,0.44,1.50,0.1707,30.0,63.76
2026.02.13 17:34:59,order_blocked,EURJPY,SHORT,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,181.585,181.890,180.975,0.24,0.305,2.00,305.0,1.76,610.0,3.52,181.674,181.570,181.860,10,0.51,1.59,0.1732,30.0,60.85
2026.02.18 12:49:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,4912.91,4923.44,4891.85,0.04,10.53,2.00,1053.0,1.42,2106.0,2.84,4913.03,4912.14,4923.07,6,0.02,1.37,0.0270,20.0,106.22
2026.02.18 12:49:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,4912.91,4923.44,4891.85,0.04,10.53,2.00,1053.0,1.42,2106.0,2.84,4913.03,4912.14,4923.07,6,0.02,1.37,0.0270,20.0,106.22
2026.02.18 13:04:59,order_blocked,XAUUSD,SHORT,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,4914.05,4924.88,4892.39,0.04,10.83,2.00,1083.0,1.49,2166.0,2.99,4916.26,4914.48,4924.52,3,0.30,1.44,0.0276,20.0,74.76
