scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
A_current_broad_fx_only,server_00_07,10,10.0,0.225,-0.703,-347.42,347.42,3.47,0.996,1.184,50.0,50.0,10.0,5,5,-97.1,-250.32,-0.404,-1.001,2,6,EURJPY:1;USDJPY:9,2025-01:1;2025-06:1;2025-07:2;2025-08:2;2025-09:2;2025-11:2,LONG:5;SHORT:5
A_current_broad_fx_only,server_08_15,19,21.05,0.536,-0.37,-344.81,491.7,4.85,1.022,1.09,52.63,42.11,21.05,7,12,-52.16,-292.65,-0.146,-0.501,6,8,AUDJPY:1;EURJPY:3;EURUSD:4;GBPJPY:1;GBPUSD:4;USDJPY:6,2025-01:1;2025-03:4;2025-04:3;2025-07:2;2025-08:2;2025-09:3;2025-10:2;2025-11:2,LONG:7;SHORT:12
A_current_broad_fx_only,server_16_23,34,35.29,1.081,0.062,88.56,497.94,4.7,1.341,1.059,76.47,52.94,35.29,16,18,-42.94,131.5,-0.052,0.163,6,11,AUDJPY:1;EURJPY:5;EURUSD:4;GBPJPY:5;GBPUSD:7;USDJPY:12,2025-01:5;2025-02:4;2025-03:3;2025-04:7;2025-05:1;2025-06:3;2025-07:2;2025-08:4;2025-10:1;2025-11:2;2025-12:2,LONG:16;SHORT:18
B_broad_hard_gate_reduced,server_00_07,820,30.73,0.864,-0.091,-1479.62,1634.67,16.19,1.37,1.275,70.98,50.85,28.41,428,392,-580.31,-899.31,-0.052,-0.132,6,12,AUDJPY:57;EURJPY:113;EURUSD:54;GBPJPY:96;GBPUSD:49;USDJPY:451,2025-01:88;2025-02:92;2025-03:76;2025-04:130;2025-05:89;2025-06:64;2025-07:55;2025-08:42;2025-09:36;2025-10:56;2025-11:45;2025-12:47,LONG:428;SHORT:392
B_broad_hard_gate_reduced,server_08_15,1386,27.06,0.783,-0.189,-4119.99,4797.64,44.93,1.341,1.404,70.42,50.0,27.56,684,702,-2669.76,-1450.23,-0.146,-0.23,6,12,AUDJPY:54;EURJPY:204;EURUSD:183;GBPJPY:186;GBPUSD:234;USDJPY:525,2025-01:153;2025-02:109;2025-03:172;2025-04:244;2025-05:155;2025-06:105;2025-07:78;2025-08:65;2025-09:70;2025-10:113;2025-11:77;2025-12:45,LONG:684;SHORT:702
B_broad_hard_gate_reduced,server_16_23,1793,30.67,0.844,-0.027,-3628.01,3952.36,38.57,1.356,1.238,67.71,50.14,29.34,882,911,-2436.94,-1191.07,-0.003,-0.05,6,12,AUDJPY:109;EURJPY:201;EURUSD:339;GBPJPY:234;GBPUSD:390;USDJPY:520,2025-01:172;2025-02:176;2025-03:236;2025-04:236;2025-05:158;2025-06:142;2025-07:133;2025-08:123;2025-09:110;2025-10:124;2025-11:100;2025-12:83,LONG:882;SHORT:911
C_sweep_reclaim_only,server_00_07,315,27.94,0.737,-0.117,-1836.61,2169.36,21.26,1.316,1.231,73.02,47.62,27.94,154,161,-1047.44,-789.17,-0.047,-0.184,6,12,AUDJPY:18;EURJPY:40;EURUSD:22;GBPJPY:36;GBPUSD:20;USDJPY:179,2025-01:18;2025-02:35;2025-03:41;2025-04:67;2025-05:37;2025-06:29;2025-07:16;2025-08:14;2025-09:9;2025-10:22;2025-11:13;2025-12:14,LONG:154;SHORT:161
C_sweep_reclaim_only,server_08_15,664,29.37,0.863,-0.047,-1959.79,2538.85,24.28,1.379,1.24,73.95,51.96,30.12,283,381,-1107.86,-851.93,-0.125,0.012,6,12,AUDJPY:23;EURJPY:72;EURUSD:75;GBPJPY:68;GBPUSD:107;USDJPY:319,2025-01:65;2025-02:57;2025-03:88;2025-04:123;2025-05:72;2025-06:54;2025-07:38;2025-08:27;2025-09:23;2025-10:62;2025-11:35;2025-12:20,LONG:283;SHORT:381
C_sweep_reclaim_only,server_16_23,836,30.5,0.846,-0.068,-2876.42,3956.92,37.1,1.311,1.214,67.11,48.21,28.47,399,437,-1333.26,-1543.16,-0.138,-0.004,6,12,AUDJPY:48;EURJPY:85;EURUSD:165;GBPJPY:103;GBPUSD:164;USDJPY:271,2025-01:92;2025-02:67;2025-03:130;2025-04:152;2025-05:80;2025-06:61;2025-07:66;2025-08:43;2025-09:41;2025-10:45;2025-11:30;2025-12:29,LONG:399;SHORT:437
D_bos_retest_only,server_00_07,340,29.41,0.779,-0.035,-1529.07,1749.91,17.49,1.426,1.206,69.41,52.94,32.06,169,171,-441.34,-1087.73,0.062,-0.132,6,12,AUDJPY:25;EURJPY:42;EURUSD:21;GBPJPY:40;GBPUSD:26;USDJPY:186,2025-01:35;2025-02:42;2025-03:26;2025-04:65;2025-05:34;2025-06:36;2025-07:22;2025-08:15;2025-09:14;2025-10:15;2025-11:17;2025-12:19,LONG:169;SHORT:171
