scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
D_bos_retest_only,server_08_15,561,31.19,0.829,-0.122,-2009.11,2854.59,27.71,1.393,1.222,68.98,50.45,31.91,264,297,-1034.26,-974.85,-0.156,-0.092,6,12,AUDJPY:27;EURJPY:70;EURUSD:67;GBPJPY:61;GBPUSD:89;USDJPY:247,2025-01:72;2025-02:61;2025-03:78;2025-04:98;2025-05:55;2025-06:35;2025-07:32;2025-08:27;2025-09:28;2025-10:42;2025-11:21;2025-12:12,LONG:264;SHORT:297
D_bos_retest_only,server_16_23,734,27.79,0.782,-0.208,-3317.82,4160.68,38.39,1.213,1.194,65.53,45.64,27.38,373,361,-2256.51,-1061.31,-0.198,-0.217,6,12,AUDJPY:48;EURJPY:75;EURUSD:135;GBPJPY:99;GBPUSD:165;USDJPY:212,2025-01:77;2025-02:73;2025-03:97;2025-04:103;2025-05:68;2025-06:58;2025-07:61;2025-08:52;2025-09:36;2025-10:50;2025-11:31;2025-12:28,LONG:373;SHORT:361
E_first_pullback_after_reclaim_only,server_00_07,599,32.22,0.878,0.024,-1238.69,1813.83,17.76,1.342,1.223,68.78,49.75,31.39,324,275,-890.92,-347.77,0.124,-0.095,6,12,AUDJPY:49;EURJPY:73;EURUSD:55;GBPJPY:75;GBPUSD:38;USDJPY:309,2025-01:61;2025-02:72;2025-03:67;2025-04:105;2025-05:70;2025-06:50;2025-07:36;2025-08:26;2025-09:21;2025-10:38;2025-11:31;2025-12:22,LONG:324;SHORT:275
E_first_pullback_after_reclaim_only,server_08_15,943,29.48,0.82,-0.08,-2999.95,3254.29,31.88,1.355,1.31,70.94,51.64,27.68,475,468,-2018.86,-981.09,-0.192,0.034,6,12,AUDJPY:37;EURJPY:126;EURUSD:124;GBPJPY:117;GBPUSD:184;USDJPY:355,2025-01:116;2025-02:103;2025-03:111;2025-04:146;2025-05:105;2025-06:68;2025-07:44;2025-08:38;2025-09:48;2025-10:91;2025-11:51;2025-12:22,LONG:475;SHORT:468
E_first_pullback_after_reclaim_only,server_16_23,1346,29.27,0.83,-0.093,-3949.83,4566.83,43.09,1.271,1.226,65.75,46.21,27.86,644,702,-816.3,-3133.53,0.016,-0.192,6,12,AUDJPY:84;EURJPY:147;EURUSD:254;GBPJPY:161;GBPUSD:292;USDJPY:408,2025-01:145;2025-02:147;2025-03:177;2025-04:182;2025-05:107;2025-06:105;2025-07:94;2025-08:86;2025-09:70;2025-10:97;2025-11:76;2025-12:60,LONG:644;SHORT:702
F_combined_new_triggers,server_00_07,788,30.08,0.858,-0.048,-1400.67,1803.7,17.44,1.365,1.254,70.05,50.25,28.3,410,378,-1073.93,-326.74,-0.021,-0.079,6,12,AUDJPY:60;EURJPY:102;EURUSD:56;GBPJPY:103;GBPUSD:49;USDJPY:418,2025-01:78;2025-02:92;2025-03:82;2025-04:128;2025-05:96;2025-06:68;2025-07:52;2025-08:37;2025-09:28;2025-10:48;2025-11:41;2025-12:38,LONG:410;SHORT:378
F_combined_new_triggers,server_08_15,1306,27.87,0.759,-0.048,-4249.28,4517.87,44.06,1.365,1.326,74.12,52.91,27.79,605,701,-1998.11,-2251.17,-0.142,0.034,6,12,AUDJPY:56;EURJPY:165;EURUSD:173;GBPJPY:150;GBPUSD:233;USDJPY:529,2025-01:159;2025-02:114;2025-03:166;2025-04:210;2025-05:140;2025-06:101;2025-07:68;2025-08:59;2025-09:64;2025-10:122;2025-11:72;2025-12:31,LONG:605;SHORT:701
F_combined_new_triggers,server_16_23,1803,30.06,0.846,-0.032,-3540.98,4880.96,43.13,1.316,1.257,67.78,47.48,27.4,877,926,-1329.39,-2211.59,-0.01,-0.053,6,12,AUDJPY:114;EURJPY:194;EURUSD:336;GBPJPY:225;GBPUSD:387;USDJPY:547,2025-01:191;2025-02:196;2025-03:241;2025-04:242;2025-05:160;2025-06:135;2025-07:135;2025-08:118;2025-09:93;2025-10:123;2025-11:87;2025-12:82,LONG:877;SHORT:926
G_combined_new_triggers_room_to_2r,server_00_07,549,31.33,0.975,-0.001,-170.53,1292.84,11.68,1.437,1.264,72.13,52.46,30.6,275,274,-24.56,-145.97,0.065,-0.067,6,12,AUDJPY:46;EURJPY:67;EURUSD:44;GBPJPY:74;GBPUSD:38;USDJPY:280,2025-01:50;2025-02:73;2025-03:62;2025-04:101;2025-05:58;2025-06:41;2025-07:36;2025-08:26;2025-09:20;2025-10:32;2025-11:26;2025-12:24,LONG:275;SHORT:274
G_combined_new_triggers_room_to_2r,server_08_15,883,28.09,0.774,-0.057,-2660.01,3026.73,29.23,1.419,1.4,73.95,52.77,29.33,394,489,-1433.08,-1226.93,-0.2,0.059,6,12,AUDJPY:36;EURJPY:104;EURUSD:116;GBPJPY:93;GBPUSD:149;USDJPY:385,2025-01:112;2025-02:62;2025-03:111;2025-04:140;2025-05:110;2025-06:65;2025-07:53;2025-08:37;2025-09:40;2025-10:87;2025-11:46;2025-12:20,LONG:394;SHORT:489
G_combined_new_triggers_room_to_2r,server_16_23,1154,30.76,0.862,-0.03,-2015.93,2840.09,26.27,1.365,1.303,68.11,48.35,28.94,552,602,-790.7,-1225.23,-0.026,-0.034,6,12,AUDJPY:62;EURJPY:121;EURUSD:226;GBPJPY:143;GBPUSD:233;USDJPY:369,2025-01:118;2025-02:128;2025-03:147;2025-04:151;2025-05:109;2025-06:94;2025-07:101;2025-08:77;2025-09:59;2025-10:74;2025-11:45;2025-12:51,LONG:552;SHORT:602
H_combined_new_triggers_h4_ma_bias,server_00_07,284,28.87,0.76,-0.219,-901.48,968.54,9.69,1.341,1.305,67.61,49.3,24.65,139,145,-627.77,-273.71,-0.299,-0.142,6,12,AUDJPY:26;EURJPY:38;EURUSD:23;GBPJPY:25;GBPUSD:17;USDJPY:155,2025-01:31;2025-02:32;2025-03:33;2025-04:40;2025-05:36;2025-06:19;2025-07:19;2025-08:15;2025-09:12;2025-10:15;2025-11:14;2025-12:18,LONG:139;SHORT:145
H_combined_new_triggers_h4_ma_bias,server_08_15,455,26.59,0.818,-0.132,-1138.35,1656.97,15.76,1.322,1.416,73.41,52.09,25.71,239,216,-653.14,-485.21,-0.21,-0.046,6,12,AUDJPY:19;EURJPY:57;EURUSD:70;GBPJPY:49;GBPUSD:85;USDJPY:175,2025-01:61;2025-02:39;2025-03:68;2025-04:64;2025-05:51;2025-06:41;2025-07:17;2025-08:17;2025-09:21;2025-10:40;2025-11:24;2025-12:12,LONG:239;SHORT:216
H_combined_new_triggers_h4_ma_bias,server_16_23,652,29.45,0.801,-0.087,-1768.86,2170.82,20.89,1.281,1.279,66.56,45.55,25.77,331,321,-888.77,-880.09,-0.109,-0.064,6,12,AUDJPY:46;EURJPY:74;EURUSD:132;GBPJPY:77;GBPUSD:137;USDJPY:186,2025-01:64;2025-02:79;2025-03:97;2025-04:104;2025-05:59;2025-06:40;2025-07:43;2025-08:23;2025-09:26;2025-10:42;2025-11:39;2025-12:36,LONG:331;SHORT:321
I_combined_new_triggers_h4_ma_room_to_2r,server_00_07,179,27.93,0.772,-0.179,-581.46,779.34,7.71,1.389,1.304,69.27,49.72,26.26,75,104,-324.92,-256.54,-0.185,-0.175,6,12,AUDJPY:22;EURJPY:23;EURUSD:17;GBPJPY:16;GBPUSD:11;USDJPY:90,2025-01:20;2025-02:24;2025-03:25;2025-04:30;2025-05:18;2025-06:10;2025-07:10;2025-08:8;2025-09:7;2025-10:9;2025-11:7;2025-12:11,LONG:75;SHORT:104
I_combined_new_triggers_h4_ma_room_to_2r,server_08_15,278,28.42,0.954,-0.165,-170.04,801.26,7.54,1.369,1.541,71.58,51.08,28.42,139,139,-273.47,103.43,-0.304,-0.027,6,12,AUDJPY:9;EURJPY:32;EURUSD:46;GBPJPY:24;GBPUSD:50;USDJPY:117,2025-01:44;2025-02:19;2025-03:40;2025-04:36;2025-05:39;2025-06:22;2025-07:8;2025-08:11;2025-09:9;2025-10:28;2025-11:15;2025-12:7,LONG:139;SHORT:139
I_combined_new_triggers_h4_ma_room_to_2r,server_16_23,374,30.48,0.884,-0.074,-570.91,1210.9,11.48,1.37,1.339,68.45,48.13,28.07,182,192,-215.18,-355.73,-0.128,-0.023,6,12,AUDJPY:25;EURJPY:38;EURUSD:78;GBPJPY:46;GBPUSD:69;USDJPY:118,2025-01:35;2025-02:43;2025-03:52;2025-04:67;2025-05:38;2025-06:25;2025-07:26;2025-08:11;2025-09:14;2025-10:28;2025-11:15;2025-12:20,LONG:182;SHORT:192
